ORF	hom | growth (relative abundance in pooled culture) | cisplatin [1 mM] | Wu HI~Brown JM, 2004	hom | growth (relative abundance in pooled culture) | cisplatin [0.23 mM] | Wu HI~Brown JM, 2004	hom | growth (relative abundance in pooled culture) | mitomycin C [0.5 mM] | Wu HI~Brown JM, 2004	hom | growth (relative abundance in pooled culture) | oxaliplatin [10 mM] | Wu HI~Brown JM, 2004
YHR127W	-0.036	0.099	0.023	0.024
YKR015C	0.001	0.099	0.027	0.002
YPR009W	-0.105	0.099	0.002	-0.035
YPR184W	-0.005	0.099	0.067	-0.111
YDR102C	0.106	0.100	0.028	0.192
YFR047C	0.075	0.100	0.001	0.015
YGR040W	0.045	0.100	-0.196	-0.051
YGR107W	0.084	0.100	0.055	0.072
YIR032C	0.105	0.100	0.005	0.136
YKL061W	0.009	0.100	0.018	0.034
YKR061W	0.020	0.100	-0.029	0.071
YKR091W	-0.008	0.100	0.001	-0.019
YLR016C	0.076	0.100	-0.002	0.036
YLR285W	0.008	0.100	0.087	0.095
YPR122W	0.014	0.100	-0.033	0.200
YCR024C-A	0.151	0.101	-0.112	-0.031
YGR282C	-0.071	0.101	0.126	-0.078
YKL131W	0.043	0.101	-0.013	0.086
YKR088C	0.026	0.101	0.019	0.130
YNR009W	-0.043	0.101	-0.022	0.070
YNR049C	0.007	0.101	0.027	0.052
YBR272C	0.122	0.102	0.059	0.070
YDR063W	-0.029	0.102	0.004	-0.022
YFR033C	0.002	0.102	0.053	0.049
YGR212W	0.121	0.102	0.065	0.229
YGR268C	-0.072	0.102	0.056	-0.042
YKL137W	0.048	0.102	0.063	0.042
YKR018C	-0.002	0.102	0.106	-0.034
YLR408C	0.023	0.102	0.043	0.036
YOR333C	0.124	0.102	-0.051	0.180
YPL137C	0.237	0.102	0.002	0.232
YDR203W	0.219	0.103	-0.024	0.029
YGL149W	0.019	0.103	0.094	0.039
YGR187C	0.194	0.103	0.179	-0.036
YGR243W	0.036	0.103	0.031	0.051
YKL056C	0.092	0.103	0.168	0.140
YKL081W	0.154	0.103	-0.008	0.062
YNR015W	0.000	0.103	0.102	0.096
YPL068C	0.164	0.103	0.199	-0.008
YBR074W	0.091	0.104	0.024	0.053
YBR264C	0.089	0.104	0.044	0.232
YCR017C	-0.018	0.104	0.018	-0.395
YDL204W	0.036	0.104	0.072	0.104
YDR387C	0.034	0.104	-0.045	0.094
YFL028C	0.023	0.104	0.000	0.047
YIR044C	0.032	0.104	0.039	0.083
YKL068W	0.109	0.104	0.078	0.142
YKR055W	0.049	0.104	0.038	0.006
YKR066C	0.002	0.104	0.046	0.075
YLR202C	0.086	0.104	0.176	0.068
YPR096C	-0.028	0.104	0.035	-0.033
YBL024W	0.125	0.105	0.097	-0.369
YBR291C	0.205	0.105	0.047	0.072
YDR317W	0.110	0.105	-0.023	-0.034
YEL033W	0.639	0.105	NaN	NaN
YFR036W	-0.162	0.105	-0.009	0.016
YGR284C	-0.041	0.105	0.006	0.031
YKR003W	0.035	0.105	0.036	0.045
YKR050W	0.033	0.105	0.031	0.051
YPR129W	-0.009	0.105	0.155	-0.030
YDR479C	0.169	0.106	0.108	0.369
YGL139W	-0.025	0.106	0.031	-0.019
YGR150C	0.241	0.106	NaN	0.110
YJR087W	-0.001	0.106	0.025	-0.045
YKL164C	0.016	0.106	0.104	0.002
YKL199C	-0.004	0.106	0.003	0.028
YKR067W	-0.012	0.106	0.048	0.005
YNL074C	0.100	0.106	0.036	0.070
YBL029W	0.080	0.107	0.068	0.178
YDL065C	0.006	0.107	0.102	-0.008
YDL194W	0.112	0.107	0.177	-0.267
YDL240W	-0.048	0.107	0.024	0.236
YKL086W	0.074	0.107	0.156	0.040
YKL157W	-0.006	0.107	0.084	-0.064
YKL163W	0.059	0.107	-0.001	0.060
YNL009W	-0.014	0.107	0.021	-0.052
YDR368W	0.035	0.108	-0.002	0.060
YGR066C	-0.026	0.108	0.071	0.118
YKR028W	-0.006	0.108	-0.028	0.060
YFR022W	-0.002	0.109	0.055	0.138
YGL066W	0.255	0.109	-0.009	0.938
YGL085W	-0.009	0.109	0.108	0.011
YGR129W	0.043	0.109	0.081	0.165
YGR171C	0.362	0.109	NaN	NaN
YGR176W	0.030	0.109	0.033	0.070
YGR256W	0.013	0.109	0.044	0.054
YML107C	0.130	0.109	-0.074	0.195
YNL066W	0.000	0.109	0.078	-0.076
YPR126C	-0.001	0.109	-0.026	0.052
YCL038C	0.089	0.110	0.051	0.125
YCL075W	0.031	0.110	-0.001	0.055
YDR005C	0.131	0.110	0.140	-0.013
YGL133W	-0.039	0.110	0.041	0.213
YKL202W	0.004	0.110	0.107	0.007
YLR368W	0.100	0.110	0.152	0.179
YNR019W	0.038	0.110	0.044	0.118
YOR066W	-0.027	0.110	0.005	0.076
YAL020C	0.525	0.111	0.264	0.701
YBL071C	0.321	0.111	0.165	0.399
YCR105W	-0.028	0.111	0.028	0.019
YDL219W	0.041	0.111	-0.023	0.136
YDR132C	0.007	0.111	-0.016	0.134
YGR153W	-0.053	0.111	0.084	-0.222
YKL031W	0.135	0.111	0.077	0.140
YMR088C	-0.010	0.111	0.102	0.019
YNL204C	0.135	0.111	-0.067	-0.077
YDR393W	0.267	0.112	0.269	0.356
YFL003C	0.022	0.112	0.035	0.079
YKR090W	0.073	0.112	0.208	0.168
YNL035C	0.054	0.112	0.092	-0.016
YOL107W	0.081	0.112	0.015	0.098
YOL152W	0.012	0.112	-0.035	0.084
YOR243C	0.262	0.112	0.026	-0.369
YBR245C	0.200	0.113	0.013	0.282
YCL035C	0.072	0.113	0.026	0.098
YLR292C	0.060	0.113	0.052	0.011
YDL227C	0.092	0.114	0.060	0.202
YDL241W	0.055	0.114	0.106	0.083
YGL161C	0.051	0.114	0.049	0.153
YGL162W	0.016	0.114	0.032	0.088
YGR132C	0.195	0.114	0.095	0.247
YHR180W	0.028	0.114	0.030	0.001
YLR190W	-0.053	0.114	0.130	0.125
YOL113W	-0.019	0.114	0.045	-0.005
YBL021C	0.042	0.115	0.050	0.148
YBR263W	0.033	0.115	0.023	0.225
YDR133C	-0.001	0.115	0.043	0.095
YFL052W	-0.031	0.115	0.036	-0.038
YGL032C	0.101	0.115	0.026	0.204
YGR208W	0.043	0.115	0.000	0.187
YLR211C	0.036	0.115	-0.001	0.168
YDR109C	0.102	0.116	0.127	0.163
YDR354W	-0.037	0.116	0.090	0.303
YFR041C	0.037	0.116	0.092	0.083
YGL180W	0.034	0.116	-0.030	0.007
YKL105C	0.039	0.116	0.037	0.069
YNL004W	0.000	0.116	0.051	-0.049
YNL198C	0.279	0.116	0.115	0.058
YGL194C	0.060	0.117	0.140	-0.255
YGR225W	0.092	0.117	-0.051	0.064
YHR185C	-0.016	0.117	0.029	-0.036
YKL094W	0.057	0.117	0.068	0.070
YMR132C	-0.001	0.117	0.050	-0.030
YMR160W	0.072	0.117	0.030	0.202
YMR253C	0.046	0.117	0.008	0.035
YNL011C	-0.013	0.117	-0.006	-0.081
YNL034W	0.023	0.117	-0.033	-0.035
YGL089C	0.015	0.118	0.020	0.040
YGR017W	-0.016	0.118	0.003	0.035
YKL084W	0.065	0.118	-0.002	0.118
YNR005C	0.073	0.118	0.142	0.036
YDR297W	0.159	0.119	0.105	0.020
YDR518W	0.156	0.119	0.185	0.280
YFL048C	0.086	0.119	0.058	-0.028
YFL053W	0.009	0.119	0.039	0.116
YFR017C	0.069	0.119	0.021	0.105
YFR032C	0.036	0.119	0.078	0.127
YGL072C	0.178	0.119	0.082	-0.283
YKL188C	0.027	0.119	-0.041	0.078
YMR133W	-0.001	0.119	0.018	-0.017
YBR261C	0.112	0.120	0.024	0.153
YDL222C	0.073	0.120	0.043	0.126
YFR049W	0.108	0.120	-0.017	0.122
YJL160C	0.021	0.120	0.081	-0.042
YKR043C	0.058	0.120	0.000	0.008
YKR076W	0.050	0.120	0.081	0.122
YLR461W	-0.028	0.120	0.052	0.030
YOL116W	0.027	0.120	0.083	-0.035
YPR074C	0.057	0.120	0.014	-0.017
YCR016W	0.178	0.121	0.021	0.070
YDR068W	-0.012	0.121	0.027	-0.096
YFL046W	0.045	0.121	-0.018	-0.023
YFR044C	0.100	0.121	0.076	0.070
YKL011C	0.024	0.121	0.046	0.112
YKR100C	0.067	0.121	-0.019	-0.245
YNR071C	-0.035	0.121	-0.084	0.114
YDL133C-A	0.003	0.122	0.030	0.077
YDR523C	-0.005	0.122	0.067	0.018
YFR045W	0.032	0.122	0.025	0.048
YGL153W	0.044	0.122	0.053	0.107
YGR207C	0.093	0.122	-0.012	0.104
YKL200C	0.000	0.122	0.056	0.032
YKR085C	0.501	0.122	NaN	NaN
YLR183C	0.130	0.122	0.179	0.032
YML109W	0.073	0.122	-0.121	-0.003
YDR338C	0.031	0.123	-0.019	-0.066
YDR438W	0.007	0.123	-0.061	0.097
YGR149W	0.074	0.123	0.077	0.056
YNL045W	0.000	0.123	0.035	0.064
YDR425W	0.042	0.124	-0.042	0.067
YDR453C	0.004	0.124	0.108	-0.029
YFL063W	0.013	0.124	0.015	0.054
YGR123C	0.145	0.124	0.057	0.145
YNR030W	0.081	0.124	0.022	0.033
YOL099C	0.028	0.124	-0.035	-0.003
YPR054W	0.087	0.124	-0.078	0.130
YDR352W	0.017	0.125	0.066	-0.064
YGL144C	-0.042	0.125	-0.032	-0.043
YGR259C	0.020	0.125	-0.095	0.000
YKL063C	0.129	0.125	-0.007	0.025
YKL077W	0.345	0.125	0.018	0.019
YLR299W	0.031	0.125	-0.038	0.079
YNR075W	-0.001	0.125	0.092	0.018
YPR174C	-0.038	0.125	0.029	0.005
YDL088C	0.175	0.126	0.062	0.392
YKL010C	0.120	0.126	0.019	0.172
YNL047C	0.083	0.126	0.026	0.019
YNR028W	0.081	0.126	0.113	0.090
YNR070W	0.015	0.126	-0.022	0.139
YPR089W	-0.035	0.126	-0.038	0.035
YDL025C	0.136	0.127	0.007	-0.091
YDR234W	-0.027	0.127	0.059	0.040
YFL042C	0.038	0.127	0.004	0.112
YFR023W	-0.003	0.127	0.042	0.179
YGL148W	-0.037	0.127	0.091	-0.292
YGL181W	0.015	0.127	-0.003	-0.013
YGR141W	0.047	0.127	0.064	0.018
YKL168C	-0.065	0.127	0.005	-0.046
YKL205W	0.137	0.127	0.054	0.140
YLR017W	0.099	0.127	0.102	0.000
YOL132W	0.009	0.127	0.062	0.059
YDR061W	-0.024	0.128	-0.060	0.023
YDR157W	0.189	0.128	-0.064	0.436
YDR206W	0.102	0.128	-0.002	0.174
YKR075C	0.050	0.128	0.135	0.079
YLR289W	0.156	0.128	0.075	0.183
YLR434C	0.099	0.128	0.119	0.152
YMR130W	0.035	0.128	-0.055	-0.091
YDL137W	0.106	0.129	0.075	0.274
YDR430C	0.045	0.129	-0.045	0.113
YGL146C	0.009	0.129	0.107	0.044
YGR202C	0.234	0.129	0.020	0.473
YKL120W	0.066	0.129	0.045	0.118
YLR217W	0.053	0.129	0.096	0.003
YGR014W	0.023	0.130	0.033	-0.008
YIR020C	0.105	0.130	0.165	0.148
YLR410W	0.080	0.130	-0.013	0.001
YPL062W	0.281	0.130	0.195	0.619
YPR109W	0.057	0.130	0.035	0.133
YCL039W	0.133	0.131	0.149	0.190
YDR135C	0.004	0.131	0.053	0.108
YGL154C	0.036	0.131	0.062	0.112
YKR035W-A	-0.063	0.131	0.122	-0.034
YLR354C	0.093	0.131	-0.025	0.222
YMR063W	0.182	0.131	0.003	0.563
YPR201W	0.021	0.131	0.064	0.129
YDR443C	0.122	0.132	0.296	0.332
YGR100W	-0.019	0.132	0.016	-0.040
YLR227C	0.064	0.132	0.065	0.082
YLR236C	0.007	0.132	0.109	0.090
YGL215W	0.131	0.133	0.121	0.188
YPR179C	-0.047	0.133	0.003	-0.111
YFL049W	0.071	0.134	0.004	0.104
YFL050C	0.005	0.134	0.097	-0.018
YFR026C	0.086	0.134	0.076	0.164
YML122C	0.309	0.134	NaN	1.044
YOR205C	0.416	0.134	NaN	0.611
YCR079W	0.186	0.135	-0.005	0.077
YDR481C	0.089	0.135	-0.038	0.192
YDR504C	-0.047	0.135	0.021	-0.084
YFR015C	0.073	0.135	0.086	0.215
YGL006W	0.068	0.135	0.023	0.068
YJR082C	0.091	0.135	0.075	0.088
YKL127W	0.116	0.135	0.101	0.079
YLR058C	0.176	0.135	0.046	0.111
YLR287C	0.044	0.135	0.005	0.059
YNR002C	0.011	0.135	0.040	0.096
YOL067C	0.262	0.135	0.018	0.572
YPR015C	-0.051	0.135	-0.009	-0.049
YDR056C	0.014	0.136	-0.054	0.043
YGL021W	0.103	0.136	0.005	0.187
YGL033W	0.111	0.136	0.047	0.289
YGR026W	0.011	0.136	0.118	-0.010
YKR011C	0.069	0.136	-0.023	0.056
YMR092C	0.073	0.136	0.091	0.043
YDR536W	0.021	0.137	0.059	0.000
YGR027C	0.214	0.137	NaN	0.266
YGR291C	-0.003	0.137	0.027	0.134
YNR014W	0.029	0.137	-0.034	0.053
YOL098C	0.018	0.137	0.057	0.074
YPR013C	0.036	0.137	-0.044	0.061
YKL034W	0.078	0.138	-0.013	0.049
YKR029C	-0.054	0.138	0.172	-0.633
YKR045C	0.039	0.138	0.075	0.014
YKR069W	0.058	0.138	0.134	0.129
YNL012W	0.032	0.138	-0.009	-0.028
YPR196W	-0.040	0.138	0.005	0.089
YDR134C	0.030	0.139	0.038	0.106
YDR476C	0.181	0.139	-0.065	0.340
YDR506C	0.071	0.201	0.084	0.092
YGL151W	0.037	0.139	0.073	0.059
YKL025C	0.109	0.139	-0.002	-0.101
YLR297W	-0.039	0.139	0.019	0.018
YML021C	0.117	0.139	0.100	-0.060
YOL124C	0.123	0.139	-0.040	0.235
YOR302W	0.086	0.139	-0.019	0.176
YOR344C	0.021	0.139	0.083	-0.049
YPR022C	0.045	0.139	0.114	0.068
YFL034W	0.060	0.140	-0.119	0.091
YFR024C	0.068	0.140	0.055	0.175
YLR406C	0.349	0.140	0.113	0.605
YDR077W	0.056	0.141	-0.068	0.101
YDR116C	0.213	0.141	NaN	NaN
YDR395W	0.141	0.141	0.088	-0.064
YFR014C	0.137	0.141	0.004	0.271
YHR131C	-0.003	0.141	-0.036	0.080
YKL017C	0.064	0.141	0.028	0.090
YNR012W	0.275	0.141	0.235	0.588
YGR210C	0.065	0.142	-0.036	0.152
YNR065C	-0.014	0.142	-0.058	0.052
YOL091W	0.051	0.142	-0.025	0.123
YDR525W-A	0.052	0.143	0.004	0.050
YFL047W	0.042	0.143	0.061	0.018
YFR006W	0.101	0.143	0.035	0.090
YGL013C	0.044	0.143	-0.005	-0.015
YKL096W-A	0.041	0.143	-0.051	-0.028
YKR009C	0.069	0.143	-0.024	0.059
YOL013W-A	0.041	0.143	-0.040	0.065
YPR121W	0.038	0.143	0.035	0.194
YBR238C	0.183	0.144	0.150	0.487
YGL214W	0.271	0.144	0.073	0.521
YJL206C	-0.029	0.144	-0.004	-0.028
YKL162C-A	0.002	0.144	0.070	-0.023
YOR234C	0.412	0.144	0.142	0.873
YPR199C	0.037	0.144	0.071	0.082
YBL032W	0.200	0.145	0.037	0.334
YBL087C	0.456	0.145	0.175	0.667
YDR428C	0.034	0.145	-0.012	0.022
YDR482C	0.180	0.145	0.047	0.278
YDR491C	0.086	0.145	0.007	0.216
YDR497C	0.004	0.145	0.003	0.095
YDR516C	0.148	0.145	-0.018	0.736
YFL054C	0.052	0.145	0.027	0.003
YJL120W	0.569	0.145	NaN	0.374
YMR062C	-0.024	0.145	0.073	0.138
YFR025C	0.082	0.146	-0.009	0.193
YNR057C	0.009	0.146	0.064	0.011
YOL112W	-0.015	0.146	0.028	0.048
YDR066C	0.027	0.147	-0.007	0.049
YFR016C	0.091	0.147	0.136	0.208
YGR254W	0.037	0.147	0.037	0.042
YIR020W-B	0.007	0.147	0.079	0.129
YOL104C	0.069	0.147	-0.014	0.082
YDR541C	0.023	0.148	0.027	0.069
YER156C	0.452	0.148	0.254	0.633
YGR177C	0.039	0.148	0.003	0.095
YKR070W	0.055	0.148	0.057	0.090
YLR380W	0.022	0.148	-0.022	0.057
YPR167C	0.061	0.148	0.064	0.103
YDR156W	0.172	0.149	0.089	0.790
YDR431W	0.033	0.149	-0.009	-0.025
YGR287C	0.037	0.149	0.071	0.080
YLR216C	0.071	0.149	0.078	0.055
YLR296W	0.010	0.149	-0.063	0.060
YLR309C	0.074	0.149	-0.015	0.136
YOL108C	0.047	0.149	-0.012	0.165
YOL110W	0.028	0.149	0.027	0.048
YDR492W	0.102	0.150	0.014	0.225
YKL073W	0.115	0.150	NaN	-0.638
YLR405W	0.069	0.150	0.164	0.036
YMR064W	0.297	0.150	NaN	NaN
YNL147W	0.256	0.150	NaN	-0.478
YNR048W	0.110	0.150	0.036	-0.061
YOL092W	0.025	0.150	0.041	0.108
YPR117W	0.016	0.150	-0.005	0.142
YGR011W	0.109	0.151	0.027	0.159
YGR022C	0.048	0.151	0.046	0.091
YGR271W	-0.003	0.151	-0.020	0.093
YKR058W	0.061	0.151	-0.014	0.048
YLR228C	0.049	0.151	0.002	0.074
YNR067C	0.008	0.151	0.012	0.081
YBR078W	0.282	0.152	-0.007	-0.049
YDL128W	0.037	0.152	-0.012	0.146
YGL210W	0.040	0.152	-0.009	0.030
YLR300W	0.021	0.152	0.019	0.069
YLR390W	0.070	0.152	-0.024	0.173
YPR028W	0.027	0.152	0.051	0.052
YFR009W	0.171	0.153	0.037	0.185
YIR039C	0.065	0.153	0.044	0.101
YNR059W	0.016	0.153	0.025	0.063
YPR049C	0.161	0.153	-0.004	0.276
YPR200C	0.008	0.153	0.047	0.027
YBR255W	0.183	0.154	-0.001	0.194
YCR087W	0.204	0.154	0.094	-0.099
YFL043C	0.083	0.154	0.085	0.004
YFR008W	0.264	0.154	0.111	0.223
YLR143W	0.080	0.154	NaN	-0.091
YOL150C	0.030	0.154	0.040	0.136
YPL080C	0.321	0.154	0.036	0.195
YDR538W	0.014	0.155	-0.001	0.026
YGR032W	0.069	0.155	-0.056	0.044
YGR286C	-0.007	0.155	-0.019	0.098
YPL017C	-0.167	0.155	-0.241	-0.090
YPR007C	-0.015	0.155	0.044	0.007
YPR014C	0.023	0.155	-0.079	0.087
YPR185W	0.021	0.155	-0.015	0.080
YPR195C	-0.021	0.155	0.053	0.021
YDR539W	0.058	0.156	0.069	0.086
YER188W	0.044	0.156	0.005	0.100
YGR288W	-0.010	0.156	0.088	0.106
YIR031C	0.125	0.156	-0.021	0.196
YNR056C	0.016	0.156	0.115	0.035
YPR027C	0.012	0.156	0.013	0.043
YIR042C	0.063	0.157	-0.029	0.080
YNR064C	-0.002	0.157	0.083	0.095
YPR193C	-0.021	0.157	0.007	0.023
YBR226C	0.324	0.158	0.163	0.510
YDR535C	0.054	0.158	0.001	0.039
YFL019C	0.108	0.158	-0.066	0.064
YFR012W	0.097	0.158	0.111	0.221
YIL110W	0.217	0.158	NaN	1.477
YJR014W	0.319	0.158	0.076	0.358
YKR084C	0.138	0.158	-0.058	0.231
YMR070W	0.123	0.158	0.100	-0.052
YPR092W	-0.004	0.158	-0.011	0.019
YGL164C	0.065	0.159	0.117	0.151
YGR072W	0.344	0.159	0.099	0.467
YKL023W	0.148	0.159	0.140	0.104
YMR067C	-0.043	0.159	-0.007	-0.002
YMR287C	0.606	0.159	0.456	1.263
YPL104W	0.295	0.159	0.145	0.457
YPR194C	-0.005	0.159	-0.007	0.022
YGL056C	0.121	0.160	-0.081	0.081
YIR017C	0.064	0.160	0.031	0.069
YBR246W	0.341	0.161	0.028	0.381
YDR143C	0.043	0.161	-0.016	0.004
YDR244W	0.191	0.161	0.209	0.251
YFR038W	0.072	0.161	0.006	0.088
YGR217W	0.093	0.161	0.055	0.100
YLR307W	0.025	0.161	0.124	0.073
YLR393W	0.201	0.161	0.119	0.303
YCR026C	0.198	0.162	0.008	-0.023
YGL067W	0.046	0.162	0.013	0.070
YMR107W	-0.019	0.162	-0.014	0.047
YNL044W	0.059	0.162	0.045	0.148
YOL131W	0.054	0.162	-0.025	0.131
YGL060W	0.184	0.163	0.098	0.219
YGR181W	0.121	0.163	0.080	0.027
YKL166C	0.137	0.163	0.028	0.234
YKR080W	0.064	0.163	0.081	0.053
YLR210W	0.139	0.163	-0.001	0.214
YLR401C	0.034	0.163	0.019	0.062
YNR066C	0.030	0.163	0.016	0.115
YPR021C	0.036	0.163	0.033	0.096
YDR480W	0.151	0.164	-0.025	0.289
YFR035C	0.029	0.164	-0.019	0.064
YLR364W	0.010	0.164	0.036	0.022
YDR006C	0.209	0.165	0.045	0.416
YDR268W	0.452	0.165	NaN	0.939
YGR033C	0.019	0.165	0.013	0.007
YGR263C	0.065	0.165	-0.441	0.126
YGR290W	-0.008	0.165	-0.043	0.195
YNR062C	0.022	0.165	0.007	0.040
YNR074C	0.025	0.165	0.076	0.098
YOL087C	0.141	0.165	0.077	0.036
YPR008W	-0.024	0.165	0.068	0.017
YCR033W	0.161	0.166	-0.067	-0.278
YGR031W	-0.013	0.166	-0.030	-0.013
YGR096W	0.036	0.166	0.124	0.006
YHR021W-A	0.077	0.166	-0.065	0.090
YKL065C	0.115	0.166	0.151	0.109
YNR060W	-0.001	0.166	-0.014	0.048
YPL205C	0.482	0.166	NaN	1.045
YPR115W	-0.038	0.166	0.016	0.121
YBL038W	0.352	0.167	0.225	0.501
YCR087C-A	0.176	0.167	0.078	-0.035
YIR018W	0.100	0.167	-0.032	0.134
YKL156W	0.105	0.167	0.128	0.142
YOR251C	0.362	0.167	0.099	0.485
YER039C-A	0.067	0.168	0.024	0.002
YGR081C	0.302	0.168	NaN	NaN
YJL151C	0.061	0.168	0.058	0.086
YPR053C	0.103	0.168	0.042	0.044
YJL200C	0.023	0.169	0.018	0.190
YJR059W	0.463	0.169	0.121	0.331
YLR392C	0.086	0.169	-0.012	0.182
YOR235W	0.507	0.169	0.217	0.762
YPR029C	0.042	0.169	0.035	0.128
YIR019C	0.079	0.170	0.064	0.128
YPR078C	0.004	0.170	0.032	-0.019
YDL242W	0.083	0.171	0.031	0.098
YGR266W	0.062	0.171	0.121	0.068
YLR180W	0.268	0.171	-0.022	0.346
YJL023C	0.274	0.172	0.426	0.752
YLR367W	0.163	0.172	0.058	0.297
YNR032C-A	0.058	0.172	0.027	0.142
YDR181C	0.213	0.173	0.061	0.181
YGL017W	0.089	0.173	0.068	0.179
YGL131C	0.006	0.173	0.010	0.043
YGR028W	0.035	0.173	-0.035	0.057
YPR020W	0.054	0.173	-0.006	0.025
YCR107W	0.074	0.174	0.104	0.097
YML086C	0.083	0.174	0.034	0.138
YOL103W	0.050	0.174	-0.089	0.085
YKL015W	0.035	0.175	-0.091	0.073
YKR056W	0.042	0.175	-0.001	-0.069
YLR306W	0.053	0.175	0.029	0.130
YPR097W	0.031	0.175	0.004	0.024
YDR070C	0.066	0.176	-0.001	0.021
YGL077C	0.178	0.176	0.018	0.117
YJL163C	0.101	0.176	0.093	0.154
YBR103W	0.099	0.177	0.050	-0.258
YDL129W	0.026	0.177	0.013	0.130
YGR276C	0.029	0.177	0.094	0.056
YLR387C	0.019	0.177	-0.008	0.024
YML042W	0.075	0.177	-0.015	0.176
YNR055C	0.035	0.177	0.033	0.027
YER144C	0.017	0.178	0.042	0.077
YFR039C	0.090	0.178	0.035	0.111
YGL007W	0.308	0.178	-0.072	-0.186
YIR009W	0.437	0.178	NaN	0.687
YLR398C	0.234	0.178	0.091	0.331
YOR127W	0.242	0.178	0.047	0.428
YPR052C	0.177	0.178	0.003	0.207
YDR059C	0.000	0.179	0.043	0.022
YDR496C	0.181	0.179	0.176	0.565
YER117W	0.578	0.179	0.124	1.008
YGL136C	0.140	0.179	0.068	0.187
YGR269W	0.031	0.179	0.106	0.128
YNL046W	-0.020	0.179	0.006	0.064
YDR139C	0.062	0.180	-0.042	0.124
YKR064W	0.002	0.180	0.059	0.004
YDL038C	-0.065	0.181	NaN	-0.032
YGR255C	-0.002	0.181	NaN	0.070
YHR079C-B	0.062	0.181	0.135	0.137
YKL074C	0.265	0.181	0.036	0.082
YOL136C	0.092	0.181	0.110	0.104
YPR024W	0.281	0.181	0.292	0.550
YBL079W	0.654	0.182	NaN	0.521
YPL226W	0.395	0.182	0.152	0.570
YPR017C	0.032	0.182	0.069	0.104
YPR050C	0.287	0.182	0.086	0.252
YCR048W	-0.038	0.183	0.006	0.131
YKL216W	0.293	0.183	-0.036	0.547
YLR238W	0.195	0.183	0.092	0.100
YNR069C	0.038	0.183	0.002	0.128
YGL104C	0.035	0.184	NaN	0.057
YGR076C	0.150	0.184	NaN	0.167
YKL158W	0.006	0.184	0.136	-0.022
YLR385C	0.036	0.184	0.009	0.025
YMR129W	0.070	0.184	0.005	-0.013
YNL252C	0.234	0.184	NaN	0.635
YOL118C	-0.137	0.184	0.057	-0.214
YER091C-A	0.051	0.185	-0.018	0.086
YPR170C	-0.016	0.185	0.131	0.028
YKR005C	0.044	0.186	0.044	0.080
YLR231C	0.047	0.186	-0.004	0.191
YNR061C	0.020	0.186	0.044	0.107
YOR201C	0.301	0.186	NaN	0.645
YPR192W	0.062	0.186	0.029	0.082
YGL086W	0.112	0.187	0.081	0.132
YGR292W	0.035	0.187	0.034	0.118
YGR295C	0.084	0.187	0.032	0.131
YNL043C	0.048	0.187	0.060	0.118
YNR008W	0.019	0.187	0.185	0.178
YPR111W	0.108	0.187	-0.094	0.096
YNR058W	0.005	0.188	0.079	0.008
YGL016W	0.144	0.189	0.034	0.391
YNL031C	0.187	0.189	0.143	0.323
YNL177C	0.357	0.189	NaN	0.626
YNR050C	0.331	0.189	NaN	0.020
YLR422W	0.261	0.190	0.116	0.305
YPR188C	0.002	0.190	0.036	0.052
YKL191W	0.137	0.191	0.017	0.223
YOL105C	0.124	0.191	-0.028	0.137
YPR087W	0.216	0.191	NaN	0.243
YJL172W	0.073	0.192	0.138	0.037
YJL191W	0.076	0.192	0.014	0.137
YNL053W	0.171	0.192	0.009	0.185
YDR200C	0.290	0.193	NaN	0.001
YLR018C	0.181	0.193	0.052	0.334
YPL061W	0.455	0.193	-0.010	1.049
YOL101C	0.053	0.194	0.029	0.074
YBR258C	0.197	0.195	0.006	0.286
YDR345C	0.053	0.195	0.012	0.021
YEL050C	0.493	0.195	0.211	0.967
YHR004C	0.105	0.195	0.048	0.161
YKL007W	0.206	0.195	0.058	0.170
YKR092C	0.391	0.195	0.169	0.683
YFR011C	-0.031	0.196	0.024	0.038
YMR216C	0.880	0.196	0.169	0.929
YPR030W	-0.033	0.196	-0.024	-0.064
YBR101C	0.088	0.197	-0.051	0.051
YDR436W	0.085	0.197	0.021	0.088
YLR168C	0.170	0.197	0.092	0.186
YOL106W	0.086	0.197	-0.027	0.144
YBR048W	0.572	0.198	NaN	NaN
YDR315C	0.225	0.198	NaN	0.718
YML034W	0.054	0.198	NaN	0.513
YNR029C	0.314	0.198	0.199	0.217
YNR063W	0.034	0.198	0.022	0.092
YMR127C	0.187	0.199	0.049	0.055
YNL001W	0.098	0.199	-0.037	0.072
YDR490C	0.148	0.200	0.038	0.471
YGR021W	-0.055	0.200	-0.006	-0.021
YKL220C	0.116	0.200	-0.022	0.242
YLR241W	0.096	0.200	0.064	0.145
YDR242W	0.024	0.201	0.005	0.041
YLR172C	0.131	0.201	-0.067	-0.018
YLR366W	0.144	0.201	0.120	0.264
YBR262C	0.147	0.202	-0.040	0.309
YLR239C	0.117	0.202	0.249	0.384
YNL184C	0.270	0.202	NaN	0.516
YGR025W	0.079	0.203	0.033	0.103
YGR122C-A	0.026	0.203	-0.032	0.059
YGR275W	0.019	0.203	0.089	0.014
YMR037C	0.073	0.203	-0.044	0.178
YMR116C	0.491	0.204	NaN	0.601
YML124C	0.381	0.206	0.148	0.583
YPR198W	0.096	0.206	0.138	0.227
