ORF	hap a | growth (exponential growth rate) | temperature [30°C] | Zakrzewska A~Smits GJ, 2011	hap a | growth (exponential growth rate) | temperature [38ºC] | Zakrzewska A~Smits GJ, 2011	hap a | growth (CFU) | hydrogen peroxide [10 mM], time [10 min], temperature [30°C] | Zakrzewska A~Smits GJ, 2011	hap a | growth (CFU) | acetic acid [327 mM], time [10 min], temperature [30°C] | Zakrzewska A~Smits GJ, 2011	hap a | growth (CFU) | time [10 min], temperature [30°C], temperature [48ºC] | Zakrzewska A~Smits GJ, 2011	hap a | growth (CFU) | hydrogen peroxide [10 mM], time [10 min], temperature [38ºC] | Zakrzewska A~Smits GJ, 2011	hap a | growth (CFU) | acetic acid [327 mM], time [10 min], temperature [38ºC] | Zakrzewska A~Smits GJ, 2011	hap a | growth (CFU) | time [10 min], temperature [38ºC], temperature [48ºC] | Zakrzewska A~Smits GJ, 2011
YBR268W	0.291	0.551	12.565	110.969	0.095	53.881	108.989	52.127
YBR269C	0.395	0.468	25.794	52.089	0.023	51.844	52.333	48.610
YBR270C	0.396	0.506	14.154	107.837	0.034	76.434	129.502	87.845
YBR271W	0.395	0.294	10.715	64.829	0.032	64.177	116.635	112.267
YBR272C	0.401	0.176	14.761	64.666	0.022	111.262	NaN	193.511
YBR273C	0.387	0.426	12.311	67.820	0.032	57.710	93.556	89.266
YBR275C	0.387	0.260	10.118	46.576	0.033	58.792	119.217	104.918
YBR276C	0.354	0.382	17.750	77.067	0.033	65.775	85.152	65.164
YBR277C	0.350	0.318	13.219	75.199	0.042	76.464	99.044	56.118
YBR278W	0.367	0.390	8.584	48.136	0.053	48.040	54.637	NaN
YBR279W	0.410	0.401	67.535	60.186	0.023	105.095	65.492	14.666
YBR280C	0.274	0.371	26.964	121.928	0.088	82.371	227.425	100.510
YBR281C	0.421	0.363	13.371	53.538	0.029	65.719	87.436	77.683
YBR282W	0.392	0.819	22.015	156.782	0.160	40.161	NaN	NaN
YBR283C	0.347	0.387	11.041	93.445	0.053	50.165	99.846	44.158
YBR284W	0.414	0.331	11.017	44.318	0.024	60.905	98.165	66.886
YBR285W	0.369	0.334	10.904	58.516	0.025	58.843	109.705	81.939
YBR286W	0.422	0.354	11.283	45.997	0.027	49.385	81.667	63.422
YBR287W	0.382	0.317	10.996	66.032	0.025	59.886	103.031	93.350
YBR288C	0.351	0.422	11.300	75.339	0.027	49.053	94.948	75.028
YBR290W	0.357	0.373	11.335	63.374	0.033	47.338	94.833	77.100
YBR291C	0.350	0.341	11.666	65.900	0.153	119.630	153.933	93.608
YBR292C	0.373	0.409	15.728	102.361	0.050	84.503	122.463	101.599
YBR293W	0.361	0.335	13.386	114.371	0.044	75.823	126.068	106.256
YBR294W	0.380	0.404	12.394	68.707	0.027	52.455	97.971	80.837
YBR295W	0.417	0.316	9.626	43.533	0.027	66.357	95.606	62.097
YBR296C	0.359	0.431	11.726	89.384	0.028	55.080	88.415	68.871
YBR297W	0.326	0.343	10.314	97.525	0.080	102.187	122.060	63.766
YBR298C	0.361	0.374	9.765	54.972	0.052	77.174	93.162	67.674
YBR299W	0.364	0.420	11.411	73.039	0.031	52.443	80.985	62.573
YBR300C	0.384	0.416	13.294	59.345	0.021	49.939	79.900	70.336
YBR301W	0.379	0.318	10.309	65.733	0.029	60.936	108.225	77.554
YCL001W	0.372	0.340	10.738	65.826	0.027	55.885	101.708	82.656
YCL001W-A	0.392	0.294	10.070	36.140	0.037	75.059	88.751	72.352
YCL002C	0.385	0.330	10.722	60.071	0.030	59.984	105.165	84.513
YCL005W	0.382	0.303	13.102	37.044	0.022	57.404	77.217	65.817
YCL009C	0.274	NaN	11.395	64.428	0.077	56.070	111.042	56.399
YCL010C	0.365	0.419	33.076	92.639	0.044	83.194	76.492	90.000
YCL014W	0.368	0.393	10.755	67.641	0.032	53.799	89.236	73.161
YCL016C	0.279	0.622	21.686	151.779	0.187	28.322	30.775	35.907
YCL022C	0.353	0.369	11.973	68.510	0.041	54.592	61.071	72.991
YCL023C	0.375	0.375	12.228	57.143	0.028	51.760	83.943	74.661
YCL024W	0.398	0.405	12.014	64.212	0.028	54.158	66.152	90.460
YCL025C	0.376	0.372	10.550	62.378	0.026	49.183	89.760	80.681
YCL026C-A	0.364	0.347	11.926	66.600	0.025	59.360	108.320	85.251
YCL027W	0.343	0.415	12.502	77.218	0.046	46.350	73.427	73.472
YCL028W	0.395	0.410	10.446	53.802	0.029	42.174	90.295	76.175
YCL029C	0.326	0.212	15.267	77.038	0.073	111.804	259.948	74.073
YCL030C	0.380	0.368	13.377	83.096	0.028	62.695	110.081	78.002
YCL032W	0.276	0.308	1.363	34.309	0.027	25.942	54.718	20.094
YCL033C	0.357	0.368	1.993	41.180	0.029	32.219	60.411	41.148
YCL034W	0.399	0.688	17.575	114.172	0.038	49.965	92.155	86.079
YCL035C	0.362	0.387	10.239	77.360	0.033	59.184	105.288	90.461
YCL036W	0.320	0.350	0.848	53.393	0.037	48.422	73.861	33.095
YCL037C	0.333	0.247	30.279	105.511	0.110	110.393	131.249	NaN
YCL038C	0.390	0.403	9.585	103.468	0.031	49.602	95.034	78.409
YCL039W	0.321	NaN	11.008	66.169	0.241	60.229	94.284	64.943
YCL040W	0.389	0.334	15.389	63.625	0.030	60.431	113.994	112.816
YCL042W	0.380	0.518	19.656	134.435	0.045	68.725	70.361	78.920
YCL045C	0.369	0.360	13.473	62.870	0.033	63.388	103.978	104.295
YCL046W	0.324	0.469	17.139	124.477	0.060	54.482	228.408	74.963
YCL047C	0.362	0.430	18.336	92.909	0.030	64.247	90.954	81.092
YCL048W	0.381	0.246	10.042	68.877	0.028	83.896	137.662	109.207
YCL049C	0.379	0.389	12.452	76.639	0.030	63.143	86.535	76.598
YCL050C	0.361	0.347	1.493	55.593	0.022	37.007	70.704	53.887
YCL051W	0.334	0.356	10.784	71.142	0.030	50.016	102.546	37.891
YCL055W	0.350	0.316	12.121	84.545	0.030	63.733	117.431	77.230
YCL056C	0.380	0.376	2.502	51.033	0.023	36.750	65.110	37.725
YCL057W	0.357	0.345	14.150	100.789	0.040	73.209	102.770	89.950
YCL058C	0.374	0.434	26.760	105.115	0.057	69.363	130.065	110.787
YCL061C	0.321	0.291	10.621	100.232	0.093	74.037	157.653	153.002
YCL063W	0.327	0.338	6.486	73.398	0.037	39.217	71.858	39.882
YCL069W	0.377	0.334	10.270	67.338	0.029	54.685	91.115	67.699
YCL076W	0.349	0.442	14.114	82.519	0.036	55.306	78.037	59.305
YCR001W	0.361	0.440	14.054	66.650	0.058	66.755	132.966	95.370
YCR002C	0.299	0.644	66.979	231.081	0.323	20.930	81.488	40.970
YCR003W	0.329	0.378	8.200	68.339	0.048	78.588	103.388	103.804
YCR004C	0.339	0.136	6.744	84.160	0.049	190.774	221.956	226.463
YCR005C	0.248	0.678	7.962	123.410	0.234	37.226	106.846	35.952
YCR007C	0.350	0.277	9.909	39.239	0.017	76.069	104.062	84.874
YCR008W	0.373	0.396	15.296	80.501	0.030	66.180	101.162	65.800
YCR009C	0.402	0.172	0.727	25.076	0.028	23.999	26.783	59.691
YCR010C	0.357	0.439	12.717	73.722	0.032	49.785	82.937	55.451
YCR011C	0.330	0.352	16.361	87.447	0.059	78.343	99.216	94.697
YCR014C	0.377	0.371	11.936	59.019	0.031	50.127	105.240	84.777
YCR015C	0.375	0.358	13.594	65.703	0.031	61.014	98.093	76.802
YCR016W	0.367	0.313	9.393	66.687	0.031	65.045	110.090	97.699
YCR017C	0.365	0.419	12.639	67.506	0.028	53.495	83.493	62.085
YCR019W	0.390	0.362	3.227	56.700	0.022	49.696	79.813	62.863
YCR020C-A	0.358	0.360	11.908	55.812	0.031	53.635	81.121	69.934
YCR021C	0.377	0.346	11.238	67.979	0.026	62.634	100.124	84.879
YCR022C	0.359	0.337	9.750	66.642	0.027	60.017	107.900	79.250
YCR023C	0.387	0.403	12.891	66.982	0.027	59.075	74.383	79.970
YCR024C	0.316	0.297	10.255	83.602	0.143	76.645	180.286	14.158
YCR024C-A	0.368	0.350	6.312	47.991	0.031	56.020	123.750	37.080
YCR025C	0.396	0.342	7.678	56.006	0.036	61.598	113.455	49.805
YCR026C	0.417	0.325	12.249	51.497	0.036	98.999	140.732	81.681
YCR027C	0.362	0.399	13.984	41.749	0.040	61.966	90.883	38.719
YCR028C-A	0.299	0.070	9.313	94.383	0.287	NaN	NaN	NaN
YCR030C	0.379	0.318	11.916	69.362	0.026	61.244	114.226	92.133
YCR031C	0.310	0.265	39.228	89.181	0.055	101.274	169.224	112.441
YCR032W	0.392	0.377	11.780	57.051	0.022	52.858	80.132	73.131
YCR033W	0.336	0.333	23.282	78.905	0.055	80.079	118.785	55.214
YCR034W	0.292	0.212	26.657	74.481	0.098	101.863	157.297	83.167
YCR036W	0.404	0.278	12.138	26.764	0.034	84.320	93.633	141.948
YCR037C	0.387	0.341	17.765	93.189	0.039	76.926	93.162	106.128
YCR043C	0.349	0.394	13.800	81.200	0.040	61.929	73.906	90.239
YCR044C	0.298	0.281	34.637	82.423	0.056	NaN	161.312	21.522
YCR045C	0.355	0.562	13.082	55.411	0.059	54.974	76.167	46.045
YCR046C	0.326	0.232	13.605	73.394	0.043	137.856	64.212	127.589
YCR047C	0.315	0.271	9.172	27.292	0.027	35.366	115.086	42.792
YCR048W	0.357	0.337	10.012	63.011	0.028	44.490	120.359	90.130
YCR049C	0.359	0.293	12.096	67.836	0.033	68.111	108.563	108.805
YCR050C	0.371	0.370	10.981	45.092	0.039	70.947	62.440	74.501
YCR051W	0.323	NaN	5.699	55.685	0.034	58.744	67.168	86.034
YCR059C	0.374	0.381	12.971	79.577	0.024	53.844	98.393	89.338
YCR060W	0.402	0.293	11.475	80.006	0.031	86.132	97.120	79.943
YCR061W	0.347	0.373	14.644	59.559	0.041	62.474	102.747	42.722
YCR065W	0.349	0.324	11.861	83.831	0.034	67.178	97.600	52.215
YCR067C	0.351	0.381	14.928	70.396	0.028	48.112	97.590	70.745
YCR068W	0.410	0.374	11.719	61.480	0.028	69.869	76.341	52.537
YCR069W	0.382	0.219	13.153	87.689	0.031	110.165	171.401	124.822
YCR071C	0.229	NaN	28.416	161.184	0.409	113.810	92.605	43.602
YCR073C	0.353	0.370	12.592	105.848	0.035	67.516	118.853	76.614
YCR073W-A	0.315	0.332	12.887	168.342	0.054	81.110	NaN	81.556
YCR075C	0.352	0.328	11.189	67.189	0.026	50.548	108.835	70.045
YCR076C	0.383	0.310	14.994	70.295	0.023	63.322	107.804	74.489
YCR077C	0.128	NaN	73.950	NaN	0.350	95.737	112.387	57.355
YCR079W	0.369	0.329	13.628	57.347	0.024	58.060	107.938	84.585
YCR081W	0.263	0.282	77.907	121.264	0.412	125.462	111.148	58.802
YCR082W	0.372	0.241	11.166	67.277	0.028	88.083	183.731	103.548
YCR083W	0.391	0.233	9.185	70.459	0.025	86.839	135.419	102.811
YCR085W	0.407	0.331	12.666	46.680	0.030	73.211	96.914	73.901
YCR086W	0.307	0.234	11.168	69.092	0.022	51.924	126.843	62.008
YCR087C-A	0.365	0.333	13.254	46.999	0.035	71.797	94.953	57.760
YCR087W	0.386	0.424	16.026	69.889	0.035	59.015	76.744	57.598
YCR088W	0.362	0.433	14.410	80.019	0.035	62.264	107.915	60.471
YCR089W	0.359	0.328	11.370	55.909	0.034	50.322	94.051	84.171
YCR090C	0.380	0.409	12.208	54.293	0.026	48.686	78.024	63.762
YCR091W	0.339	0.469	16.413	51.306	0.023	53.775	68.961	52.030
YCR092C	0.340	0.411	11.993	69.266	0.033	73.309	92.008	73.845
YCR095C	0.392	0.432	13.083	52.803	0.027	47.305	70.267	65.850
YCR098C	0.376	0.345	13.013	77.599	0.025	62.843	91.418	79.099
YCR099C	0.386	0.396	11.025	53.817	0.022	50.913	70.641	62.208
YCR100C	0.353	0.418	14.675	75.323	0.030	59.069	94.777	62.923
YCR101C	0.338	0.317	5.926	60.426	0.039	44.171	102.706	59.901
YCR102C	0.331	0.404	8.699	56.674	0.028	49.392	115.097	70.151
YCR102W-A	0.387	0.413	12.355	52.191	0.022	49.281	70.907	57.958
YCR105W	0.376	0.398	11.759	65.778	0.030	54.153	94.260	66.658
YCR106W	0.369	0.434	14.098	62.032	0.032	54.798	82.739	70.967
YCR107W	0.363	0.348	9.664	63.630	0.053	54.300	104.477	117.244
YDL001W	0.363	0.466	13.412	71.791	0.031	43.711	68.789	61.076
YDL002C	0.202	0.207	16.357	66.073	0.088	67.589	90.005	48.721
YDL006W	0.318	0.186	21.821	69.782	0.119	56.781	72.255	100.533
YDL009C	0.320	0.403	0.011	134.055	0.057	53.327	164.526	76.222
YDL010W	0.392	0.407	11.748	60.863	0.026	50.914	75.325	84.092
YDL011C	0.343	0.355	9.587	57.394	0.023	43.454	NaN	NaN
YDL012C	0.406	0.454	12.574	59.796	0.020	50.169	65.308	69.552
YDL018C	0.351	0.418	12.786	75.637	0.031	52.341	95.121	69.818
YDL019C	0.318	0.411	12.165	168.162	0.048	89.398	135.842	29.789
YDL020C	0.256	0.372	40.858	103.437	0.223	117.679	170.593	NaN
YDL021W	0.368	0.409	13.022	65.896	0.021	43.859	73.668	53.173
YDL022W	0.363	0.327	14.233	68.775	0.032	67.290	94.687	79.490
YDL023C	0.359	0.390	18.200	82.878	0.036	62.863	112.803	73.312
YDL024C	0.367	0.439	12.917	66.182	0.030	48.024	100.921	73.685
YDL025C	0.367	0.349	20.605	79.840	0.024	85.684	114.671	70.670
YDL026W	0.370	0.414	14.017	74.019	0.029	58.815	99.873	77.290
YDL027C	0.385	0.393	13.271	67.521	0.030	56.645	104.401	89.539
YDL032W	0.294	0.338	12.918	88.769	0.142	122.552	121.335	95.629
YDL033C	0.301	0.610	17.230	173.642	0.128	63.537	86.396	54.000
YDL034W	0.364	0.379	11.655	71.921	0.033	56.843	113.356	77.683
YDL035C	0.379	0.263	36.605	101.947	0.133	80.958	94.523	129.521
YDL036C	0.388	0.411	13.199	79.548	0.024	64.333	77.942	75.030
YDL037C	0.372	0.407	13.208	88.192	0.033	54.746	93.658	84.302
YDL039C	0.385	0.402	13.579	80.472	0.031	67.397	101.158	86.652
YDL041W	0.387	0.328	12.623	64.861	0.020	49.885	83.000	53.706
YDL044C	0.408	0.452	12.412	91.530	0.037	90.173	89.509	125.343
YDL046W	0.395	0.313	9.170	77.371	0.023	69.809	108.182	91.213
YDL048C	0.363	0.455	12.909	73.509	0.027	52.323	97.226	62.487
YDL050C	0.407	0.337	10.473	85.071	0.027	67.514	106.649	96.411
YDL051W	0.376	0.425	11.066	67.929	0.026	50.791	85.008	71.048
YDL052C	0.396	0.422	18.906	80.583	0.030	87.107	90.214	73.095
YDL053C	0.357	0.367	12.809	73.232	0.025	60.307	116.115	83.381
YDL054C	0.398	0.466	13.265	80.833	0.032	53.943	92.036	80.527
YDL056W	0.402	0.354	13.931	62.923	0.023	60.777	96.141	86.076
YDL057W	0.363	0.482	16.060	95.481	0.062	83.532	96.940	99.797
YDL059C	0.376	0.377	10.063	76.436	0.031	60.746	126.389	99.978
YDL061C	0.353	0.176	24.048	85.240	0.045	139.053	348.451	151.387
YDL063C	0.342	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YDL065C	0.347	0.450	6.271	95.541	0.104	84.015	82.661	159.639
YDL066W	0.414	0.309	19.274	77.524	0.023	78.381	132.732	145.646
YDL067C	0.349	0.372	29.522	106.370	0.040	72.737	144.736	12.523
YDL069C	0.281	0.522	17.365	222.168	0.129	83.263	143.868	51.083
YDL070W	0.391	0.431	19.811	78.190	0.030	58.287	93.583	86.326
YDL071C	0.387	0.306	16.451	67.011	0.033	93.654	145.229	122.098
YDL073W	0.306	0.292	16.040	65.110	0.029	65.299	109.192	26.434
YDL074C	0.417	0.377	21.926	64.865	0.021	67.455	80.984	27.583
YDL076C	0.364	0.427	12.433	97.827	0.048	63.245	75.178	100.983
YDL078C	0.397	0.368	16.106	77.204	0.028	77.566	107.819	91.070
YDL079C	0.362	0.446	13.740	76.163	0.033	52.835	94.533	74.707
YDL080C	0.353	0.445	13.726	106.174	0.059	54.143	78.974	65.411
YDL082W	0.346	0.424	17.229	90.074	0.072	88.756	89.046	86.711
YDL085W	0.381	0.409	14.311	112.326	0.039	79.443	149.835	83.592
YDL086W	0.363	0.381	10.965	62.678	0.029	55.812	98.646	74.189
YDL088C	0.337	0.536	19.652	160.910	0.118	81.055	167.994	112.533
YDL089W	0.327	0.386	5.354	29.282	0.017	34.451	73.655	38.685
YDL090C	0.350	0.194	11.587	47.612	0.053	84.910	85.568	150.864
YDL091C	0.372	0.366	11.044	63.162	0.030	53.166	98.636	93.070
YDL093W	0.368	0.382	13.633	84.272	0.035	61.266	126.899	82.888
YDL094C	0.385	0.294	8.747	66.331	0.024	57.758	125.189	83.823
YDL095W	0.366	0.383	14.094	79.430	0.037	54.560	96.467	98.166
YDL096C	0.392	0.318	15.119	81.426	0.028	72.004	78.049	119.000
YDL099W	0.354	0.297	16.606	73.873	0.036	71.762	120.398	83.688
YDL100C	0.391	0.279	14.692	111.589	0.035	95.480	158.560	129.478
YDL101C	0.323	0.324	12.489	106.519	0.059	81.514	126.553	68.529
YDL104C	0.261	0.502	16.863	125.584	0.104	67.248	126.072	126.287
YDL106C	0.304	0.070	64.773	121.339	0.909	NaN	NaN	NaN
YDL107W	0.276	0.128	9.760	53.351	0.065	NaN	NaN	NaN
YDL109C	0.370	0.328	10.865	77.367	0.038	69.171	119.977	96.757
YDL110C	0.381	0.386	12.484	73.172	0.029	62.875	100.707	78.897
YDL112W	0.360	0.341	15.469	78.188	0.048	69.963	223.386	98.326
YDL114W	0.385	0.320	12.223	66.084	0.037	63.040	104.962	104.460
YDL115C	0.325	0.251	8.263	187.101	0.335	26.464	32.001	101.234
YDL117W	0.368	0.329	16.574	79.333	0.031	68.588	109.577	110.734
YDL118W	0.199	0.236	5.890	99.078	0.185	61.426	118.506	51.503
YDL119C	0.423	0.323	4.664	147.005	0.166	101.928	144.769	190.312
YDL121C	0.375	0.349	12.064	58.602	0.024	47.689	93.632	77.620
YDL122W	0.369	0.432	17.947	82.725	0.032	69.890	91.899	77.724
YDL123W	0.367	0.366	9.262	111.626	0.043	78.101	93.731	93.188
YDL124W	0.372	0.418	11.558	63.012	0.030	60.825	93.622	81.114
YDL125C	0.384	0.400	13.307	69.643	0.027	65.142	107.328	68.597
YDL127W	0.341	0.402	21.660	64.854	0.039	62.391	84.677	59.374
YDL128W	0.381	0.382	13.571	66.620	0.027	54.399	114.966	87.398
YDL129W	0.387	0.356	11.692	62.503	0.027	55.810	104.971	79.742
YDL130W	0.379	0.679	15.053	68.410	0.071	47.534	72.315	83.024
YDL130W-A	0.375	0.427	13.527	58.042	0.036	66.997	80.472	83.490
YDL131W	0.340	0.505	9.601	68.161	0.056	69.051	142.450	62.138
YDL133C-A	0.332	0.505	29.259	67.911	0.057	50.463	94.928	62.768
YDL133W	0.395	0.311	11.292	63.372	0.020	59.893	99.146	80.372
YDL134C	0.374	0.352	13.056	67.531	0.034	60.107	123.417	102.518
YDL136W	0.386	0.367	15.193	80.432	0.051	100.288	164.309	111.451
YDL137W	0.412	0.306	11.473	54.071	0.024	71.928	126.886	106.017
YDL138W	0.396	0.335	17.993	78.963	0.024	74.598	108.179	92.260
YDL142C	0.381	0.389	10.275	54.552	0.032	52.930	73.927	86.739
YDL144C	0.361	0.443	14.842	70.991	0.034	44.764	103.897	58.242
YDL149W	0.347	0.390	14.426	78.713	0.037	57.524	100.069	79.347
YDL151C	0.278	0.072	33.355	177.198	0.330	118.448	NaN	NaN
YDL154W	0.387	0.328	10.512	60.782	0.027	59.163	104.539	77.308
YDL155W	0.401	0.332	11.316	58.179	0.022	59.752	101.234	91.462
YDL156W	0.312	0.365	13.300	43.043	0.066	29.175	41.010	50.449
YDL157C	0.399	0.287	11.304	55.759	0.023	62.504	96.463	103.334
YDL160C	0.217	NaN	14.643	NaN	2.191	141.958	NaN	36.119
YDL161W	0.385	0.390	10.339	60.673	0.023	53.712	101.219	84.035
YDL162C	0.331	0.346	8.213	131.572	0.089	72.628	220.557	116.679
YDL167C	0.308	0.551	6.102	161.302	0.542	32.230	65.363	66.631
YDL168W	0.389	0.284	15.196	54.331	0.053	50.238	64.460	67.074
YDL169C	0.387	0.379	12.740	75.053	0.028	57.186	99.258	83.634
YDL170W	0.279	0.358	11.725	106.634	0.049	54.038	119.355	61.486
YDL171C	0.363	0.312	15.278	83.027	0.033	55.113	92.319	85.971
YDL172C	0.371	0.395	12.016	71.208	0.025	51.474	83.648	67.970
YDL173W	0.387	0.279	15.674	55.474	0.023	69.013	79.354	92.399
YDL174C	0.400	0.384	10.625	73.466	0.026	70.531	95.147	108.670
YDL175C	0.355	0.433	13.561	63.819	0.048	53.075	64.590	98.523
YDL177C	0.363	0.385	10.494	63.065	0.027	50.726	74.598	71.595
YDL178W	0.367	0.386	10.365	65.039	0.034	65.703	73.985	97.236
YDL179W	0.354	0.328	11.568	76.179	0.033	67.098	92.918	79.028
YDL180W	0.364	0.362	6.926	67.886	0.028	50.914	100.626	57.618
YDL182W	0.371	0.162	13.199	51.473	0.021	78.994	43.868	119.974
YDL183C	0.336	0.372	9.499	74.784	0.064	83.636	146.077	75.803
YDL184C	0.357	0.295	10.792	68.151	0.031	75.434	143.131	97.550
YDL186W	0.365	0.381	14.980	84.311	0.031	58.767	97.959	88.234
YDL187C	0.368	0.359	12.085	71.557	0.033	64.417	91.878	76.259
YDL188C	0.359	0.435	14.622	58.622	0.040	43.556	83.718	108.079
YDL189W	0.366	0.276	7.631	69.080	0.030	70.427	110.365	86.736
YDL190C	0.338	0.318	14.401	80.664	0.044	69.212	186.978	98.307
YDL191W	0.266	0.376	21.986	56.757	0.271	69.939	217.236	49.721
YDL192W	0.268	0.323	23.594	110.968	0.146	54.326	135.808	117.928
YDL194W	0.356	0.402	12.843	108.777	0.041	70.685	134.371	77.632
YDL197C	0.381	0.319	9.364	58.084	0.031	62.804	97.378	90.333
YDL199C	0.354	0.466	12.003	67.411	0.034	44.720	79.068	65.219
YDL200C	0.345	0.400	10.282	77.986	0.029	58.269	84.076	63.364
YDL201W	0.389	0.360	12.340	62.410	0.028	57.487	75.857	82.396
YDL203C	0.373	0.389	12.480	67.854	0.028	51.592	85.144	69.457
YDL204W	0.356	0.426	11.945	83.740	0.032	54.059	84.203	71.254
YDL206W	0.367	0.363	12.697	58.291	0.030	50.801	97.891	67.786
YDL210W	0.346	0.273	6.503	56.108	0.033	35.702	129.968	115.562
YDL211C	0.354	0.447	13.419	74.864	0.026	41.852	80.220	59.806
YDL213C	0.388	0.298	12.794	73.099	0.029	73.380	110.596	101.809
YDL215C	0.373	0.421	11.252	59.612	0.027	45.496	90.921	70.498
YDL216C	0.350	0.470	17.437	100.209	0.043	61.342	98.465	78.842
YDL218W	0.371	0.396	12.609	82.283	0.031	50.053	88.221	69.776
YDL219W	0.273	0.293	10.497	76.102	0.055	76.925	131.697	79.409
YDL222C	0.361	0.340	11.439	76.550	0.033	63.796	113.170	81.093
YDL224C	0.367	0.338	14.517	78.693	0.037	67.519	122.247	90.160
YDL225W	0.359	0.328	13.335	58.205	0.024	44.682	66.103	77.659
YDL226C	0.330	0.579	35.525	123.026	0.125	106.815	61.590	82.242
YDL227C	0.369	0.340	11.695	64.505	0.036	60.116	107.413	86.832
YDL229W	0.358	0.375	12.317	63.593	0.033	53.150	103.843	72.803
YDL230W	0.388	0.317	10.886	64.395	0.023	65.516	121.807	81.363
YDL231C	0.359	0.465	12.029	79.021	0.034	48.974	78.709	62.410
YDL232W	0.276	0.438	33.844	134.916	0.110	36.535	116.660	104.952
YDL233W	0.365	0.463	12.865	68.037	0.030	49.050	85.049	69.428
YDL234C	0.369	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YDL236W	0.387	0.356	16.182	67.208	0.025	63.940	113.421	91.305
YDL237W	0.345	0.327	11.492	66.818	0.029	56.725	111.877	86.616
YDL238C	0.339	0.433	14.072	89.432	0.044	67.856	104.626	67.758
YDL239C	0.374	0.428	13.281	70.642	0.030	49.955	89.415	69.286
YDL240W	0.256	0.295	13.808	205.676	0.056	89.721	NaN	71.917
YDL241W	0.276	NaN	10.587	69.650	0.174	37.416	70.375	45.267
YDL242W	0.384	0.419	13.436	72.343	0.028	56.080	96.832	79.377
YDL243C	0.376	0.396	13.777	61.779	0.029	56.154	104.919	90.235
YDR001C	0.375	0.357	15.453	86.916	0.041	97.616	153.767	146.751
YDR003W	0.334	0.324	10.996	74.471	0.025	69.288	112.021	71.781
YDR004W	0.340	0.437	8.271	70.399	0.059	47.369	76.688	57.771
YDR005C	0.388	0.367	10.670	75.960	0.037	64.693	110.846	61.890
YDR006C	0.391	0.358	6.948	74.035	0.043	70.423	111.756	102.034
YDR009W	0.369	0.432	13.661	64.537	0.029	47.408	81.091	64.753
YDR010C	0.363	0.382	12.464	68.866	0.031	50.947	87.868	70.864
YDR011W	0.335	0.461	13.998	87.470	0.042	53.544	105.052	67.655
YDR014W	0.358	0.382	10.670	67.180	0.031	56.493	99.578	65.578
YDR015C	0.384	0.386	14.047	82.276	0.029	60.582	81.099	73.987
YDR018C	0.361	0.444	11.504	60.496	0.028	46.038	88.521	64.907
YDR019C	0.373	0.424	15.330	67.775	0.030	47.284	83.450	60.195
YDR020C	0.348	0.360	16.186	84.496	0.039	71.028	99.394	85.785
YDR022C	0.361	0.369	11.418	73.406	0.030	57.788	100.878	74.442
YDR024W	0.230	0.245	49.246	150.030	0.235	NaN	NaN	NaN
YDR026C	0.369	0.392	13.333	73.161	0.028	57.969	78.977	77.442
YDR028C	0.449	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YDR029W	0.304	0.411	15.010	81.029	0.041	47.274	88.559	60.025
YDR030C	0.392	0.428	12.947	66.261	0.031	50.659	88.664	79.362
YDR031W	0.396	0.807	16.055	72.700	0.033	43.197	51.203	57.358
YDR033W	0.324	0.364	19.839	135.797	0.059	102.886	157.443	90.914
YDR035W	0.375	0.427	12.379	64.791	0.026	52.656	80.064	70.661
YDR036C	0.399	0.406	12.488	61.171	0.027	52.668	84.923	77.134
YDR042C	0.343	0.518	21.116	165.457	0.107	109.020	128.431	132.253
YDR046C	0.354	0.397	13.123	69.273	0.028	45.935	89.210	55.533
YDR048C	0.366	0.379	12.832	81.593	0.033	73.697	111.099	92.835
YDR049W	0.420	NaN	NaN	NaN	26.733	80.226	116.847	136.827
YDR051C	0.355	0.416	7.983	89.118	0.042	55.210	90.640	75.148
YDR055W	0.345	0.371	11.567	62.203	0.035	62.035	84.923	69.117
YDR056C	0.385	0.529	14.874	69.909	0.026	47.369	78.143	63.015
YDR057W	0.349	0.354	12.687	116.925	0.044	105.949	154.664	105.858
YDR058C	0.361	0.351	12.666	98.159	0.039	95.811	127.773	81.463
YDR059C	0.365	0.432	10.922	57.642	0.031	50.476	83.711	65.695
YDR061W	0.348	0.465	12.444	68.742	0.031	52.356	100.704	55.065
YDR063W	0.376	0.313	11.551	70.718	0.030	60.116	100.391	96.598
YDR065W	0.372	0.165	9.602	5.360	0.041	29.557	180.763	117.109
YDR066C	0.356	0.440	13.955	76.678	0.034	50.333	93.196	70.554
YDR067C	0.344	0.450	18.058	74.397	0.040	52.369	110.282	74.716
YDR068W	0.367	0.442	13.592	70.195	0.033	50.859	89.556	68.812
YDR070C	0.357	0.317	11.779	75.634	0.028	58.090	113.076	87.543
YDR071C	0.366	0.356	7.841	71.325	0.024	58.247	100.278	61.957
YDR072C	0.402	0.349	13.786	76.951	0.031	79.025	99.542	86.632
YDR073W	0.376	0.306	11.943	62.715	0.024	53.753	108.069	80.298
YDR074W	0.397	0.237	1.095	44.477	0.025	53.048	59.768	81.390
YDR075W	0.375	0.361	11.101	70.886	0.023	56.498	115.458	83.210
