ORF	hom | growth (relative abundance in pooled culture) | decatransin [1.8 uM] | Junne T~Hoepfner D, 2015	het | growth (relative abundance in pooled culture) | decatransin [1.8 uM] | Junne T~Hoepfner D, 2015	hom | growth (relative abundance in pooled culture) | heptadepsipeptide [6.8 uM] | Junne T~Hoepfner D, 2015	het | growth (relative abundance in pooled culture) | heptadepsipeptide [6.8 uM] | Junne T~Hoepfner D, 2015	hom | growth (relative abundance in pooled culture) | HUN-7293 [200 uM] | Junne T~Hoepfner D, 2015	het | growth (relative abundance in pooled culture) | HUN-7293 [200 uM] | Junne T~Hoepfner D, 2015
YKL079W	0.053	0.230	-0.031	-0.026	-0.012	0.616
YKL080W	NaN	-0.259	NaN	0.304	NaN	0.151
YKL081W	-0.056	0.278	0.183	0.137	-0.078	-0.015
YKL082C	NaN	-0.511	NaN	0.177	NaN	-0.041
YKL083W	NaN	0.228	NaN	0.025	NaN	0.035
YKL084W	0.712	-0.040	0.065	-0.076	0.034	0.102
YKL085W	0.064	-0.291	0.088	0.186	-0.531	1.266
YKL086W	-0.666	0.094	0.415	-0.009	-0.056	1.208
YKL087C	-0.053	0.072	0.329	-0.080	0.031	-0.004
YKL088W	NaN	-0.174	NaN	0.159	NaN	-0.251
YKL089W	NaN	0.043	NaN	-0.249	NaN	0.134
YKL090W	0.985	-0.093	-0.126	0.165	0.490	1.438
YKL091C	-0.159	-0.771	-0.009	-0.076	-0.099	0.089
YKL092C	0.037	0.425	0.223	0.122	0.637	0.457
YKL093W	0.996	1.241	-0.019	0.042	0.518	-0.053
YKL094W	-0.041	0.050	-0.031	0.126	-1.154	0.175
YKL095W	NaN	-0.037	NaN	-0.086	NaN	-0.397
YKL096W	0.441	0.170	-0.027	0.438	-2.063	0.029
YKL096W-A	0.138	-0.920	-0.273	-0.138	1.588	0.006
YKL097C	-0.924	-0.013	0.171	0.006	0.412	0.245
YKL098W	-0.115	-0.027	1.132	0.499	-0.742	-0.152
YKL099C	NaN	-0.173	NaN	-1.957	NaN	0.388
YKL100C	-1.788	0.074	0.040	0.138	1.019	0.020
YKL101W	0.023	0.215	0.035	-0.256	-0.327	-0.044
YKL102C	0.162	0.110	-0.022	0.042	-1.646	-1.547
YKL103C	0.034	-0.038	0.169	0.131	0.051	1.645
YKL104C	NaN	-0.314	NaN	-1.442	NaN	1.074
YKL105C	0.055	-0.004	0.309	0.069	-0.299	-0.080
YKL106W	0.005	-0.470	0.057	0.474	-1.215	0.031
YKL107W	-0.140	-0.521	0.089	-0.710	0.121	-0.251
YKL108W	NaN	-0.399	NaN	-0.006	NaN	0.002
YKL109W	-0.021	0.213	0.289	-0.271	-0.107	-0.064
YKL110C	0.552	0.072	0.221	0.037	0.421	0.364
YKL111C	NaN	-0.177	NaN	0.054	NaN	-0.964
YKL112W	NaN	-1.097	NaN	-1.585	NaN	-1.049
YKL113C	0.402	-0.121	0.296	0.302	-0.011	1.185
YKL114C	-0.791	-0.263	1.346	0.258	0.668	-0.019
YKL115C	-0.094	-0.043	0.507	-0.256	-1.603	-0.210
YKL116C	-0.309	0.108	-0.815	0.056	-0.295	-0.148
YKL117W	-0.046	0.005	0.318	0.342	-1.577	0.165
YKL118W	-1.401	-0.489	-0.916	0.095	0.717	0.233
YKL119C	-0.400	-0.822	-0.060	0.201	-0.379	-0.567
YKL120W	-0.043	-0.046	0.188	-1.094	-0.040	-0.016
YKL121W	0.899	0.016	-0.012	-0.041	0.067	0.076
YKL122C	NaN	0.055	NaN	-1.229	NaN	-0.061
YKL123W	-0.041	0.861	0.333	0.866	-0.002	-0.006
YKL124W	0.553	0.315	-0.067	0.619	-0.011	-0.060
YKL125W	NaN	-0.020	NaN	0.053	NaN	-1.608
YKL126W	NaN	-0.026	NaN	0.127	NaN	-0.024
YKL127W	0.535	0.179	1.427	0.762	-1.847	0.975
YKL128C	0.082	-0.151	0.292	0.053	-0.637	0.010
YKL129C	-0.309	0.018	0.021	0.326	0.926	-0.875
YKL130C	0.852	-0.126	-0.026	0.215	-0.013	1.523
YKL131W	-0.277	-0.251	0.268	-0.120	-1.361	0.040
YKL132C	-0.051	-0.393	0.077	0.090	-0.153	-0.316
YKL133C	0.211	-0.009	-0.027	-0.083	1.396	-0.610
YKL134C	0.022	0.069	0.365	-0.600	1.327	0.185
YKL135C	-1.264	-0.681	-0.003	0.248	-1.232	-0.079
YKL136W	-1.031	-0.520	0.252	1.921	-0.093	-0.199
YKL137W	-0.141	-0.184	-1.034	1.328	-0.004	0.119
YKL138C	-0.052	0.677	0.136	0.028	0.164	-0.040
YKL139W	-0.491	-0.004	0.240	1.420	1.170	0.294
YKL140W	0.075	0.583	0.661	1.024	-0.489	-0.017
YKL141W	NaN	0.009	NaN	0.273	NaN	-0.001
YKL142W	1.237	0.129	-0.021	0.525	-0.016	-5.722
YKL143W	NaN	0.023	NaN	0.156	NaN	0.084
YKL144C	NaN	0.270	NaN	0.739	NaN	-0.415
YKL145W	NaN	-0.543	NaN	0.686	NaN	-0.161
YKL146W	0.132	-0.070	0.060	0.434	0.311	-0.290
YKL147C	-0.080	0.026	0.030	0.053	-0.356	-0.213
YKL148C	0.325	-0.694	0.189	0.099	-0.091	0.380
YKL149C	-0.319	-1.150	0.691	0.242	-0.811	-0.078
YKL150W	-0.716	-0.043	1.141	-0.528	0.195	0.332
YKL151C	-1.256	-0.037	0.477	0.133	-0.320	0.567
YKL152C	NaN	0.214	NaN	-0.465	NaN	0.134
YKL153W	NaN	-0.098	NaN	0.088	NaN	0.167
YKL154W	NaN	-0.424	NaN	0.322	NaN	0.217
YKL155C	0.321	0.176	0.040	0.022	0.283	-0.057
YKL156W	0.252	-0.559	0.802	0.050	0.019	-0.328
YKL157W	0.048	-0.717	0.188	0.004	0.001	-0.025
YKL158W	0.028	-0.914	0.369	0.022	-0.802	-0.386
YKL159C	0.748	-1.372	0.529	-0.307	0.918	1.009
YKL160W	-0.001	0.344	0.344	0.028	0.053	0.394
YKL161C	0.112	-0.013	0.330	2.203	0.060	0.038
YKL162C	0.082	0.103	0.073	0.674	-0.256	-0.011
YKL162C-A	-0.604	0.055	0.103	-0.045	0.247	-0.017
YKL163W	0.071	-0.030	-0.065	-0.308	-0.024	-1.005
YKL164C	1.579	0.371	-0.010	0.054	-0.266	-1.203
YKL165C	NaN	-0.009	NaN	-0.011	NaN	-0.186
YKL166C	0.133	0.053	0.364	0.011	-1.484	0.015
YKL167C	-0.107	-0.128	0.700	-0.012	-0.013	0.168
YKL168C	-0.052	-0.540	0.438	-0.199	0.010	-0.946
YKL169C	-0.016	0.196	0.240	1.854	1.428	0.099
YKL170W	NaN	-0.521	NaN	0.066	NaN	-0.003
YKL171W	0.137	-0.028	-0.078	0.136	0.140	-0.347
YKL172W	NaN	0.259	NaN	0.478	NaN	0.158
YKL173W	NaN	-0.845	NaN	0.634	NaN	-0.075
YKL174C	-0.632	-2.312	0.080	-0.940	0.947	-0.078
YKL175W	0.007	-0.024	0.057	0.386	-0.009	0.033
YKL176C	-0.027	-0.907	-0.021	0.406	0.088	-0.062
YKL177W	0.155	-0.026	0.139	-1.677	1.033	-2.246
YKL178C	NaN	0.037	NaN	1.239	NaN	-0.146
YKL179C	-0.167	-0.944	0.197	0.261	-0.657	-0.056
YKL180W	NaN	-2.091	NaN	-0.020	NaN	NaN
YKL181W	NaN	0.802	NaN	0.012	NaN	-0.145
YKL182W	NaN	-4.627	NaN	-0.096	NaN	-1.521
YKL183W	0.423	-0.025	1.416	0.005	-1.149	-0.381
YKL184W	-0.093	-0.030	0.199	-0.000	-1.165	-1.058
YKL185W	0.988	-0.742	0.401	0.221	-0.261	-0.746
YKL186C	NaN	-0.128	NaN	0.043	NaN	-0.861
YKL187C	-0.102	-0.027	0.699	0.259	-0.003	0.013
YKL188C	-0.036	0.009	1.423	0.036	0.635	-0.423
YKL189W	NaN	-0.099	NaN	0.617	NaN	-0.757
YKL190W	-0.188	-0.088	-3.394	-0.416	-0.020	-0.017
YKL191W	0.039	0.164	-0.060	-0.200	0.038	0.022
YKL192C	NaN	0.031	NaN	-0.123	NaN	1.653
YKL193C	NaN	0.035	NaN	-0.382	NaN	-0.155
YKL194C	NaN	0.170	NaN	0.244	NaN	-0.176
YKL195W	NaN	0.223	NaN	-1.249	NaN	-0.046
YKL196C	NaN	-0.117	NaN	1.438	NaN	-0.009
YKL197C	0.988	1.146	0.990	-0.255	0.094	-2.402
YKL198C	0.006	-0.041	0.032	-0.095	0.156	0.143
YKL201C	0.397	-0.147	1.848	0.131	0.026	-0.352
YKL202W	-0.636	-0.044	0.124	-0.002	-0.432	-0.145
YKL203C	NaN	0.084	NaN	0.285	NaN	-0.224
YKL204W	0.009	-0.933	NaN	-0.032	NaN	-0.113
YKL205W	0.001	-1.157	0.006	-1.020	-0.027	-0.718
YKL206C	-0.091	-0.063	0.080	0.013	0.642	-0.272
YKL207W	-0.433	0.047	-0.005	-0.012	-0.210	0.195
YKL208W	-0.229	-0.169	0.097	0.038	0.615	-0.012
YKL209C	NaN	-0.318	NaN	-0.119	NaN	-1.647
YKL210W	NaN	-2.175	NaN	0.069	NaN	-2.144
YKL211C	NaN	0.027	NaN	0.068	NaN	-0.100
YKL212W	-2.746	0.053	-0.607	0.030	-0.298	-0.582
YKL213C	-0.129	-0.031	-0.052	0.160	-0.874	-1.519
YKL214C	-0.019	0.068	0.140	-0.001	-0.835	-1.043
YKL215C	-0.040	0.225	0.541	0.012	-0.129	-1.128
YKL216W	-0.147	-0.080	-0.216	-0.044	0.168	-0.040
YKL217W	0.800	0.005	0.086	1.010	-0.067	0.017
YKL218C	-0.030	-0.433	-0.001	-0.083	-0.279	-0.305
YKL220C	-1.080	0.028	-0.127	-0.047	0.761	-0.052
YKL221W	0.144	0.369	0.550	0.011	-0.596	-0.649
YKL222C	-0.216	-0.575	-0.037	1.328	0.009	-0.029
YKR001C	-4.540	-0.167	NaN	0.294	-1.863	0.000
YKR002W	NaN	-0.074	NaN	-0.090	NaN	0.117
YKR003W	-0.048	0.011	0.507	-1.022	-0.020	1.045
YKR004C	NaN	-0.052	NaN	0.303	NaN	0.001
YKR005C	-0.100	0.053	-0.057	0.283	0.034	0.019
YKR006C	-0.708	0.095	-0.109	0.082	0.085	0.024
YKR007W	0.279	0.032	-0.003	1.247	0.099	0.685
YKR008W	NaN	0.206	NaN	-0.136	NaN	-0.014
YKR009C	0.291	-0.073	0.965	-0.092	0.025	-0.970
YKR010C	0.186	0.168	0.148	3.287	0.118	0.652
YKR011C	0.083	-0.000	0.071	0.094	-1.443	0.001
YKR012C	0.076	-0.066	0.222	0.126	-1.543	0.146
YKR013W	-0.195	-1.120	0.001	-0.760	-0.107	-0.656
YKR014C	0.039	-0.245	-0.038	0.323	-0.925	-1.371
YKR015C	-0.152	-0.149	0.133	0.228	1.327	0.070
YKR016W	-0.036	0.154	-0.034	0.162	0.006	-0.148
YKR017C	0.128	-0.063	-2.683	0.160	-1.315	-0.173
YKR018C	-0.361	-0.230	0.000	0.149	-0.198	-0.297
YKR019C	-2.838	0.002	-2.169	0.194	-1.068	0.296
YKR020W	-1.664	-0.034	-0.324	1.320	-0.727	0.059
YKR021W	1.194	-0.089	-0.976	-0.140	-0.035	0.092
YKR022C	NaN	-0.005	NaN	0.209	NaN	-0.954
YKR023W	0.084	0.544	-0.054	0.007	-0.208	0.700
YKR024C	0.303	-0.001	0.467	-0.032	0.955	-0.063
YKR025W	NaN	-0.001	NaN	-0.254	NaN	0.117
YKR026C	0.012	0.263	-0.017	-0.013	0.014	1.130
YKR027W	-0.047	-0.098	0.188	1.177	-0.168	-0.061
YKR028W	0.283	1.151	0.037	0.015	-0.235	0.907
YKR029C	0.154	0.797	0.311	0.004	-0.317	-0.031
YKR030W	0.395	0.535	-0.013	0.170	0.003	0.208
YKR031C	0.214	-0.353	-0.693	0.406	-0.075	0.015
YKR032W	0.094	-0.208	-0.111	0.230	-0.030	-0.060
YKR033C	-0.247	-0.360	0.123	-0.081	-0.066	0.012
YKR034W	0.077	-0.018	0.171	1.022	1.060	0.022
YKR035C	-2.052	-0.322	0.432	0.007	-0.001	0.611
YKR035W-A	-1.648	-0.657	0.266	0.145	0.780	-1.257
YKR036C	0.813	-1.540	0.843	0.291	-0.081	-0.007
YKR037C	NaN	0.978	NaN	-0.041	NaN	1.453
YKR038C	NaN	-0.113	NaN	0.721	NaN	-0.145
YKR039W	-0.192	-0.653	0.091	1.130	0.657	-0.539
YKR040C	-0.150	-0.657	0.079	2.212	-1.309	-0.031
YKR041W	0.282	0.095	0.280	1.254	0.201	-0.017
YKR042W	0.055	1.160	-0.012	0.006	0.857	0.039
YKR043C	0.143	-1.002	-0.042	-0.053	-1.118	0.024
YKR044W	-0.654	0.006	-0.247	-0.728	0.567	-0.059
YKR045C	-0.380	-0.061	0.026	-0.081	0.357	0.026
YKR046C	-0.390	-0.107	-1.191	0.041	0.034	-0.010
YKR047W	-1.257	-0.441	-3.787	-0.018	-0.007	0.006
YKR048C	-0.629	-0.081	-2.848	-2.640	0.331	-1.941
YKR049C	-0.070	0.584	-1.763	0.075	-0.624	-0.022
YKR050W	0.203	0.185	0.497	-0.162	-2.150	-1.110
YKR051W	-0.121	-1.076	0.203	-1.268	0.142	-0.252
YKR052C	0.003	-0.042	0.023	-0.291	0.922	-0.264
YKR053C	0.095	0.240	1.260	0.089	0.197	-0.125
YKR054C	-0.309	-0.321	0.001	-0.047	-0.903	0.184
YKR055W	0.098	0.112	0.516	-0.147	0.659	0.083
YKR056W	0.474	-0.085	-0.766	0.062	-1.014	-0.233
YKR057W	-0.886	-0.001	0.982	0.586	-0.137	0.113
YKR058W	0.017	0.185	0.304	-0.052	-2.151	-0.049
YKR059W	-0.419	-0.748	-0.070	0.815	0.403	-0.244
YKR060W	0.025	-0.128	0.360	0.936	0.325	-0.019
YKR061W	-0.772	-1.427	0.247	-0.145	-0.052	0.139
YKR062W	NaN	0.944	NaN	-0.008	NaN	-0.074
YKR063C	NaN	-0.789	NaN	0.085	NaN	0.036
YKR064W	-0.664	-0.226	0.630	-1.386	-0.890	-0.104
YKR065C	-0.059	-0.057	0.134	0.164	-0.029	-0.224
YKR066C	-0.066	-0.056	0.012	0.906	0.816	-0.759
YKR067W	0.051	-0.029	-0.003	0.077	0.715	-0.297
YKR068C	NaN	-0.853	NaN	0.635	NaN	-0.645
YKR069W	0.783	1.488	-1.067	0.140	-0.150	-0.212
YKR070W	-0.563	-1.091	0.422	0.220	-0.827	-1.088
YKR071C	NaN	-0.024	NaN	-0.228	NaN	0.028
YKR072C	0.868	-0.350	-0.749	0.675	0.586	-0.069
YKR073C	0.728	0.018	-0.173	-0.283	0.519	-0.003
YKR074W	0.738	-0.672	0.017	0.136	0.620	-0.142
YKR075C	-0.366	0.810	-0.045	0.179	0.357	-0.027
YKR076W	-0.390	-0.142	-0.119	0.047	0.086	-0.010
YKR077W	0.801	0.021	0.431	-1.866	-0.010	-0.055
YKR078W	-0.132	-0.535	-0.095	0.272	0.088	-0.160
YKR079C	NaN	-0.200	NaN	0.541	NaN	-0.004
YKR080W	-0.110	0.369	1.575	0.055	0.105	-0.142
YKR081C	NaN	0.339	NaN	0.285	NaN	-0.646
YKR082W	-0.829	0.022	NaN	-0.024	0.248	-0.738
YKR083C	NaN	0.657	NaN	-0.025	NaN	-0.063
YKR084C	0.952	0.131	0.112	0.355	0.556	1.876
YKR085C	0.152	-0.638	0.021	0.389	0.029	-0.103
YKR086W	NaN	-0.465	NaN	-0.024	NaN	-0.000
YKR087C	0.896	0.009	0.103	0.007	-0.055	1.285
YKR088C	-0.689	-0.423	0.131	1.959	-2.307	-0.349
YKR089C	-0.006	-0.096	0.916	-0.008	-0.214	-0.151
YKR090W	0.107	0.143	0.906	-0.256	-0.151	-0.132
YKR091W	-0.094	-0.493	-0.457	-0.424	-0.047	0.063
YKR092C	0.360	0.917	-0.087	0.163	0.909	-0.049
YKR093W	-1.340	0.586	-4.157	1.969	-0.991	-1.798
YKR094C	0.091	0.471	1.946	0.346	-0.005	0.227
YKR095W	0.117	-0.293	0.124	-0.194	-0.273	-0.046
YKR096W	-0.101	0.116	0.838	0.111	-0.070	0.027
YKR097W	0.676	-0.080	-0.000	-0.131	-1.095	-0.569
YKR098C	0.191	-0.250	-0.033	1.471	0.397	-1.070
YKR099W	-0.426	0.106	-0.025	-0.100	-0.015	-0.047
YKR100C	-0.097	-0.075	-1.408	-2.646	0.260	-0.029
YKR101W	0.808	0.619	0.341	0.173	1.837	0.023
YKR102W	-0.194	-0.351	0.034	-0.125	-1.276	0.048
YKR103W	-0.092	0.139	1.671	-0.022	-0.015	-0.194
YKR104W	0.461	-0.092	0.742	-0.020	-0.026	-1.301
YKR105C	0.121	-0.043	1.110	0.525	-0.093	-0.451
YKR106W	-1.440	-0.861	-0.008	0.044	1.364	0.000
YLL001W	0.131	-0.512	-0.016	-1.570	0.120	-0.161
YLL002W	0.181	0.022	0.000	-0.029	0.236	0.791
YLL003W	NaN	0.049	NaN	0.126	NaN	0.745
YLL004W	NaN	-0.030	NaN	0.121	NaN	0.169
YLL005C	-0.162	-0.991	-1.910	-0.156	-0.866	0.795
YLL006W	0.594	-0.202	0.142	-0.068	0.224	1.083
YLL007C	0.260	0.015	0.375	-0.500	-0.666	-0.004
YLL008W	NaN	0.007	NaN	0.089	NaN	0.148
YLL009C	-0.118	-0.346	-0.015	0.094	0.369	0.095
YLL010C	-0.834	0.112	-0.042	-0.904	-1.305	-0.215
YLL011W	NaN	-0.799	NaN	-3.027	NaN	-0.116
YLL012W	0.026	-0.041	-0.238	0.061	0.159	0.933
YLL013C	0.328	0.044	0.073	-1.353	0.015	0.523
YLL014W	0.053	0.737	0.036	0.071	-0.083	-0.082
YLL015W	0.100	0.026	0.017	0.957	2.023	0.007
YLL018C	NaN	-0.951	NaN	0.076	NaN	-1.392
YLL018C-A	-0.523	-0.083	-0.002	0.379	-0.035	-0.155
YLL019C	0.649	0.126	0.045	0.544	0.084	-0.104
YLL020C	0.329	-0.478	-1.276	0.193	0.033	-0.737
YLL021W	1.242	0.057	-0.165	-0.120	0.879	-1.040
YLL023C	1.145	0.271	0.137	-0.067	0.643	0.132
YLL024C	1.414	0.675	0.077	-0.019	-0.019	-0.072
YLL025W	-0.597	0.008	-0.880	0.296	0.016	-0.045
YLL026W	1.236	1.764	-0.035	-0.134	-0.687	-0.140
YLL027W	NaN	-0.499	NaN	-0.079	NaN	-0.041
YLL028W	0.262	0.758	-0.050	0.039	0.844	-1.128
YLL029W	-0.097	-0.003	-0.007	-0.034	0.251	-0.264
YLL030C	-0.270	-0.075	0.588	0.416	-1.165	-0.085
YLL031C	NaN	0.344	NaN	0.469	NaN	-0.495
YLL032C	0.039	-1.085	-0.023	0.058	0.929	-0.109
YLL033W	-0.001	0.063	0.153	0.054	0.221	-0.021
YLL034C	NaN	0.095	NaN	1.005	NaN	-1.526
YLL035W	NaN	-0.629	NaN	1.880	NaN	-0.039
YLL036C	NaN	0.772	NaN	-0.065	NaN	-0.012
YLL037W	NaN	0.768	NaN	-0.076	NaN	-0.054
YLL038C	0.178	0.071	0.102	0.323	-0.063	-0.165
YLL039C	-0.221	-0.171	-0.058	-0.008	0.345	0.439
YLL040C	-1.059	0.117	-0.003	-0.070	-0.440	-0.030
YLL041C	1.037	0.696	-0.388	-0.661	1.105	-1.184
YLL042C	-0.043	1.260	-0.074	-0.056	-0.503	0.002
YLL043W	-0.580	-0.234	-0.859	0.602	-0.439	0.022
YLL044W	0.241	0.009	0.662	-0.090	-0.020	0.783
YLL045C	0.005	1.241	1.043	2.148	0.305	0.073
YLL046C	-0.088	0.456	-0.112	0.231	1.176	-0.004
YLL047W	-0.430	0.891	-0.047	-0.129	0.851	-0.117
YLL048C	0.067	0.059	0.630	-0.246	0.261	-0.069
YLL049W	0.026	-0.304	0.057	0.317	0.096	0.004
YLL050C	1.844	-0.114	0.702	0.081	0.559	0.078
YLL051C	-0.111	0.678	0.079	-0.212	0.049	-0.201
YLL052C	0.375	0.327	-0.020	0.140	1.128	-0.143
YLL053C	0.060	0.732	0.067	0.048	1.169	-0.006
YLL054C	-0.293	-0.005	-0.021	-0.383	-0.053	0.014
YLL055W	1.006	0.555	-0.017	0.088	0.799	0.022
YLL056C	0.051	0.124	0.015	-0.078	0.535	-0.102
YLL057C	-1.143	0.025	-0.041	0.107	0.339	-0.160
YLL058W	-1.121	0.097	0.690	0.023	0.075	0.002
YLL059C	-0.290	-0.087	0.829	0.170	0.076	-0.010
YLL060C	0.602	0.087	-0.054	-0.019	0.029	0.166
YLL061W	0.014	0.273	0.367	-1.123	1.337	-1.133
YLL062C	0.463	0.033	0.046	-1.082	0.437	-0.046
YLL063C	0.046	-0.050	-0.012	0.085	0.887	-0.005
YLR001C	-0.087	-0.007	-0.149	-0.015	-0.115	-1.026
YLR002C	NaN	0.257	NaN	0.363	NaN	0.119
YLR003C	0.007	0.625	-0.585	-0.424	0.035	0.852
YLR004C	0.191	-0.097	-0.118	0.540	1.550	0.076
YLR005W	NaN	-0.314	NaN	-0.212	NaN	-0.002
YLR006C	0.002	0.360	-0.165	-0.881	-0.042	0.234
YLR007W	NaN	0.634	NaN	0.110	NaN	0.021
YLR008C	NaN	-0.020	NaN	1.399	NaN	0.003
YLR009W	NaN	0.052	NaN	0.250	NaN	0.029
YLR010C	NaN	-0.068	NaN	-0.069	NaN	-0.029
YLR011W	0.556	0.201	0.159	0.061	-0.201	0.002
YLR012C	0.604	0.487	-0.005	-0.098	-0.043	-0.757
YLR013W	-0.917	0.552	-0.120	0.004	-0.026	0.054
YLR014C	-0.187	0.011	0.038	0.219	-0.004	0.232
YLR015W	0.204	0.659	-0.591	-0.002	-0.005	0.742
YLR016C	0.560	0.050	0.129	0.469	-0.014	0.166
YLR017W	0.335	-0.506	-0.110	-0.828	0.037	-0.000
YLR018C	-0.029	-0.024	0.890	0.073	0.111	1.484
YLR019W	-0.350	-0.429	-0.007	-0.187	-0.958	0.417
YLR020C	0.465	-0.443	-0.154	0.484	1.058	-0.016
YLR021W	0.791	0.130	-0.000	-0.123	0.128	0.160
YLR022C	NaN	0.325	NaN	-0.013	NaN	0.016
YLR023C	-0.390	0.488	0.012	0.011	0.111	-0.053
YLR024C	0.243	0.177	0.003	0.561	0.629	0.034
YLR025W	-3.816	-0.067	-2.577	-0.063	-0.990	-0.060
YLR026C	NaN	-0.663	NaN	-0.005	NaN	0.440
YLR027C	NaN	0.520	NaN	0.138	NaN	0.178
YLR028C	0.192	0.013	0.214	0.053	-1.893	0.124
YLR029C	NaN	-0.959	NaN	1.396	NaN	0.184
YLR030W	0.032	-0.703	-0.046	-0.087	-0.084	1.008
YLR031W	0.248	-0.713	0.419	-1.991	0.015	0.062
YLR032W	0.090	0.154	0.092	-0.039	-0.792	0.068
YLR033W	NaN	-0.264	NaN	-2.341	NaN	-0.061
YLR034C	0.524	0.040	-0.190	-0.049	1.035	0.033
YLR035C	0.551	0.064	0.025	0.075	-0.427	-0.369
YLR036C	-0.216	-1.352	0.400	-0.000	-0.020	-0.023
YLR037C	0.494	0.132	-0.059	-0.091	0.004	0.112
YLR038C	-0.082	0.325	0.081	-0.132	1.122	-0.004
YLR039C	-2.130	-0.423	-0.237	0.165	-0.495	1.338
YLR040C	0.016	-0.005	0.708	0.276	-0.002	0.360
YLR041W	0.204	-0.041	0.364	-0.201	1.170	0.044
YLR042C	-0.041	0.835	1.379	0.011	-0.278	0.913
YLR043C	-0.128	0.507	-1.135	-2.615	-0.397	0.147
YLR044C	0.946	0.402	-0.012	-0.151	1.471	0.396
YLR045C	NaN	0.083	NaN	-0.020	NaN	-0.335
YLR046C	0.280	-0.005	0.049	-0.048	-0.065	-0.304
YLR047C	0.035	-0.245	-1.404	-0.071	-0.173	0.012
YLR048W	0.823	0.706	0.232	0.535	1.307	0.120
YLR049C	0.078	-0.042	0.033	0.375	-0.626	0.075
YLR050C	-0.052	0.367	-0.029	0.246	0.920	0.229
YLR051C	NaN	0.212	NaN	0.059	NaN	0.050
YLR052W	-0.606	0.592	-0.043	-0.041	-0.042	0.002
YLR053C	-0.036	0.094	0.065	-0.104	-1.622	-2.137
YLR054C	0.139	-0.340	-0.078	-0.003	-0.384	1.056
YLR055C	NaN	0.226	NaN	0.889	NaN	0.102
YLR056W	-2.446	-0.098	-2.404	0.019	-0.618	1.293
YLR057W	-0.553	-0.120	-0.028	-0.045	1.361	-0.004
YLR058C	-0.127	-0.615	0.033	0.184	0.137	0.815
YLR059C	0.014	0.004	-0.003	0.135	2.181	0.544
YLR060W	NaN	-1.813	NaN	-0.978	NaN	0.095
YLR061W	-0.896	0.698	-0.027	0.219	0.081	-0.039
YLR062C	0.171	0.237	0.223	0.870	-0.003	0.101
YLR063W	-0.033	0.055	0.196	0.014	2.457	0.300
YLR064W	0.338	-0.066	-0.097	1.016	0.042	0.123
YLR065C	-0.119	-0.894	-2.364	0.048	-0.777	0.236
YLR066W	NaN	0.719	NaN	1.249	NaN	0.174
YLR067C	0.010	-0.364	0.201	0.066	0.087	0.187
YLR068W	0.695	0.055	0.024	0.293	0.416	0.690
YLR069C	0.252	-0.539	0.594	-0.049	0.831	-0.037
YLR070C	0.100	0.394	0.110	-0.356	0.015	1.478
YLR071C	NaN	0.155	NaN	0.052	NaN	0.270
YLR072W	0.091	0.004	0.217	0.175	-0.030	0.019
YLR073C	0.154	-0.078	0.109	0.139	-0.042	0.914
YLR074C	0.055	-0.864	0.101	-0.625	0.042	-0.690
YLR075W	NaN	0.950	NaN	2.145	NaN	0.191
YLR076C	NaN	-0.661	NaN	1.672	NaN	0.238
YLR077W	-0.065	0.080	0.321	1.275	0.042	0.344
YLR078C	NaN	-0.015	NaN	-0.012	NaN	0.279
YLR079W	-0.192	-0.028	-0.079	-0.143	0.234	1.505
YLR080W	0.384	0.072	1.297	0.068	0.010	0.839
YLR081W	-0.262	-0.084	0.374	-0.034	0.034	1.243
YLR082C	0.834	-0.076	-0.077	-0.014	1.009	0.067
YLR083C	0.411	-0.012	0.392	1.514	1.387	0.789
YLR084C	-0.054	NaN	0.754	NaN	-0.140	NaN
YLR085C	0.017	0.009	1.060	-0.471	0.063	-0.103
YLR086W	NaN	0.473	NaN	0.916	NaN	0.437
YLR087C	-0.774	0.045	-1.836	-0.167	-0.040	0.216
YLR088W	NaN	0.033	NaN	-0.340	NaN	0.184
YLR089C	-1.098	-1.646	1.608	0.086	-0.019	0.063
YLR090W	-0.433	0.295	0.223	-0.099	-2.109	-0.282
YLR091W	-0.242	0.079	0.854	-0.723	0.316	-0.101
YLR092W	0.479	-0.241	-0.048	-1.303	-0.051	1.243
YLR093C	0.124	-0.091	0.408	-0.031	0.513	0.048
YLR094C	0.050	-0.050	0.028	0.205	-0.021	1.482
YLR095C	-1.661	0.005	-0.790	0.102	-0.654	0.300
YLR096W	-0.128	0.593	-0.100	0.100	0.280	0.317
YLR097C	0.060	-0.029	-0.011	0.012	-0.024	-0.735
YLR098C	0.479	0.073	-0.033	-0.028	-2.843	0.024
YLR099C	-0.197	-0.196	1.018	0.019	0.553	0.159
YLR100W	NaN	-0.162	NaN	-0.365	NaN	0.797
YLR101C	NaN	-0.148	NaN	2.452	NaN	0.013
YLR102C	0.929	0.023	-0.195	-0.692	-0.057	1.116
YLR103C	NaN	-0.045	NaN	1.850	NaN	0.604
YLR104W	0.033	0.828	0.811	0.078	0.011	0.068
YLR105C	NaN	0.426	NaN	0.469	NaN	0.004
YLR106C	NaN	-0.012	NaN	1.660	NaN	-0.008
YLR107W	-0.012	0.132	0.002	-0.017	0.010	0.168
YLR108C	-0.758	-0.378	-0.581	0.188	0.050	0.244
YLR109W	-0.266	0.847	-1.340	1.088	-0.157	0.234
