ORF	hom | growth (relative abundance in pooled culture) | YPGal, time [15 gen] | YPD | Giaever G~Johnston M, 2002	hom | growth (relative abundance in pooled culture) | glucitol [1.5 M], time [15 gen] | YPD | Giaever G~Johnston M, 2002	hom | growth (relative abundance in pooled culture) | SD + His + Leu + Ura, time [15 gen] | YPD | Giaever G~Johnston M, 2002	hom | growth (relative abundance in pooled culture) | sodium chloride [1 M], time [15 gen] | YPD | Giaever G~Johnston M, 2002	hom | growth (relative abundance in pooled culture) | pH [8], time [15 gen] | YPD | Giaever G~Johnston M, 2002	hom | growth (relative abundance in pooled culture) | YPGal, time [5 gen] | YPD | Giaever G~Johnston M, 2002	hom | growth (relative abundance in pooled culture) | glucitol [1.5 M], time [5 gen] | YPD | Giaever G~Johnston M, 2002	hom | growth (relative abundance in pooled culture) | pH [8], time [5 gen] | YPD | Giaever G~Johnston M, 2002	hom | growth (relative abundance in pooled culture) | sodium chloride [1 M], time [5 gen] | YPD | Giaever G~Johnston M, 2002	hom | growth (relative abundance in pooled culture) | SD + His + Leu + Ura, time [5 gen] | YPD | Giaever G~Johnston M, 2002	hom | growth (relative abundance in pooled culture) | nystatin [10 uM], time [15 gen] | YPD | Giaever G~Johnston M, 2002	hom | growth (relative abundance in pooled culture) | nystatin [10 uM], time [5 gen] | YPD | Giaever G~Johnston M, 2002	hom | growth (relative abundance in pooled culture) | SC, time [5 gen] | YPD | Giaever G~Johnston M, 2002	hom | growth (relative abundance in pooled culture) | SC -Lys, time [5 gen] | YPD | Giaever G~Johnston M, 2002	hom | growth (relative abundance in pooled culture) | SC -Trp, time [5 gen] | YPD | Giaever G~Johnston M, 2002	hom | growth (relative abundance in pooled culture) | SC -Thr, time [5 gen] | YPD | Giaever G~Johnston M, 2002	hom | growth (relative abundance in pooled culture) | standard | YPD | Giaever G~Johnston M, 2002	hom | cell size | standard | YPAD | Giaever G~Johnston M, 2002	hom | elongated cell shape | standard | YPAD | Giaever G~Johnston M, 2002	hom | round cell shape | standard | YPAD | Giaever G~Johnston M, 2002	hom | clumped cell shape | standard | YPAD | Giaever G~Johnston M, 2002	hom | football cell shape | standard | YPAD | Giaever G~Johnston M, 2002
YJR097W	-0.351	-0.531	-0.247	-14.352	-54.751	0.955	1.937	-6.834	-2.126	0.722	-1.221	0.981	-2.812	-4.362	-2.357	0.084	0.000	0.000	0.000	0.000	0.000	0.000
YJR098C	-1.820	1.158	-3.243	-29.826	-2.565	0.676	-0.256	-0.372	-1.701	2.806	0.118	2.084	-1.196	0.064	0.387	-0.154	0.000	0.000	0.000	0.000	0.000	0.000
YJR099W	-2.980	0.662	-0.110	-11.512	-3.485	0.362	0.466	-0.296	-4.715	1.182	-1.735	-4.406	-3.854	-8.822	-6.550	-9.629	0.000	0.000	0.000	0.000	0.000	0.000
YJR100C	-2.679	5.842	-2.480	-9.147	-6.271	-2.046	0.625	-2.321	-2.245	1.932	2.393	0.550	-2.631	-2.107	1.283	0.460	0.000	0.000	0.000	0.000	0.000	0.000
YJR102C	-4.685	2.050	1.892	-101.568	1.545	2.366	-0.879	0.202	-48.927	-4.884	-77.676	-103.434	1.333	0.824	-0.565	-2.309	0.000	0.000	0.000	0.000	0.000	0.000
YJR103W	0.702	9.920	2.960	-22.867	-3.393	2.495	1.144	-2.299	-3.263	-1.817	1.786	1.526	-0.705	-0.040	-0.103	-1.518	0.000	0.000	0.000	0.000	0.000	0.000
YJR104C	-0.475	66.403	3.074	98.490	10.781	-0.125	13.289	-0.097	0.346	1.464	1.751	1.754	1.827	1.500	0.187	-1.641	-3.400	0.000	0.000	0.000	0.000	3.000
YJR105W	5.161	-16.725	-27.565	-13.243	-9.278	-0.670	-9.824	-37.517	-30.484	-23.804	1.148	-0.004	-5.654	-1.888	-12.899	-4.424	0.000	0.000	3.000	0.000	0.000	0.000
YJR106W	-25.102	4.997	2.273	-52.721	3.798	-1.365	1.619	-1.493	-1.889	1.134	-2.126	0.523	-1.075	-0.568	-0.567	1.029	0.000	0.000	0.000	0.000	0.000	0.000
YJR107W	-8.613	-1.140	-2.343	-9.443	-4.009	-0.687	-1.871	-1.680	-1.826	-1.584	2.543	-2.606	-0.085	2.008	-0.096	1.978	0.000	0.000	0.000	0.000	0.000	0.000
YJR108W	-1.758	10.674	1.007	-18.615	-8.389	0.234	1.687	-2.422	-2.687	-1.362	-0.543	2.186	1.311	1.178	1.941	1.701	0.000	0.000	0.000	0.000	0.000	0.000
YJR109C	-22.225	-0.119	-1626.231	-20.187	-3.759	0.775	0.112	-1.039	-4.278	-3.766	-2.870	0.741	-1.053	-0.401	0.092	-5.780	0.000	0.000	0.000	0.000	0.000	0.000
YJR110W	-0.790	7.118	0.443	3.438	1.514	-0.094	0.517	-0.929	-0.778	2.425	0.492	-5.512	0.089	-0.453	-0.532	-0.693	0.000	0.000	0.000	0.000	0.000	0.000
YJR111C	0.425	-18.334	-4.537	-15.979	-183.980	-0.389	-35.753	-62.387	-36.902	-50.912	-17.040	-31.841	4.990	7.375	-2.967	-6.116	0.000	0.000	0.000	0.000	0.000	0.000
YJR113C	-0.069	15.629	-0.435	210.511	14.697	-1.464	28.135	0.624	14.645	1.853	3.926	-0.266	-2.411	0.961	0.059	-2.018	0.000	-3.000	0.000	0.000	0.000	0.000
YJR115W	-18.605	13.334	-0.320	-41.707	-2.434	0.055	6.514	-1.211	-2.277	2.526	2.071	-3.393	-3.001	-2.961	-2.801	2.497	0.000	0.000	0.000	0.000	0.000	0.000
YJR116W	-8.526	8.498	-0.768	-17.779	-9.213	0.023	2.205	0.980	0.315	4.758	2.576	1.633	0.515	-0.485	0.295	-0.923	0.000	2.000	0.000	0.000	0.000	0.000
YJR117W	-9.396	8.204	1.067	-65.131	-41.020	-1.785	1.262	-9.983	-8.791	2.604	-16.036	-2.986	0.480	-3.314	-6.377	-0.227	0.000	0.000	0.000	0.000	0.000	0.000
YJR118C	2.019	2.026	-0.059	5.820	0.690	0.527	13.820	-1.104	1.439	1.449	-2.242	0.955	0.056	0.007	1.448	-1.600	-9.900	3.000	0.000	0.000	0.000	0.000
YJR119C	-27.132	9.098	-52.105	-405.487	-175.961	-1.835	3.857	-37.291	-64.760	-5.410	-9.863	-1.451	0.403	-0.723	-1.196	-9.325	0.000	0.000	0.000	0.000	0.000	0.000
YJR120W	-26.704	1.990	-0.848	-4.495	3.127	0.828	-1.244	-0.719	-1.536	-0.734	-2.808	-0.203	-0.236	-0.608	0.179	0.430	0.000	0.000	0.000	0.000	0.000	0.000
YJR121W	1.017	4.297	2.801	9.886	3.928	0.620	6.277	-0.087	-1.110	1.901	-2.003	-1.550	1.563	1.535	-1.525	-1.423	0.000	0.000	0.000	0.000	0.000	0.000
YJR122W	-0.557	0.518	-1.881	0.817	1.036	-0.418	1.059	1.037	0.127	-0.654	1.625	0.858	0.291	-2.330	1.105	-1.229	0.000	0.000	0.000	0.000	0.000	0.000
YJR124C	-6.724	7.196	-0.376	-19.854	0.454	-1.431	-2.566	4.391	2.097	1.067	-2.605	2.674	3.091	6.775	4.887	9.025	0.000	0.000	0.000	0.000	0.000	0.000
YJR125C	-14.199	2.287	-2.791	25.968	-10.891	0.355	-1.278	3.511	-3.789	1.762	-0.138	0.664	5.703	1.630	5.408	-5.775	0.000	0.000	0.000	0.000	0.000	0.000
YJR126C	-17.195	2.736	-0.957	-48.792	-49.169	-0.163	1.077	-6.220	-3.632	1.365	2.732	-6.898	-11.923	-11.676	-12.906	-14.382	0.000	0.000	0.000	0.000	0.000	0.000
YJR127C	-10.347	7.227	-0.854	-66.864	-6.484	1.946	3.343	-1.204	-3.385	2.146	9.287	-1.809	1.215	-0.087	-0.327	-0.862	0.000	0.000	0.000	0.000	0.000	0.000
YJR128W	-49.888	-0.531	-1.243	-110.647	-10.850	0.629	3.153	-3.649	-17.620	1.432	1.886	8.239	5.759	0.847	1.603	-12.010	0.000	0.000	0.000	0.000	0.000	0.000
YJR129C	-1.807	1.433	-0.367	-3.450	0.257	0.215	-2.124	2.215	0.877	0.726	0.410	1.823	2.077	1.505	2.099	1.436	0.000	0.000	0.000	0.000	0.000	0.000
YJR130C	-2.629	-3.340	0.174	-20.012	-2.848	-0.840	-3.398	-0.050	-0.331	-2.641	-0.700	0.205	-0.411	-0.490	-0.997	-0.626	0.000	0.000	0.000	0.000	0.000	0.000
YJR131W	-0.692	4.240	1.912	-2.281	2.126	5.278	4.229	2.807	4.462	6.849	-1.730	-0.674	7.520	9.335	5.054	7.352	0.000	0.000	0.000	0.000	0.000	0.000
YJR133W	-8.223	-0.393	-2.037	-6.512	-2.438	-0.259	-1.389	-1.066	-1.833	0.459	2.636	2.582	1.525	1.019	1.441	1.074	0.000	0.000	0.000	0.000	0.000	0.000
YJR134C	-8.703	1.686	-0.208	-21.573	-7.522	0.659	1.760	0.281	-3.598	0.931	-2.551	0.304	1.409	1.079	1.254	0.971	0.000	0.000	0.000	0.000	0.000	0.000
YJR135C	-10.324	-2.125	-0.713	-17.485	-32.415	0.965	2.707	-2.892	-4.888	0.553	-6.817	-0.689	-1.175	-1.516	-2.583	-0.276	0.000	0.000	0.000	0.000	0.000	0.000
YJR137C	-12.460	6.904	-446.682	-22.530	-11.268	-2.865	1.621	0.363	-2.750	-1.712	0.541	-0.359	1.772	0.616	1.070	-2.611	0.000	-2.000	0.000	0.000	0.000	0.000
YJR139C	-0.027	1.160	-130.464	-77.030	-0.359	-0.598	-13.609	0.646	-116.819	-338.129	-36.712	-46.136	-181.493	-226.449	-236.247	-430.158	0.000	0.000	0.000	0.000	0.000	0.000
YJR140C	-4.537	-1.859	-0.473	-395.473	-73.838	-2.725	-0.868	1.011	-9.534	3.155	-11.381	1.603	0.353	0.440	-0.285	0.275	0.000	0.000	0.000	0.000	0.000	0.000
YJR142W	-4.903	9.520	2.415	-35.129	-311.867	-1.166	0.997	-8.341	-11.466	7.070	-25.302	-8.521	-3.914	-3.219	-3.977	-5.904	0.000	0.000	0.000	0.000	0.000	0.000
YJR144W	-0.130	1.257	1.447	1.423	-0.721	0.127	-0.021	-0.200	0.247	0.848	0.190	1.128	0.912	0.902	1.053	-0.626	-4.700	0.000	0.000	0.000	0.000	0.000
YJR145C	2.819	1.575	-2.378	2.046	4.824	1.150	-4.058	-3.353	-4.992	5.848	-0.525	7.247	-4.554	-5.959	-6.197	-3.664	-3.400	0.000	0.000	0.000	0.000	0.000
YJR146W	-1.307	6.362	-3.141	-34.792	-15.624	-2.500	2.248	2.656	-0.902	5.272	1.372	2.832	0.923	1.542	0.946	1.845	0.000	0.000	0.000	0.000	0.000	0.000
YJR147W	-1.664	4.350	-0.368	-48.816	-20.207	0.445	2.188	0.272	-1.634	2.834	1.562	-0.049	-3.173	-3.013	-3.469	-1.956	0.000	0.000	0.000	0.000	0.000	0.000
YJR148W	-2.004	0.863	-0.645	-43.421	-26.476	-0.413	-3.800	-0.069	-12.225	2.182	-0.376	2.439	1.585	2.199	2.307	1.373	0.000	0.000	0.000	0.000	0.000	0.000
YJR149W	1.312	10.550	-2.208	-104.980	-31.106	2.405	3.269	-5.047	-6.618	1.019	-0.552	-3.236	-5.578	-5.360	-7.856	-5.775	0.000	0.000	0.000	0.000	0.000	0.000
YJR150C	-0.090	6.516	-1.712	-44.366	-23.232	0.054	5.102	-4.866	-6.813	2.308	-14.536	-6.507	-9.138	-0.204	-2.467	-6.071	0.000	0.000	0.000	0.000	0.000	0.000
YJR152W	-7.126	-1.040	-0.261	-41.244	-28.687	1.849	-1.013	-3.065	-3.966	0.037	-2.227	-0.983	-0.483	0.137	0.312	-0.861	0.000	0.000	0.000	0.000	0.000	0.000
YJR153W	2.352	11.863	0.153	-60.706	-17.977	3.489	5.084	-5.502	-6.865	3.294	2.886	-0.903	1.568	1.116	0.735	-1.308	0.000	0.000	0.000	0.000	0.000	0.000
YJR154W	-2.220	-2.707	-6.689	-53.303	-24.867	2.067	-1.968	-45.361	-23.924	-33.140	2.195	5.075	7.620	7.033	-5.883	4.546	0.000	0.000	0.000	0.000	0.000	0.000
YKL001C	0.553	3.023	-33.243	-10.254	-4.152	3.207	-0.089	4.044	0.686	-1.123	-0.024	1.707	1.421	4.070	2.874	-0.833	0.000	0.000	0.000	0.000	0.000	0.000
YKL002W	-35.818	-4.891	-57.276	12.001	16.670	-1.129	0.848	2.758	0.087	-4.358	-35.017	-8.687	17.171	11.112	13.645	8.851	0.000	0.000	0.000	0.000	0.000	0.000
YKL003C	0.543	0.578	-2.750	46.061	9.978	-1.792	13.431	-0.943	0.182	-1.147	2.462	-0.650	0.039	-0.742	-0.538	0.511	-6.500	-2.000	0.000	0.000	0.000	0.000
YKL005C	-1.778	2.325	-0.039	-7.459	0.751	-0.900	-1.599	0.383	-0.118	1.766	-0.804	0.920	-2.703	-4.388	-3.404	-4.531	0.000	0.000	0.000	0.000	0.000	0.000
YKL006W	2.187	0.036	0.293	19.427	2.299	-0.106	-0.192	-3.166	0.839	2.010	-1.128	-1.460	-0.002	1.056	-0.213	1.653	-6.800	0.000	0.000	0.000	0.000	0.000
YKL007W	9.417	17.038	10.162	-2.349	1.162	1.826	1.404	1.679	1.353	-0.219	-10.744	-4.610	-1.055	-0.568	-0.574	-0.243	0.000	3.000	0.000	3.000	0.000	0.000
YKL008C	1.171	0.863	0.035	-16.661	0.758	2.080	2.122	0.997	-0.280	0.031	-0.375	2.506	-1.779	2.341	-0.175	1.219	0.000	0.000	0.000	0.000	0.000	0.000
YKL009W	-0.310	-0.159	-2.722	14.032	5.203	-1.203	1.560	2.690	1.077	6.964	-1.289	1.474	9.047	9.224	9.227	2.392	-8.300	0.000	0.000	0.000	0.000	0.000
YKL010C	1.950	-2.455	0.944	-55.188	-6.384	2.134	-0.245	-1.315	-3.106	-1.475	-1.531	1.344	1.370	1.440	1.027	-0.029	0.000	0.000	0.000	0.000	0.000	0.000
YKL011C	-0.314	1.765	-0.087	-2.548	-0.532	1.972	-0.255	0.357	0.098	-0.130	0.593	-0.289	0.001	-0.965	-0.108	-0.620	0.000	0.000	0.000	0.000	0.000	0.000
YKL015W	0.910	-0.602	-0.233	-1.462	-2.580	2.478	-1.522	-2.053	-0.083	0.621	1.989	0.249	2.791	0.104	-0.007	1.321	0.000	0.000	0.000	0.000	0.000	0.000
YKL016C	-2.678	0.711	-1.059	1.979	-0.735	-0.103	4.299	1.903	-1.791	1.001	-2.534	-1.105	1.785	1.011	1.589	-1.747	-3.700	0.000	0.000	0.000	0.000	0.000
YKL017C	1.218	6.393	-0.685	-47.783	-9.050	0.503	0.760	1.019	-3.860	1.463	-8.101	-2.288	-6.248	-5.283	-6.521	-6.769	0.000	0.000	0.000	0.000	0.000	0.000
YKL020C	2.045	-149.321	2.493	-38.917	-14.377	-2.885	-74.220	-0.483	-3.343	-57.109	-12.543	-0.808	1.145	-0.839	-0.617	-1.487	0.000	0.000	0.000	0.000	0.000	0.000
YKL023W	-11.357	-2.269	0.092	-55.706	-2.765	0.763	1.146	-5.381	-5.765	-1.701	-4.777	-0.316	0.640	0.150	0.344	-1.083	0.000	0.000	0.000	0.000	0.000	0.000
YKL025C	0.601	-0.151	-0.139	-8.711	-6.411	0.138	1.250	-0.446	-0.853	-1.041	0.099	0.146	0.431	-1.612	-4.569	1.204	0.000	0.000	0.000	0.000	0.000	0.000
YKL026C	1.098	-5.525	-3.685	-31.258	-8.634	1.625	-6.078	-1.489	-1.880	-4.317	-11.907	1.023	-1.337	-1.115	-1.010	-2.332	0.000	0.000	0.000	0.000	0.000	0.000
YKL027W	-1.175	-1.054	-2.405	-45.520	-5.248	-0.960	0.235	0.797	-1.416	-0.479	-1.377	0.468	-3.331	-6.885	-4.122	-8.096	0.000	0.000	0.000	0.000	0.000	0.000
YKL029C	-1.788	-16.826	0.611	-24.657	-2.184	-0.588	-17.294	1.038	-1.841	0.135	-13.603	-0.835	-5.150	-6.946	-8.172	-11.625	0.000	0.000	0.000	0.000	0.000	0.000
YKL030W	0.348	-2.067	2.332	-26.860	-4.818	-1.237	-2.724	1.405	-0.320	0.375	-0.035	-0.088	-2.306	-3.382	-4.412	-6.133	0.000	0.000	0.000	0.000	0.000	0.000
YKL031W	1.326	-1.429	3.038	-7.613	-13.733	-1.832	-3.973	1.857	-0.798	-1.498	-3.823	-0.748	1.377	1.535	2.161	-3.573	0.000	0.000	0.000	0.000	0.000	0.000
YKL032C	1.098	-2.949	-13.516	53.136	-72.414	-2.712	1.583	-27.366	1.834	-7.701	-0.109	-1.313	0.118	1.464	1.726	-12.751	0.000	0.000	0.000	0.000	0.000	2.000
YKL033W-A	-1.633	-9.197	0.748	-24.946	-151.181	-0.378	-12.905	-4.340	1.141	-4.652	-71.008	-11.979	-4.007	-5.261	-7.635	-8.132	0.000	3.000	0.000	0.000	0.000	0.000
YKL034W	-0.075	-7.076	0.168	-30.198	-3.878	-1.561	0.928	-0.510	-2.748	-1.616	-3.420	-0.404	-0.351	0.791	0.163	-5.138	0.000	0.000	0.000	0.000	0.000	0.000
YKL037W	-316.590	0.341	-12.918	-7.008	-237.286	-41.696	-0.723	-30.146	0.592	0.203	-51.204	-13.569	0.956	-0.601	0.464	1.264	0.000	-2.000	0.000	0.000	0.000	0.000
YKL038W	-19.138	3.259	2.402	-6.058	-5.579	-2.533	1.537	-1.663	-3.449	1.690	1.235	0.555	2.023	-0.902	-0.784	-0.135	0.000	0.000	0.000	0.000	0.000	0.000
YKL039W	-0.490	2.918	-2.961	-67.041	-54.906	-2.258	2.962	-2.159	-3.282	-1.825	4.096	0.227	2.498	2.371	1.498	-1.345	0.000	0.000	0.000	0.000	0.000	0.000
YKL040C	-5.897	1.433	-41.811	-15.639	-3.257	1.483	1.027	2.841	1.211	0.880	-1.736	-2.209	0.478	-0.538	-0.085	1.506	0.000	-2.000	0.000	0.000	0.000	0.000
YKL041W	-0.256	13.559	-116.098	-13.142	7.528	0.017	3.283	-1.883	-0.855	4.347	-142.076	-54.668	0.896	0.319	1.401	1.101	0.000	0.000	0.000	0.000	0.000	0.000
YKL043W	2.445	3.417	2.937	-26.241	-5.043	1.624	1.528	0.562	-1.092	0.725	-0.552	1.612	0.215	0.149	-0.247	-2.072	0.000	0.000	0.000	0.000	0.000	0.000
YKL044W	-0.292	0.917	1.676	-31.049	-25.111	0.207	-0.996	-3.826	-1.020	1.317	0.579	-6.028	-11.278	-14.431	-18.081	-9.420	0.000	0.000	0.000	0.000	0.000	0.000
YKL046C	1.059	-1.095	-3.335	-5.722	-1.346	2.156	-2.570	-0.307	0.750	0.717	-21.316	-1.420	-1.558	1.411	0.671	-2.804	0.000	0.000	0.000	0.000	0.000	0.000
YKL047W	-1.249	4.168	-1.061	-51.568	-1.358	1.823	1.338	1.411	-1.805	0.619	-0.652	-1.813	-0.058	0.992	-0.169	0.199	0.000	0.000	0.000	0.000	0.000	0.000
YKL048C	0.689	1.878	0.273	-0.335	-11.012	-0.551	-0.715	-8.472	0.917	-1.710	-16.015	-10.225	0.577	0.016	-0.787	1.067	0.000	0.000	4.000	0.000	0.000	0.000
YKL050C	-0.117	2.020	1.890	-37.227	-15.953	0.134	-2.952	-0.670	-2.914	-0.657	-0.913	-5.079	-9.491	-12.626	-12.852	-21.877	0.000	0.000	0.000	0.000	0.000	0.000
YKL051W	2.165	-2.257	-1.519	-5.410	0.195	1.786	-0.076	-0.027	-0.407	0.053	-4.161	0.224	-2.456	0.245	-0.717	-5.794	0.000	0.000	0.000	0.000	0.000	0.000
YKL053C-A	1.010	-7.216	-13.098	-0.744	1.393	-2.973	-2.603	-21.208	-28.358	-53.038	0.346	-1.218	-7.531	-10.754	-5.682	-10.653	0.000	0.000	0.000	0.000	0.000	0.000
YKL053W	1.302	-1.358	0.521	-11.235	0.989	0.988	-0.220	1.364	-4.580	-0.155	-2.104	1.811	0.675	0.494	-2.669	-0.600	0.000	0.000	0.000	0.000	0.000	0.000
YKL054C	-2.888	2.783	0.149	24.495	-0.315	-0.266	-0.750	-0.299	0.455	-0.404	-0.259	0.309	-1.070	-0.561	-1.158	-1.425	-10.000	0.000	0.000	0.000	0.000	0.000
YKL055C	-1.264	-3.162	-2.511	38.544	19.191	0.814	-0.619	1.135	0.119	-3.515	4.526	-1.991	-2.271	2.215	-2.233	-2.359	-5.700	0.000	0.000	0.000	0.000	0.000
YKL056C	-1.418	-0.227	-1.458	-0.647	-5.554	0.775	-1.920	-1.821	-0.022	0.816	0.256	1.550	1.102	1.098	0.906	-0.284	0.000	0.000	0.000	0.000	0.000	0.000
YKL057C	-0.046	0.181	-1.278	39.845	10.301	0.113	19.276	12.423	11.653	2.927	-0.112	-0.021	3.703	1.024	0.843	10.680	-16.200	0.000	3.000	0.000	0.000	0.000
YKL061W	2.927	4.149	2.296	-50.676	-12.414	0.211	-0.449	-4.898	-7.081	2.255	-58.718	-9.669	-0.565	0.757	0.244	-5.217	0.000	0.000	0.000	0.000	0.000	0.000
YKL062W	-2.612	-7.016	0.713	-30.487	-22.111	0.662	1.585	-3.420	-2.106	1.214	-0.244	-2.424	2.068	0.934	-0.252	2.578	0.000	0.000	0.000	0.000	0.000	0.000
YKL063C	-0.742	2.798	-18.125	-24.492	-10.987	1.975	-1.412	-1.510	-3.813	-4.546	2.633	1.688	-0.479	-0.608	-0.712	-2.165	0.000	0.000	0.000	0.000	0.000	0.000
YKL064W	1.716	5.559	1.001	-62.609	-27.012	1.984	0.993	-4.878	-7.492	0.100	-14.415	-1.626	-1.614	-2.617	-4.028	-3.065	0.000	0.000	0.000	0.000	0.000	0.000
YKL065C	-0.121	2.515	-25.590	-3.520	-1.348	1.972	-0.369	1.253	0.118	-0.505	-7.011	-6.758	-8.122	-7.857	-9.797	-10.258	0.000	0.000	0.000	0.000	0.000	0.000
YKL066W	1.293	-1.412	-0.187	-15.587	2.092	2.587	-1.361	2.558	-0.212	0.574	-7.657	-0.701	0.653	1.335	1.832	-6.550	0.000	0.000	0.000	0.000	0.000	0.000
YKL067W	1.093	6.526	2.059	-30.858	-8.408	0.043	0.862	2.082	-2.688	3.725	-1.316	-0.343	2.025	0.664	0.996	1.731	0.000	0.000	0.000	0.000	0.000	0.000
YKL068W	0.255	-12.531	1.406	-40.999	-51.313	2.511	-4.955	-34.327	-35.380	-16.803	0.769	8.382	9.996	9.967	9.186	10.896	0.000	0.000	0.000	0.000	0.000	0.000
YKL069W	1.118	3.352	1.589	-45.940	-2.783	0.731	1.881	-0.680	-3.311	0.695	1.523	2.456	1.111	1.176	0.917	2.256	0.000	0.000	0.000	0.000	0.000	0.000
YKL070W	-1.381	2.895	0.754	-10.187	-0.784	-0.597	-2.018	2.171	-0.951	-1.799	-0.137	-4.649	-12.660	-17.050	-15.210	-14.271	0.000	0.000	0.000	0.000	0.000	0.000
YKL071W	-0.031	-2.817	2.004	-12.863	-2.812	1.191	1.998	1.185	-0.890	2.181	-3.777	-2.808	-11.551	-7.494	-11.613	-8.116	0.000	0.000	0.000	0.000	0.000	0.000
YKL072W	0.967	2.505	0.368	-66.060	-13.243	1.635	-0.430	0.238	-4.030	-1.179	2.008	1.011	-1.452	-1.570	-2.385	0.581	0.000	0.000	0.000	0.000	0.000	0.000
YKL073W	25.620	0.023	5.535	34.956	-0.778	-1.810	-0.514	0.602	1.802	-0.316	1.397	-1.732	1.474	-0.002	-0.686	1.336	0.000	0.000	0.000	0.000	0.000	0.000
YKL074C	7.752	-27.728	0.401	-17.969	11.085	-0.419	-8.233	-0.307	-15.599	0.290	0.169	1.447	0.577	-1.186	-1.629	0.169	0.000	0.000	0.000	0.000	0.000	0.000
YKL075C	2.094	1.897	-0.546	-3.970	-1.042	-0.983	-0.885	-5.225	-3.673	-3.461	-14.916	-16.168	-10.361	-6.556	-11.311	-13.418	0.000	0.000	0.000	0.000	0.000	0.000
YKL076C	-0.034	-2.032	1.443	-3.858	-59.130	1.985	-2.604	-0.588	0.702	0.042	-62.096	-13.887	-2.190	-1.030	-3.200	-3.547	0.000	0.000	0.000	0.000	0.000	0.000
YKL077W	-0.029	0.145	-133.008	20.638	-110.200	1.309	-2.197	-5.349	0.599	-14.387	-0.106	-2.829	1.278	1.036	1.605	-1.594	0.000	0.000	0.000	0.000	0.000	0.000
YKL079W	-0.334	2.595	-2.988	38.258	-61.961	0.300	-1.279	-3.456	0.560	-1.013	-0.195	-3.000	-1.868	-2.416	-2.445	-2.994	0.000	0.000	0.000	0.000	0.000	0.000
YKL080W	0.370	0.926	0.954	1.494	0.760	0.589	1.197	0.437	1.060	0.490	-0.186	0.903	0.770	0.713	0.898	-1.079	-6.100	0.000	0.000	2.000	0.000	0.000
YKL081W	-2.166	1.038	2.305	-14.611	-16.644	0.870	1.407	-2.661	-2.699	0.415	-5.841	-1.063	-3.970	-1.896	-5.031	-3.778	0.000	0.000	0.000	0.000	0.000	0.000
YKL084W	2.210	-0.516	-1.265	-6.003	0.693	1.475	2.248	0.212	-1.016	1.811	-2.036	-3.343	-3.822	-1.041	-3.124	-3.901	0.000	0.000	0.000	0.000	0.000	0.000
YKL085W	-0.216	0.408	2.194	-8.144	-3.721	-0.086	-0.514	-0.229	-0.197	-1.939	1.478	-1.288	-8.237	-5.213	-7.548	-10.832	0.000	0.000	0.000	0.000	0.000	0.000
YKL086W	-1.136	2.142	2.644	-26.331	-10.084	2.063	1.049	-0.099	-1.446	0.223	1.132	-0.011	-4.964	-3.972	-5.322	-4.383	0.000	0.000	0.000	0.000	0.000	0.000
YKL087C	-48.285	-8.071	-4.224	-5.195	-4.227	-8.242	1.301	0.879	1.410	-4.831	1.882	1.050	-1.729	-2.249	-1.737	-0.818	0.000	0.000	0.000	0.000	0.000	0.000
YKL090W	0.656	3.484	2.105	-31.914	-22.365	1.970	-1.462	-2.374	-5.122	0.132	0.202	-0.354	-2.011	-0.052	-2.465	-1.758	0.000	0.000	0.000	0.000	0.000	0.000
YKL091C	1.095	-7.756	1.529	-16.535	-8.395	2.028	-2.823	-0.535	-3.169	-4.310	-4.434	-2.990	-9.467	-8.207	-10.683	-11.332	0.000	0.000	0.000	0.000	0.000	0.000
YKL092C	-0.217	1.410	1.051	-23.906	-43.872	0.503	1.188	-2.222	-1.135	-1.046	0.714	0.990	-0.106	0.461	-0.950	0.193	0.000	0.000	0.000	0.000	0.000	0.000
YKL093W	-0.456	2.053	4.085	-43.558	-8.660	1.473	-5.039	-0.105	-0.525	0.428	-5.641	1.010	-2.803	-0.434	-2.107	-4.321	0.000	0.000	0.000	0.000	0.000	0.000
YKL094W	2.195	-0.296	2.630	-13.319	-3.313	-0.466	1.368	0.042	-0.545	1.776	-4.304	-0.073	-6.608	-4.983	-8.943	-11.121	0.000	0.000	0.000	0.000	0.000	0.000
YKL096W	2.506	-1.268	-3.500	-17.055	-4.470	-0.178	-4.083	0.520	-2.468	1.685	-1.050	-0.990	1.455	1.673	0.806	0.095	0.000	0.000	0.000	0.000	0.000	0.000
YKL096W-A	-1.428	-18.496	2.166	-38.931	-3.249	0.657	-16.027	-0.031	-0.014	-8.687	-2.573	0.669	-1.092	-1.688	-0.842	-1.779	0.000	0.000	0.000	0.000	3.000	0.000
YKL097C	-0.696	1.546	2.352	-19.078	-2.120	-1.350	-0.670	1.340	-0.646	1.902	0.423	-2.264	1.797	-3.144	-2.557	-3.758	0.000	0.000	0.000	0.000	0.000	0.000
YKL098W	0.993	-12.027	2.590	-125.659	-70.258	1.863	-14.449	-15.884	-16.569	-17.012	-0.968	1.897	-6.693	-11.017	-11.764	-17.588	0.000	0.000	0.000	0.000	0.000	0.000
YKL100C	-0.053	3.757	0.432	15.132	-0.820	0.120	0.381	0.286	1.433	2.029	0.959	1.203	1.391	1.331	1.016	-2.085	0.000	0.000	0.000	0.000	0.000	0.000
