ORF	hom | growth (culture turbidity) | chitosan [25 g/ml, time 5 hour exposure] | Zakrzewska A~Klis FM, 2007	het | growth (culture turbidity) | chitosan [25 g/ml, time 5 hour exposure] | Zakrzewska A~Klis FM, 2007	hom | growth (culture turbidity) | chitosan [25 g/ml, time 9 hour exposure] | Zakrzewska A~Klis FM, 2007	het | growth (culture turbidity) | chitosan [25 g/ml, time 9 hour exposure] | Zakrzewska A~Klis FM, 2007
YJR099W	-0.101	NaN	-0.030	NaN
YJR100C	-0.000	NaN	-0.070	NaN
YJR102C	0.835	NaN	1.157	NaN
YJR103W	0.080	NaN	-0.013	NaN
YJR104C	1.295	NaN	-0.623	NaN
YJR105W	0.816	NaN	1.371	NaN
YJR106W	-0.084	NaN	-0.129	NaN
YJR107W	-0.033	NaN	-0.149	NaN
YJR108W	-0.142	NaN	-0.010	NaN
YJR109C	-0.101	NaN	-0.045	NaN
YJR110W	0.026	NaN	0.152	NaN
YJR111C	0.837	NaN	1.367	NaN
YJR112W	NaN	0.040	NaN	0.019
YJR113C	0.097	NaN	-0.645	NaN
YJR115W	-0.054	NaN	-0.090	NaN
YJR116W	-0.022	NaN	-0.183	NaN
YJR117W	0.086	NaN	0.438	NaN
YJR118C	7.643	NaN	1.339	NaN
YJR119C	-0.173	NaN	-0.014	NaN
YJR120W	0.056	NaN	0.138	NaN
YJR121W	0.049	NaN	-0.006	NaN
YJR123W	NaN	0.493	NaN	0.424
YJR124C	-0.103	NaN	-0.070	NaN
YJR125C	-0.287	NaN	-0.107	NaN
YJR126C	-0.087	NaN	0.009	NaN
YJR127C	0.074	NaN	0.050	NaN
YJR128W	-0.010	NaN	0.012	NaN
YJR129C	0.020	NaN	-0.038	NaN
YJR130C	-0.060	NaN	0.080	NaN
YJR131W	-0.131	NaN	-0.202	NaN
YJR133W	-0.126	NaN	-0.032	NaN
YJR134C	0.141	NaN	0.288	NaN
YJR135C	0.019	NaN	0.067	NaN
YJR137C	-0.061	NaN	-0.119	NaN
YJR140C	-0.153	NaN	-0.174	NaN
YJR141W	NaN	0.219	NaN	0.049
YJR142W	0.100	NaN	0.714	NaN
YJR144W	0.006	NaN	0.030	NaN
YJR145C	0.203	NaN	0.571	NaN
YJR146W	-0.213	NaN	-0.053	NaN
YJR147W	-0.248	NaN	-0.053	NaN
YJR148W	-0.390	NaN	0.040	NaN
YJR149W	-0.178	NaN	-0.041	NaN
YJR150C	-0.353	NaN	0.058	NaN
YJR152W	-0.314	NaN	-0.003	NaN
YJR153W	-0.304	NaN	0.015	NaN
YJR154W	-0.357	NaN	-0.027	NaN
YKL001C	0.307	NaN	-0.012	NaN
YKL002W	0.265	NaN	0.725	NaN
YKL003C	0.399	NaN	0.059	NaN
YKL004W	NaN	0.510	NaN	-0.194
YKL005C	-0.104	NaN	-0.023	NaN
YKL006C-A	NaN	0.230	NaN	-0.178
YKL006W	0.042	NaN	-0.103	NaN
YKL007W	0.661	NaN	1.154	NaN
YKL008C	0.104	NaN	-0.117	NaN
YKL009W	0.062	NaN	NaN	NaN
YKL010C	0.046	NaN	0.102	NaN
YKL011C	0.347	NaN	-0.055	NaN
YKL012W	NaN	0.047	NaN	-0.277
YKL013C	NaN	0.165	NaN	-0.036
YKL014C	NaN	0.108	NaN	-0.273
YKL015W	0.058	NaN	0.326	NaN
YKL016C	0.273	NaN	0.065	NaN
YKL017C	0.018	NaN	0.135	NaN
YKL018W	NaN	0.106	NaN	-0.270
YKL019W	NaN	0.189	NaN	-0.219
YKL020C	-0.092	NaN	0.087	NaN
YKL021C	NaN	0.257	NaN	-0.494
YKL022C	NaN	0.270	NaN	-0.446
YKL023W	0.350	NaN	0.729	NaN
YKL024C	NaN	0.167	NaN	-0.346
YKL025C	0.001	NaN	-0.020	NaN
YKL026C	-0.100	NaN	0.003	NaN
YKL027W	0.066	NaN	0.221	NaN
YKL028W	NaN	-0.245	NaN	-0.024
YKL029C	-0.107	NaN	-0.002	NaN
YKL030W	-0.072	NaN	-0.135	NaN
YKL031W	-0.226	NaN	-0.237	NaN
YKL032C	-0.126	NaN	-0.347	NaN
YKL033W	NaN	0.151	NaN	0.056
YKL033W-A	1.173	NaN	1.520	NaN
YKL034W	0.086	NaN	-0.176	NaN
YKL035W	NaN	0.109	NaN	-0.266
YKL036C	NaN	0.118	NaN	-0.055
YKL037W	0.775	NaN	1.047	NaN
YKL038W	-0.003	NaN	0.086	NaN
YKL039W	0.142	NaN	0.047	NaN
YKL040C	-0.028	NaN	0.023	NaN
YKL041W	0.291	NaN	0.929	NaN
YKL042W	NaN	0.322	NaN	-0.078
YKL043W	0.008	NaN	-0.086	NaN
YKL044W	-0.142	NaN	-0.099	NaN
YKL045W	NaN	0.279	NaN	-0.466
YKL046C	-0.343	NaN	-0.344	NaN
YKL047W	-0.026	NaN	0.117	NaN
YKL048C	-0.473	NaN	-0.662	NaN
YKL049C	NaN	0.045	NaN	-0.184
YKL050C	-0.011	NaN	-0.086	NaN
YKL051W	-0.160	NaN	0.076	NaN
YKL052C	NaN	0.079	NaN	-0.033
YKL053C-A	0.424	NaN	-0.175	NaN
YKL053W	0.387	NaN	1.166	NaN
YKL055C	0.282	NaN	0.144	NaN
YKL056C	0.001	NaN	-0.293	NaN
YKL057C	-0.636	NaN	-0.195	NaN
YKL058W	NaN	-0.029	NaN	-0.422
YKL059C	NaN	0.081	NaN	-0.206
YKL060C	NaN	0.139	NaN	-0.502
YKL061W	0.007	NaN	-0.024	NaN
YKL062W	-0.025	NaN	-0.077	NaN
YKL063C	0.023	NaN	0.053	NaN
YKL064W	-0.035	NaN	0.241	NaN
YKL065C	0.139	NaN	-0.514	NaN
YKL066W	0.161	NaN	-0.128	NaN
YKL067W	-0.022	NaN	-0.262	NaN
YKL068W	-0.146	NaN	0.084	NaN
YKL069W	0.022	NaN	-0.121	NaN
YKL070W	-0.223	NaN	0.140	NaN
YKL071W	-0.041	NaN	-0.070	NaN
YKL072W	0.077	NaN	-0.094	NaN
YKL074C	0.722	NaN	1.489	NaN
YKL075C	-0.151	NaN	-0.016	NaN
YKL076C	0.699	NaN	1.060	NaN
YKL077W	-0.186	NaN	-0.226	NaN
YKL078W	NaN	-0.018	NaN	0.163
YKL079W	-0.049	NaN	0.201	NaN
YKL080W	-0.832	NaN	2.385	NaN
YKL081W	-0.189	NaN	-0.048	NaN
YKL082C	NaN	-0.062	NaN	-0.234
YKL083W	NaN	-0.152	NaN	0.027
YKL084W	-0.262	NaN	0.008	NaN
YKL085W	-0.040	NaN	-0.036	NaN
YKL086W	0.158	NaN	0.052	NaN
YKL087C	-0.046	NaN	0.175	NaN
YKL088W	NaN	0.050	NaN	0.625
YKL089W	NaN	-0.058	NaN	0.031
YKL090W	-0.022	NaN	-0.091	NaN
YKL091C	-0.118	NaN	-0.052	NaN
YKL092C	0.193	NaN	0.341	NaN
YKL093W	0.466	NaN	-0.026	NaN
YKL094W	0.077	NaN	0.068	NaN
YKL095W	NaN	-0.008	NaN	-0.074
YKL096W	-0.029	NaN	-0.163	NaN
YKL096W-A	0.205	NaN	-0.401	NaN
YKL097C	0.206	NaN	0.293	NaN
YKL098W	0.297	NaN	0.199	NaN
YKL099C	NaN	0.294	NaN	0.337
YKL100C	-0.053	NaN	-0.100	NaN
YKL101W	0.222	NaN	0.367	NaN
YKL102C	0.028	NaN	0.111	NaN
YKL103C	-0.039	NaN	0.059	NaN
YKL104C	NaN	0.615	NaN	-0.080
YKL105C	-0.015	NaN	0.077	NaN
YKL106W	-0.057	NaN	-0.051	NaN
YKL107W	0.177	NaN	0.048	NaN
YKL108W	NaN	0.280	NaN	-0.081
YKL109W	0.068	NaN	0.005	NaN
YKL110C	0.235	NaN	0.556	NaN
YKL111C	NaN	0.588	NaN	0.320
YKL112W	NaN	0.257	NaN	0.115
YKL113C	0.377	NaN	0.967	NaN
YKL114C	1.918	NaN	2.449	NaN
YKL115C	-0.101	NaN	-0.108	NaN
YKL116C	0.286	NaN	0.150	NaN
YKL117W	0.280	NaN	0.195	NaN
YKL118W	-0.185	NaN	-0.319	NaN
YKL120W	-0.010	NaN	-0.065	NaN
YKL121W	0.151	NaN	0.131	NaN
YKL122C	NaN	0.241	NaN	0.031
YKL123W	-0.045	NaN	-0.050	NaN
YKL124W	0.036	NaN	-0.076	NaN
YKL125W	NaN	0.824	NaN	0.052
YKL126W	0.229	NaN	0.492	NaN
YKL127W	0.653	NaN	0.342	NaN
YKL128C	0.135	NaN	-0.039	NaN
YKL129C	-0.003	NaN	-0.090	NaN
YKL130C	-0.009	NaN	-0.160	NaN
YKL131W	0.094	NaN	0.048	NaN
YKL132C	0.093	NaN	-0.051	NaN
YKL133C	-0.046	NaN	0.073	NaN
YKL134C	0.022	NaN	0.497	NaN
YKL135C	0.482	NaN	0.325	NaN
YKL136W	0.144	NaN	0.182	NaN
YKL137W	0.058	NaN	0.106	NaN
YKL138C	-0.068	NaN	-0.086	NaN
YKL139W	0.128	NaN	-0.144	NaN
YKL140W	0.245	NaN	-0.268	NaN
YKL141W	NaN	0.470	NaN	0.167
YKL142W	0.049	NaN	-0.020	NaN
YKL143W	1.378	NaN	0.927	NaN
YKL144C	NaN	0.399	NaN	0.259
YKL145W	NaN	0.472	NaN	0.393
YKL146W	0.090	NaN	0.030	NaN
YKL147C	0.167	NaN	-0.013	NaN
YKL148C	0.142	NaN	0.032	NaN
YKL149C	-0.411	NaN	-0.388	NaN
YKL150W	0.199	NaN	-0.191	NaN
YKL151C	-0.103	NaN	0.054	NaN
YKL152C	NaN	0.070	NaN	0.097
YKL153W	NaN	0.990	NaN	-1.403
YKL154W	NaN	0.110	NaN	-0.349
YKL155C	0.286	NaN	0.381	NaN
YKL156W	0.248	NaN	0.269	NaN
YKL157W	0.082	NaN	-0.049	NaN
YKL158W	0.214	NaN	0.016	NaN
YKL159C	0.386	NaN	0.427	NaN
YKL160W	-0.228	NaN	-0.401	NaN
YKL161C	0.031	NaN	0.057	NaN
YKL162C	0.067	NaN	0.080	NaN
YKL162C-A	0.071	NaN	-0.006	NaN
YKL163W	0.058	NaN	0.182	NaN
YKL164C	0.147	NaN	0.106	NaN
YKL165C	NaN	0.169	NaN	-0.398
YKL166C	-0.156	NaN	-0.250	NaN
YKL167C	0.363	NaN	0.002	NaN
YKL168C	0.278	NaN	-0.004	NaN
YKL169C	0.842	NaN	NaN	NaN
YKL170W	-0.137	NaN	-0.474	NaN
YKL171W	0.175	NaN	-0.145	NaN
YKL172W	NaN	-0.227	NaN	-0.006
YKL173W	NaN	0.277	NaN	-0.613
YKL174C	0.052	NaN	-0.088	NaN
YKL175W	0.215	NaN	0.197	NaN
YKL176C	1.090	NaN	1.216	NaN
YKL179C	-0.000	NaN	0.046	NaN
YKL180W	NaN	0.144	NaN	-1.284
YKL182W	NaN	0.097	NaN	-0.262
YKL183W	0.084	NaN	-0.029	NaN
YKL184W	-0.060	NaN	-0.163	NaN
YKL185W	0.061	NaN	0.023	NaN
YKL186C	NaN	0.233	NaN	0.078
YKL187C	-0.137	NaN	0.189	NaN
YKL188C	-0.027	NaN	-0.106	NaN
YKL189W	NaN	0.066	NaN	-0.429
YKL190W	0.365	NaN	0.574	NaN
YKL191W	0.802	NaN	0.029	NaN
YKL192C	NaN	0.361	NaN	-0.021
YKL193C	NaN	-0.259	NaN	-0.158
YKL194C	0.561	NaN	-0.581	NaN
YKL195W	NaN	0.301	NaN	-0.044
YKL196C	NaN	0.066	NaN	-0.204
YKL197C	0.212	NaN	0.144	NaN
YKL198C	0.095	NaN	-0.083	NaN
YKL199C	-0.109	NaN	0.078	NaN
YKL200C	0.626	NaN	-0.012	NaN
YKL201C	-0.090	NaN	-0.053	NaN
YKL202W	0.032	NaN	-0.220	NaN
YKL204W	NaN	NaN	1.333	NaN
YKL205W	0.250	NaN	0.265	NaN
YKL206C	-0.026	NaN	-0.196	NaN
YKL207W	0.189	NaN	0.852	NaN
YKL208W	-0.064	NaN	0.312	NaN
YKL210W	NaN	0.635	NaN	0.273
YKL212W	0.945	NaN	0.917	NaN
YKL213C	0.873	NaN	-0.116	NaN
YKL214C	-0.041	NaN	0.122	NaN
YKL215C	-0.065	NaN	0.021	NaN
YKL216W	-0.193	NaN	-0.467	NaN
YKL217W	-0.061	NaN	-0.050	NaN
YKL218C	0.261	NaN	0.049	NaN
YKL220C	-0.035	NaN	0.177	NaN
YKL221W	0.116	NaN	0.018	NaN
YKL222C	0.021	NaN	-0.062	NaN
YKR002W	NaN	0.472	NaN	0.083
YKR003W	0.057	NaN	0.058	NaN
YKR004C	NaN	0.444	NaN	0.143
YKR005C	0.137	NaN	0.066	NaN
YKR006C	1.689	NaN	2.195	NaN
YKR007W	0.366	NaN	0.634	NaN
YKR008W	NaN	0.044	NaN	-0.176
YKR009C	0.137	NaN	0.121	NaN
YKR010C	0.166	NaN	0.102	NaN
YKR011C	0.144	NaN	0.187	NaN
YKR012C	0.073	NaN	0.164	NaN
YKR013W	0.132	NaN	0.252	NaN
YKR014C	0.315	NaN	0.494	NaN
YKR015C	0.057	NaN	0.151	NaN
YKR016W	0.001	NaN	0.056	NaN
YKR017C	0.123	NaN	0.194	NaN
YKR018C	1.013	NaN	-0.111	NaN
YKR019C	-0.014	NaN	-0.079	NaN
YKR020W	0.814	NaN	NaN	NaN
YKR021W	0.034	NaN	0.058	NaN
YKR022C	NaN	0.215	NaN	-0.258
YKR023W	0.180	NaN	0.168	NaN
YKR024C	-0.319	NaN	-0.263	NaN
YKR025W	NaN	0.229	NaN	0.040
YKR026C	0.164	NaN	-0.062	NaN
YKR027W	-0.164	NaN	-0.450	NaN
YKR028W	0.276	NaN	0.491	NaN
YKR029C	0.213	NaN	-0.103	NaN
YKR030W	0.227	NaN	-0.053	NaN
YKR031C	0.131	NaN	0.357	NaN
YKR032W	0.098	NaN	0.156	NaN
YKR033C	0.259	NaN	0.227	NaN
YKR034W	0.171	NaN	0.065	NaN
YKR035C	0.289	NaN	0.309	NaN
YKR035W-A	0.047	NaN	0.312	NaN
YKR036C	-0.050	NaN	-0.028	NaN
YKR037C	NaN	0.261	NaN	-0.271
YKR038C	NaN	0.414	NaN	-0.252
YKR039W	0.162	NaN	0.066	NaN
YKR040C	0.020	NaN	-0.257	NaN
YKR041W	0.583	NaN	-0.144	NaN
YKR042W	-0.313	NaN	-0.904	NaN
YKR043C	0.193	NaN	0.038	NaN
YKR044W	-0.105	NaN	-0.124	NaN
YKR045C	0.001	NaN	-0.066	NaN
YKR046C	0.095	NaN	0.036	NaN
YKR047W	0.122	NaN	-0.095	NaN
YKR048C	0.098	NaN	-0.184	NaN
YKR049C	0.267	NaN	-0.067	NaN
YKR050W	-0.013	NaN	0.177	NaN
YKR051W	0.175	NaN	0.077	NaN
YKR052C	0.165	NaN	-0.032	NaN
YKR053C	0.159	NaN	0.014	NaN
YKR054C	0.037	NaN	0.059	NaN
YKR055W	0.173	NaN	-0.017	NaN
YKR056W	0.216	NaN	0.127	NaN
YKR057W	-0.185	NaN	0.549	NaN
YKR058W	0.257	NaN	0.042	NaN
YKR059W	0.647	NaN	0.320	NaN
YKR060W	0.241	NaN	0.265	NaN
YKR061W	-0.030	NaN	0.118	NaN
YKR062W	NaN	0.367	NaN	-0.080
YKR063C	NaN	0.043	NaN	-0.192
YKR064W	0.256	NaN	-0.099	NaN
YKR065C	0.251	NaN	-0.046	NaN
YKR066C	0.012	NaN	0.088	NaN
YKR067W	0.131	NaN	0.198	NaN
YKR068C	NaN	0.234	NaN	-0.784
YKR069W	0.148	NaN	0.132	NaN
YKR070W	0.099	NaN	-0.079	NaN
YKR071C	NaN	0.137	NaN	0.122
YKR072C	0.582	NaN	0.850	NaN
YKR073C	0.460	NaN	0.714	NaN
YKR074W	0.393	NaN	0.484	NaN
YKR075C	0.064	NaN	0.060	NaN
YKR076W	-0.180	NaN	-0.048	NaN
YKR077W	-0.038	NaN	-0.051	NaN
YKR078W	0.039	NaN	-0.126	NaN
YKR079C	NaN	0.175	NaN	-0.757
YKR080W	0.464	NaN	0.872	NaN
YKR081C	NaN	0.124	NaN	-0.481
YKR082W	2.010	NaN	1.891	NaN
YKR083C	NaN	0.495	NaN	-0.561
YKR084C	-0.516	NaN	0.201	NaN
YKR085C	0.516	NaN	0.686	NaN
YKR086W	NaN	0.056	NaN	-0.234
YKR087C	0.117	NaN	0.083	NaN
YKR088C	0.429	NaN	0.632	NaN
YKR089C	0.209	NaN	0.131	NaN
YKR090W	-0.091	NaN	-0.247	NaN
YKR091W	0.096	NaN	-0.123	NaN
YKR092C	-0.117	NaN	-0.668	NaN
YKR093W	-0.016	NaN	0.008	NaN
YKR094C	-0.071	NaN	-0.343	NaN
YKR095W	0.177	NaN	0.331	NaN
YKR096W	0.152	NaN	0.151	NaN
YKR097W	0.154	NaN	0.085	NaN
YKR098C	0.267	NaN	-0.071	NaN
YKR099W	0.578	NaN	1.026	NaN
YKR100C	0.600	NaN	0.793	NaN
YKR101W	-0.042	NaN	0.298	NaN
YKR102W	0.071	NaN	0.312	NaN
YKR103W	-0.093	NaN	0.015	NaN
YKR104W	0.008	NaN	0.022	NaN
YKR105C	-0.078	NaN	-0.206	NaN
YKR106W	-0.034	NaN	0.032	NaN
YLL001W	-0.017	NaN	-0.014	NaN
YLL002W	1.437	NaN	1.713	NaN
YLL003W	NaN	-0.841	NaN	-0.067
YLL004W	NaN	-0.840	NaN	0.029
YLL005C	-0.130	NaN	-0.058	NaN
YLL006W	-0.511	NaN	-1.188	NaN
YLL007C	-0.039	NaN	-0.435	NaN
YLL008W	NaN	-0.422	NaN	-0.173
YLL009C	0.050	NaN	0.075	NaN
YLL010C	0.802	NaN	0.802	NaN
YLL011W	NaN	0.239	NaN	-0.086
YLL012W	-0.005	NaN	-0.102	NaN
YLL013C	-0.064	NaN	-0.026	NaN
YLL014W	0.990	NaN	0.714	NaN
YLL015W	-0.217	NaN	-0.307	NaN
YLL016W	-0.085	NaN	-0.263	NaN
YLL017W	-0.226	NaN	-0.004	NaN
YLL018C	NaN	0.462	NaN	0.189
YLL018C-A	0.238	NaN	0.504	NaN
YLL019C	-0.087	NaN	-0.128	NaN
YLL020C	-0.135	NaN	-0.259	NaN
YLL021W	-0.003	NaN	0.060	NaN
YLL023C	-0.117	NaN	-0.245	NaN
YLL024C	-0.048	NaN	-0.187	NaN
YLL025W	0.755	NaN	-0.456	NaN
YLL026W	-0.171	NaN	-0.126	NaN
YLL027W	0.072	NaN	0.297	NaN
YLL028W	0.062	NaN	-0.042	NaN
YLL029W	0.036	NaN	0.272	NaN
YLL030C	0.005	NaN	-0.038	NaN
YLL031C	NaN	-0.529	NaN	0.064
YLL032C	0.161	NaN	0.153	NaN
YLL033W	0.186	NaN	0.027	NaN
YLL034C	NaN	-0.564	NaN	0.031
YLL035W	NaN	-0.699	NaN	-0.012
YLL036C	NaN	-0.569	NaN	0.082
YLL037W	NaN	-0.430	NaN	-0.311
YLL038C	-0.057	NaN	-0.207	NaN
YLL039C	-0.042	NaN	-0.116	NaN
YLL040C	1.311	NaN	2.769	NaN
YLL041C	0.024	NaN	0.110	NaN
YLL042C	0.107	NaN	-0.056	NaN
YLL043W	-0.677	NaN	-1.169	NaN
YLL044W	-0.151	NaN	-0.709	NaN
YLL045C	-0.313	NaN	-0.687	NaN
YLL046C	-0.029	NaN	0.053	NaN
YLL047W	0.085	NaN	-0.079	NaN
YLL048C	-0.113	NaN	-0.185	NaN
YLL049W	0.081	NaN	0.096	NaN
YLL050C	NaN	-0.363	NaN	0.074
YLL051C	-0.075	NaN	-0.038	NaN
YLL052C	0.076	NaN	-0.070	NaN
YLL053C	-0.103	NaN	-0.072	NaN
YLL054C	-0.055	NaN	-0.127	NaN
YLL055W	-0.057	NaN	-0.168	NaN
YLL056C	-0.091	NaN	-0.065	NaN
YLL057C	0.167	NaN	0.016	NaN
YLL058W	0.031	NaN	-0.181	NaN
YLL059C	0.051	NaN	-0.317	NaN
YLL060C	0.172	NaN	0.024	NaN
YLL061W	-0.148	NaN	-0.049	NaN
YLL062C	-0.054	NaN	-0.083	NaN
YLL063C	-0.084	NaN	-0.120	NaN
YLR001C	-0.072	NaN	-0.021	NaN
YLR002C	NaN	0.080	NaN	-0.215
YLR003C	0.039	NaN	0.070	NaN
YLR004C	0.142	NaN	0.104	NaN
YLR005W	NaN	0.245	NaN	-0.224
YLR006C	1.148	NaN	2.327	NaN
YLR007W	NaN	0.064	NaN	-0.105
YLR008C	NaN	0.075	NaN	0.124
YLR009W	NaN	-0.059	NaN	-0.260
YLR010C	NaN	0.069	NaN	-0.031
YLR011W	-0.032	NaN	0.131	NaN
YLR012C	0.107	NaN	-0.010	NaN
YLR013W	-0.055	NaN	0.042	NaN
YLR014C	0.539	NaN	0.238	NaN
YLR015W	0.201	NaN	0.526	NaN
YLR016C	0.009	NaN	-0.024	NaN
YLR017W	0.040	NaN	0.050	NaN
YLR018C	-0.194	NaN	0.063	NaN
YLR019W	-0.119	NaN	0.220	NaN
YLR020C	-0.064	NaN	-0.078	NaN
YLR021W	-0.071	NaN	0.019	NaN
YLR022C	NaN	0.134	NaN	-0.155
YLR023C	-0.044	NaN	0.044	NaN
YLR024C	0.134	NaN	0.410	NaN
YLR025W	0.734	NaN	1.403	NaN
YLR026C	NaN	0.162	NaN	0.040
YLR028C	-0.074	NaN	0.139	NaN
YLR029C	NaN	0.476	NaN	-0.359
YLR030W	-0.202	NaN	0.135	NaN
YLR031W	-0.063	NaN	-0.028	NaN
YLR032W	-0.072	NaN	0.070	NaN
YLR033W	NaN	0.717	NaN	-0.706
YLR034C	0.007	NaN	0.067	NaN
YLR035C	-0.257	NaN	0.081	NaN
YLR036C	-0.153	NaN	0.147	NaN
YLR037C	-0.037	NaN	-0.066	NaN
YLR038C	0.062	NaN	0.171	NaN
YLR039C	0.050	NaN	-0.466	NaN
YLR040C	-0.159	NaN	-0.029	NaN
YLR041W	-0.115	NaN	0.001	NaN
YLR042C	-0.234	NaN	0.067	NaN
YLR043C	-0.286	NaN	-0.012	NaN
YLR044C	-0.199	NaN	-0.190	NaN
YLR045C	NaN	0.673	NaN	-0.178
YLR046C	-0.291	NaN	0.054	NaN
YLR047C	-0.066	NaN	0.095	NaN
YLR048W	-0.033	NaN	0.257	NaN
YLR049C	-0.337	NaN	-0.079	NaN
YLR050C	-0.289	NaN	-0.031	NaN
YLR051C	NaN	-0.074	NaN	0.254
YLR052W	-0.079	NaN	0.401	NaN
YLR053C	-0.239	NaN	0.095	NaN
YLR054C	-0.158	NaN	-0.146	NaN
YLR055C	0.114	NaN	0.843	NaN
YLR056W	-0.084	NaN	1.054	NaN
YLR057W	0.516	NaN	0.953	NaN
YLR058C	-1.058	NaN	-0.449	NaN
YLR059C	-0.108	NaN	0.035	NaN
YLR060W	NaN	-0.009	NaN	0.265
YLR061W	-0.544	NaN	-0.132	NaN
YLR063W	0.002	NaN	-0.353	NaN
YLR064W	-0.122	NaN	0.133	NaN
YLR065C	0.212	NaN	0.550	NaN
YLR066W	NaN	-0.085	NaN	-0.076
YLR067C	-0.122	NaN	0.138	NaN
YLR068W	-0.320	NaN	0.105	NaN
YLR069C	-0.170	NaN	-0.446	NaN
YLR070C	-0.183	NaN	-0.139	NaN
YLR071C	NaN	0.378	NaN	-1.042
YLR072W	-0.115	NaN	0.085	NaN
YLR073C	0.074	NaN	-0.188	NaN
YLR074C	-0.756	NaN	-0.940	NaN
YLR075W	NaN	-0.161	NaN	-0.382
YLR076C	NaN	0.071	NaN	-1.200
YLR077W	-0.239	NaN	0.004	NaN
YLR078C	NaN	0.023	NaN	-0.027
YLR079W	0.445	NaN	0.544	NaN
YLR080W	-0.153	NaN	-0.404	NaN
YLR081W	-0.225	NaN	0.046	NaN
YLR082C	-0.075	NaN	-0.200	NaN
YLR083C	0.476	NaN	-0.186	NaN
YLR084C	-0.418	NaN	-0.291	NaN
YLR085C	0.212	NaN	0.382	NaN
YLR087C	2.053	NaN	2.951	NaN
YLR089C	-0.407	NaN	-0.372	NaN
YLR090W	0.470	NaN	-0.081	NaN
YLR091W	0.199	NaN	-0.416	NaN
YLR092W	-0.168	NaN	-0.202	NaN
YLR093C	-0.055	NaN	-0.229	NaN
YLR094C	-0.151	NaN	0.127	NaN
YLR095C	-0.198	NaN	0.069	NaN
YLR096W	-0.414	NaN	-0.152	NaN
YLR097C	-0.074	NaN	-0.073	NaN
YLR098C	-0.155	NaN	-0.115	NaN
YLR099C	-0.209	NaN	-0.216	NaN
YLR100W	NaN	-0.115	NaN	0.134
YLR101C	NaN	-0.097	NaN	0.021
YLR102C	-0.181	NaN	0.151	NaN
YLR103C	NaN	-0.890	NaN	1.555
YLR104W	-0.102	NaN	-0.072	NaN
YLR105C	NaN	0.016	NaN	-0.166
YLR106C	NaN	-0.115	NaN	-0.182
YLR107W	-0.082	NaN	-0.274	NaN
YLR108C	-0.167	NaN	-0.001	NaN
YLR109W	-0.348	NaN	-0.181	NaN
YLR110C	-0.530	NaN	-0.633	NaN
YLR111W	-0.424	NaN	-0.662	NaN
YLR112W	-0.174	NaN	0.027	NaN
YLR113W	1.551	NaN	3.990	NaN
YLR114C	0.087	NaN	0.431	NaN
YLR115W	NaN	0.221	NaN	0.008
YLR116W	NaN	0.055	NaN	0.115
YLR117C	NaN	0.050	NaN	-0.164
YLR118C	-0.182	NaN	0.034	NaN
YLR119W	0.331	NaN	1.025	NaN
YLR120C	-0.047	NaN	-0.113	NaN
YLR121C	0.003	NaN	-0.149	NaN
YLR122C	-0.140	NaN	-0.216	NaN
YLR123C	-0.348	NaN	0.089	NaN
YLR124W	-0.395	NaN	0.060	NaN
YLR125W	0.078	NaN	0.040	NaN
YLR126C	-0.093	NaN	0.024	NaN
YLR127C	NaN	-0.007	NaN	-0.038
YLR128W	-0.106	NaN	0.062	NaN
YLR129W	NaN	0.744	NaN	0.224
YLR130C	-0.026	NaN	-0.056	NaN
YLR131C	-0.228	NaN	-0.111	NaN
YLR132C	NaN	0.278	NaN	0.082
YLR133W	0.609	NaN	0.554	NaN
YLR134W	-0.194	NaN	0.152	NaN
YLR135W	-0.075	NaN	0.031	NaN
YLR136C	0.033	NaN	0.088	NaN
YLR137W	-0.000	NaN	0.006	NaN
YLR138W	0.377	NaN	0.593	NaN
YLR139C	-0.126	NaN	0.448	NaN
YLR140W	NaN	0.043	NaN	-0.282
YLR141W	NaN	0.239	NaN	-0.584
YLR142W	-0.042	NaN	-0.031	NaN
YLR143W	-0.127	NaN	-0.021	NaN
YLR144C	-0.137	NaN	0.016	NaN
YLR145W	NaN	-0.005	NaN	-0.028
YLR146C	-0.035	NaN	0.150	NaN
YLR147C	NaN	0.510	NaN	-0.167
YLR148W	-0.310	NaN	0.222	NaN
YLR149C	-0.053	NaN	-0.074	NaN
YLR150W	-0.291	NaN	-0.385	NaN
YLR151C	-0.025	NaN	-0.058	NaN
YLR152C	-0.032	NaN	-0.199	NaN
YLR153C	NaN	0.597	NaN	-0.816
YLR154C	-0.125	NaN	-0.017	NaN
YLR163C	NaN	0.566	NaN	0.385
YLR164W	-0.081	NaN	-0.071	NaN
YLR165C	-0.078	NaN	-0.020	NaN
YLR166C	NaN	0.318	NaN	-0.342
YLR167W	NaN	0.183	NaN	0.241
YLR168C	-0.052	NaN	0.039	NaN
YLR169W	-0.087	NaN	-0.124	NaN
YLR170C	-0.162	NaN	0.025	NaN
YLR171W	-0.053	NaN	0.020	NaN
YLR172C	-0.076	NaN	0.091	NaN
YLR173W	-0.099	NaN	-0.182	NaN
YLR174W	-0.266	NaN	-0.123	NaN
YLR175W	NaN	0.156	NaN	-0.483
YLR176C	-0.190	NaN	-0.017	NaN
YLR177W	-0.170	NaN	0.089	NaN
YLR178C	-0.145	NaN	-0.192	NaN
