ORF	hap a | abundance of alanine | minimal [standard] | Mulleder M~Ralser M, 2016	hap a | abundance of aspartic acid | minimal [standard] | Mulleder M~Ralser M, 2016	hap a | abundance of glutamate | minimal [standard] | Mulleder M~Ralser M, 2016	hap a | abundance of phenylalanine | minimal [standard] | Mulleder M~Ralser M, 2016	hap a | abundance of glycine | minimal [standard] | Mulleder M~Ralser M, 2016	hap a | abundance of histidine | minimal [standard] | Mulleder M~Ralser M, 2016	hap a | abundance of isoleucine | minimal [standard] | Mulleder M~Ralser M, 2016	hap a | abundance of lysine | minimal [standard] | Mulleder M~Ralser M, 2016	hap a | abundance of leucine | minimal [standard] | Mulleder M~Ralser M, 2016	hap a | abundance of methionine | minimal [standard] | Mulleder M~Ralser M, 2016	hap a | abundance of asparagine | minimal [standard] | Mulleder M~Ralser M, 2016	hap a | abundance of proline | minimal [standard] | Mulleder M~Ralser M, 2016	hap a | abundance of glutamine | minimal [standard] | Mulleder M~Ralser M, 2016	hap a | abundance of arginine | minimal [standard] | Mulleder M~Ralser M, 2016	hap a | abundance of serine | minimal [standard] | Mulleder M~Ralser M, 2016	hap a | abundance of threonine | minimal [standard] | Mulleder M~Ralser M, 2016	hap a | abundance of valine | minimal [standard] | Mulleder M~Ralser M, 2016	hap a | abundance of tryptophan | minimal [standard] | Mulleder M~Ralser M, 2016	hap a | abundance of tyrosine | minimal [standard] | Mulleder M~Ralser M, 2016
YER089C	5.337	5.012	20.898	0.280	1.746	4.662	0.427	0.866	0.322	0.137	1.190	1.084	25.474	3.311	2.359	4.031	1.247	0.042	3.593
YER092W	7.360	3.797	20.157	0.301	1.893	4.991	0.388	0.751	0.255	0.115	1.246	1.200	28.244	3.082	2.448	3.633	1.320	0.038	3.266
YER093C-A	6.007	4.715	21.466	0.269	2.266	5.163	0.448	0.868	0.248	0.117	1.123	1.145	30.715	4.078	2.337	4.140	1.323	0.036	2.751
YER095W	5.126	5.067	23.497	0.343	1.905	7.869	0.369	1.837	0.236	0.098	1.040	0.967	25.464	15.035	1.778	3.581	1.354	0.048	5.682
YER096W	5.788	5.089	19.600	0.280	1.817	6.471	0.414	1.156	0.303	0.107	1.203	1.041	28.445	5.195	2.117	3.639	1.272	0.041	3.923
YER097W	5.953	4.794	19.087	0.339	1.959	5.094	0.447	0.846	0.349	0.117	1.224	1.051	27.394	3.796	2.253	3.882	1.333	0.049	3.812
YER098W	5.674	5.032	20.203	0.301	1.945	4.531	0.411	0.730	0.297	0.142	1.175	1.128	25.650	2.897	2.132	3.819	1.366	0.045	2.976
YER099C	5.707	4.458	19.901	0.299	2.189	4.838	0.402	0.833	0.268	0.130	1.138	1.001	24.115	5.777	2.213	3.767	1.354	0.038	2.924
YER101C	5.570	5.183	20.573	0.280	2.322	4.638	0.422	0.710	0.300	0.143	1.236	1.090	26.679	3.040	2.362	4.173	1.329	0.039	2.579
YER103W	6.744	5.613	18.918	0.280	1.973	3.402	0.399	0.726	0.225	0.131	1.237	1.057	25.209	1.477	1.861	4.167	1.276	0.039	3.317
YER105C	4.975	4.914	19.869	0.300	1.667	4.765	0.408	0.751	0.320	0.128	1.268	1.020	27.634	2.969	2.325	3.642	1.265	0.044	2.817
YER106W	5.766	4.649	21.466	0.291	1.910	3.841	0.411	0.574	0.294	0.143	1.152	1.151	28.314	2.098	2.043	3.771	1.395	0.040	2.479
YER110C	9.845	6.578	22.747	0.199	2.419	3.578	0.423	0.748	0.189	0.126	1.395	1.065	22.688	2.830	2.040	4.721	1.383	0.027	3.023
YER111C	5.074	4.422	20.622	0.371	1.925	4.167	0.436	0.582	0.304	0.139	1.210	1.048	28.244	3.369	2.053	3.861	1.465	0.049	3.578
YER113C	6.864	5.162	24.887	0.242	1.714	3.557	0.425	0.659	0.202	0.146	1.224	1.486	35.040	1.466	2.234	4.548	1.510	0.030	1.879
YER114C	5.577	5.626	22.612	0.259	1.993	5.141	0.387	0.963	0.254	0.129	1.203	1.217	28.244	4.614	2.345	3.934	1.345	0.033	2.451
YER115C	6.016	4.993	22.930	0.278	2.053	4.803	0.399	0.751	0.254	0.130	1.205	1.223	30.181	2.529	2.374	4.047	1.434	0.038	2.303
YER116C	5.540	5.237	21.567	0.272	2.138	5.481	0.386	0.852	0.273	0.116	1.224	1.127	29.237	2.836	2.330	3.881	1.331	0.039	2.825
YER117W	5.685	5.249	21.334	0.278	2.265	5.228	0.395	0.755	0.297	0.128	1.217	1.128	27.564	3.218	2.342	4.080	1.325	0.039	2.571
YER118C	5.260	5.200	19.864	0.280	2.647	4.778	0.413	0.789	0.292	0.126	1.159	1.021	25.494	4.405	2.413	3.920	1.368	0.038	2.522
YER119C	5.894	5.036	21.592	0.307	2.106	4.503	0.407	0.713	0.265	0.135	1.187	1.066	27.007	4.650	2.421	4.134	1.485	0.038	2.675
YER119C-A	5.634	4.798	20.873	0.303	1.897	4.765	0.413	0.808	0.339	0.130	1.156	1.140	27.920	2.420	2.178	3.632	1.285	0.046	2.957
YER120W	5.507	4.715	20.610	0.297	1.905	5.442	0.414	0.958	0.320	0.112	1.151	1.128	27.928	2.957	2.221	3.746	1.264	0.043	3.001
YER121W	5.060	4.480	18.437	0.314	1.887	4.997	0.424	0.860	0.376	0.116	1.022	1.063	25.632	3.118	2.273	3.239	1.247	0.047	3.709
YER122C	6.193	7.482	22.172	0.280	1.870	2.331	0.371	0.425	0.291	0.114	1.322	0.779	17.909	1.022	1.371	3.747	1.598	0.042	3.537
YER123W	5.982	3.951	19.087	0.355	1.953	2.878	0.443	0.459	0.269	0.160	0.818	1.104	25.107	1.341	2.794	3.996	1.467	0.044	3.102
YER124C	5.999	5.188	22.930	0.281	1.726	4.160	0.396	0.690	0.252	0.134	1.309	1.260	32.385	1.750	2.400	4.031	1.354	0.038	2.583
YER128W	5.776	5.246	22.479	0.264	1.844	4.728	0.391	0.754	0.253	0.152	1.224	1.205	31.081	2.589	2.286	4.071	1.370	0.033	2.363
YER129W	6.497	5.386	21.316	0.250	1.891	3.946	0.399	0.533	0.239	0.159	1.221	1.157	29.819	2.395	2.437	4.071	1.458	0.033	1.954
YER130C	6.173	4.583	20.203	0.294	2.002	4.696	0.408	0.639	0.283	0.144	1.224	1.090	29.856	2.750	2.187	4.221	1.423	0.039	2.346
YER131W	6.574	5.380	23.838	0.253	1.756	6.067	0.392	1.064	0.255	0.113	1.224	1.157	32.831	2.284	2.814	3.864	1.396	0.034	2.611
YER132C	5.559	5.154	20.872	0.296	2.157	4.722	0.416	0.915	0.294	0.118	1.130	1.128	25.463	4.185	2.254	3.832	1.341	0.041	3.123
YER134C	5.518	4.815	21.299	0.260	1.945	5.270	0.402	0.905	0.290	0.128	1.224	1.109	28.845	3.034	2.341	3.903	1.307	0.036	2.567
YER135C	5.813	5.013	22.672	0.276	1.825	5.515	0.383	0.945	0.267	0.133	1.307	1.248	31.522	2.949	2.289	3.842	1.354	0.038	2.486
YER137C	5.936	4.702	21.209	0.345	1.609	4.665	0.447	0.678	0.364	0.132	1.224	1.168	29.565	2.661	2.207	3.748	1.361	0.046	3.254
YER139C	5.174	5.319	21.466	0.306	1.458	5.134	0.405	0.894	0.302	0.110	1.045	0.954	21.171	4.370	1.648	3.340	1.256	0.045	3.020
YER140W	5.149	4.777	21.471	0.289	1.531	6.230	0.399	1.045	0.330	0.116	1.215	1.160	28.162	4.069	1.973	3.210	1.220	0.047	3.195
YER141W	6.547	5.980	24.583	0.327	1.750	4.041	0.409	0.581	0.232	0.119	1.116	1.110	26.827	2.880	2.035	4.093	1.439	0.045	3.583
YER142C	5.874	4.598	21.871	0.305	1.590	3.051	0.416	0.456	0.280	0.159	1.046	1.218	29.178	1.086	2.158	3.888	1.412	0.042	2.758
YER143W	5.703	5.297	23.436	0.288	1.520	3.935	0.399	0.690	0.277	0.139	1.214	1.214	31.704	1.898	2.260	3.942	1.355	0.039	2.716
YER144C	6.437	4.963	21.285	0.321	1.601	3.675	0.429	0.544	0.344	0.154	1.074	1.128	26.826	1.220	2.282	4.139	1.277	0.047	3.103
YER145C	5.785	5.005	19.433	0.310	2.459	4.657	0.457	0.729	0.332	0.134	1.105	1.085	23.822	4.839	2.273	3.996	1.510	0.042	2.897
YER149C	5.890	5.038	21.065	0.318	2.364	4.765	0.431	0.755	0.322	0.131	1.127	1.100	26.504	2.736	2.326	3.967	1.385	0.043	2.600
YER150W	5.713	4.897	21.770	0.278	1.770	5.015	0.400	0.756	0.287	0.129	1.201	1.128	28.488	2.978	2.316	3.746	1.312	0.040	2.565
YER151C	7.581	4.220	20.381	0.407	2.226	4.855	0.426	0.689	0.359	0.091	0.989	0.900	18.650	11.907	2.003	3.030	1.354	0.045	4.910
YER152C	5.664	4.688	21.466	0.314	1.705	5.530	0.423	0.753	0.334	0.128	1.142	1.125	28.151	3.570	2.265	3.641	1.365	0.044	2.908
YER153C	6.574	5.165	19.948	0.301	1.899	4.447	0.399	0.776	0.264	0.137	1.066	1.112	25.287	3.158	1.694	3.722	1.265	0.042	2.932
YER154W	6.301	5.207	19.716	0.353	2.010	3.593	0.415	0.716	0.279	0.149	1.224	1.071	24.374	2.244	1.683	3.995	1.178	0.048	3.734
YER155C	8.151	2.601	9.889	0.227	2.398	2.924	0.488	0.401	0.187	0.138	1.356	0.944	27.903	3.017	3.409	6.035	1.596	0.031	2.758
YER156C	5.904	4.614	19.014	0.249	1.849	6.006	0.413	1.184	0.322	0.116	1.224	1.055	28.622	2.598	2.392	3.280	1.265	0.039	3.433
YER158C	6.515	4.946	22.381	0.303	1.736	4.765	0.398	0.674	0.253	0.155	1.208	1.177	30.834	2.171	2.529	4.004	1.417	0.035	2.613
YER161C	5.387	5.036	25.179	0.293	1.738	4.560	0.413	0.707	0.314	0.095	1.165	1.134	27.444	3.339	3.357	3.818	1.207	0.043	3.627
YER162C	6.786	5.249	21.644	0.277	1.957	5.018	0.401	0.871	0.245	0.111	1.190	1.089	24.977	3.793	2.249	3.892	1.354	0.036	2.761
YER163C	5.927	4.420	21.484	0.356	1.607	5.454	0.433	0.753	0.353	0.142	1.121	1.117	29.168	2.880	2.127	3.544	1.387	0.047	2.626
YER164W	6.305	4.739	20.671	0.280	2.109	5.363	0.400	1.099	0.256	0.107	1.080	1.217	25.823	4.153	2.277	3.622	1.306	0.035	2.830
YER166W	5.166	4.615	18.969	0.302	2.178	5.232	0.403	0.911	0.293	0.128	1.177	1.052	25.535	5.185	2.251	3.566	1.334	0.039	2.849
YER167W	4.853	4.512	21.642	0.268	1.713	5.806	0.372	0.931	0.275	0.126	1.247	1.092	30.017	4.262	2.190	3.269	1.249	0.039	2.997
YER169W	5.408	5.392	19.651	0.308	1.654	3.624	0.400	0.783	0.241	0.137	1.228	1.128	24.802	1.303	1.599	3.837	1.358	0.043	3.804
YER170W	5.419	4.512	20.330	0.290	1.967	5.630	0.403	0.999	0.340	0.112	1.142	1.128	27.769	3.078	2.398	3.290	1.253	0.040	2.585
YER173W	5.293	4.373	19.811	0.320	1.828	5.304	0.426	0.982	0.350	0.123	1.149	1.033	27.203	3.694	2.413	3.280	1.329	0.045	2.918
YER174C	6.069	4.478	18.368	0.284	2.309	5.797	0.415	1.009	0.293	0.117	1.119	1.022	24.774	5.405	2.451	3.595	1.354	0.038	3.225
YER175C	5.520	5.434	23.422	0.284	1.474	4.273	0.399	0.698	0.306	0.112	1.252	1.153	30.743	1.415	2.222	4.009	1.269	0.038	3.049
YER175W-A	5.802	5.036	21.690	0.265	1.861	5.060	0.383	0.932	0.291	0.126	1.206	1.130	27.574	3.187	2.390	3.890	1.294	0.041	2.216
YER176W	5.395	5.466	22.448	0.278	1.741	4.592	0.402	0.811	0.285	0.126	1.179	1.141	29.022	2.285	2.509	3.996	1.331	0.035	3.019
YER177W	5.646	4.752	21.717	0.255	3.191	4.542	0.424	1.288	0.250	0.126	1.159	1.099	22.791	3.763	2.958	4.477	1.587	0.035	3.159
YER178W	13.105	4.092	13.663	0.300	2.558	6.375	0.529	1.937	0.059	0.029	1.202	0.364	11.438	1.302	1.336	3.996	4.786	0.048	7.758
YER179W	5.991	4.911	21.003	0.343	3.149	4.559	0.423	0.968	0.268	0.113	1.042	0.973	21.356	4.253	2.273	3.985	1.657	0.040	3.355
YER180C	5.689	4.991	23.405	0.280	1.775	4.460	0.399	0.802	0.314	0.134	1.087	1.168	29.964	1.710	2.529	4.044	1.318	0.039	2.695
YER180C-A	5.806	4.569	20.537	0.286	1.688	5.890	0.399	0.953	0.322	0.119	1.335	1.269	29.098	2.845	2.234	3.612	1.273	0.047	3.426
YER181C	7.011	5.033	21.466	0.307	3.620	4.709	0.425	0.979	0.221	0.120	1.159	0.914	20.813	5.366	2.428	3.976	1.731	0.039	3.483
YER182W	5.471	5.605	21.816	0.215	2.422	5.460	0.358	1.088	0.217	0.100	1.204	1.242	29.768	2.878	2.392	3.996	1.505	0.029	2.664
YER183C	5.516	5.485	21.832	0.264	1.581	4.946	0.381	0.821	0.257	0.134	1.225	1.119	29.481	2.880	2.351	3.904	1.379	0.035	2.458
YER184C	5.409	5.767	21.319	0.254	2.522	5.318	0.390	0.968	0.233	0.148	1.224	1.050	26.112	4.525	2.284	4.471	1.415	0.035	2.533
YER185W	5.336	5.281	21.186	0.270	1.890	4.789	0.399	0.953	0.288	0.136	1.194	1.101	26.017	3.380	2.357	3.809	1.338	0.040	2.751
YER186C	5.882	5.661	22.213	0.214	1.950	4.525	0.361	0.902	0.232	0.112	1.285	1.066	28.244	2.939	2.435	4.195	1.239	0.027	2.845
YER187W	5.898	5.204	22.516	0.280	1.766	4.341	0.391	0.762	0.271	0.124	1.222	1.163	29.442	1.993	2.456	4.114	1.324	0.039	2.779
YER188W	6.140	4.826	22.445	0.318	1.456	3.966	0.406	0.495	0.321	0.136	1.058	1.129	28.647	1.211	2.126	3.717	1.262	0.046	2.758
YFL001W	4.157	3.608	39.884	0.541	1.701	3.812	0.388	1.128	0.389	0.081	1.723	1.128	25.019	7.401	2.883	3.413	1.221	0.076	5.944
YFL003C	5.497	5.036	21.755	0.286	1.769	4.914	0.381	0.625	0.282	0.161	1.236	1.097	28.740	2.158	2.359	3.992	1.265	0.039	2.034
YFL004W	5.941	5.058	21.946	0.232	1.968	4.334	0.388	0.732	0.268	0.126	1.337	1.264	31.502	2.805	2.397	4.123	1.336	0.034	2.830
YFL007W	6.135	5.322	22.911	0.238	1.893	4.809	0.376	0.881	0.243	0.125	1.240	1.169	29.515	2.418	2.290	4.132	1.292	0.034	2.301
YFL010C	4.814	4.356	21.466	0.259	1.961	6.145	0.359	1.020	0.279	0.130	1.096	1.152	28.534	3.452	2.282	3.556	1.307	0.035	2.026
YFL010W-A	5.283	5.022	21.620	0.269	2.082	5.603	0.368	0.877	0.264	0.150	1.204	1.197	28.505	4.077	2.323	3.898	1.340	0.036	2.251
YFL011W	5.920	4.801	18.512	0.267	2.389	4.847	0.403	0.784	0.251	0.125	1.164	0.944	23.365	4.736	2.281	4.146	1.368	0.039	2.794
YFL012W	5.842	4.977	22.483	0.235	1.985	5.843	0.363	0.896	0.259	0.143	1.336	1.220	31.196	2.800	2.478	3.996	1.335	0.035	2.327
YFL012W-A	6.757	4.370	19.511	0.298	2.237	5.572	0.377	0.765	0.264	0.130	1.157	1.099	26.283	3.534	2.334	3.705	1.229	0.040	2.962
YFL013C	7.331	4.359	19.138	0.272	2.537	4.765	0.416	1.100	0.267	0.133	1.092	1.075	24.697	4.546	2.448	4.364	1.295	0.035	3.769
YFL014W	9.298	4.527	14.626	0.300	4.607	4.286	0.461	0.921	0.238	0.119	1.074	0.900	20.511	3.658	1.867	4.343	2.050	0.039	3.008
YFL015C	6.178	4.990	22.479	0.305	1.886	4.709	0.416	0.727	0.318	0.126	1.149	1.128	30.040	2.301	2.185	3.709	1.323	0.041	2.858
YFL016C	11.987	3.582	18.616	0.280	3.116	3.795	0.456	2.380	0.228	0.088	1.774	0.616	19.199	0.517	1.672	4.307	3.256	0.043	4.193
YFL018C	11.287	3.850	12.339	0.312	4.265	6.938	0.585	2.627	0.047	0.050	1.107	0.360	12.241	1.857	1.365	3.996	5.512	0.048	8.408
YFL019C	5.975	4.798	21.781	0.283	1.911	4.631	0.396	0.748	0.245	0.164	1.158	1.146	30.432	2.895	2.425	3.996	1.433	0.036	2.290
YFL020C	5.944	4.849	21.190	0.278	1.585	4.946	0.415	0.854	0.303	0.130	1.303	1.191	31.346	2.252	2.430	3.929	1.354	0.037	2.186
YFL021W	4.412	4.790	22.434	0.316	1.955	3.387	0.419	0.775	0.339	0.126	1.185	1.103	19.090	1.627	2.358	3.692	1.268	0.046	3.030
YFL023W	4.668	5.036	21.199	0.316	1.448	6.009	0.417	1.143	0.298	0.077	1.292	0.443	22.904	8.886	1.796	3.418	1.261	0.046	5.261
YFL025C	5.718	4.596	25.376	0.251	1.828	4.768	0.341	0.838	0.268	0.111	1.270	1.221	29.422	3.633	1.945	3.293	1.261	0.041	2.162
YFL026W	6.366	5.036	21.734	0.254	1.710	4.791	0.381	0.685	0.249	0.138	1.282	1.146	27.917	2.633	2.365	4.077	1.397	0.032	2.306
YFL027C	5.775	5.217	21.322	0.273	1.696	4.922	0.398	0.837	0.294	0.129	1.224	1.188	28.716	2.893	2.129	4.018	1.317	0.039	2.696
YFL028C	6.087	4.970	21.466	0.231	2.053	5.435	0.369	0.866	0.219	0.108	1.281	1.153	28.709	3.036	2.320	4.099	1.333	0.029	2.423
YFL030W	6.057	4.883	22.583	0.276	1.828	5.011	0.399	0.707	0.301	0.126	1.287	1.161	31.406	2.611	2.377	3.915	1.363	0.043	2.430
YFL031W	5.424	4.665	21.496	0.306	1.882	5.281	0.392	0.965	0.270	0.122	1.278	1.024	29.791	4.207	2.227	3.754	1.309	0.041	3.792
YFL032W	6.108	4.550	21.175	0.286	1.969	4.720	0.411	0.966	0.257	0.113	1.241	1.011	28.911	4.135	2.172	3.802	1.354	0.046	3.420
YFL033C	5.382	4.951	20.062	0.253	1.596	5.566	0.393	0.897	0.280	0.134	1.270	1.082	28.849	3.158	2.490	4.255	1.217	0.036	2.771
YFL034C-A	6.273	5.191	23.366	0.261	1.623	4.698	0.395	0.718	0.269	0.132	1.218	1.187	31.665	2.147	2.366	3.961	1.273	0.038	2.896
YFL034W	5.651	4.083	19.833	0.367	2.312	4.187	0.423	0.805	0.295	0.113	1.083	0.969	21.799	3.690	2.273	3.867	1.414	0.044	4.290
YFL040W	6.116	5.372	24.696	0.260	1.716	4.765	0.388	0.824	0.259	0.128	1.326	1.281	33.197	2.663	2.202	4.234	1.353	0.042	2.280
YFL041W	6.232	4.814	21.838	0.230	2.202	4.293	0.395	0.657	0.187	0.132	1.190	1.160	28.898	3.979	2.400	3.996	1.374	0.032	2.277
YFL041W-A	5.648	4.694	26.298	0.195	1.334	8.997	0.423	1.272	0.224	0.174	1.224	0.866	46.107	3.136	2.402	3.194	1.173	0.062	2.554
YFL042C	5.694	4.983	21.212	0.269	1.964	5.763	0.389	0.937	0.275	0.121	1.306	1.115	28.307	3.642	2.272	3.970	1.301	0.040	2.507
YFL044C	5.897	5.031	22.991	0.220	1.763	5.073	0.353	0.788	0.211	0.145	1.341	1.197	31.447	2.880	2.522	4.110	1.326	0.031	1.971
YFL046W	6.206	4.852	21.931	0.253	2.150	4.747	0.386	0.714	0.235	0.136	1.257	1.128	27.113	3.048	2.495	4.183	1.382	0.036	2.053
YFL047W	5.816	4.827	19.349	0.267	2.238	5.310	0.399	0.971	0.248	0.130	1.248	1.042	24.586	4.522	2.359	3.886	1.378	0.039	2.871
YFL048C	6.286	5.004	24.361	0.260	1.473	4.725	0.387	0.697	0.278	0.147	1.339	1.195	35.106	2.324	2.479	3.941	1.354	0.041	2.618
YFL049W	5.994	4.790	21.769	0.275	1.828	4.323	0.395	0.671	0.292	0.147	1.262	1.149	28.348	2.084	2.460	3.696	1.310	0.039	2.829
YFL050C	5.997	5.233	22.703	0.268	1.736	4.527	0.399	0.792	0.287	0.117	1.224	1.143	29.745	2.341	2.388	3.909	1.290	0.042	3.463
YFL051C	6.122	5.101	22.246	0.277	1.828	4.409	0.404	0.914	0.302	0.131	1.259	1.094	27.626	2.601	2.445	3.931	1.339	0.037	3.373
YFL052W	5.977	5.036	21.150	0.307	1.697	4.616	0.416	0.672	0.298	0.135	1.098	1.063	29.328	2.163	2.406	3.914	1.358	0.043	3.131
YFL053W	5.989	5.365	23.320	0.274	1.670	4.811	0.399	0.691	0.295	0.139	1.168	1.144	30.308	2.088	2.346	3.882	1.295	0.038	2.948
YFL054C	5.984	5.288	22.266	0.273	1.778	4.698	0.405	0.811	0.306	0.137	1.252	1.169	29.303	2.650	2.273	3.798	1.268	0.038	2.722
YFL055W	5.997	5.036	22.980	0.229	1.556	5.038	0.349	0.779	0.211	0.134	1.262	1.168	30.541	2.367	2.454	4.002	1.334	0.034	1.974
YFL063W	6.203	4.423	22.498	0.275	1.796	5.386	0.383	0.653	0.280	0.136	1.268	1.258	30.961	2.578	2.268	3.996	1.283	0.039	1.970
YFR001W	7.863	4.582	17.311	0.238	1.192	7.374	0.572	1.243	0.268	0.083	1.550	0.560	25.393	7.303	1.926	4.307	1.730	0.036	4.601
YFR006W	6.127	5.273	22.314	0.283	1.764	4.448	0.401	0.742	0.305	0.133	1.207	1.175	27.905	2.357	2.241	4.267	1.370	0.039	2.394
YFR007W	6.470	4.747	22.303	0.259	2.022	4.672	0.399	0.707	0.257	0.129	1.270	1.123	30.286	2.551	2.485	4.318	1.357	0.035	2.746
YFR008W	6.059	4.906	24.222	0.257	1.618	4.919	0.362	0.701	0.271	0.142	1.306	1.259	32.298	2.928	2.214	3.772	1.354	0.039	2.152
YFR009W	6.344	4.787	22.224	0.241	1.931	4.178	0.401	0.803	0.267	0.144	1.322	1.123	28.314	2.068	2.396	3.890	1.354	0.036	2.696
YFR010W	6.519	5.284	23.681	0.267	1.767	4.669	0.382	0.868	0.265	0.111	1.359	1.241	32.093	2.259	2.273	4.189	1.362	0.034	2.467
YFR011C	6.341	4.394	22.502	0.283	1.619	5.024	0.415	0.653	0.254	0.154	1.200	1.157	30.908	2.348	2.147	3.996	1.544	0.038	2.417
YFR012W	7.081	5.242	21.220	0.247	1.950	3.028	0.369	0.782	0.244	0.126	1.328	1.169	29.841	2.076	2.273	3.847	1.377	0.030	2.977
YFR012W-A	5.543	4.256	20.649	0.318	1.697	5.401	0.433	0.881	0.354	0.144	1.188	1.182	29.447	2.869	2.235	3.672	1.301	0.051	2.758
YFR013W	5.946	4.853	21.466	0.250	1.859	5.281	0.386	0.849	0.259	0.146	1.395	1.146	29.054	3.039	2.166	4.138	1.339	0.038	2.049
YFR014C	6.839	5.908	25.451	0.252	1.707	4.765	0.416	0.762	0.192	0.108	1.239	1.054	33.809	2.752	2.308	4.281	1.362	0.038	2.284
YFR015C	6.127	5.102	23.921	0.242	2.008	5.031	0.380	0.775	0.226	0.120	1.223	1.217	31.760	2.375	2.313	4.248	1.331	0.038	2.100
YFR016C	6.112	5.428	23.148	0.255	1.807	4.725	0.386	0.908	0.247	0.106	1.383	1.239	30.878	2.462	2.350	4.154	1.354	0.040	2.442
YFR017C	5.656	5.422	21.260	0.257	1.488	5.109	0.383	0.953	0.260	0.128	1.224	1.166	29.904	2.925	2.127	3.826	1.288	0.039	2.919
YFR018C	6.178	5.304	23.485	0.230	1.806	5.565	0.357	0.765	0.226	0.109	1.288	1.234	32.355	2.569	2.364	4.030	1.313	0.030	1.892
YFR019W	10.105	4.227	15.076	0.280	2.060	1.476	0.442	0.417	0.265	0.120	1.635	1.592	32.897	0.915	3.010	5.556	1.927	0.031	2.354
YFR020W	6.201	4.866	21.466	0.269	2.069	5.091	0.371	0.780	0.214	0.125	1.233	1.098	27.498	3.768	2.350	4.174	1.406	0.038	2.269
YFR021W	6.759	3.928	15.096	0.305	1.945	4.654	0.429	0.580	0.236	0.126	1.266	0.942	30.077	2.657	2.693	4.811	1.463	0.037	2.558
YFR022W	6.239	5.345	22.088	0.261	1.644	4.231	0.401	0.783	0.284	0.142	1.259	1.201	27.763	2.196	2.267	3.991	1.318	0.036	2.758
YFR023W	6.465	4.885	23.198	0.246	1.712	4.927	0.370	0.840	0.238	0.132	1.277	1.128	30.389	3.506	2.427	3.742	1.343	0.037	1.889
YFR024C-A	5.976	4.870	20.846	0.301	1.890	4.880	0.412	0.773	0.296	0.130	1.185	1.083	27.346	3.258	2.165	3.952	1.358	0.041	2.964
YFR026C	6.289	4.904	20.486	0.287	2.630	4.529	0.399	0.879	0.227	0.115	1.071	0.982	23.425	4.447	2.497	3.946	1.491	0.043	3.354
YFR031C-A	6.287	5.253	21.822	0.243	1.828	3.537	0.398	0.862	0.238	0.105	1.312	1.053	25.789	2.025	2.562	4.692	1.379	0.034	3.321
YFR032C	6.110	5.037	22.920	0.297	1.448	4.476	0.414	0.671	0.302	0.161	1.223	1.235	32.763	2.333	2.175	3.996	1.300	0.044	2.713
YFR032C-A	7.047	4.220	21.796	0.194	1.462	5.047	0.403	0.789	0.170	0.112	1.240	1.127	29.010	2.891	2.255	4.688	1.354	0.025	2.032
YFR032C-B	7.332	5.394	21.527	0.194	1.753	5.414	0.363	1.018	0.189	0.108	1.224	1.051	29.274	3.008	2.433	4.187	1.247	0.022	1.435
YFR033C	6.810	5.539	21.098	0.284	1.956	4.290	0.385	0.491	0.252	0.165	1.217	1.162	28.753	1.954	2.273	4.491	1.320	0.043	2.202
YFR034C	6.704	5.113	22.778	0.262	1.664	4.730	0.380	0.589	0.265	0.166	1.246	1.180	28.244	2.055	2.305	4.203	1.321	0.042	2.240
YFR035C	6.127	5.214	21.481	0.234	2.022	5.362	0.350	0.862	0.247	0.124	1.284	1.129	27.626	2.962	2.476	3.886	1.284	0.034	2.354
YFR036W	5.812	5.737	27.696	0.259	1.387	5.205	0.356	0.958	0.268	0.116	1.235	1.252	26.717	3.274	1.955	3.875	1.259	0.041	3.213
YFR038W	6.049	5.013	21.933	0.277	1.666	4.608	0.393	0.609	0.273	0.159	1.262	1.141	29.700	1.967	2.165	4.202	1.362	0.040	2.209
YFR039C	6.774	5.535	21.466	0.241	2.363	4.807	0.350	0.866	0.232	0.091	1.303	1.190	26.022	3.607	2.328	3.976	1.270	0.026	2.221
YFR040W	3.041	3.953	28.592	0.315	1.326	3.418	0.399	0.719	0.292	0.162	1.223	1.462	34.934	1.460	2.467	3.742	1.354	0.043	3.098
YFR041C	7.852	5.224	22.736	0.280	1.303	3.544	0.395	0.382	0.297	0.139	1.521	1.148	31.916	1.107	1.774	3.990	1.339	0.046	2.400
YFR043C	6.552	5.036	20.940	0.351	1.636	4.140	0.443	0.586	0.345	0.169	1.156	1.062	25.996	2.073	2.290	4.098	1.323	0.053	3.604
YFR044C	5.689	4.998	22.180	0.267	1.720	4.877	0.393	0.746	0.273	0.116	1.308	1.128	30.740	2.603	2.340	4.010	1.173	0.043	3.212
YFR045W	6.049	4.865	20.199	0.305	1.914	4.789	0.432	0.835	0.303	0.126	1.193	1.128	27.244	2.941	2.260	3.977	1.396	0.042	3.343
YFR046C	6.638	5.513	23.692	0.237	1.710	5.870	0.362	0.931	0.258	0.099	1.357	1.230	34.000	2.880	2.460	3.958	1.318	0.032	2.506
YFR047C	7.119	5.036	21.665	0.269	1.697	4.800	0.398	0.695	0.250	0.130	1.305	1.127	28.997	2.755	2.423	4.251	1.398	0.039	2.566
YFR048W	6.179	4.337	22.425	0.274	1.619	5.113	0.391	0.869	0.267	0.161	1.246	1.128	31.873	2.056	2.620	4.256	1.320	0.039	2.496
YFR049W	6.358	5.036	19.601	0.283	1.761	4.852	0.380	0.656	0.264	0.155	1.225	1.031	26.260	2.905	2.274	4.110	1.296	0.042	2.423
