ORF	Growth, OD600;external pH 2.7	Growth, OD600;external pH 4.0	Growth, OD600;external pH 7.0	Vacuolar pH (pHv);external pH 2.7	Vacuolar pH (pHv);external pH 4.0	Vacuolar pH (pHv);external pH 7.0
YGL138C	103.499	107.780	109.787	5.257	5.313	5.553
YGL139W	107.058	107.402	107.475	5.257	5.312	5.544
YGL140C	104.138	99.679	97.287	5.257	5.310	5.560
YGL141W	95.268	96.306	94.950	5.266	5.325	5.591
YGL143C	98.187	103.104	97.138	5.264	5.353	5.588
YGL144C	110.826	104.250	103.175	5.256	5.331	5.558
YGL146C	97.826	104.237	99.900	5.259	5.330	5.567
YGL147C	103.985	98.794	96.338	5.261	5.324	5.528
YGL148W	NaN	20.277	NaN	NaN	5.349	NaN
YGL149W	105.584	102.557	98.275	5.259	5.326	5.640
YGL151W	NaN	28.846	NaN	NaN	5.328	NaN
YGL152C	103.234	102.883	92.075	5.256	5.316	5.464
YGL153W	95.866	102.023	88.562	5.263	5.321	5.464
YGL154C	90.054	102.766	94.700	5.252	5.327	5.568
YGL156W	93.863	96.853	94.075	5.265	5.321	5.588
YGL157W	44.200	98.846	98.388	5.260	5.320	5.569
YGL158W	100.454	105.123	108.050	5.276	5.334	5.561
YGL159W	105.807	102.518	102.987	5.261	5.328	5.521
YGL160W	98.869	105.579	105.200	5.260	5.331	5.550
YGL161C	105.153	103.834	96.162	5.264	5.326	5.548
YGL162W	103.248	96.866	83.588	5.273	5.335	5.526
YGL163C	90.151	100.838	89.438	5.260	5.323	5.512
YGL164C	99.397	104.680	92.088	5.273	5.324	5.542
YGL165C	35.788	69.218	86.800	NaN	5.329	5.535
YGL166W	29.865	88.753	84.713	5.260	5.340	5.559
YGL167C	79.904	77.032	72.213	5.264	5.352	5.608
YGL168W	75.775	76.446	76.237	5.267	5.346	5.607
YGL170C	107.350	100.825	97.412	5.269	5.327	5.555
YGL173C	20.355	57.458	48.087	NaN	5.345	5.653
YGL174W	106.599	87.880	95.275	5.275	5.339	5.509
YGL175C	102.039	100.200	92.250	5.261	5.331	5.526
YGL176C	99.898	97.895	90.888	5.264	5.331	5.572
YGL177W	106.113	103.560	90.925	5.262	5.324	5.537
YGL179C	98.910	101.594	92.600	5.265	5.329	5.575
YGL180W	95.129	100.448	87.600	5.271	5.328	5.454
YGL181W	96.922	102.805	90.588	5.293	5.326	5.537
YGL194C	90.630	94.371	100.843	4.720	4.883	5.839
YGL195W	81.838	91.493	111.419	4.428	4.935	5.886
YGL196W	94.782	100.621	108.581	5.011	4.879	5.687
YGL197W	86.249	88.958	87.297	4.894	4.970	5.921
YGL198W	95.619	102.713	108.801	4.958	4.894	5.606
YGL199C	96.540	93.839	102.676	5.129	5.145	5.735
YGL200C	77.517	98.504	102.281	4.809	4.848	5.807
YGL202W	89.900	106.757	99.650	4.863	4.887	5.671
YGL203C	66.368	104.019	104.809	5.479	5.052	5.614
YGL205W	82.446	102.409	105.924	4.830	4.884	5.647
YGL206C	94.586	84.859	93.000	NaN	5.362	NaN
YGL208W	98.677	98.149	106.779	4.993	4.886	5.612
YGL209W	104.259	99.303	105.496	5.045	4.897	5.572
YGL210W	98.555	97.084	104.472	5.107	4.891	5.649
YGL211W	83.100	78.106	75.528	4.688	4.908	5.965
YGL212W	40.523	85.827	94.971	4.652	4.920	5.762
YGL213C	95.954	91.785	91.847	4.870	4.820	5.826
YGL214W	96.915	89.931	100.719	5.329	5.329	5.762
YGL215W	96.106	95.816	107.012	4.882	4.803	5.738
YGL216W	98.388	97.452	105.159	5.036	4.920	5.665
YGL217C	99.543	95.577	102.662	5.309	5.325	5.760
YGL218W	65.278	82.795	80.088	NaN	5.336	5.484
YGL219C	104.986	96.671	89.588	5.287	5.316	5.448
YGL220W	98.220	89.402	93.727	4.995	4.812	5.769
YGL221C	96.456	95.005	106.688	5.152	4.887	5.646
YGL222C	98.874	93.002	98.756	5.088	4.905	5.825
YGL223C	NaN	NaN	NaN	NaN	NaN	NaN
YGL224C	102.571	93.623	106.079	5.020	4.917	5.679
YGL226C-A	85.975	89.009	100.104	5.070	5.042	5.739
YGL226W	84.728	87.690	88.788	5.185	5.041	6.017
YGL227W	95.026	97.465	95.087	4.866	4.870	5.751
YGL228W	98.448	99.062	108.192	4.989	4.876	5.662
YGL229C	102.267	102.675	109.151	5.023	4.995	5.790
YGL230C	103.225	104.589	108.542	5.112	4.964	5.572
YGL231C	101.323	106.542	108.334	4.981	5.007	5.690
YGL232W	102.160	105.946	101.802	5.078	4.794	5.716
YGL234W	102.616	101.864	98.976	5.017	4.915	5.618
YGL235W	98.472	96.156	102.669	5.307	5.322	5.705
YGL236C	102.753	104.577	98.820	5.077	4.948	5.670
YGL237C	88.622	88.844	92.832	4.725	4.806	5.886
YGL240W	96.380	96.020	87.975	5.247	5.340	5.467
YGL241W	85.808	95.766	97.148	4.947	4.882	5.788
YGL242C	94.628	95.850	93.013	5.255	5.339	5.626
YGL243W	95.741	99.987	107.725	4.900	4.925	5.664
YGL244W	52.890	76.306	83.850	4.440	4.752	5.718
YGL246C	68.847	80.692	83.189	4.905	4.908	5.853
YGL248W	97.034	101.711	103.785	4.984	4.983	5.678
YGL249W	96.912	103.296	106.079	5.013	4.908	5.568
YGL250W	89.185	96.729	93.856	5.045	4.886	5.948
YGL251C	91.558	94.080	95.230	4.855	4.907	5.587
YGL252C	62.230	92.153	76.008	4.738	4.939	5.861
YGL253W	88.150	104.412	103.396	4.987	4.910	5.630
YGL254W	85.306	95.538	97.239	4.976	4.917	5.768
YGL255W	93.353	94.866	98.159	4.927	4.956	5.598
YGL256W	106.146	102.426	90.517	4.805	4.831	5.767
YGL257C	108.580	105.956	93.978	4.747	4.752	5.701
YGL258W	103.222	104.164	85.645	4.964	4.827	5.746
YGL259W	96.078	96.133	86.432	4.851	4.788	5.860
YGL260W	107.057	105.404	92.891	4.806	4.794	5.709
YGL261C	98.757	103.194	93.453	4.772	4.777	5.567
YGL262W	100.665	101.967	88.868	4.837	4.748	5.774
YGL263W	96.445	101.913	96.377	4.790	4.736	5.634
YGR001C	103.660	99.717	89.555	4.830	4.788	5.649
YGR003W	99.247	103.638	96.139	4.797	4.753	5.609
YGR004W	93.276	101.469	91.929	5.489	4.725	5.731
YGR006W	NaN	NaN	NaN	NaN	NaN	NaN
YGR007W	113.360	102.857	100.887	4.619	4.767	5.475
YGR008C	116.897	99.138	94.203	4.753	4.804	5.831
YGR010W	114.411	99.421	95.152	4.817	4.813	5.739
YGR011W	97.200	95.785	103.906	5.300	5.331	5.729
YGR012W	99.457	93.801	81.209	4.933	4.819	5.928
YGR014W	114.831	103.921	97.301	4.821	4.784	5.606
YGR015C	105.621	102.601	94.878	4.709	4.693	5.642
YGR016W	114.656	103.113	96.439	4.936	4.767	5.707
YGR017W	110.874	103.234	96.664	4.850	4.766	5.637
YGR018C	96.908	93.864	102.656	5.303	5.330	5.770
YGR019W	112.642	101.091	89.780	4.842	4.711	5.585
YGR020C	NaN	80.003	NaN	NaN	5.640	NaN
YGR021W	111.504	104.137	92.716	4.761	4.802	5.711
YGR022C	97.777	94.809	102.412	5.301	5.327	5.762
YGR023W	104.237	96.645	102.486	4.822	4.778	5.633
YGR025W	103.749	97.088	105.138	5.298	5.321	5.730
YGR026W	90.002	96.645	84.183	4.881	4.770	5.906
YGR027C	74.692	95.052	84.293	5.403	5.037	6.138
YGR028W	79.445	90.289	84.287	5.279	5.325	5.601
YGR031W	88.960	93.745	96.654	5.469	5.205	5.869
YGR032W	104.222	105.292	96.600	5.293	5.322	5.489
YGR033C	88.882	101.374	98.157	5.496	5.093	5.930
YGR034W	90.145	94.825	100.000	5.278	5.179	5.881
YGR035C	96.086	98.253	99.293	5.419	5.194	5.878
YGR036C	95.790	95.666	102.854	5.398	5.306	5.759
YGR037C	59.722	79.541	90.972	6.158	5.952	6.152
YGR038W	89.776	91.696	85.450	5.286	5.333	5.638
YGR039W	94.885	96.052	102.563	5.408	5.166	5.814
YGR040W	89.859	86.539	85.925	5.286	5.321	5.480
YGR041W	96.694	97.533	99.962	5.463	5.224	5.921
YGR042W	85.140	89.984	90.177	5.527	5.299	6.025
YGR043C	90.020	92.651	101.073	5.405	5.173	5.813
YGR044C	91.190	88.664	92.424	5.589	5.258	5.911
YGR045C	94.963	96.812	102.626	5.462	5.167	5.783
YGR049W	87.728	93.825	95.568	5.376	5.176	5.950
YGR050C	88.121	87.542	84.013	5.287	5.329	5.509
YGR051C	90.145	93.692	98.093	5.416	5.248	5.871
YGR052W	98.737	97.266	101.149	5.359	5.171	5.857
YGR053C	102.372	101.125	94.112	5.285	5.323	5.508
YGR054W	102.300	91.727	97.717	5.209	5.166	6.064
YGR055W	91.321	92.930	94.246	5.209	5.085	6.018
YGR056W	58.401	88.323	90.639	5.339	5.121	5.862
YGR057C	83.181	106.060	102.404	5.202	5.072	5.797
YGR058W	75.058	90.232	91.476	5.019	5.027	6.083
YGR059W	89.757	92.792	97.406	5.082	5.008	6.053
YGR061C	94.861	96.541	109.077	5.024	4.934	5.759
YGR062C	NaN	NaN	NaN	NaN	NaN	NaN
YGR063C	72.160	99.927	88.775	5.289	5.331	5.396
YGR064W	66.828	93.055	100.824	4.871	4.980	5.908
YGR066C	94.771	100.830	108.564	5.134	4.911	5.745
YGR067C	97.772	96.901	105.255	5.090	5.031	5.796
YGR068C	92.758	94.438	102.121	5.124	5.044	5.915
YGR069W	113.405	101.494	112.630	4.869	5.020	5.647
YGR070W	105.013	99.433	107.146	5.213	4.978	5.762
YGR071C	98.275	99.239	104.458	5.130	5.024	5.761
YGR072W	99.766	100.387	100.797	5.142	5.044	5.874
YGR076C	NaN	NaN	NaN	NaN	NaN	NaN
YGR077C	97.035	84.934	86.735	5.184	5.200	6.001
YGR078C	80.575	83.730	100.392	5.075	5.018	6.056
YGR079W	92.830	95.268	104.201	5.185	5.051	5.926
YGR080W	95.364	102.961	110.469	5.169	4.977	5.798
YGR081C	95.741	86.954	102.337	5.108	5.087	5.887
YGR084C	102.264	103.334	109.212	5.033	4.941	5.726
YGR085C	86.649	85.445	90.018	5.076	5.106	5.938
YGR086C	75.608	90.446	78.638	5.286	5.330	5.584
YGR087C	105.984	97.510	103.985	4.928	5.048	5.854
YGR088W	94.160	93.248	95.840	5.201	5.089	6.026
YGR089W	68.823	102.896	98.713	5.286	5.328	5.503
YGR092W	91.055	88.193	89.138	5.285	5.335	5.594
YGR093W	89.025	88.141	85.725	5.279	5.331	5.601
YGR096W	100.216	96.915	99.217	5.198	5.132	5.948
YGR097W	94.573	103.334	102.229	5.322	5.093	5.921
YGR100W	86.810	99.820	111.630	5.075	5.098	5.783
YGR101W	63.935	81.018	83.709	5.109	5.134	5.973
YGR102C	NaN	NaN	NaN	NaN	NaN	NaN
YGR104C	72.866	95.130	93.948	4.917	5.059	6.057
YGR105W	90.440	101.660	107.835	5.110	4.949	5.704
YGR106C	89.317	86.578	83.475	5.295	5.327	5.604
YGR107W	106.631	101.190	106.308	5.128	5.000	5.744
YGR108W	92.974	97.288	105.579	5.220	5.012	5.816
YGR109C	95.741	101.356	106.592	5.147	5.025	5.703
YGR110W	61.746	85.302	78.000	5.287	5.329	5.625
YGR111W	94.951	100.581	105.592	5.133	5.037	5.775
YGR112W	NaN	NaN	NaN	NaN	NaN	NaN
YGR117C	87.565	100.812	88.000	5.294	5.329	5.514
YGR118W	104.834	99.557	107.632	4.973	4.968	5.706
YGR121C	105.463	96.693	105.876	5.102	4.986	5.843
YGR122C-A	104.917	107.207	93.800	5.258	5.312	5.579
YGR122W	107.655	97.219	99.811	5.193	5.043	5.987
YGR123C	94.282	94.058	100.119	5.273	4.962	5.558
YGR124W	98.011	96.406	97.514	5.259	5.038	5.618
YGR125W	99.518	93.827	94.269	5.170	5.223	6.061
YGR126W	103.890	100.093	98.439	5.480	5.317	5.982
YGR127W	94.551	98.797	93.507	5.225	5.246	6.124
YGR129W	96.014	99.260	92.846	5.327	5.271	6.097
YGR130C	92.413	98.083	90.174	5.355	5.278	6.112
YGR131W	90.114	97.594	90.698	5.348	5.268	6.061
YGR132C	94.390	93.523	93.595	5.308	5.235	6.028
YGR133W	104.276	100.040	96.591	5.298	5.257	5.928
YGR134W	NaN	NaN	NaN	NaN	NaN	NaN
YGR135W	77.705	82.247	90.186	4.957	5.313	6.028
YGR136W	99.389	96.563	101.736	5.312	5.247	5.938
YGR137W	101.190	97.356	99.251	5.304	5.265	5.976
YGR138C	101.029	94.660	95.742	5.324	5.264	6.024
YGR139W	99.277	101.798	89.861	5.359	5.308	6.098
YGR141W	98.216	100.674	95.280	5.370	5.246	6.104
YGR142W	97.123	100.066	92.458	5.365	5.264	6.104
YGR143W	104.067	102.763	98.202	5.368	5.292	5.964
YGR144W	105.176	101.229	100.986	5.340	5.266	6.027
YGR146C	103.890	101.798	99.988	5.323	5.282	5.987
YGR148C	98.312	95.294	88.038	5.308	5.250	6.097
YGR149W	106.848	101.124	102.397	5.305	5.297	5.973
YGR150C	NaN	NaN	NaN	NaN	NaN	NaN
YGR151C	111.574	105.221	102.859	5.465	5.282	5.939
YGR152C	108.503	100.093	102.734	5.390	5.291	5.971
YGR153W	101.977	100.529	100.312	5.356	5.273	5.969
YGR154C	103.986	99.960	98.302	5.339	5.281	5.996
YGR155W	89.692	96.684	75.237	5.288	5.323	5.497
YGR157W	88.378	93.919	87.826	4.912	5.309	6.079
YGR159C	99.405	92.227	92.546	5.392	5.302	5.991
YGR160W	101.141	90.165	90.798	5.406	5.293	5.966
YGR161C	105.980	102.208	88.937	5.355	5.323	6.035
YGR162W	100.913	101.268	84.188	5.247	5.314	5.593
YGR163W	96.608	120.476	108.103	5.427	5.321	5.948
YGR164W	110.625	102.617	98.227	5.309	5.260	5.936
YGR165W	102.025	92.571	90.898	5.270	5.158	5.974
YGR166W	105.932	103.741	104.133	5.372	5.296	5.918
YGR167W	NaN	NaN	NaN	NaN	NaN	NaN
YGR168C	105.321	103.516	100.911	5.313	5.248	5.948
YGR169C	106.655	100.357	100.012	5.355	5.285	5.999
YGR170W	96.753	94.131	97.253	5.295	5.270	5.940
YGR171C	NaN	NaN	NaN	NaN	NaN	NaN
YGR173W	106.542	101.679	103.284	5.305	5.243	5.928
YGR174C	NaN	NaN	NaN	NaN	NaN	NaN
YGR176W	107.764	103.450	97.590	5.396	5.289	6.021
YGR177C	107.298	103.450	94.906	5.342	5.299	6.022
YGR178C	110.561	106.173	92.646	5.414	5.310	6.016
YGR180C	NaN	NaN	NaN	NaN	NaN	NaN
YGR181W	102.749	99.167	88.575	5.240	5.290	6.116
YGR182C	109.243	99.352	92.271	5.245	5.205	5.966
YGR183C	103.151	96.523	92.871	5.274	5.225	5.990
YGR184C	105.514	104.124	95.730	5.251	5.238	6.019
YGR187C	104.437	100.608	90.586	5.342	5.252	6.119
YGR188C	103.290	105.514	107.700	5.318	5.342	5.832
YGR189C	102.604	102.697	99.351	5.360	5.272	5.949
YGR192C	108.005	97.978	99.700	5.101	5.225	6.030
YGR193C	109.564	101.837	104.033	5.228	5.268	5.955
YGR194C	104.035	101.930	101.461	5.365	5.256	5.992
YGR196C	NaN	101.573	99.625	NaN	5.205	6.043
YGR197C	103.199	104.124	101.673	5.362	5.254	5.973
YGR199W	100.016	100.066	100.837	5.313	5.249	6.004
YGR200C	85.195	88.553	87.177	4.963	5.222	6.168
YGR201C	103.040	98.312	102.500	5.315	5.342	5.800
YGR202C	100.370	103.860	95.305	5.380	5.283	5.960
YGR203W	99.116	96.431	99.351	5.254	5.253	5.997
YGR204W	96.630	97.895	105.750	5.320	5.335	5.781
YGR205W	104.903	97.660	93.944	5.265	5.236	5.959
YGR206W	92.766	95.651	97.116	5.378	5.239	6.048
YGR207C	97.299	96.431	93.720	5.318	5.254	6.107
YGR208W	NaN	32.056	24.597	NaN	5.227	5.965
YGR209C	103.279	98.321	98.776	5.253	5.234	5.991
YGR210C	92.598	91.514	88.487	5.333	5.351	5.641
YGR212W	102.475	100.727	103.346	5.381	5.270	5.972
YGR213C	101.190	99.564	97.940	5.359	5.283	6.055
YGR214W	95.901	91.857	93.532	5.455	5.303	6.112
YGR215W	NaN	NaN	NaN	NaN	NaN	NaN
YGR217W	NaN	101.705	101.848	NaN	5.192	6.029
YGR219W	101.057	100.176	99.172	5.099	5.236	6.111
YGR220C	98.690	104.282	99.647	5.050	5.226	6.038
YGR221C	95.608	101.813	99.805	5.127	5.215	6.107
YGR222W	105.434	100.856	101.657	5.106	5.233	6.043
YGR223C	103.722	100.642	96.442	5.207	5.245	6.151
YGR224W	97.797	94.346	97.247	5.178	5.205	6.075
YGR225W	103.811	97.330	100.134	5.128	5.232	6.039
YGR226C	108.665	101.108	104.215	5.243	5.250	5.972
YGR227W	96.427	97.872	102.729	5.287	5.284	5.958
YGR228W	98.050	106.108	102.510	4.777	5.260	6.024
YGR229C	89.519	100.403	96.942	5.018	5.380	6.006
YGR230W	100.089	106.913	100.938	5.048	5.210	6.054
YGR231C	94.387	102.430	95.322	5.060	5.226	6.142
YGR232W	96.918	106.284	99.903	5.086	5.193	6.111
YGR233C	99.940	102.934	97.478	5.034	5.208	6.039
YGR234W	103.975	108.211	101.852	5.069	5.206	6.059
YGR235C	104.183	113.764	106.372	5.004	5.182	6.066
YGR236C	99.122	107.568	101.754	5.096	5.214	6.067
YGR237C	101.801	105.705	101.462	5.090	5.241	6.003
YGR238C	102.609	96.671	94.888	5.292	5.313	5.505
YGR239C	101.719	101.594	97.237	5.294	5.309	5.469
YGR240C	82.656	94.938	83.029	5.038	5.257	6.152
YGR241C	106.402	108.198	100.073	4.975	5.205	6.049
YGR242W	97.365	96.789	101.011	4.825	5.154	6.102
YGR243W	96.189	92.986	100.402	4.843	5.068	6.018
YGR244C	98.883	98.388	103.082	4.948	5.163	6.022
YGR247W	99.300	97.355	102.327	5.018	5.191	6.062
YGR248W	98.785	95.056	92.912	5.295	5.317	5.443
YGR249W	96.888	96.587	98.672	4.953	5.189	6.135
YGR250C	90.137	94.900	83.775	5.292	5.325	5.526
YGR252W	48.065	68.111	82.237	NaN	5.331	5.668
YGR254W	104.806	100.929	96.138	5.258	5.321	5.584
YGR255C	101.274	97.934	104.338	5.252	5.331	5.636
YGR256W	98.221	100.948	111.099	4.891	4.837	5.610
YGR257C	97.937	97.426	98.912	5.250	5.329	5.634
YGR258C	50.331	102.648	98.162	5.285	5.314	5.539
YGR259C	93.906	94.101	95.232	4.784	4.818	5.861
YGR260W	87.218	94.296	105.873	NaN	4.908	5.888
YGR261C	94.098	100.404	108.378	5.201	4.953	5.710
YGR262C	30.518	71.914	81.775	NaN	5.349	5.656
YGR263C	97.509	101.924	110.574	4.910	4.854	5.589
YGR266W	97.123	102.231	107.597	4.845	4.859	5.633
YGR268C	95.774	102.984	103.758	5.025	4.935	5.645
YGR269W	98.458	107.210	104.755	4.911	4.865	5.655
YGR270W	90.718	100.335	102.290	4.940	4.795	5.876
YGR271W	110.339	104.550	98.750	5.264	5.313	5.551
YGR272C	43.115	67.421	59.038	5.256	5.305	5.558
YGR273C	102.317	105.930	100.787	5.258	5.315	5.575
YGR275W	100.386	101.520	110.116	4.912	4.869	5.602
YGR276C	104.097	109.355	96.037	5.262	5.308	5.542
YGR279C	98.829	99.345	109.146	4.894	4.878	5.551
YGR281W	98.072	99.442	110.480	5.251	5.012	5.648
YGR282C	92.275	96.695	106.196	4.974	4.839	5.670
YGR283C	91.163	88.035	101.334	4.953	4.873	5.709
YGR284C	83.793	100.028	112.540	5.228	4.872	5.499
YGR285C	59.401	93.348	110.358	4.981	4.996	5.639
YGR286C	93.016	93.697	102.788	4.932	4.879	5.686
YGR287C	96.130	97.309	104.755	4.914	4.836	5.611
YGR288W	96.797	98.940	101.024	5.018	4.847	5.516
YGR289C	104.680	108.496	100.125	5.256	5.311	5.559
YGR290W	97.924	100.683	101.913	4.940	4.853	5.625
YGR291C	74.051	106.998	99.787	5.251	5.310	5.561
YGR292W	101.719	104.875	98.287	5.261	5.313	5.544
YGR295C	66.487	81.668	76.662	5.290	5.329	5.489
YHL002W	102.706	99.627	107.550	5.325	5.344	5.814
YHL003C	86.288	89.089	87.506	4.993	5.137	6.064
YHL005C	86.494	90.860	94.841	4.742	4.908	5.748
YHL006C	93.217	93.853	91.460	5.390	5.273	6.100
YHL007C	88.034	98.878	88.834	4.745	4.814	5.903
YHL008C	90.661	94.197	88.426	5.369	5.290	6.049
YHL009C	88.860	91.937	91.460	5.389	5.283	6.105
YHL010C	95.724	84.045	94.444	5.326	5.307	6.071
YHL011C	92.209	111.100	112.450	5.311	5.411	5.821
YHL012W	88.137	94.104	90.511	5.436	5.281	6.006
YHL013C	80.598	87.588	85.154	5.351	5.290	6.093
YHL014C	104.308	94.025	92.009	5.435	5.306	6.104
YHL016C	87.256	102.109	80.210	5.017	4.785	5.808
YHL017W	91.818	95.109	90.823	5.395	5.289	6.120
YHL019C	101.640	99.921	94.456	5.409	5.281	6.057
YHL020C	38.000	78.004	71.445	5.201	5.393	6.146
YHL021C	86.113	97.634	84.016	4.986	4.933	5.810
YHL022C	91.898	96.114	86.315	5.352	5.257	5.979
YHL023C	69.442	70.456	71.195	5.013	5.183	5.895
YHL024W	NaN	NaN	NaN	NaN	NaN	NaN
YHL025W	NaN	NaN	NaN	NaN	NaN	NaN
YHL026C	97.460	96.576	93.495	5.311	5.276	6.134
YHL027W	84.922	88.156	87.489	5.295	5.246	6.145
YHL028W	93.956	96.563	90.723	5.446	5.290	6.087
YHL029C	88.161	81.612	77.441	4.921	5.147	5.812
YHL030W	84.748	91.266	63.455	4.901	4.999	5.926
YHL031C	78.782	87.918	93.183	5.081	5.240	6.169
YHL032C	92.027	92.928	81.945	5.509	5.319	6.097
YHL033C	85.565	89.478	74.641	5.339	5.269	6.138
YHL034C	97.235	95.506	88.013	5.508	5.324	6.038
YHL035C	NaN	62.393	78.562	NaN	5.285	6.135
YHL036W	100.756	97.026	94.182	5.397	5.241	6.093
YHL037C	101.029	102.829	92.733	5.419	5.313	6.060
YHL038C	NaN	NaN	NaN	NaN	NaN	NaN
YHL039W	99.786	91.422	97.375	5.314	5.347	5.819
YHL040C	94.856	96.114	90.423	5.469	5.454	6.099
YHL041W	93.811	105.124	76.378	5.031	4.999	5.869
YHL042W	81.336	100.919	83.422	4.985	5.005	5.944
YHL043W	90.725	98.268	82.420	5.287	5.255	6.052
YHL044W	97.653	92.928	94.494	5.399	5.302	6.012
YHL045W	95.194	98.295	94.032	5.383	5.268	6.102
YHL046C	91.079	94.435	84.655	5.345	5.307	6.121
YHL047C	90.902	99.035	90.785	5.419	5.270	6.112
YHR001W-A	87.123	82.727	93.247	5.453	5.099	5.989
YHR003C	78.792	66.066	86.750	5.304	5.366	5.960
YHR004C	89.706	96.619	103.050	5.334	5.327	5.826
YHR005C	97.826	98.741	100.362	5.318	5.323	5.742
YHR006W	100.648	103.469	106.713	5.325	5.332	5.796
YHR008C	92.835	101.385	103.825	5.318	5.346	5.783
YHR009C	92.556	101.724	101.950	5.324	5.337	5.731
YHR011W	92.153	100.877	93.362	5.271	5.332	5.545
YHR012W	87.832	94.594	90.049	5.777	5.811	6.028
YHR013C	NaN	NaN	NaN	NaN	NaN	NaN
YHR014W	91.055	94.087	93.554	5.393	5.303	6.082
YHR015W	89.212	95.303	91.260	5.414	5.279	6.134
YHR016C	NaN	NaN	NaN	NaN	NaN	NaN
YHR017W	NaN	NaN	NaN	NaN	NaN	NaN
YHR018C	91.174	93.787	93.044	5.481	5.287	6.031
YHR021C	64.131	82.475	82.496	5.030	5.247	6.184
YHR021W-A	101.542	102.134	108.028	4.897	4.822	5.592
YHR022C	90.193	96.593	93.785	5.424	5.254	6.123
YHR025W	NaN	NaN	NaN	NaN	NaN	NaN
YHR026W	92.112	100.786	114.925	5.315	5.340	5.833
YHR028C	91.382	93.311	93.664	5.450	5.354	6.103
YHR029C	90.104	98.021	101.954	5.372	5.285	5.840
YHR030C	NaN	77.778	93.008	NaN	5.182	6.128
YHR031C	93.715	93.160	93.348	5.449	5.267	6.032
YHR032W	99.481	102.049	96.638	5.321	5.365	5.729
YHR033W	97.325	96.004	99.369	5.398	5.258	6.032
YHR034W	85.646	92.634	91.211	5.266	5.243	6.099
YHR035W	93.328	95.628	98.034	5.350	5.285	6.018
YHR037W	81.679	92.409	90.155	5.439	5.286	6.162
YHR038W	100.163	96.042	95.424	5.352	5.166	5.903
YHR039C	90.639	94.914	86.514	5.346	5.267	6.162
YHR039C-B	71.189	84.158	89.709	5.732	5.888	6.177
YHR041C	51.527	104.875	88.112	5.317	5.364	5.774
YHR043C	95.201	94.902	83.576	5.483	5.277	6.125
YHR044C	95.572	97.332	90.653	5.411	5.292	6.093
YHR045W	104.097	102.544	95.000	5.328	5.352	5.828
YHR046C	94.339	94.551	86.380	5.412	5.202	6.152
YHR047C	95.498	95.541	85.810	5.430	5.274	6.086
YHR048W	92.942	92.472	86.247	5.356	5.250	6.108
YHR049C-A	93.462	94.563	89.888	5.390	5.208	6.095
YHR049W	90.015	93.486	85.773	5.435	5.243	6.136
YHR050W	95.423	92.321	101.323	5.146	5.188	5.888
YHR051W	76.512	69.739	97.388	5.260	5.320	5.543
YHR057C	95.854	97.332	100.486	5.407	5.235	5.932
YHR059W	96.616	94.665	111.425	5.327	5.342	5.874
YHR060W	23.031	72.379	24.836	6.337	6.157	6.312
YHR061C	95.260	97.582	86.295	5.424	5.251	6.071
YHR064C	27.849	77.449	73.925	NaN	5.366	5.698
YHR066W	95.542	92.785	99.405	5.380	5.250	6.015
YHR067W	94.753	100.317	103.487	5.321	5.333	5.731
YHR073W	109.079	103.031	100.255	5.411	5.356	5.991
YHR075C	89.376	96.856	86.368	5.574	5.245	6.172
YHR076W	94.220	95.127	81.221	5.455	5.250	6.079
YHR077C	106.389	97.946	95.108	5.421	5.279	5.976
YHR078W	102.259	97.144	98.677	5.319	5.173	5.879
YHR079C	95.572	98.221	94.902	5.465	5.233	6.076
YHR079C-B	102.728	105.369	112.971	4.943	4.855	5.611
YHR080C	98.900	94.313	93.833	5.503	5.266	5.924
YHR081W	88.470	84.630	89.682	5.357	5.206	5.897
YHR082C	91.471	93.110	94.185	5.332	5.220	5.880
YHR086W	89.837	93.298	85.106	5.412	5.354	6.048
YHR087W	97.875	95.979	93.433	5.331	5.226	5.900
YHR091C	NaN	77.761	95.600	NaN	5.318	5.554
YHR092C	91.887	96.956	92.195	5.375	5.247	6.126
YHR093W	96.895	97.733	91.588	5.235	5.210	6.072
YHR094C	93.640	94.664	85.373	5.311	5.274	6.022
YHR095W	94.725	94.275	91.114	5.140	5.125	6.059
YHR096W	96.270	97.307	93.202	5.305	5.187	6.047
YHR097C	105.319	100.539	98.992	5.021	5.140	5.917
YHR100C	95.334	90.091	92.195	5.400	5.030	5.796
YHR103W	92.675	89.365	89.548	5.320	5.200	5.954
YHR104W	84.993	89.578	88.007	4.799	5.165	6.156
YHR105W	92.585	94.526	91.879	5.416	5.180	6.046
YHR106W	89.851	93.636	87.424	5.472	5.253	6.092
YHR108W	98.009	99.461	95.873	5.569	5.469	5.972
YHR109W	98.202	96.505	88.941	5.340	5.235	6.013
YHR110W	91.218	95.052	86.951	5.459	5.220	6.094
YHR111W	84.235	87.549	80.857	5.149	5.115	6.118
YHR112C	96.137	91.845	91.928	5.384	5.241	6.034
YHR113W	92.853	96.655	89.694	5.433	5.204	6.070
YHR114W	95.290	98.008	88.310	5.360	5.173	6.101
YHR115C	92.006	94.413	85.555	5.474	5.242	6.097
YHR116W	96.360	88.901	95.606	5.407	5.102	5.875
YHR117W	90.669	95.065	89.621	5.240	5.205	5.088
YHR120W	NaN	NaN	NaN	NaN	NaN	NaN
YHR121W	97.221	94.463	93.554	5.490	5.253	5.978
