orf	hom | growth (pooled culture, microarray) | albicanol [0.05 mg/ml] | YPD + DMSO | Edouarzin E~Vediyappan G, 2020	hom | growth (pooled culture, microarray) | drimenol [0.025 mg/ml] | YPD + DMSO | Edouarzin E~Vediyappan G, 2020	hom | growth (pooled culture, microarray) | drimenol [0.0375 mg/ml] | YPD + DMSO | Edouarzin E~Vediyappan G, 2020	het | growth (pooled culture, microarray) | albicanol [0.05 mg/ml] | YPD + DMSO | Edouarzin E~Vediyappan G, 2020	het | growth (pooled culture, microarray) | drimenol [0.025 mg/ml] | YPD + DMSO | Edouarzin E~Vediyappan G, 2020	het | growth (pooled culture, microarray) | drimenol [0.0375 mg/ml] | YPD + DMSO | Edouarzin E~Vediyappan G, 2020
YKL211C	0.826	0.688	0.596			
YKL212W	-0.014	0.328	0.761			
YKL213C	-0.007	-0.043	-0.207			
YKL214C	0.372	-0.025	0.009			
YKL215C	0.063	-0.389	-0.216			
YKL216W	-0.05	-0.152	-0.069			
YKL217W	-0.103	-0.017	0.206			
YKL218C	-0.124	0.092	-0.238			
YKL220C	0.215	0.058	0.132			
YKL221W	-0.298	-0.545	-0.72			
YKL222C	0.236	0.126	-0.077			
YKR001C	-0.39	0.583	0.77			
YKR002W				-0.075	0.03	0.086
YKR003W	0.081	-0.167	0.07			
YKR004C				-0.072	-0.415	0.24
YKR005C	-0.185	0.021	-0.154			
YKR006C	-0.021	-0.139	0.54			
YKR007W	0.076	0.033	0.216			
YKR008W				0.005	0.005	0.084
YKR009C	-0.065	0.165	0.271			
YKR010C	0.032	0.146	0.096			
YKR011C	-0.124	-0.481	-0.358			
YKR012C	-0.168	-0.133	-0.314			
YKR013W	0.222	0.947	-0.127			
YKR014C	-1.202	-1.276	-1.004			
YKR015C	-0.173	-0.131	-0.381			
YKR016W	0.359	0.431	0.127			
YKR017C	0.074	0.358	-0.054			
YKR018C	0.218	-0.016	-0.145			
YKR019C	-0.113	0.632	1.214			
YKR020W	0.332	0.055	2.859			
YKR021W	-0.117	-0.18	0.144			
YKR022C				0.273	-0.03	-0.24
YKR023W	0.116	0.437	-0.021			
YKR024C	0.18	0.485	0.679			
YKR025W				-0.068	-0.17	-0.333
YKR026C	0.277	0.112	-0.048			
YKR027W	0.222	0.538	-0.169			
YKR028W	0.205	0.014	0.242			
YKR029C	0.003	-0.04	-0.144			
YKR030W	-0.496	-0.456	-0.879			
YKR031C	-0.002	0.486	0.041			
YKR032W	-0.199	-0.164	-0.33			
YKR033C	-0.09	-0.174	-0.018			
YKR034W	-0.086	0.144	0.196			
YKR035C	-0.106	0.058	-0.053			
YKR035W-A	0.049	0.134	0.486			
YKR036C	-0.028	0.267	-0.201			
YKR037C				0.376	-0.315	-0.061
YKR038C				0.016	0.142	0.119
YKR039W	0.339	0.618	0.227			
YKR040C	-0.07	-0.328	-0.205			
YKR041W	0.613	-0.133	0.183			
YKR042W	-0.377	-0.439	-0.552			
YKR043C	0.209	0.11	-0.063			
YKR044W	-0.172	-0.038	-0.183			
YKR045C	0.145	0.118	-0.1			
YKR046C	0.119	0.065	0.106			
YKR047W	-0.076	-0.279	0.082			
YKR048C	-0.136	-0.307	-0.17			
YKR049C	0.135	0.141	-0.305			
YKR050W	0.542	0.205	0.027			
YKR051W	-0.263	0.096	-0.117			
YKR052C	-0.284	0.002	-0.292			
YKR053C	-0.1	-0.101	-0.104			
YKR054C	-0.105	-0.024	0.117			
YKR055W	0.064	0.083	-0.082			
YKR056W	-0.02	-0.106	-0.187			
YKR057W	-0.063	-0.173	0.115			
YKR058W	0.066	0.012	0.134			
YKR059W	0.353	0.16	0.09			
YKR060W	0.294	0.071	-0.52			
YKR061W	0.05	0.055	-0.133			
YKR062W				-0.246	-0.58	-0.662
YKR063C				-0.037	-0.063	-0.125
YKR064W	-0.006	-0.03	-0.057			
YKR065C	-0.087	-0.169	0.079			
YKR066C	-0.074	-0.102	-0.096			
YKR067W	-0.102	-0.353	-0.02			
YKR068C				-0.765	-0.32	-0.622
YKR069W	0.117	0.138	0.185			
YKR070W	0.161	0.167	0.066			
YKR071C				-0.272	-0.104	-0.062
YKR072C	0.083	0.281	-0.146			
YKR073C	-0.085	-0.303	-0.356			
YKR074W	-0.028	0.139	0.362			
YKR075C	0.037	-0.055	-0.084			
YKR076W	0.025	-0.013	-0.155			
YKR077W	-0.137	-0.068	-0.254			
YKR078W	-0.119	-0.045	-0.363			
YKR079C				-0.092	-0.159	-0.042
YKR080W	0.175	-0.143	-0.111			
YKR081C				-0.001	-0.127	-0.179
YKR082W	-0.544	-0.199	0.325			
YKR083C				-0.091	-0.121	0.038
YKR084C	-0.041	0.206	-0.198			
YKR086W				0.421	0.332	0.11
YKR087C	0.192	-0.178	-0.112			
YKR088C	-0.21	0.011	-0.188			
YKR089C	0.024	0.255	-0.246			
YKR090W	-0.219	-0.022	-0.348			
YKR091W	-0.058	-0.094	-0.214			
YKR092C	0.033	0.088	0.053			
YKR093W	0.011	-0.128	-0.192			
YKR094C	0.016	-0.162	0.298			
YKR095W	0.123	0.108	-0.12			
YKR096W	0.466	0.333	-0.03			
YKR097W	-0.066	-0.124	-0.185			
YKR098C	0.333	0.11	0.047			
YKR099W	-0.11	0.074	0.556			
YKR100C	-0.025	-0.028	0.001			
YKR101W	0.032	0.299	-0.35			
YKR102W	0.102	0.076	0.099			
YKR103W	0.015	0.057	-0.061			
YKR104W	-0.004	0.159	-0.099			
YKR105C	0.102	0.0	-0.14			
YKR106W	0.048	-0.104	-0.015			
YLL001W	-0.145	0.116	0.132			
YLL002W	-1.063	-0.637	-0.515			
YLL003W				-0.242	-0.255	-0.149
YLL004W				0.304	0.038	0.16
YLL005C	0.083	-0.001	-0.038			
YLL006W	-0.123	0.149	-0.481			
YLL007C	-0.02	-0.028	-0.124			
YLL008W				-0.014	0.125	-0.047
YLL009C	0.077	0.128	1.282			
YLL010C	-0.06	-0.209	-0.598			
YLL011W				-0.001	0.14	-0.094
YLL012W	-0.004	0.21	-0.121			
YLL013C	0.199	0.25	0.16			
YLL014W	-0.338	0.274	-0.099			
YLL015W	0.174	0.211	-0.168			
YLL018C				0.145	-0.649	-0.888
YLL018C-A	-0.481	-0.108	-0.487			
YLL019C	0.042	0.381	0.005			
YLL020C	-0.172	-0.106	-0.569			
YLL021W	0.284	0.796	0.132			
YLL023C	-0.259	-0.424	-0.538			
YLL024C	-0.164	0.318	0.172			
YLL025W	0.017	0.19	-0.197			
YLL026W	-0.013	-0.106	-0.175			
YLL028W	-0.067	0.152	0.015			
YLL029W	-0.062	0.346	-0.331			
YLL030C	-0.04	-0.129	-0.083			
YLL031C				0.1	-0.203	0.081
YLL032C	-0.318	-0.277	-0.18			
YLL033W	0.191	0.437	0.329			
YLL034C				0.017	0.023	0.23
YLL035W				-0.03	0.004	0.138
YLL036C				-0.063	0.086	0.05
YLL037W				0.065	0.021	-0.13
YLL038C	0.083	-0.165	-0.256			
YLL039C	-0.037	0.068	0.128			
YLL040C	0.508	-0.016	0.231			
YLL041C	-0.209	-0.223	-0.222			
YLL042C	-0.169	0.094	-0.066			
YLL043W	-0.319	-0.163	0.187			
YLL044W	0.094	0.025	0.424			
YLL045C	-0.089	-0.094	0.423			
YLL046C	-0.118	0.083	-0.089			
YLL047W	-0.415	0.03	-0.839			
YLL048C	0.007	-0.159	-0.4			
YLL049W	-0.006	-0.067	0.011			
YLL050C				0.447	0.215	0.128
YLL051C	0.026	-0.05	-0.057			
YLL052C	0.116	-0.07	-0.203			
YLL053C	0.076	0.148	0.087			
YLL054C	0.36	0.35	0.01			
YLL055W	-0.181	-0.193	-0.482			
YLL056C	-0.111	0.029	0.057			
YLL057C	0.148	0.25	0.15			
YLL058W	0.221	-0.055	-0.071			
YLL059C	0.097	0.103	0.072			
YLL060C	-0.057	0.07	-0.238			
YLL061W	0.049	0.25	-0.289			
YLL062C	-0.042	-0.428	-0.408			
YLL063C	0.239	0.538	-0.007			
YLR001C	-0.02	0.026	-0.097			
YLR002C				-0.071	0.067	0.174
YLR003C	0.003	0.014	-0.394			
YLR004C	-0.088	0.144	-0.164			
YLR005W				-0.252	-0.38	-0.417
YLR006C	0.16	-0.096	0.158			
YLR007W				0.205	-0.12	-0.109
YLR008C				0.171	0.003	-0.132
YLR009W				-0.01	-0.111	0.013
YLR010C				-0.181	0.152	-0.018
YLR011W	-0.189	0.549	-0.087			
YLR012C	0.108	-0.041	-0.029			
YLR013W	-0.08	-0.194	-0.368			
YLR014C	0.571	0.754	0.552			
YLR015W	0.002	-0.202	-0.035			
YLR016C	-0.142	-0.112	-0.156			
YLR017W	-0.25	0.327	-0.488			
YLR018C	-0.203	0.212	-0.247			
YLR019W	0.252	0.305	-0.052			
YLR020C	0.024	0.293	0.228			
YLR021W	1.21	-0.343	-0.335			
YLR022C				-0.103	-0.283	-0.41
YLR023C	0.105	0.074	0.039			
YLR024C	0.021	0.279	0.167			
YLR025W	0.131	0.097	0.426			
YLR026C				0.013	-0.179	-0.082
YLR027C	0.042	0.26	0.1			
YLR028C	-0.171	-0.505	-0.455			
YLR029C				-0.2	-0.262	-0.463
YLR030W	0.12	0.099	-0.16			
YLR031W	0.029	-0.105	0.16			
YLR032W	-0.01	-0.141	0.334			
YLR033W				-0.791	0.273	-0.316
YLR034C	-0.096	-0.068	0.017			
YLR035C	-0.186	-0.241	-0.382			
YLR036C	-0.046	-0.011	-0.051			
YLR037C	-0.12	0.067	0.04			
YLR038C	0.228	0.429	2.325			
YLR039C	0.028	1.185	1.523			
YLR040C	-0.291	-0.445	-0.372			
YLR041W	0.247	0.259	-0.066			
YLR042C	0.143	0.128	-0.243			
YLR043C	0.418	0.379	0.131			
YLR044C	-0.013	-0.064	0.481			
YLR045C				-0.319	-0.126	0.058
YLR046C	0.215	0.151	0.369			
YLR047C	0.167	0.119	-0.105			
YLR048W	0.066	1.245	0.198			
YLR049C	0.159	0.136	-0.233			
YLR050C	-0.074	0.159	-0.168			
YLR051C				-0.199	-0.194	-0.013
YLR052W	0.009	0.221	1.105			
YLR053C	-0.054	-0.361	-0.446			
YLR054C	0.044	0.039	-0.301			
YLR055C	-0.226	-0.157	0.092			
YLR056W	0.749	0.914	1.44			
YLR057W	0.309	0.57	0.07			
YLR058C	0.0	0.012	0.138			
YLR059C	0.0	0.455	-0.119			
YLR060W				-0.578	-0.295	-0.149
YLR061W	-0.022	-0.079	0.514			
YLR062C	-1.015	-1.169	-0.965			
YLR063W	0.043	0.031	-0.062			
YLR064W	-0.016	-0.009	-0.151			
YLR065C	-0.046	-0.109	0.344			
YLR066W				0.049	-0.031	-0.012
YLR067C	0.046	0.005	0.594			
YLR068W	0.172	0.057	0.564			
YLR069C	-0.317	0.055	0.428			
YLR070C	-0.142	0.19	0.083			
YLR071C				0.555	-0.042	-0.713
YLR072W	-0.036	0.232	-0.124			
YLR073C	-0.027	0.199	-0.225			
YLR074C	0.14	0.313	-0.618			
YLR075W				-0.714	-0.52	-0.773
YLR076C				0.15	-0.092	-0.351
YLR077W	0.137	0.17	0.252			
YLR078C				0.093	-0.034	0.023
YLR079W	-0.365	0.798	0.762			
YLR080W	-0.075	-0.149	0.011			
YLR081W	0.101	0.0	0.154			
YLR082C	0.058	0.403	0.098			
YLR083C	-0.234	-0.247	-0.082			
YLR084C	-0.277	-0.598	-0.489			
YLR085C	-0.168	-0.052	0.906			
YLR086W				0.243	-0.441	0.067
YLR087C	0.038	0.452	0.792			
YLR088W				0.357	0.206	-0.515
YLR089C	0.188	0.027	-0.093			
YLR090W	-0.161	-0.205	-0.18			
YLR091W	-0.048	-0.344	-0.162			
YLR092W	-0.173	-0.51	-0.195			
YLR093C	0.497	0.604	0.218			
YLR094C	0.188	-0.131	0.134			
YLR095C	-0.263	-0.36	-0.089			
YLR096W	-0.053	0.311	0.007			
YLR097C	-0.031	0.264	0.309			
YLR098C	-0.059	-0.231	-0.416			
YLR099C	0.249	0.528	-0.191			
YLR100W				-0.071	-0.065	0.109
YLR101C				0.151	0.099	0.118
YLR102C	0.105	0.074	-0.129			
YLR103C				-0.191	-0.299	-0.309
YLR104W	-0.036	0.009	-0.104			
YLR105C				-0.202	0.012	-0.479
YLR106C				-0.075	0.013	-0.116
YLR107W	0.417	0.032	0.072			
YLR108C	0.544	0.089	-0.171			
YLR109W	-0.133	-0.149	0.097			
YLR110C	0.407	-0.118	0.013			
YLR111W	0.249	-0.129	0.292			
YLR112W	-0.073	0.207	-0.27			
YLR113W	0.146	-0.331	0.555			
YLR114C	0.065	0.14	-0.037			
YLR115W				-0.046	-0.098	0.29
YLR116W				-0.455	0.017	-0.544
YLR117C				0.772	0.361	0.084
YLR118C	0.004	0.021	-0.12			
YLR119W	-0.205	-0.103	-0.3			
YLR120C	0.433	0.106	-0.435			
YLR121C	0.19	-0.057	0.09			
YLR122C	-0.09	-0.178	-0.127			
YLR123C	-0.125	-0.022	-0.125			
YLR124W	0.129	0.334	-0.065			
YLR125W	0.796	0.517	-0.127			
YLR126C	-0.42	-0.579	-0.54			
YLR127C				0.003	0.154	-0.09
YLR128W	-0.027	-0.151	-0.284			
YLR129W				0.587	0.051	0.069
YLR130C	-0.215	-0.338	-0.716			
YLR131C	0.057	0.109	0.491			
YLR132C				0.097	-0.336	-0.67
YLR133W	-0.158	-0.123	0.256			
YLR134W	0.004	0.057	0.16			
YLR135W	0.023	0.238	0.242			
YLR136C	-0.27	-0.356	-0.525			
YLR137W	0.315	-0.016	-0.225			
YLR138W	0.048	0.024	-0.214			
YLR139C	0.005	0.553	-0.08			
YLR140W				-0.021	-0.154	-0.101
YLR141W				-0.007	-0.3	-0.19
YLR142W	0.139	0.152	0.13			
YLR143W	-0.183	-0.106	0.385			
YLR144C	-0.065	-0.132	-0.534			
YLR145W				-0.039	0.003	0.228
YLR146C	0.077	-0.13	-0.171			
YLR147C				-0.165	-0.264	-0.542
YLR148W	-0.155	0.355	1.854			
YLR149C	0.053	-0.163	0.883			
YLR150W	0.248	0.413	-0.721			
YLR151C	0.209	0.156	-0.153			
YLR152C	0.368	0.02	0.243			
YLR153C				-0.155	-0.283	-0.162
YLR154C	-0.046	-0.018	-0.143			
YLR163C				-0.555	-0.275	-0.587
YLR164W	-0.118	0.098	-0.42			
YLR165C	0.108	0.246	-0.225			
YLR166C				0.037	-0.2	-0.453
YLR167W				-0.021	-0.126	-0.003
YLR168C	-0.005	-0.102	-0.23			
YLR169W	0.11	-0.109	0.029			
YLR170C	-0.094	-0.068	-0.152			
YLR171W	0.201	-0.027	0.04			
YLR172C	-0.184	0.082	-0.213			
YLR173W	-0.063	0.098	-0.088			
YLR174W	0.167	0.155	-0.053			
YLR175W				-0.012	-0.176	-0.128
YLR176C	0.282	0.126	-0.13			
YLR177W	-0.445	0.02	-0.46			
YLR178C	-0.218	0.342	-0.067			
YLR179C	0.024	0.134	-0.214			
YLR180W	-0.019	-0.038	-0.085			
YLR181C	-0.121	-0.126	-0.145			
YLR182W	-0.152	0.145	0.416			
YLR183C	-0.111	-0.178	0.077			
YLR185W	0.015	-0.091	0.192			
YLR186W				0.273	0.024000000000000007	-0.3545
YLR187W	0.113	-0.173	-0.197			
YLR188W	0.192	0.173	0.041			
YLR189C	0.292	0.142	-0.131			
YLR190W	0.033	-0.043	1.169			
YLR191W	0.036	-0.055	0.534			
YLR192C	-0.009	0.204	0.273			
YLR193C	-0.053	0.065	0.477			
YLR194C	0.03	0.103	0.125			
YLR195C				0.263	0.849	-0.01
YLR196W				0.001	-0.05	-0.054
YLR197W				-0.022	-0.001	0.105
YLR198C				0.228	0.236	0.225
YLR199C	-0.122	0.159	-0.329			
YLR200W	0.041	-0.011	-0.006			
YLR201C	0.17	0.3	3.085			
YLR202C	0.065	0.341	2.079			
YLR203C	-0.01	-0.077	0.812			
YLR204W	-0.168	0.123	0.744			
YLR205C	0.022	-0.016	0.008			
YLR206W	0.063	0.07	-0.279			
YLR207W	0.23	0.12	0.027			
YLR208W				-0.008	0.399	0.176
YLR209C	-0.19	-0.099	-0.284			
YLR210W	0.003	-0.085	0.143			
YLR211C	0.106	0.003	0.079			
YLR212C				-0.094	-0.146	-0.311
YLR213C	-0.21	0.081	-0.478			
YLR214W	-0.344	0.14	-0.406			
YLR215C				0.11	-0.134	0.019
YLR216C	0.129	0.167	-0.026			
YLR217W	0.032	0.067	0.257			
YLR218C	0.006	0.092	0.469			
YLR219W	0.106	0.203	0.016			
YLR220W	-0.047	-0.074	0.031			
YLR221C	-0.04	-0.078	0.03			
YLR222C				0.053	-0.064	-0.024
YLR223C				-0.095	-0.188	-0.172
YLR224W	0.53	0.151	-0.113			
YLR225C	-0.096	0.045	-0.458			
YLR226W	1.164	1.182	3.316			
YLR227C	0.517	0.28	0.032			
YLR228C	0.174	0.551	-0.113			
YLR229C				-0.021	-0.498	-0.267
YLR230W				-0.022	-0.243	-0.232
YLR231C	0.246	0.01	0.043			
YLR232W	-0.105	0.306	-0.05			
YLR233C	-0.048	-0.066	0.629			
YLR236C	0.15	0.206	0.307			
YLR237W	-0.099	-0.32	-0.073			
YLR238W	0.063	0.2	0.394			
YLR239C	0.007	-0.069	0.164			
YLR241W	0.168	0.346	0.083			
YLR242C	1.471	1.203	2.344			
YLR243W				0.132	0.026	0.017
YLR244C	-0.541	0.757	-0.215			
YLR246W	0.185	0.624	-0.106			
YLR247C	0.706	0.523	0.009			
YLR248W	0.029	0.024	-0.212			
YLR249W				-0.063	-0.136	-0.055
YLR250W	0.034	0.031	-0.021			
YLR251W	-0.345	-0.801	-0.431			
YLR252W	0.177	-0.07	-0.243			
YLR253W	-0.098	-0.206	-0.659			
YLR254C	0.057	0.024	-0.173			
YLR255C	0.162	-0.181	-0.277			
YLR257W	0.187	0.038	-0.075			
YLR258W	0.055	-0.097	-0.118			
YLR259C				-0.188	-0.188	-0.237
YLR260W	-0.037	0.044	0.045			
YLR261C	0.275	2.62	4.804			
YLR262C	0.23	0.66	1.729			
YLR262C-A	0.215	-0.015	0.025			
YLR263W	-0.033	-0.231	-0.189			
YLR264W	-0.054	-0.176	-0.052			
YLR265C	0.224	0.168	0.275			
YLR266C	-0.196	-0.2	0.104			
YLR267W	0.096	0.246	0.111			
YLR268W	0.001	0.218	1.908			
YLR269C	0.144	0.177	-0.125			
YLR270W	-0.249	-0.296	0.052			
YLR271W	0.366	0.245	-0.123			
YLR272C				-0.113	-0.074	-0.059
YLR273C	0.25	0.027	0.188			
YLR274W				-0.394	-0.053	-0.341
YLR275W				0.052	-0.048	0.164
YLR276C				0.016	0.189	-0.136
YLR277C				-0.148	-0.264	-0.23
YLR278C	-0.259	-0.262	-0.221			
YLR279W	-0.17	-0.092	-0.171			
YLR280C	-0.074	0.018	0.004			
YLR281C	0.593	0.168	0.53			
YLR282C	0.028	0.045	-0.029			
YLR283W	-0.13	-0.048	-0.155			
YLR284C	-0.194	0.056	-0.222			
YLR285W	-0.332	-0.299	-0.224			
YLR286C	-0.119	0.069	0.043			
YLR287C	-0.02	-0.139	-0.417			
YLR287C-A	0.058	-0.177	0.323			
YLR288C	0.037	-0.181	-0.099			
YLR289W	0.159	-0.059	0.129			
YLR290C	0.044	0.184	0.069			
YLR291C				-0.039	-0.26	-0.261
YLR292C	0.229	0.119	0.474			
YLR293C	0.029	-0.571	1.148			
YLR294C	-0.022	0.38	0.035			
YLR295C	0.159	0.06	0.42			
YLR296W	-0.096	-0.142	-0.071			
YLR297W	-0.129	-0.038	-0.083			
YLR298C				0.265	0.248	0.359
YLR299W	0.082	0.179	-0.131			
YLR300W	0.105	-0.044	0.004			
YLR303W	-0.247	-0.085	-0.242			
YLR304C	0.11	0.14	3.649			
YLR305C				0.053	-0.041	0.167
YLR306W	0.181	0.279	0.131			
YLR307W	0.386	0.119	-0.175			
YLR308W	-0.142	0.09	0.264			
YLR309C	0.495	0.145	-0.279			
YLR310C				0.418	0.033	-0.087
YLR311C	0.074	0.223	-0.102			
YLR312C	0.351	0.257	0.073			
YLR312W-A	0.247	0.039	0.373			
YLR313C	0.266	0.163	-0.461			
YLR314C				-0.073	-0.257	-0.172
YLR315W	0.446	0.266	1.69			
YLR316C				0.058	-0.025	0.274
YLR317W				0.007	-0.005	-0.157
YLR318W	0.01	-0.035	0.482			
YLR319C	-0.116	-0.375	0.143			
YLR320W	0.638	0.894	3.018			
YLR321C				-0.667	-0.53	-0.907
YLR322W	-0.833	-0.378	0.469			
YLR323C				0.233	-0.037	-0.173
YLR324W	-0.382	0.236	0.008			
YLR325C	-0.224	-0.249	-0.265			
YLR326W	0.015	0.051	-0.024			
YLR327C	-0.008	0.015	0.323			
YLR328W	-0.049	-0.664	-0.686			
YLR329W	0.725	-0.1	0.237			
YLR330W	-0.458	-0.425	-0.498			
YLR331C	-0.25	-0.167	-0.318			
YLR332W	-0.071	-0.096	0.317			
YLR333C	-0.347	0.013	-0.585			
YLR334C	0.098	0.115	0.065			
YLR335W	-0.134	0.015	-0.055			
YLR336C				-0.173	0.203	-0.389
YLR337C	1.041	1.566	3.809			
YLR339C				0.044	0.035	0.045
YLR340W				-0.195	-0.41	-0.226
YLR341W	0.313	-0.202	-0.129			
YLR342W	-0.374	0.228	4.213			
YLR343W	0.0	0.0	0.0			
YLR344W	-0.03	-0.024	-0.12			
YLR345W	0.18	0.031	0.216			
YLR346C	0.096	0.09	-0.109			
YLR347C				-0.176	-0.086	0.324
YLR348C	0.101	0.136	-0.093			
YLR349W	-0.199	-0.231	-0.311			
YLR350W	0.459	-0.189	0.091			
YLR351C	0.1	0.063	-0.017			
YLR352W	-0.146	-0.001	-0.16			
YLR353W	0.125	-0.147	0.016			
YLR354C	-0.344	-0.658	-0.74			
YLR355C				0.164	0.03	0.184
YLR356W	-0.044	0.119	0.274			
YLR358C	-0.327	-0.082	1.247			
YLR359W				-0.168	-0.022	-0.235
YLR360W	0.22	0.099	0.185			
YLR361C	-0.024	0.003	-0.056			
YLR362W	0.039	-0.076	-0.018			
YLR363C	0.339	0.776	-0.233			
YLR364W	-0.345	-0.006	-0.403			
YLR365W	-0.355	-0.206	-0.484			
YLR366W	-0.03	-0.225	0.172			
YLR367W	-0.342	-0.361	-0.608			
YLR368W	-0.064	0.052	0.513			
YLR369W	-0.282	0.253	2.736			
YLR370C	-0.011	-0.451	0.733			
YLR371W	-0.263	0.501	2.529			
YLR372W	0.425	0.831	2.409			
YLR373C	0.205	0.283	2.469			
YLR374C	0.014	0.146	2.039			
YLR375W	-0.373	0.007	-0.321			
YLR376C	0.007	-0.004	-0.436			
YLR377C	-0.22	-0.297	-0.35			
YLR378C				0.224	0.245	0.359
YLR379W				-0.024	0.134	0.231
YLR380W	0.066	0.203	-0.303			
YLR381W	-0.004	-0.147	-0.013			
YLR382C	-0.032	0.016	0.061			
YLR384C	-0.189	-0.122	0.291			
YLR385C	0.069	-0.168	0.062			
YLR386W	0.074	-0.053	0.062			
YLR387C	-0.19	-0.346	-0.245			
YLR388W	-0.092	-0.397	0.116			
YLR389C	-0.169	-0.212	-0.386			
YLR390W	-0.115	-0.151	-0.245			
YLR390W-A	-0.2505	0.0905	-0.0375			
YLR392C	0.595	0.506	0.456			
YLR393W	0.3	0.225	2.97			
YLR394W	-0.063	-0.077	-0.045			
YLR395C	0.08	0.042	-0.308			
YLR396C	1.018	0.409	-0.127			
YLR397C				-0.143	-0.186	-0.278
YLR398C	0.124	-0.168	-0.366			
YLR400W	0.051	-0.04	0.007			
YLR401C	-0.138	-0.085	-0.291			
YLR402W	-0.01	-0.21	-0.024			
YLR403W	-1.913	-1.197	-0.947			
YLR404W	-0.135	-0.176	-0.134			
YLR405W	-0.171	0.097	-0.161			
YLR406C	0.036	0.08	0.512			
YLR407W	-0.056	0.031	-0.268			
YLR408C	0.048	0.272	-0.001			
YLR409C				-0.283	-0.102	0.083
YLR410W	0.147	0.14	0.177			
YLR412W	-0.07	0.04	-0.479			
YLR413W	0.076	0.168	0.028			
YLR414C	0.035	0.131	-0.098			
YLR415C	0.301	0.075	0.006			
YLR416C	0.421	0.253	0.067			
YLR417W	0.384	-0.165	0.227			
YLR418C	0.132	0.258	1.475			
YLR420W	0.411	0.067	0.107			
YLR421C	0.055	-0.079	-0.116			
YLR422W	0.372	-0.014	-0.175			
YLR423C	-0.109	0.149	1.649			
YLR424W				0.147	0.038	0.266
YLR425W	-0.117	0.137	1.232			
YLR426W	0.065	-0.144	0.322			
YLR427W	-0.04	0.318	-0.054			
YLR428C	-0.564	-0.221	-0.671			
YLR429W	0.28	0.279	0.021			
YLR430W				0.0	0.037	0.272
YLR431C	0.285	-0.002	0.113			
YLR432W	0.556	0.441	0.137			
YLR433C	-0.04	0.521	-0.321			
YLR434C	-0.436	-0.584	-0.118			
YLR435W	0.468	-0.208	1.511			
YLR436C	0.255	0.837	-0.182			
YLR437C	0.207	0.236	-0.178			
YLR438C-A				0.249	0.041	-0.007
YLR438W	0.253	-0.017	-0.233			
YLR439W	0.305	0.661	-0.119			
YLR440C				0.086	0.045	-0.143
YLR441C	-0.057	0.132	0.601			
YLR442C	-0.035	-0.16	-0.145			
YLR443W	0.151	0.274	-0.14			
YLR444C	0.025	0.186	0.135			
YLR445W	-0.095	-0.066	0.178			
YLR446W	-0.303	-0.276	-0.139			
YLR447C	-0.643	-0.279	0.371			
YLR448W	0.007	-0.043	0.397			
YLR449W	-0.008	-0.213	-0.125			
YLR450W	0.001	-0.017	0.056			
YLR451W	-0.04	0.372	0.065			
YLR452C	0.32	0.353	-0.641			
YLR453C	-0.071	-0.188	-0.098			
YLR454W	-0.485	-0.191	-0.268			
YLR455W	-0.184	-0.278	-0.492			
YLR456W	0.124	-0.18	-0.354			
YLR457C				0.023	-0.31	-0.016
YLR458W				0.069	-0.065	-0.069
YLR459W				0.682	0.165	0.034
YLR460C	0.019	-0.072	-0.238			
YLR461W	0.066	-0.05	0.032			
YML001W	0.081	0.133	0.154			
YML002W	0.089	0.196	-0.268			
YML003W	-0.044	-0.242	-0.31			
YML004C	0.136	0.321	-0.186			
YML005W	0.142	0.132	-0.024			
YML006C	0.052	0.147	-0.358			
YML007W	0.155	0.351	-0.148			
YML008C	0.333	0.211	0.171			
YML009C	0.113	0.0	-0.1305			
YML009C-A	0.019	0.074	0.182			
YML009W-B	0.015	0.17	0.236			
YML010W				-0.166	-0.482	-0.552
YML011C	0.004	-0.09	-0.044			
YML012C-A	0.484	1.032	2.675			
YML012W	-0.258	0.096	-0.265			
YML013W	0.17	0.909	1.115			
YML014W	0.191	0.292	0.883			
YML015C				-0.21000000000000002	-0.21	-0.4395
YML016C	-0.078	-0.43	-0.512			
YML017W	0.071	0.036	0.275			
YML018C	-0.085	-0.037	-0.203			
YML019W	-0.011	-0.119	0.079			
YML020W	-0.111	-0.266	-0.212			
YML021C	-0.436	-0.428	-0.234			
YML022W	-0.042	0.026	-0.29			
YML023C				-0.281	0.1205	-0.074
YML024W	0.164	-0.187	-0.015			
YML025C				-0.121	0.073	-0.327
YML026C	-0.161	0.048	0.37			
YML027W	0.188	0.047	-0.139			
YML028W	-0.052	-0.076	-0.173			
YML029W	-0.51	-0.559	-0.308			
YML030W	-0.108	0.19	-0.126			
YML031W				0.349	0.575	-0.483
YML032C	0.806	-0.331	0.327			
YML034C-A	0.274	0.097	-0.158			
YML034W	0.019499999999999997	0.3125	0.11599999999999999			
YML035C	0.421	0.474	0.068			
YML036W	0.271	-0.118	0.059			
YML037C	-0.164	-0.13	-0.353			
YML038C	-0.142	-0.058	-0.104			
YML041C	-0.31	0.315	1.086			
YML042W	0.044	-0.112	-0.169			
YML043C				-0.074	0.286	0.031
YML046W				-0.068	-0.001	-0.242
YML047C	-0.048	-0.085	0.14			
YML047W-A	-0.209	-0.132	-0.364			
YML048W	0.273	0.388	0.214			
YML049C				-0.018	-0.283	0.134
