ORF	hap a | growth (spot assay) | sodium arsenite [0.5 mM], time [24 h] | Thorsen M~Tamas MJ, 2009	hap a | growth (spot assay) | sodium arsenite [1 mM], time [24 h] | Thorsen M~Tamas MJ, 2009	hap a | growth (spot assay) | sodium arsenite [1.5 mM], time [24 h] | Thorsen M~Tamas MJ, 2009	hap a | growth (spot assay) | sodium arsenite [0.5 mM], time [48 h] | Thorsen M~Tamas MJ, 2009	hap a | growth (spot assay) | sodium arsenite [1 mM], time [48 h] | Thorsen M~Tamas MJ, 2009	hap a | growth (spot assay) | sodium arsenite [1.5 mM], time [48 h] | Thorsen M~Tamas MJ, 2009	hap a | growth (spot assay) | cadmium dichloride [75 uM], time [24 h] | Thorsen M~Tamas MJ, 2009	hap a | growth (spot assay) | cadmium dichloride [100 uM], time [24 h] | Thorsen M~Tamas MJ, 2009	hap a | growth (spot assay) | cadmium dichloride [150 uM], time [24 h] | Thorsen M~Tamas MJ, 2009	hap a | growth (spot assay) | cadmium dichloride [75 uM], time [48 h] | Thorsen M~Tamas MJ, 2009	hap a | growth (spot assay) | cadmium dichloride [100 uM], time [48 h] | Thorsen M~Tamas MJ, 2009	hap a | growth (spot assay) | cadmium dichloride [150 uM], time [48 h] | Thorsen M~Tamas MJ, 2009
YBR054W	-2.300	-0.881	-0.922	-0.218	-0.343	-0.388	-2.024	-0.357	-0.249	-0.577	-0.179	-0.096
YBR056W	-0.194	-0.361	-0.307	0.118	-0.043	0.043	0.557	0.490	0.210	0.167	0.423	0.227
YBR057C	0.284	-0.268	-0.121	0.276	-0.059	-0.028	0.126	-0.073	-0.474	-0.252	0.009	-0.128
YBR058C	-0.199	-0.291	-0.236	-0.078	-0.057	0.041	-0.748	-0.140	-0.202	0.773	-0.010	-0.178
YBR059C	0.492	-0.442	-0.390	-0.085	-0.119	-0.203	0.632	-0.021	1.188	0.460	-0.062	0.079
YBR061C	-0.528	-0.249	-0.488	-0.437	-0.162	-0.212	-0.331	-0.210	0.097	-0.116	-0.244	-0.410
YBR062C	0.115	-0.148	-0.171	0.013	-0.116	-0.207	-0.112	0.129	0.448	-0.283	-0.074	0.402
YBR063C	-0.176	-0.189	-0.272	-0.166	-0.214	-0.264	0.670	0.125	0.094	-0.123	0.177	-0.561
YBR064W	-0.500	-0.654	-0.534	-0.632	-0.560	-0.312	-0.501	-0.200	0.332	-0.571	-0.303	0.308
YBR065C	0.092	0.277	-0.039	-0.025	-0.052	0.024	0.076	-0.010	0.139	0.119	0.010	0.103
YBR066C	-0.310	-0.858	-0.247	-0.507	-0.500	-0.748	0.467	-0.335	0.044	0.206	-0.332	-0.312
YBR067C	0.057	-0.534	-0.454	-0.268	-0.459	-0.485	0.213	-0.048	0.222	-0.399	-0.278	0.109
YBR068C	-0.407	1.318	1.173	-0.237	0.134	0.094	-0.594	-0.192	-0.010	-0.381	0.087	-0.241
YBR069C	0.169	1.714	0.818	1.298	1.654	1.786	-1.293	1.736	-0.787	1.091	0.387	-0.643
YBR071W	0.030	-0.045	0.087	0.093	0.005	0.132	-0.379	0.016	-0.278	-0.368	0.099	-0.034
YBR072W	0.281	0.085	0.113	0.200	0.130	0.019	0.262	0.055	0.242	0.209	0.066	0.182
YBR073W	0.493	0.154	0.007	-0.063	-0.003	-0.010	-0.437	0.061	0.342	-0.241	-0.069	0.175
YBR074W	0.244	0.091	0.000	0.423	0.151	0.123	0.528	0.197	-0.088	0.452	0.220	-0.052
YBR075W	-0.103	0.122	-0.283	0.001	-0.102	-0.188	0.335	0.024	-0.105	0.186	0.076	-0.026
YBR076W	-0.148	0.030	-0.097	0.037	-0.111	0.003	0.056	-0.169	0.180	0.056	0.159	-0.037
YBR077C	-1.240	-0.310	1.429	-0.144	-0.007	0.717	-0.141	-0.384	-0.228	-0.357	-0.388	-0.124
YBR078W	0.048	0.116	1.362	-0.174	0.006	0.297	-0.236	0.295	1.187	0.572	0.126	0.173
YBR081C	NaN	NaN	NaN	-0.392	2.113	3.138	NaN	NaN	NaN	-1.200	2.191	2.090
YBR082C	-1.494	-0.602	-0.367	-0.375	-0.054	0.249	0.142	0.900	-0.170	0.568	-0.159	0.061
YBR083W	0.107	0.130	0.119	-0.036	0.127	-0.292	-0.134	0.102	-0.080	0.008	0.084	0.055
YBR084C-A	-0.194	0.075	0.020	-0.162	-0.078	-0.364	-0.178	2.057	1.434	-0.262	0.171	0.925
YBR084W	0.146	-0.212	-0.351	0.319	0.028	-0.018	-0.052	-0.029	0.766	0.184	0.119	0.378
YBR085W	0.000	-0.010	2.302	0.989	-0.253	0.105	-0.536	1.263	0.021	0.154	0.237	0.143
YBR090C	-0.221	-0.003	0.851	-0.389	0.077	0.088	-0.509	0.362	1.298	-0.151	0.199	1.329
YBR090C-A	0.295	0.185	-0.117	0.333	0.065	0.019	0.283	0.038	-0.096	0.267	0.208	0.186
YBR092C	0.222	0.515	0.353	0.110	0.321	0.158	-0.083	0.083	0.013	0.135	0.086	0.114
YBR093C	0.080	0.341	0.221	0.185	0.328	0.182	0.139	0.183	-0.507	-0.248	0.276	-0.410
YBR094W	0.159	0.035	-0.011	0.102	-0.023	-0.016	0.235	-0.022	-0.161	-0.163	-0.019	-0.194
YBR095C	-0.854	-0.178	0.164	-0.057	0.061	0.200	0.011	0.063	0.100	-0.214	0.241	0.129
YBR097W	5.237	2.084	1.930	5.050	1.857	2.882	-0.207	2.193	2.084	0.567	1.787	1.766
YBR098W	-0.360	0.900	1.924	-0.402	-0.350	-0.272	-1.172	-0.257	0.556	-0.317	-0.265	0.102
YBR099C	0.038	0.285	0.194	-0.055	0.127	0.175	0.535	0.218	0.544	0.019	0.343	-0.120
YBR100W	-0.623	0.053	0.056	-0.218	-0.089	0.032	-0.069	0.012	0.364	-0.113	-0.149	-0.042
YBR101C	-0.815	0.432	1.318	-0.331	-0.162	0.052	-0.894	1.860	0.215	0.111	0.913	0.586
YBR103W	-1.201	-0.417	-0.590	0.037	-0.152	-0.339	-0.274	-0.092	0.298	0.102	0.197	0.807
YBR104W	-1.211	0.144	0.043	-0.287	0.083	-0.111	-0.739	-0.371	-0.199	-0.689	-0.252	-0.430
YBR105C	-0.972	0.036	0.211	-0.124	0.032	-0.005	-0.511	0.121	0.138	-0.067	0.133	0.333
YBR106W	-0.004	-0.055	2.194	0.339	0.238	0.349	-0.251	-0.217	-0.321	-0.169	-0.162	-0.185
YBR107C	0.405	0.233	0.284	0.401	0.354	0.297	0.277	0.533	-0.054	0.327	0.569	0.090
YBR108W	0.326	0.349	0.250	-0.094	-0.112	0.049	0.253	0.029	-0.157	-0.069	-0.123	-0.232
YBR111C	-0.168	-0.084	-0.142	-0.452	-0.118	-0.192	-0.081	-0.231	0.255	0.007	-0.141	-0.087
YBR112C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
YBR113W	0.498	0.680	0.555	0.345	0.293	0.447	0.526	0.180	0.144	0.173	0.197	0.155
YBR114W	0.310	0.532	0.407	0.210	0.204	0.234	0.287	0.176	-0.121	0.142	0.334	-0.122
YBR115C	-1.036	-0.438	-0.180	-0.506	-0.537	-0.630	-0.965	0.699	-0.457	-0.112	-0.025	0.023
YBR116C	0.698	0.046	-0.034	-0.017	-0.194	-0.204	0.083	0.005	0.283	-0.230	-0.049	0.157
YBR119W	-0.083	-0.080	0.665	-0.078	0.031	-0.078	-0.032	-0.190	0.062	-0.393	-0.007	-0.141
YBR120C	-0.194	0.151	0.634	0.118	0.405	0.221	-0.680	-0.339	-0.092	-0.380	-0.111	-0.024
YBR121C	0.085	0.497	1.826	0.523	0.518	0.235	0.248	0.541	-0.146	0.342	0.384	0.044
YBR122C	-0.932	-0.744	-0.697	-0.766	-0.407	-0.451	-1.760	-1.323	0.269	-0.922	-1.013	-0.642
YBR125C	0.007	0.022	0.127	-0.032	0.154	0.292	0.136	0.166	0.033	0.308	0.212	0.287
YBR126C	0.430	0.380	0.510	0.438	0.261	0.309	0.216	0.339	-0.060	0.051	0.287	-0.046
YBR127C	-1.225	-1.239	0.843	-0.472	-0.588	-0.686	-1.769	-0.644	0.015	-0.664	-0.507	-0.208
YBR128C	0.067	0.354	-0.094	-0.040	0.062	0.048	0.067	-0.342	-0.717	0.022	-0.076	-0.254
YBR129C	0.106	0.314	0.128	0.086	0.115	0.144	0.322	-0.396	-0.170	-0.009	-0.140	-0.045
YBR130C	0.483	0.577	0.456	0.280	0.287	0.305	0.576	0.280	-0.057	0.426	0.260	0.103
YBR131W	0.014	-0.001	0.967	0.035	0.185	0.560	0.030	0.260	0.037	0.025	0.126	0.160
YBR132C	1.053	-0.144	-0.104	0.795	0.112	-0.038	-0.440	-0.181	-1.570	-0.284	-0.386	-0.525
YBR133C	-1.577	1.252	2.085	-0.297	0.262	1.948	-1.110	-0.433	0.234	-0.125	-0.018	0.383
YBR134W	0.519	-0.108	0.255	0.068	-0.197	0.073	-0.372	-0.328	-0.078	0.340	-0.249	-0.121
YBR137W	-0.157	-0.088	-0.358	-0.241	-0.174	-0.165	-0.067	-0.092	0.333	0.269	-0.376	-0.046
YBR138C	-1.577	0.114	0.155	0.375	0.133	0.066	-0.614	-0.083	0.072	-0.173	0.310	0.321
YBR139W	0.039	0.295	1.308	0.311	0.314	0.098	0.017	-0.067	-0.329	0.189	0.167	0.166
YBR141C	0.814	0.570	1.315	1.438	0.434	0.254	0.056	0.363	-0.029	0.692	0.429	0.157
YBR144C	0.340	0.095	0.128	0.232	0.142	0.141	0.330	0.269	-0.119	0.152	0.345	-0.036
YBR145W	-0.082	0.270	0.118	0.085	0.001	-0.019	-0.180	-0.051	-0.186	-0.085	0.344	0.007
YBR146W	-0.575	0.273	0.096	0.246	0.246	0.202	0.896	0.217	0.223	1.843	0.197	0.445
YBR147W	-0.735	0.869	1.806	0.392	0.600	3.026	-0.150	1.907	-0.370	1.170	3.126	0.906
YBR148W	0.353	0.316	0.384	0.410	0.203	0.214	0.325	0.153	-0.107	0.260	0.135	-0.018
YBR149W	1.673	0.795	1.069	0.279	0.277	0.075	0.221	0.288	0.354	1.643	0.243	0.358
YBR150C	-0.828	-0.247	0.207	-0.057	-0.110	0.291	-0.148	0.113	-0.904	0.118	0.218	-0.003
YBR151W	0.186	0.266	2.512	0.216	0.215	-0.028	0.384	-0.076	0.241	0.108	0.242	-0.081
YBR156C	-0.286	-0.538	-0.441	-0.336	-0.128	-0.297	-0.189	-0.523	0.131	0.155	-0.189	-0.208
YBR157C	0.436	-0.354	-0.162	-0.279	-0.082	-0.101	0.062	-0.090	0.299	0.334	0.046	0.314
YBR158W	-1.944	0.118	0.245	0.095	0.249	0.265	-0.500	0.143	0.068	-0.119	0.095	0.363
YBR159W	-1.286	-0.142	0.095	-0.204	0.019	0.024	-0.874	-0.235	-0.007	-0.212	0.045	0.183
YBR161W	-2.055	0.186	0.443	-0.215	0.183	0.042	0.008	-0.366	-0.016	-0.259	-0.232	-0.108
YBR162C	-1.149	0.148	-0.119	-0.138	-0.064	-0.351	-0.576	-0.284	-0.086	0.021	-0.139	-0.052
YBR162W-A	-1.434	0.323	0.291	0.199	0.400	0.388	0.620	-0.034	-0.109	-0.131	0.236	0.057
YBR163W	-2.089	-0.360	-0.332	-0.374	-0.146	-0.201	0.063	-0.328	0.221	-0.027	-0.082	0.141
YBR164C	-0.739	0.491	0.511	0.073	0.107	0.133	0.377	-0.360	-0.211	0.443	-0.243	-0.063
YBR165W	-0.738	0.590	0.390	0.091	0.458	0.343	0.473	-0.149	0.061	-0.127	0.094	-0.009
YBR166C	-0.635	0.197	2.784	-0.013	0.110	0.031	0.319	-0.271	-0.400	0.006	-0.084	-0.089
YBR168W	0.059	0.141	0.048	0.048	-0.018	0.172	0.116	-0.390	-0.096	0.290	-0.210	-0.060
YBR169C	0.227	0.156	0.121	0.030	-0.062	0.008	-0.019	-0.187	0.023	0.158	-0.178	-0.084
YBR170C	-1.134	0.351	2.444	-0.450	0.122	0.084	0.546	-0.477	-0.141	-0.180	-0.258	-0.090
YBR171W	-1.475	2.648	3.175	-0.099	0.108	0.492	-0.374	1.007	2.067	-0.030	-0.100	0.444
YBR172C	-1.343	1.317	2.438	0.044	0.086	0.011	0.071	-0.590	0.421	-0.534	-0.273	-0.038
YBR173C	-0.146	-0.513	-0.019	-0.292	-0.237	-0.052	-1.383	-0.025	-0.373	-0.199	0.023	-0.280
YBR174C	1.180	1.101	2.773	0.428	0.310	2.981	-1.525	0.066	0.875	1.090	0.390	1.057
YBR175W	1.732	2.130	2.121	0.627	0.610	2.905	-2.327	0.222	-0.229	0.145	0.314	1.548
YBR176W	0.584	0.220	0.320	0.372	0.084	0.078	-2.200	0.302	-0.122	-0.009	0.017	0.074
YBR177C	0.544	-0.297	-0.344	0.141	-0.008	-0.145	-1.017	0.335	-0.023	-0.229	0.296	0.045
YBR178W	-0.040	0.148	0.187	0.059	0.007	-0.152	-0.402	0.157	-0.112	-0.620	0.065	-0.119
YBR179C	-0.700	0.366	1.397	0.362	0.552	0.590	-0.234	0.244	-0.233	-0.374	0.044	0.002
YBR180W	0.055	-0.072	-0.143	0.026	0.124	-0.069	-1.253	0.417	-0.016	-0.534	0.150	0.046
YBR181C	1.095	-0.019	0.089	0.115	-0.009	-0.240	-0.805	-0.050	-0.049	-0.558	-0.217	0.094
YBR182C	0.124	-0.043	0.135	-0.085	-0.241	-0.166	-1.138	0.028	-0.425	-0.493	-0.311	-0.037
YBR183W	0.102	0.402	0.379	0.064	0.015	-0.148	-0.127	0.044	0.106	-0.534	-0.048	-0.207
YBR184W	-0.818	-0.013	-0.282	0.212	0.131	0.062	-1.881	-0.291	-0.508	-0.001	0.093	0.215
YBR185C	-0.381	-0.378	-0.341	-0.240	-0.154	-0.149	-1.271	-0.188	-0.374	-0.334	-0.158	-0.187
YBR186W	0.336	0.791	1.724	0.546	0.389	0.457	-0.135	0.374	0.215	1.616	0.400	0.284
YBR187W	0.982	0.594	0.922	0.194	0.249	0.348	0.177	0.398	-0.188	0.371	0.466	0.232
YBR188C	1.246	0.187	0.090	0.130	0.048	-0.002	-0.076	0.425	0.033	-0.199	0.145	0.155
YBR189W	-0.300	-0.141	-0.410	-0.280	-0.129	-0.218	-0.262	-0.184	0.002	-0.196	-0.041	0.126
YBR191W	0.426	0.546	0.667	0.034	0.275	0.088	0.156	1.487	0.146	-0.055	0.208	0.086
YBR194W	-0.209	0.019	0.927	-0.048	-0.067	0.015	-0.914	0.555	0.611	0.263	0.030	0.159
YBR195C	0.907	0.213	0.177	0.018	-0.063	0.060	0.731	0.501	0.188	0.836	0.030	0.359
YBR197C	0.279	1.650	1.436	0.138	0.142	0.087	-0.102	0.382	0.262	0.943	0.018	0.314
YBR199W	-0.210	-0.086	0.115	-0.169	-0.090	0.063	-0.223	0.173	-0.177	-0.385	0.107	0.245
YBR200W	0.308	0.606	1.208	-0.168	-0.364	0.184	-1.099	0.530	-1.151	-0.569	0.368	-0.082
YBR201W	-0.452	0.043	0.014	-0.153	-0.095	-0.008	0.417	-0.039	-0.054	0.113	-0.264	0.010
YBR203W	-0.426	-0.137	0.784	-0.335	-0.462	-0.359	0.204	-0.213	-0.248	0.064	-0.104	-0.254
YBR204C	-0.511	-0.199	-0.385	-0.369	-0.221	-0.213	-0.164	-0.054	0.517	0.039	-0.170	-0.004
YBR205W	-0.493	-0.511	-0.252	-0.278	-0.152	-0.289	-0.249	-0.268	0.007	-0.213	-0.174	-0.138
YBR206W	0.831	0.474	0.517	0.447	0.159	0.126	0.126	0.261	-0.341	-0.007	0.201	-0.127
YBR207W	0.574	0.086	0.318	0.282	0.079	0.023	-0.138	-0.049	-0.425	-0.045	-0.165	-0.162
YBR208C	1.094	0.416	0.381	0.367	0.190	0.234	0.392	0.276	-0.116	0.139	0.234	-0.020
YBR209W	-0.117	-0.313	-0.781	-0.273	-0.390	-0.477	-0.651	0.024	-0.318	-0.244	0.066	-0.142
YBR210W	-0.497	0.309	0.103	0.413	0.267	0.197	0.286	0.275	-0.259	0.787	0.253	0.256
YBR212W	0.585	-0.093	0.142	-0.137	-0.096	0.215	0.071	0.134	0.190	0.427	-0.071	0.086
YBR213W	0.603	0.270	-0.163	-0.023	-0.174	-0.254	-0.045	0.301	0.254	0.292	0.329	0.221
YBR214W	-0.505	-0.264	-0.147	-0.523	-0.328	-0.086	-1.970	-0.488	-0.110	-0.792	-0.439	-0.001
YBR215W	0.250	-0.376	-0.051	-0.297	-0.161	0.045	-0.383	0.121	-0.222	-0.244	-0.005	-0.251
YBR216C	-0.183	-0.138	-0.022	-0.293	-0.145	-0.279	-0.412	-0.084	-0.067	-0.070	0.170	0.203
YBR217W	-1.280	-0.365	0.976	-0.255	-0.299	0.031	-0.250	0.082	-0.376	0.577	-0.197	-0.039
YBR218C	0.329	0.003	1.350	0.291	0.133	0.273	0.300	0.269	0.539	0.133	0.469	0.209
YBR219C	0.255	0.335	0.656	0.130	0.133	-0.026	0.242	0.080	-0.028	0.677	0.082	0.299
YBR220C	0.413	0.575	0.515	0.506	0.607	0.367	0.066	0.228	-0.591	0.258	0.317	0.310
YBR221C	-1.161	0.335	0.241	-0.088	0.183	0.165	-0.382	0.303	-0.025	0.192	0.291	0.406
YBR222C	0.489	0.582	1.477	0.639	0.472	0.524	0.957	0.352	-0.261	1.007	0.442	0.055
YBR223C	-0.383	0.292	0.209	0.097	0.191	0.203	0.368	0.142	-0.586	-0.024	0.197	-0.158
YBR224W	-0.077	0.020	-0.084	-0.145	-0.098	-0.057	0.513	0.423	1.085	0.070	0.059	0.452
YBR225W	-0.047	0.099	-0.166	0.221	0.077	0.020	-0.309	0.115	-0.037	0.171	0.234	0.191
YBR226C	-1.519	-0.340	-0.327	-0.528	-0.365	-0.141	-1.186	-0.354	-0.307	-0.291	-0.194	-0.020
YBR227C	0.001	0.258	0.203	-0.011	0.126	0.186	0.524	0.242	0.196	0.151	0.173	0.036
YBR228W	-0.174	-0.208	-0.033	-0.216	-0.172	-0.059	-0.001	-0.547	0.113	-0.200	-0.500	-0.276
YBR229C	-0.776	-0.272	0.189	-0.254	-0.082	0.051	-0.149	0.629	0.579	0.239	-0.049	0.427
YBR230C	-0.250	-0.129	-0.274	-0.064	0.043	-0.047	-0.444	-0.302	0.221	-0.450	-0.229	0.085
YBR231C	-0.337	-0.284	0.957	-0.218	0.138	0.187	-0.337	-0.548	-0.314	-0.217	-0.148	0.096
YBR232C	-0.086	-0.078	-0.271	-0.128	-0.048	0.059	-0.494	-0.096	-0.413	0.059	-0.209	-0.143
YBR233W	0.598	0.122	-0.132	0.319	0.125	0.104	-0.912	-0.007	-0.122	0.097	0.119	0.158
YBR235W	0.800	0.241	0.243	0.456	0.268	0.129	-0.006	0.169	-0.381	0.010	-0.034	-0.132
YBR238C	0.431	0.026	0.321	0.106	-0.111	0.084	-0.834	0.101	-0.509	-0.066	-0.219	-0.254
YBR239C	0.321	0.260	0.161	0.274	0.197	0.104	1.133	0.265	-0.235	0.472	0.176	0.275
YBR240C	-0.072	0.101	0.081	-0.279	-0.237	-0.247	0.088	-0.430	-0.282	-0.428	-0.349	-0.402
YBR241C	1.267	0.375	1.054	0.090	0.148	0.134	0.399	0.532	-0.426	0.161	0.118	0.167
YBR242W	0.776	0.170	0.062	0.148	0.087	0.081	0.594	0.261	0.118	0.720	0.172	0.077
YBR244W	0.073	0.075	0.094	-0.093	-0.262	0.025	0.273	0.038	0.494	-0.144	-0.159	-0.095
YBR245C	-0.217	-0.300	-0.027	0.055	-0.061	0.157	0.415	-0.210	0.465	0.438	0.036	0.012
YBR246W	0.249	-0.024	-0.211	-0.111	-0.123	-0.432	-0.947	1.607	0.877	0.245	0.314	-0.171
YBR248C	-1.761	-0.087	-0.041	-0.327	-0.184	-0.086	0.075	0.068	-0.207	-0.314	0.071	0.112
YBR249C	0.867	0.358	0.253	0.419	0.291	0.069	0.155	0.131	0.188	0.221	0.178	0.177
YBR250W	-0.185	-0.092	-0.233	-0.183	-0.059	-0.063	-1.690	-0.513	-0.394	-0.895	-0.531	-0.182
YBR251W	0.417	0.179	0.124	0.303	0.205	0.313	0.759	0.113	0.263	0.495	0.219	0.153
YBR255W	-1.266	-0.022	0.567	-0.241	-0.074	-0.038	-0.314	-0.818	-0.912	-0.383	-0.318	-0.261
YBR258C	-0.412	-0.311	-0.528	-0.400	-0.408	-0.200	-0.111	-0.151	-0.131	-0.231	-0.340	-0.062
YBR259W	-0.239	-0.117	-0.347	-0.163	-0.045	-0.083	-0.009	-0.185	-0.662	-0.484	-0.319	-0.217
YBR260C	0.464	0.060	-0.096	0.217	0.088	0.139	0.600	0.556	0.234	0.997	0.392	0.477
YBR261C	-0.206	-0.149	-0.358	0.026	-0.055	0.016	0.178	0.318	0.017	0.050	0.028	-0.051
YBR262C	-0.290	-0.376	-0.347	-0.497	-0.287	-0.228	-0.404	-0.196	-0.033	-0.278	-0.282	-0.227
YBR263W	-0.946	-0.352	-0.569	-0.069	-0.096	-0.089	-0.631	-0.238	-0.191	0.742	0.230	-0.121
YBR264C	-0.080	-0.170	-0.270	-0.126	-0.111	-0.230	-0.074	0.000	-0.173	0.103	-0.153	-0.190
YBR266C	-0.735	-0.309	-0.264	-0.006	-0.067	-0.285	-0.305	-0.150	-0.475	0.167	-0.379	-0.149
YBR267W	0.314	-0.618	1.759	0.399	-0.472	-0.098	-0.995	0.097	2.097	0.784	0.545	0.589
YBR268W	-0.339	-0.371	0.650	0.242	0.106	-0.008	-0.223	-0.362	-0.211	-0.105	-0.192	0.124
YBR269C	0.360	2.501	3.023	0.288	0.699	1.570	-0.108	-0.737	1.326	-0.006	0.310	0.306
YBR270C	0.174	-0.045	-0.225	-0.011	-0.154	-0.323	-0.090	-0.233	-0.472	-0.065	-0.159	-0.130
YBR271W	0.829	-0.007	-1.154	0.042	-0.130	-0.175	0.076	0.637	-0.952	-0.258	-0.018	-0.011
YBR272C	0.259	0.439	0.081	0.065	0.151	-0.062	0.441	0.074	0.182	0.376	0.063	0.087
YBR273C	0.024	0.961	-0.243	-0.047	-0.127	-0.256	-0.937	-1.073	-1.196	-0.533	0.115	-0.267
YBR274W	0.502	-0.093	-1.125	-0.094	-0.211	-0.389	-0.067	0.665	-1.028	-0.287	0.100	-0.823
YBR275C	0.224	0.366	0.032	0.146	0.014	-0.274	0.052	0.577	0.731	0.250	1.672	0.702
YBR276C	0.137	0.360	-0.194	0.021	0.059	-0.432	-0.289	-0.415	-1.536	-0.143	-0.191	-0.355
YBR277C	0.401	1.330	1.441	0.255	0.371	0.418	-0.533	0.071	0.130	-0.211	0.325	-0.258
YBR278W	0.613	2.416	3.241	0.257	0.895	2.693	-0.062	0.291	0.179	-0.092	0.186	1.100
YBR279W	-0.055	0.346	0.416	-0.581	-0.595	-0.952	-0.021	0.081	-0.829	-0.124	0.166	0.526
YBR280C	0.057	0.228	0.033	0.103	0.279	0.029	-0.058	-0.008	-0.168	0.079	0.069	-0.168
YBR281C	0.468	0.426	0.373	0.020	0.388	1.197	0.109	0.091	-1.783	0.089	-0.182	-0.022
YBR282W	0.219	0.512	-0.280	0.268	0.299	0.847	0.121	-0.370	0.364	-0.117	-0.313	-0.221
YBR283C	0.247	0.113	-1.172	-0.095	-0.077	-0.501	0.016	-0.565	-0.495	-0.208	0.443	0.066
YBR284W	-0.130	0.420	1.490	0.146	0.477	0.550	-0.643	-1.496	0.220	-0.128	-0.173	-0.019
YBR285W	0.189	-0.390	-1.622	0.041	-0.237	-0.657	0.146	-1.462	0.098	-0.011	-0.330	-0.913
YBR286W	0.521	0.014	1.115	0.278	0.221	2.640	-0.245	-1.300	0.503	-0.218	-0.352	-0.598
YBR287W	0.044	-0.177	-0.178	-0.023	-0.140	-0.118	-0.113	-0.173	-0.102	-0.135	-0.151	-0.073
YBR288C	0.307	1.074	2.004	-0.042	0.411	0.613	-0.447	1.598	0.952	0.073	0.288	1.474
YBR289W	0.185	-0.258	-0.121	0.040	-0.130	0.034	0.029	-0.072	-0.049	0.036	-0.030	-0.085
YBR290W	0.245	0.014	-0.510	-0.172	-0.458	-0.469	2.998	0.402	0.402	3.650	0.575	0.784
YBR291C	0.282	0.680	1.028	0.233	0.711	2.716	0.163	-1.425	0.374	0.051	-0.383	-0.378
YBR292C	0.101	-0.280	-1.843	-0.044	-0.502	-0.905	2.526	-1.875	-0.919	0.398	-0.624	-1.154
YBR293W	0.223	-0.432	-2.406	0.023	-0.523	-0.900	-0.523	-2.510	-0.718	-0.306	-0.514	-1.191
YBR294W	-0.139	0.060	0.281	-0.147	0.052	0.184	-0.208	-0.008	-0.117	-0.088	0.046	-0.012
YBR295W	0.280	1.023	0.448	0.232	0.236	1.757	-0.207	-0.889	0.359	-0.099	-0.024	0.170
YBR296C	-0.582	-0.386	-1.735	-0.273	-0.499	-0.794	-0.733	-1.695	-0.342	-0.362	-0.407	-1.045
YBR297W	0.281	0.500	0.416	0.138	0.285	0.217	0.291	-0.258	0.416	0.160	-0.229	-0.630
YBR298C	0.051	0.293	0.230	0.051	0.261	2.428	-0.516	-0.962	0.230	-0.181	-0.280	0.210
YBR299W	-0.004	0.128	-0.324	0.206	0.096	-0.163	-0.286	0.101	0.154	-0.053	0.356	0.609
YBR300C	-0.012	-0.724	-1.968	-0.106	-0.492	-0.719	-1.153	-2.248	-1.110	-0.548	-0.476	-0.484
YBR301W	-0.524	-0.237	0.117	-0.021	-0.030	0.188	0.067	-0.134	0.400	0.237	0.205	0.135
YCL001W	0.423	0.231	0.140	0.233	0.174	0.081	-0.625	0.236	-0.267	-0.029	0.223	0.088
YCL001W-A	0.484	2.429	3.460	0.622	1.429	2.997	1.420	0.830	0.026	0.908	0.469	-0.045
YCL002C	-0.214	-0.066	-0.523	-0.269	-0.100	-0.182	0.022	-0.492	-0.267	0.058	-0.347	-0.141
YCL005W	-0.512	0.339	0.938	0.086	0.015	0.158	-0.798	1.190	0.261	0.687	0.076	0.416
YCL006C	0.097	0.020	-0.061	0.289	0.127	-0.066	0.245	-0.038	-0.654	0.304	0.061	-0.080
YCL007C	0.328	0.588	2.164	-0.383	-0.412	0.086	-0.206	2.392	2.087	1.943	0.343	0.259
YCL008C	0.265	2.649	3.208	0.076	0.364	3.243	0.428	2.646	2.341	4.296	1.633	1.073
YCL009C	-0.616	-0.446	-0.312	-0.214	-0.141	-0.147	0.217	-0.014	0.219	0.695	0.112	-0.320
YCL010C	-0.178	-0.343	1.060	-0.081	-0.169	1.586	-0.972	0.434	1.067	-0.112	-0.006	1.205
YCL011C	-1.140	-1.212	-1.069	-0.211	-0.154	-0.298	-0.586	-0.428	-0.675	0.171	-0.198	-0.222
YCL012W	-1.531	-0.427	-0.241	-0.026	-0.084	0.104	-1.215	-0.271	-0.006	-0.417	-0.155	-0.267
YCL013W	-1.285	-0.171	-0.199	-0.016	0.224	-0.163	-1.722	-0.427	-0.606	-0.614	-0.254	-0.145
YCL014W	-1.580	-0.168	-0.284	-0.318	0.029	-0.125	0.103	-0.353	-0.552	-0.333	-0.463	-0.470
YCL016C	-1.909	-0.293	-0.090	-0.193	0.008	0.108	-0.630	0.031	-0.205	-0.021	0.094	0.199
YCL022C	-0.083	0.108	-0.132	-0.061	0.040	-0.164	0.039	-0.237	-0.901	-0.006	-0.061	-0.105
YCL023C	-0.344	-0.140	-0.245	-0.103	-0.010	-0.139	0.152	-0.205	-0.510	-0.254	-0.101	-0.232
YCL024W	-1.640	-0.077	-0.270	-0.352	0.055	0.043	0.501	-0.230	-0.880	-0.425	-0.207	-0.481
YCL025C	-0.535	0.348	0.022	-0.285	0.024	-0.024	0.593	-0.173	-0.313	0.015	-0.244	-0.322
YCL026C	-0.465	-0.012	0.181	-0.157	0.142	0.101	0.237	-0.119	0.068	-0.259	0.046	-0.300
