ORF	hom | growth (relative abundance in pooled culture) | Nannocystin A [75 uM] | Krastel P~Hoepfner D, 2015	het | growth (relative abundance in pooled culture) | Nannocystin A [75 uM] | Krastel P~Hoepfner D, 2015
YLR234W	NaN	-0.057
YLR235C	NaN	0.105
YLR236C	0.365	0.409
YLR237W	-0.095	-0.215
YLR238W	-1.326	0.364
YLR239C	0.277	-0.128
YLR240W	-4.891	-0.315
YLR241W	0.336	-0.041
YLR242C	NaN	0.050
YLR243W	1.675	-1.192
YLR244C	4.561	0.470
YLR246W	-0.151	-0.152
YLR247C	-0.038	0.147
YLR248W	0.046	0.089
YLR249W	NaN	0.243
YLR250W	-0.761	-0.014
YLR252W	1.135	-0.028
YLR253W	-0.297	0.043
YLR254C	0.061	0.199
YLR255C	0.004	-0.427
YLR257W	-0.027	0.010
YLR258W	0.009	0.236
YLR259C	NaN	0.321
YLR260W	NaN	0.880
YLR261C	-6.438	1.176
YLR262C	-5.090	0.182
YLR262C-A	-0.401	-0.612
YLR263W	-0.358	0.014
YLR264W	0.303	-0.705
YLR265C	-0.131	2.500
YLR266C	-0.728	-0.180
YLR267W	-0.857	0.229
YLR268W	-5.630	1.002
YLR269C	0.121	0.236
YLR270W	2.258	-0.588
YLR271W	-0.960	0.254
YLR272C	NaN	0.204
YLR273C	-0.185	-0.060
YLR274W	NaN	0.211
YLR275W	NaN	1.230
YLR276C	NaN	0.795
YLR277C	NaN	0.197
YLR278C	-0.582	0.086
YLR279W	-1.109	-3.999
YLR280C	-0.065	-3.542
YLR281C	-0.103	-7.660
YLR282C	0.001	-6.260
YLR283W	-0.049	-7.422
YLR284C	-0.011	-7.817
YLR285W	-0.168	-9.119
YLR286C	0.578	-1.668
YLR287C	-0.205	-6.666
YLR287C-A	0.843	-3.670
YLR288C	0.009	-5.698
YLR289W	-5.251	-27.462
YLR290C	0.049	-6.562
YLR291C	NaN	0.918
YLR292C	-4.310	-6.831
YLR293C	NaN	-14.433
YLR294C	1.095	-6.986
YLR295C	NaN	-11.262
YLR296W	-0.053	-4.378
YLR297W	-0.299	-5.972
YLR298C	NaN	0.008
YLR299W	-0.101	-7.241
YLR300W	0.973	-7.084
YLR303W	NaN	0.352
YLR304C	6.343	0.063
YLR305C	3.389	-1.663
YLR306W	0.018	-3.917
YLR307W	0.170	-4.712
YLR308W	0.038	-8.398
YLR309C	-0.288	-7.421
YLR310C	NaN	-4.158
YLR311C	0.126	-5.072
YLR312C	-0.041	-7.838
YLR312W-A	2.191	-5.962
YLR313C	-0.743	-4.385
YLR314C	NaN	-1.137
YLR315W	4.883	-7.080
YLR316C	NaN	-0.052
YLR317W	NaN	0.157
YLR318W	-1.190	-4.075
YLR319C	-2.010	-5.873
YLR320W	0.582	-7.892
YLR321C	NaN	0.219
YLR322W	-3.694	-6.803
YLR323C	NaN	0.583
YLR324W	0.049	0.349
YLR325C	-2.903	-1.291
YLR326W	0.041	0.007
YLR327C	-0.511	1.099
YLR328W	0.029	0.031
YLR329W	-0.057	NaN
YLR330W	-8.750	0.128
YLR331C	-0.055	0.746
YLR332W	0.023	NaN
YLR334C	0.491	0.008
YLR335W	-0.089	0.056
YLR336C	NaN	0.223
YLR337C	-20.561	0.175
YLR338W	-7.936	-0.799
YLR339C	NaN	-6.514
YLR340W	3.290	-6.354
YLR341W	0.293	0.106
YLR342W	NaN	-15.719
YLR343W	-0.179	-0.015
YLR344W	0.645	0.364
YLR345W	0.077	0.037
YLR346C	-0.137	0.176
YLR347C	NaN	1.735
YLR348C	-0.087	0.195
YLR349W	-0.009	0.003
YLR350W	0.675	1.038
YLR351C	0.010	0.146
YLR352W	0.038	0.167
YLR353W	-0.057	0.342
YLR354C	0.192	0.190
YLR355C	NaN	0.201
YLR356W	-0.074	-0.277
YLR357W	-1.631	-2.600
YLR358C	-4.264	-2.526
YLR359W	NaN	0.200
YLR360W	-14.589	0.355
YLR361C	-2.874	0.547
YLR362W	NaN	0.012
YLR363C	0.097	1.043
YLR364W	0.090	0.584
YLR365W	-0.021	0.026
YLR366W	0.762	0.030
YLR367W	0.815	-0.418
YLR368W	0.725	1.702
YLR369W	-6.370	0.187
YLR370C	-21.257	-9.769
YLR371W	-6.158	-0.980
YLR372W	-16.843	1.054
YLR373C	0.559	3.283
YLR374C	-3.091	0.738
YLR375W	-2.622	-1.648
YLR376C	0.326	0.247
YLR377C	0.232	0.690
YLR378C	NaN	-1.775
YLR379W	NaN	-0.479
YLR380W	-0.720	0.204
YLR381W	-0.801	-0.074
YLR382C	6.501	-0.430
YLR384C	2.402	0.088
YLR385C	-0.437	0.342
YLR386W	-4.785	0.017
YLR387C	-0.541	0.009
YLR388W	1.656	3.238
YLR389C	0.008	-0.500
YLR390W	-0.474	0.462
YLR390W-A	-1.013	-1.346
YLR392C	0.091	-0.216
YLR393W	1.345	0.030
YLR394W	-0.228	-0.003
YLR395C	0.717	1.067
YLR396C	-9.115	0.318
YLR397C	NaN	0.674
YLR398C	-0.040	0.110
YLR399C	0.001	3.319
YLR400W	-0.677	0.467
YLR401C	0.053	0.657
YLR402W	-1.710	-1.987
YLR403W	-2.225	-3.008
YLR404W	-1.619	0.021
YLR405W	0.084	0.010
YLR406C	NaN	-0.837
YLR407W	-2.046	-1.152
YLR408C	-1.907	-0.057
YLR409C	NaN	-2.319
YLR410W	0.300	0.512
YLR412W	0.114	0.337
YLR413W	-0.364	0.455
YLR414C	0.039	1.771
YLR415C	-0.191	0.018
YLR416C	-0.211	-0.140
YLR417W	-17.960	-0.042
YLR418C	-0.012	0.472
YLR420W	-0.358	0.164
YLR421C	-0.007	0.679
YLR422W	-1.162	-1.241
YLR423C	-8.182	0.333
YLR424W	NaN	0.519
YLR425W	-0.117	-1.013
YLR426W	3.275	-0.204
YLR427W	0.165	-0.029
YLR428C	0.608	-0.699
YLR429W	0.885	0.066
YLR430W	NaN	-0.023
YLR431C	-0.096	-0.369
YLR432W	0.064	0.038
YLR433C	0.649	1.197
YLR434C	0.437	-0.198
YLR435W	0.929	0.008
YLR436C	0.035	1.628
YLR437C	0.004	-0.031
YLR438C-A	NaN	0.614
YLR438W	-0.068	0.081
YLR439W	4.143	1.274
YLR440C	NaN	0.709
YLR441C	1.958	3.824
YLR442C	NaN	-0.097
YLR443W	0.519	0.956
YLR444C	1.028	1.154
YLR445W	-0.038	-0.899
YLR446W	-0.149	-0.065
YLR447C	NaN	-8.414
YLR448W	0.279	-0.066
YLR449W	0.056	0.550
YLR450W	1.016	2.892
YLR451W	1.631	1.827
YLR452C	0.930	0.069
YLR453C	-0.905	-0.794
YLR454W	-2.274	-1.856
YLR455W	NaN	-1.669
YLR456W	-0.091	-0.046
YLR457C	NaN	0.628
YLR458W	NaN	0.008
YLR459W	NaN	0.176
YLR460C	0.050	-0.776
YLR461W	0.168	0.022
YML001W	-8.768	-0.179
YML002W	0.506	-0.163
YML003W	-0.573	-0.509
YML004C	-0.642	-0.006
YML005W	0.681	0.318
YML006C	5.010	2.239
YML007W	-0.050	-1.931
YML008C	-17.115	-0.102
YML009C	0.510	0.110
YML009C-A	-0.211	-0.026
YML009W-B	-1.794	0.027
YML010W	NaN	-0.943
YML011C	-0.576	-0.023
YML012W	-0.226	-0.168
YML013W	-8.934	-0.291
YML014W	-0.567	-0.572
YML015C	NaN	-0.012
YML016C	-6.379	-1.905
YML017W	0.123	1.880
YML018C	0.087	0.056
YML019W	-3.940	-0.050
YML020W	-0.385	0.120
YML021C	-1.103	0.408
YML022W	-1.996	-0.466
YML023C	NaN	0.487
YML024W	3.329	3.712
YML025C	NaN	-0.240
YML026C	0.383	3.289
YML027W	0.958	-0.156
YML028W	0.335	0.113
YML029W	-0.051	-0.078
YML030W	0.491	0.007
YML031W	2.820	8.615
YML032C	-0.047	0.271
YML034W	0.264	0.053
YML035C	0.010	-0.637
YML036W	NaN	-0.043
YML037C	-0.062	0.005
YML038C	-0.193	0.041
YML041C	-3.524	-0.349
YML042W	-0.414	0.004
YML043C	NaN	-0.138
YML046W	NaN	0.861
YML047C	-0.129	0.065
YML048W	-2.568	-0.126
YML049C	NaN	-2.255
YML050W	0.215	0.001
YML051W	-0.532	0.078
YML052W	-1.020	-0.024
YML053C	-0.289	0.160
YML054C	0.265	0.557
YML055W	-0.804	-0.703
YML056C	1.458	NaN
YML057W	0.534	0.494
YML058W	0.593	-0.050
YML059C	-0.753	0.006
YML060W	-0.080	0.069
YML061C	NaN	-0.830
YML062C	0.735	-0.057
YML063W	-0.833	5.837
YML064C	NaN	-0.610
YML065W	NaN	-0.483
YML066C	-0.011	-0.258
YML067C	-1.692	0.203
YML068W	0.002	0.475
YML069W	NaN	-0.593
YML070W	0.565	-0.244
YML071C	2.769	-0.036
YML072C	0.322	-1.874
YML073C	-5.048	-3.467
YML074C	0.271	-0.031
YML075C	1.453	0.228
YML076C	0.125	-0.345
YML077W	NaN	0.872
YML078W	1.165	0.025
YML080W	0.163	-0.756
YML081C-A	1.002	0.412
YML081W	0.006	0.038
YML082W	1.380	-0.064
YML083C	0.537	-0.636
YML084W	-0.080	-0.046
YML085C	NaN	5.693
YML086C	-0.029	0.040
YML087C	-0.006	0.532
YML088W	0.001	0.173
YML089C	0.259	0.040
YML090W	0.742	-0.039
YML091C	NaN	1.075
YML093W	NaN	-0.163
YML094C-A	-3.023	0.319
YML094W	-1.238	0.072
YML095C	-0.947	0.005
YML096W	0.688	0.149
YML097C	-18.390	-0.219
YML098W	NaN	-0.003
YML099C	-0.187	5.152
YML099W-A	-0.019	0.039
YML100W	0.006	-0.005
YML101C	-0.008	0.062
YML101C-A	1.291	0.809
YML102W	1.130	0.021
YML103C	-5.981	-0.231
YML104C	-0.145	0.024
YML105C	NaN	-0.399
YML106W	1.334	3.708
YML107C	0.097	1.743
YML108W	-0.010	0.189
YML109W	-0.771	-0.034
YML110C	5.121	0.133
YML111W	0.491	-0.607
YML112W	-2.113	0.073
YML113W	0.312	0.965
YML114C	NaN	-4.622
YML115C	-13.342	-0.244
YML116W	0.060	0.001
YML117W	0.550	-5.367
YML118W	0.630	0.242
YML119W	-0.158	-0.102
YML120C	1.026	1.326
YML121W	4.112	2.985
YML122C	0.196	-1.741
YML123C	7.272	-1.637
YML124C	0.477	0.588
YML125C	NaN	0.019
YML126C	NaN	0.308
YML127W	NaN	-12.343
YML128C	0.066	-0.148
YML129C	3.818	1.028
YML130C	NaN	0.897
YML131W	0.148	0.076
YMR001C	NaN	0.119
YMR002W	0.078	0.199
YMR003W	-0.013	1.532
YMR004W	-1.938	-0.253
YMR005W	NaN	-2.647
YMR006C	-0.152	-0.011
YMR007W	-0.380	0.026
YMR008C	-0.161	-0.552
YMR009W	0.061	0.050
YMR010W	-0.039	0.435
YMR011W	-0.050	0.268
YMR012W	-0.010	0.030
YMR013C	NaN	0.024
YMR014W	2.348	NaN
YMR015C	-22.753	-5.997
YMR016C	-0.474	-3.878
YMR017W	0.029	0.077
YMR018W	-0.464	0.225
YMR019W	-0.060	0.433
YMR020W	-0.034	0.409
YMR021C	0.923	-1.304
YMR022W	-0.907	-0.110
YMR023C	-0.067	-0.024
YMR025W	-0.136	-0.542
YMR026C	0.943	0.425
YMR027W	0.604	-0.175
YMR028W	NaN	-0.111
YMR029C	-0.841	-0.020
YMR030W	-0.315	-0.365
YMR031C	0.052	-0.124
YMR031W-A	-0.145	-0.148
YMR033W	-0.099	-13.886
YMR034C	0.011	0.085
YMR035W	1.501	-0.069
YMR036C	-0.178	1.300
YMR037C	-0.063	-0.026
YMR038C	NaN	-0.018
YMR039C	-0.789	0.495
YMR040W	0.721	0.701
YMR041C	0.021	0.344
YMR042W	1.695	0.993
YMR043W	NaN	-2.115
YMR044W	-1.084	-0.695
YMR047C	NaN	-0.815
YMR048W	-0.625	0.039
YMR049C	NaN	0.121
YMR052C-A	-0.171	0.037
YMR052W	-1.662	-0.026
YMR053C	-1.176	0.504
YMR054W	-2.441	-0.404
YMR055C	-0.460	-0.051
YMR056C	0.259	0.376
YMR057C	0.840	0.369
YMR058W	1.316	0.539
YMR060C	2.615	0.599
YMR061W	NaN	2.100
YMR062C	-0.058	0.389
YMR063W	-4.741	0.021
YMR064W	5.545	0.067
YMR065W	0.566	0.747
YMR066W	5.662	-0.093
YMR067C	-2.341	-0.065
YMR068W	1.186	-0.245
YMR069W	0.076	-0.684
YMR070W	0.407	0.782
YMR071C	-0.099	-0.143
YMR072W	1.120	0.808
YMR073C	3.228	-0.241
YMR074C	NaN	-0.119
YMR075C-A	-0.195	-0.486
YMR075W	-0.806	-0.107
YMR076C	NaN	-0.655
YMR077C	-17.145	-0.014
YMR078C	NaN	-0.002
YMR079W	NaN	-3.034
YMR080C	-0.121	0.616
YMR081C	0.186	2.808
YMR082C	0.638	0.638
YMR083W	0.819	-0.566
YMR084W	0.460	0.242
YMR085W	0.167	0.020
YMR086C-A	0.520	0.474
YMR086W	1.348	0.406
YMR087W	0.422	0.035
YMR088C	0.877	0.398
YMR089C	3.881	-0.107
YMR090W	0.158	-0.161
YMR091C	NaN	-11.520
YMR092C	-0.027	-0.011
YMR093W	NaN	0.546
YMR094W	NaN	-0.040
YMR095C	0.412	0.068
YMR096W	0.186	-0.455
YMR097C	5.821	-0.008
YMR098C	3.800	-1.116
YMR099C	-2.733	-0.144
YMR100W	3.035	2.416
YMR101C	0.432	-0.517
YMR102C	-1.999	-2.891
YMR103C	-0.209	0.062
YMR104C	0.248	0.375
YMR105C	-0.038	-0.624
YMR106C	-0.173	-0.092
YMR107W	0.101	-0.025
YMR108W	NaN	1.091
YMR109W	-6.334	-3.901
YMR110C	-0.058	0.015
YMR111C	-0.503	-0.051
YMR112C	NaN	-0.054
YMR113W	NaN	1.509
YMR114C	0.239	-0.689
YMR115W	-0.019	0.038
YMR116C	4.148	4.418
YMR117C	NaN	0.130
YMR118C	NaN	-0.629
YMR119W	NaN	0.017
YMR119W-A	0.584	0.003
YMR120C	0.903	-0.236
YMR121C	-1.484	0.772
YMR122C	0.305	0.036
YMR123W	-9.620	0.051
YMR124W	-0.294	-0.236
YMR125W	NaN	1.712
YMR126C	1.200	-0.042
YMR127C	0.035	0.004
YMR128W	NaN	0.326
YMR129W	-0.049	-0.084
YMR130W	-0.138	0.453
YMR131C	NaN	-3.215
YMR132C	-4.918	-1.257
YMR133W	-0.331	-0.035
YMR134W	NaN	0.633
YMR135C	1.986	0.011
YMR135W-A	0.189	0.343
YMR136W	0.356	0.119
YMR137C	0.028	-0.258
YMR138W	2.664	1.038
YMR139W	-1.297	-1.543
YMR140W	-1.238	-2.043
YMR141C	-0.432	0.118
YMR142C	-3.137	0.056
YMR143W	-3.240	3.424
YMR144W	-0.290	-1.414
YMR145C	-0.143	-2.430
YMR146C	NaN	7.650
YMR147W	-0.001	0.296
YMR148W	-0.017	-0.618
YMR149W	NaN	-0.117
YMR150C	3.543	-0.387
YMR151W	2.068	0.670
YMR152W	-0.872	-0.011
YMR153C-A	-0.461	0.000
YMR153W	-0.035	-0.008
YMR154C	-5.431	-0.448
YMR155W	0.264	-0.010
YMR156C	0.016	0.109
YMR157C	0.096	-0.104
YMR158W	1.218	0.458
YMR159C	-0.108	-0.405
YMR160W	-0.250	-0.164
YMR161W	0.141	0.073
YMR162C	1.814	2.254
YMR163C	0.129	0.008
YMR164C	0.041	-0.449
YMR165C	NaN	0.001
YMR166C	0.758	2.016
YMR167W	0.769	0.322
YMR168C	NaN	1.507
YMR169C	0.962	0.512
YMR170C	-0.791	-0.111
YMR171C	0.155	0.067
YMR172C-A	-0.013	0.694
YMR172W	-0.008	-0.130
YMR173W	0.188	-1.112
YMR173W-A	0.146	-0.097
YMR174C	0.026	-0.087
YMR175W	0.071	0.040
YMR176W	0.220	-0.164
YMR177W	-0.033	-0.269
YMR178W	0.127	-0.162
YMR179W	-2.607	-0.496
YMR180C	-0.085	0.015
YMR181C	-0.789	-0.648
YMR182C	0.007	2.412
YMR183C	-1.281	-0.734
YMR184W	-0.265	-0.047
YMR185W	NaN	-0.382
YMR186W	0.004	1.280
YMR187C	0.018	0.030
YMR188C	4.961	0.104
YMR189W	0.406	-4.779
YMR190C	-0.237	-0.553
YMR191W	0.467	-0.116
YMR192W	-0.127	0.017
YMR193C-A	1.645	1.313
YMR193W	7.923	0.481
YMR194C-A	-0.296	0.082
YMR194W	1.063	-0.427
YMR195W	-0.244	0.027
YMR196W	0.060	-0.950
YMR197C	NaN	0.019
YMR198W	NaN	-4.780
YMR199W	0.013	1.063
YMR200W	NaN	-5.747
YMR201C	-0.031	0.177
YMR202W	-20.134	1.354
YMR203W	NaN	0.820
YMR204C	-0.001	-0.021
YMR205C	3.879	0.025
YMR206W	0.208	0.647
YMR207C	1.385	NaN
YMR208W	NaN	0.337
YMR209C	0.111	0.151
YMR210W	-0.028	-0.027
YMR211W	NaN	-0.091
YMR213W	NaN	-0.001
YMR214W	-0.974	-0.012
YMR215W	-0.302	-0.067
YMR216C	2.386	0.040
YMR217W	NaN	-0.037
YMR218C	NaN	-0.827
YMR219W	0.852	-0.315
YMR220W	NaN	0.055
YMR221C	0.244	0.155
YMR222C	0.138	0.388
YMR223W	2.021	0.556
YMR224C	NaN	0.057
YMR225C	0.306	0.769
YMR226C	0.014	0.283
YMR227C	NaN	-4.950
YMR228W	2.849	0.362
YMR229C	NaN	0.149
YMR230W	0.834	2.512
YMR231W	NaN	-0.993
YMR232W	-0.408	0.040
YMR233W	0.042	0.081
YMR234W	0.122	0.935
YMR235C	NaN	0.048
YMR236W	NaN	-3.650
YMR237W	-0.725	-0.069
YMR238W	-5.092	0.252
YMR239C	NaN	0.024
YMR240C	NaN	-0.165
YMR241W	0.410	0.595
YMR242C	3.457	0.004
YMR243C	0.435	0.536
YMR244C-A	-0.408	-0.272
YMR244W	0.254	-0.163
YMR245W	0.899	0.323
YMR246W	-0.116	0.843
YMR247C	-2.071	-6.252
YMR250W	-0.382	0.115
YMR251W	-0.534	0.049
YMR251W-A	0.931	1.376
YMR252C	-0.022	0.011
YMR253C	0.041	0.003
YMR254C	0.291	-0.189
YMR255W	1.054	1.907
YMR256C	2.296	0.595
YMR257C	1.730	-0.041
YMR258C	-0.567	NaN
YMR259C	0.400	-0.252
YMR260C	NaN	-0.774
YMR261C	0.562	-0.749
YMR262W	0.126	-0.217
YMR263W	-2.895	-0.037
YMR264W	-3.157	-0.008
YMR265C	-0.019	-0.024
YMR266W	NaN	-6.185
YMR267W	7.236	0.222
YMR268C	NaN	0.020
YMR269W	4.499	0.013
YMR270C	NaN	0.211
YMR271C	-0.239	-0.221
YMR272C	-0.951	0.680
YMR273C	-0.962	-0.826
YMR274C	0.450	0.591
YMR275C	5.160	5.371
YMR276W	0.214	0.540
YMR277W	NaN	-0.149
YMR278W	-0.325	0.042
YMR279C	-0.146	0.157
YMR280C	0.246	-0.117
YMR281W	NaN	0.688
YMR282C	1.388	-0.013
YMR283C	0.038	-1.963
YMR284W	-1.369	-0.093
YMR285C	0.957	0.074
YMR286W	0.575	0.663
YMR287C	6.209	0.929
YMR288W	NaN	-1.550
YMR289W	0.057	0.101
YMR290C	NaN	0.640
YMR290W-A	NaN	0.261
YMR291W	0.274	0.374
YMR292W	0.037	0.420
YMR293C	4.191	-0.015
YMR294W	-0.052	-0.006
YMR294W-A	0.195	0.993
YMR295C	0.945	0.527
YMR296C	NaN	-8.820
YMR297W	-0.016	0.067
YMR298W	NaN	-0.095
YMR299C	-0.019	0.509
YMR300C	NaN	0.195
YMR301C	NaN	-0.167
YMR302C	-0.002	-0.587
YMR303C	0.152	0.049
YMR304C-A	-0.026	-0.196
YMR304W	-0.773	1.081
YMR305C	-0.140	-0.099
YMR306C-A	-0.285	0.264
YMR306W	-0.058	-0.814
YMR307W	-6.116	-4.256
YMR308C	NaN	0.120
YMR309C	NaN	10.385
YMR310C	0.353	0.032
YMR311C	-3.973	-0.634
YMR312W	2.870	0.558
YMR313C	0.519	0.058
YMR314W	NaN	0.038
YMR315W	0.424	0.016
YMR316C-A	0.460	0.522
YMR316C-B	1.023	0.198
YMR316W	0.452	-3.719
YMR317W	0.005	0.429
YMR318C	-0.032	-0.819
YMR319C	0.258	0.820
YMR320W	0.142	0.876
YMR322C	0.315	0.728
YMR326C	0.186	1.310
YNL001W	0.896	0.429
YNL002C	NaN	2.324
YNL003C	5.639	0.036
YNL004W	-0.073	-9.833
YNL005C	3.596	-0.462
YNL006W	NaN	0.651
YNL007C	2.730	0.037
YNL008C	NaN	-0.431
YNL009W	-0.003	0.275
YNL010W	0.134	0.145
YNL011C	-0.310	-0.046
YNL012W	-0.032	-0.140
YNL013C	-1.359	-0.145
YNL014W	0.644	-1.811
YNL015W	NaN	-0.075
YNL016W	-0.604	-1.282
YNL018C	NaN	-0.382
YNL020C	0.170	-0.075
YNL021W	NaN	0.668
YNL022C	-1.210	-0.081
YNL023C	-2.168	-1.008
YNL024C	-0.026	0.429
YNL025C	-7.558	-0.109
YNL026W	NaN	-0.034
YNL027W	0.672	0.822
YNL028W	NaN	-0.867
YNL029C	NaN	0.365
YNL030W	NaN	0.114
YNL031C	0.890	0.267
YNL032W	-4.709	-3.533
YNL034W	-0.039	-0.501
YNL035C	-0.476	-0.005
YNL037C	NaN	-4.446
YNL038W	NaN	-0.087
YNL039W	NaN	-0.010
YNL040W	NaN	0.123
YNL041C	2.178	0.002
YNL043C	-1.500	-0.223
YNL044W	-1.496	-0.217
YNL045W	0.262	0.059
YNL046W	-0.920	0.001
YNL047C	0.137	-0.251
YNL049C	0.160	-0.400
YNL050C	NaN	0.180
YNL051W	-2.068	-0.250
YNL052W	0.460	0.245
YNL053W	-0.804	-1.239
YNL054W	-3.490	-1.206
YNL055C	0.120	-0.207
YNL056W	-4.146	-0.341
YNL057W	0.081	-0.059
YNL058C	-0.150	-1.015
YNL059C	1.181	0.169
YNL061W	NaN	5.301
YNL062C	NaN	4.267
YNL063W	-0.441	0.277
YNL064C	1.219	0.035
YNL065W	0.012	0.309
YNL066W	0.083	0.037
YNL067W	0.689	0.232
YNL068C	-0.794	-0.029
YNL069C	-0.030	-0.472
YNL070W	-1.577	-0.057
YNL071W	2.020	0.313
YNL072W	-0.046	0.515
YNL073W	2.977	-0.432
YNL074C	0.275	1.296
YNL075W	NaN	1.200
YNL076W	-0.342	1.683
YNL077W	0.141	0.261
YNL078W	0.289	0.072
YNL079C	0.486	-1.889
YNL080C	-0.193	0.212
YNL081C	2.205	-1.680
YNL082W	-0.198	-0.263
YNL083W	0.259	NaN
YNL084C	NaN	-1.658
YNL085W	-0.056	-0.336
YNL086W	-2.121	-0.026
YNL087W	-0.452	0.032
YNL088W	NaN	-0.343
YNL089C	0.413	0.823
YNL090W	0.142	1.284
YNL091W	-0.118	-4.258
YNL092W	0.221	0.032
YNL093W	-0.572	-0.010
YNL094W	0.132	0.004
YNL095C	0.181	-0.381
YNL096C	1.139	1.539
YNL097C	-2.996	-0.424
YNL098C	1.314	-1.898
YNL099C	-1.606	-1.980
YNL100W	0.786	-0.176
YNL101W	-0.389	-0.230
YNL102W	NaN	-0.070
YNL103W	NaN	0.523
YNL104C	-0.022	0.723
YNL105W	-2.571	0.977
YNL106C	-2.670	0.027
YNL107W	-1.436	0.030
YNL108C	-0.041	0.191
YNL109W	1.441	1.174
YNL110C	NaN	7.841
YNL111C	-9.981	-0.490
YNL113W	NaN	2.379
YNL114C	NaN	1.169
YNL115C	-0.842	-0.056
YNL116W	-0.028	0.112
YNL117W	0.377	1.066
YNL118C	NaN	2.750
YNL119W	0.426	0.861
YNL120C	0.748	0.472
YNL121C	3.252	0.077
YNL122C	0.378	-0.807
YNL123W	-0.077	0.003
YNL124W	NaN	-0.416
YNL125C	-0.027	-0.184
YNL126W	NaN	-4.888
YNL127W	-1.647	0.091
YNL128W	0.075	-0.070
YNL129W	0.630	-0.154
YNL130C	0.452	-0.864
YNL131W	NaN	0.036
YNL132W	NaN	0.229
YNL133C	0.522	-0.014
YNL134C	-0.073	-0.082
YNL135C	0.517	-2.007
YNL136W	-1.037	1.057
YNL137C	NaN	0.046
YNL138W	NaN	-1.300
YNL139C	0.842	-0.027
YNL140C	0.520	-1.207
YNL141W	0.117	-0.104
YNL142W	0.242	0.519
YNL143C	0.218	0.816
YNL144C	-0.345	-0.748
YNL145W	-0.168	-0.613
YNL146W	-0.087	-0.006
YNL147W	-0.545	-0.051
YNL148C	-1.021	0.031
YNL149C	NaN	0.077
YNL150W	NaN	-0.353
YNL151C	NaN	-0.385
YNL152W	NaN	-2.043
YNL153C	NaN	-0.114
YNL154C	0.019	0.604
YNL155W	0.559	NaN
YNL156C	NaN	-0.671
YNL157W	-0.011	-0.104
YNL158W	NaN	-0.078
YNL159C	-0.089	-0.297
YNL160W	0.418	0.043
YNL161W	NaN	1.075
YNL163C	NaN	-0.356
YNL164C	NaN	0.732
YNL165W	NaN	0.379
YNL167C	NaN	0.054
YNL168C	0.006	-0.304
YNL169C	NaN	-16.204
YNL170W	1.058	-0.575
YNL171C	NaN	0.351
YNL172W	NaN	0.050
YNL173C	0.599	-0.032
YNL175C	-0.810	-0.343
YNL176C	0.407	-0.009
YNL177C	2.537	0.054
YNL178W	NaN	1.607
YNL179C	-2.600	-2.125
YNL180C	NaN	-0.624
YNL181W	NaN	-3.227
YNL182C	NaN	0.540
YNL183C	0.052	-0.609
YNL184C	0.953	3.398
YNL185C	NaN	2.173
YNL187W	1.564	-0.017
YNL188W	NaN	-0.055
YNL189W	NaN	0.261
YNL190W	-6.417	-9.093
YNL191W	-0.005	-1.275
YNL192W	3.074	-0.227
YNL193W	0.187	-0.005
YNL194C	0.028	-0.369
YNL195C	0.344	0.035
YNL196C	-0.749	0.005
YNL197C	-0.725	0.989
YNL198C	2.285	0.889
YNL199C	4.761	1.206
YNL200C	0.001	-0.794
YNL201C	0.700	0.814
YNL202W	0.577	-0.880
YNL203C	-1.275	0.002
YNL204C	-0.083	0.073
YNL205C	-0.645	-0.559
YNL206C	0.801	-0.086
YNL207W	NaN	-0.741
YNL210W	NaN	0.022
YNL211C	-0.929	0.320
YNL212W	0.333	-2.367
YNL213C	NaN	0.408
YNL214W	0.893	0.346
YNL215W	2.747	0.715
YNL216W	NaN	-0.594
YNL217W	-0.045	0.513
YNL218W	NaN	0.069
YNL219C	-1.223	1.284
YNL220W	1.552	0.411
YNL221C	NaN	-0.681
YNL222W	NaN	0.042
YNL224C	0.509	0.479
YNL225C	2.607	0.967
YNL226W	3.336	0.297
YNL227C	2.213	-3.300
YNL228W	3.227	0.009
YNL229C	-3.188	-0.199
YNL230C	0.555	-0.058
YNL231C	-5.138	-0.550
YNL232W	NaN	2.111
YNL233W	-1.272	0.392
YNL235C	-0.204	-0.025
YNL236W	-0.249	-1.325
YNL237W	-1.522	0.295
YNL238W	NaN	-0.662
YNL239W	-0.357	-0.254
YNL240C	NaN	0.584
YNL241C	NaN	-0.696
YNL242W	0.095	0.376
YNL243W	NaN	-0.095
YNL244C	NaN	1.518
YNL245C	1.998	0.294
YNL246W	-1.657	0.727
YNL247W	NaN	0.074
YNL248C	2.534	-0.005
YNL249C	0.046	0.038
YNL250W	-0.013	-0.513
YNL251C	NaN	-1.189
YNL252C	2.813	-0.364
YNL253W	-0.165	0.043
YNL254C	-0.633	-0.014
YNL255C	0.156	0.671
YNL256W	NaN	0.302
YNL257C	-0.825	0.061
YNL258C	NaN	0.571
YNL259C	-0.423	-1.238
YNL260C	NaN	0.191
YNL261W	NaN	0.781
YNL262W	NaN	1.349
YNL263C	NaN	3.639
YNL264C	0.367	0.542
YNL265C	-0.021	0.398
YNL266W	-0.019	0.323
YNL267W	NaN	-0.258
YNL268W	0.987	0.264
YNL269W	0.004	0.335
YNL270C	0.291	0.141
YNL271C	-0.945	0.353
YNL272C	NaN	0.833
YNL273W	-0.047	0.420
