ORF	hom | growth (relative abundance in pooled culture) | nicotinamide [20 mM], time [20 gen] | YPD | Simoneau A~Wurtele H, 2016	hom | growth (relative abundance in pooled culture) | nicotinamide [20 mM], time [5 gen] | YPD | Simoneau A~Wurtele H, 2016
YJR051W	2.186	0.567
YAL053W	0.536	0.567
YAR035W	0.187	0.569
YML035C	0.284	0.569
YGR266W	-0.882	0.569
YBL045C	-0.822	0.570
YHR147C	NaN	0.571
YCR073W-A	0.347	0.571
YJL118W	0.397	0.572
YKL009W	NaN	0.572
YNR007C	0.797	0.572
YPL229W	0.295	0.572
YGR129W	-0.571	0.573
YGR153W	-1.108	0.573
YDR251W	-0.580	0.573
YOR178C	-0.027	0.574
YLR099C	-0.309	0.575
YNL191W	0.109	0.576
YDR305C	-2.591	0.576
YHR111W	-0.373	0.577
YKL208W	1.407	0.577
YOL129W	-1.515	0.577
YPL127C	-0.152	0.578
YPL137C	3.577	0.579
YKL027W	-0.627	0.580
YIL032C	1.339	0.581
YER150W	1.051	0.581
YDL047W	NaN	0.581
YKL090W	-0.027	0.584
YKL175W	0.878	0.585
YCR019W	0.333	0.586
YDR207C	1.568	0.586
YNR050C	1.882	0.587
YKR097W	1.638	0.587
YJL204C	-0.881	0.588
YLR312W-A	NaN	0.589
YMR164C	-0.120	0.589
YNL027W	0.129	0.590
YML013W	0.642	0.590
YER129W	0.564	0.590
YEL024W	-0.731	0.591
YCR011C	0.141	0.592
YDR395W	0.824	0.593
YGL141W	-1.670	0.594
YDR333C	0.771	0.594
YOL006C	2.885	0.594
YGR139W	-1.244	0.594
YJL042W	2.009	0.595
YDR018C	0.458	0.595
YER050C	NaN	0.595
YEL059W	1.045	0.595
YEL005C	0.476	0.595
YOR080W	NaN	0.595
YBR286W	-1.220	0.596
YDR409W	-0.853	0.596
YMR237W	-2.117	0.596
YOR041C	1.772	0.598
YIL043C	1.444	0.598
YDR009W	-1.335	0.598
YER124C	-0.436	0.599
YJL123C	-0.006	0.599
YJR130C	0.234	0.600
YNL057W	1.060	0.600
YBR159W	1.132	0.600
YHR015W	1.442	0.601
YGR233C	4.615	0.604
YLR020C	-1.554	0.604
YPL203W	0.232	0.604
YGR282C	0.272	0.605
YCR010C	1.312	0.606
YNL175C	-0.166	0.606
YKR078W	-0.652	0.607
YGL248W	0.943	0.608
YOR051C	-0.054	0.608
YDR253C	-0.148	0.609
YGR281W	1.844	0.609
YMR184W	-0.498	0.610
YML070W	0.201	0.612
YIL159W	2.381	0.612
YBR131W	2.590	0.613
YOR158W	3.738	0.613
YPL013C	1.556	0.614
YPL166W	-1.368	0.615
YLL014W	1.227	0.615
YNR033W	1.978	0.616
YCR094W	-0.555	0.616
YOR368W	-1.987	0.616
YLR248W	0.514	0.617
YIL161W	-2.166	0.617
YJR024C	0.704	0.617
YJR128W	1.529	0.617
YNL264C	-1.543	0.618
YKR016W	-0.674	0.620
YGR174C	1.761	0.621
YDR257C	1.598	0.621
YNL177C	0.902	0.622
YNL138W	NaN	0.623
YEL023C	0.532	0.624
YDR072C	0.606	0.625
YDL082W	1.245	0.625
YJL037W	0.955	0.625
YMR193W	NaN	0.626
YML016C	-1.246	0.627
YPR156C	0.787	0.628
YIL011W	-0.779	0.628
YDR522C	0.489	0.629
YDL134C	-0.558	0.629
YMR275C	-0.017	0.629
YER130C	0.199	0.629
YOR014W	-0.663	0.630
YMR083W	0.409	0.630
YER019W	0.353	0.630
YOR025W	-2.488	0.632
YMR172C-A	0.352	0.632
YDR370C	0.682	0.633
YNL211C	0.864	0.633
YMR279C	0.240	0.633
YHL008C	-2.407	0.634
YCR068W	-1.407	0.634
YJR010W	-1.371	0.635
YLR109W	-0.346	0.635
YNR064C	0.871	0.636
YDR005C	-0.443	0.636
YKL185W	0.186	0.636
YML047W-A	-2.806	0.637
YMR018W	-2.026	0.637
YEL036C	NaN	0.638
YDL182W	-0.084	0.639
YOR189W	1.449	0.639
YLL053C	1.096	0.640
YCR077C	-6.288	0.640
YOR036W	-0.502	0.641
YKL170W	NaN	0.642
YER145C	0.978	0.643
YPL244C	1.100	0.643
YMR191W	1.508	0.644
YDR463W	NaN	0.644
YOR366W	-1.031	0.645
YNL326C	2.336	0.648
YLR174W	-1.958	0.648
YAR002W	NaN	0.649
YHR001W-A	0.832	0.649
YHL040C	0.136	0.649
YGL124C	-0.047	0.650
YER134C	-0.205	0.651
YNL183C	2.910	0.652
YIL139C	0.567	0.653
YDR237W	4.174	0.653
YCR098C	0.093	0.654
YJL023C	3.475	0.654
YJL175W	2.322	0.655
YCL026C-A	-2.450	0.656
YGR284C	1.774	0.656
YPR044C	-0.809	0.656
YAL002W	-0.052	0.657
YIL056W	3.030	0.657
YLR433C	0.374	0.657
YMR204C	-0.439	0.658
YPL241C	1.109	0.658
YOR290C	-1.698	0.660
YNL056W	2.610	0.660
YDR218C	3.056	0.662
YNL168C	2.156	0.663
YML101C-A	2.624	0.663
YML102W	5.341	0.664
YDR193W	1.508	0.665
YHR195W	-0.509	0.665
YBR255W	1.196	0.666
YFL011W	0.717	0.666
YCL046W	1.555	0.666
YBR296C	1.637	0.667
YML029W	-3.721	0.667
YFL023W	0.315	0.667
YDR058C	1.032	0.668
YDR494W	-2.775	0.668
YLR164W	2.304	0.668
YPL026C	-0.337	0.670
YLR312C	-1.374	0.671
YGL060W	-1.412	0.671
YPL030W	0.595	0.672
YDR147W	-0.077	0.672
YMR319C	-1.386	0.673
YLR338W	NaN	0.673
YPL257W	1.880	0.673
YGL115W	-0.174	0.673
YDR248C	-0.492	0.673
YDL106C	NaN	0.675
YDR003W	-0.900	0.676
YMR155W	-1.667	0.676
YEL028W	0.980	0.679
YJR059W	-1.644	0.681
YNL058C	0.306	0.682
YML122C	1.432	0.683
YMR259C	1.626	0.685
YMR103C	1.202	0.686
YAR042W	0.275	1.219
YER007W	3.061	0.687
YOL054W	0.018	0.688
YDL075W	NaN	0.688
YLR289W	2.263	0.688
YEL008W	0.423	0.689
YNL054W	NaN	0.690
YER122C	NaN	0.691
YMR092C	1.617	0.692
YBR273C	0.861	0.692
YPL249C	1.095	0.693
YDR495C	NaN	0.693
YOL089C	-0.258	0.693
YPL099C	-0.531	0.694
YJR140C	-1.598	0.694
YCR028C	NaN	0.694
YIL073C	1.297	0.694
YKR017C	3.136	0.695
YDR406W	-0.182	0.696
YPL015C	3.285	0.698
YIL086C	-4.401	0.699
YJR039W	0.343	0.700
YDL035C	-0.632	0.700
YDR220C	-0.077	0.700
YOL020W	-3.145	0.700
YNL288W	1.273	0.700
YBR264C	-0.719	0.701
YIL168W	0.839	0.702
YAL046C	1.502	0.702
YER103W	-0.666	0.703
YBR006W	-0.115	0.704
YBR204C	1.033	0.705
YGL129C	1.011	0.705
YPL185W	3.180	0.706
YIL034C	NaN	0.706
YJL124C	-3.677	0.706
YJL213W	-2.004	0.707
YDR055W	-0.166	0.709
YHR100C	NaN	0.711
YHR105W	1.109	0.712
YML107C	1.748	0.713
YGR070W	0.782	0.714
YOR030W	-0.205	0.715
YCR024C-A	1.429	0.715
YLL019C	0.562	0.716
YPL181W	5.366	0.720
YOL028C	0.422	0.720
YPR114W	-0.910	0.720
YOR086C	0.552	0.721
YJR036C	0.400	0.724
YMR098C	6.804	0.724
YMR267W	NaN	0.725
YIL148W	1.183	0.726
YKR085C	NaN	0.726
YMR310C	-1.749	0.726
YNL080C	NaN	0.727
YJR010C-A	0.572	0.728
YCL037C	1.103	0.728
YDR471W	0.499	0.728
YNL051W	-5.859	0.729
YNR021W	-0.638	0.729
YBR200W	NaN	0.731
YEL011W	-1.120	0.731
YPR064W	1.866	0.731
YOL031C	1.500	0.732
YLR337C	NaN	0.733
YOR087W	0.096	1.040
YPL230W	-1.004	0.734
YJR154W	-1.793	0.735
YCR006C	0.371	0.735
YDR440W	-0.348	0.735
YCR044C	NaN	0.735
YOL039W	-0.542	0.736
YER142C	0.411	0.737
YKL150W	-0.491	0.738
YJL051W	1.176	0.739
YGR171C	-0.365	0.740
YPL239W	NaN	0.741
YDR245W	NaN	0.741
YLR382C	NaN	0.742
YLR418C	3.076	0.742
YGR196C	3.669	0.743
YLR014C	-1.992	0.744
YBR037C	2.367	0.745
YEL010W	0.501	0.745
YKL055C	NaN	0.745
YHL005C	2.101	0.745
YIL132C	0.914	0.748
YBR297W	-0.407	0.750
YML101C	2.987	0.750
YPL250C	-0.169	0.751
YDR077W	3.045	0.751
YDL161W	-0.127	0.752
YEL029C	NaN	0.752
YBR300C	0.193	0.753
YBR244W	2.714	0.753
YDL091C	1.754	0.754
YGL132W	1.630	0.754
YMR228W	NaN	0.755
YER011W	1.078	0.756
YLR006C	0.799	0.757
YLR270W	NaN	0.757
YLL001W	-1.637	0.759
YPR149W	1.104	0.759
YDR149C	0.421	0.763
YER098W	-0.523	0.763
YNL079C	-1.141	0.763
YJL139C	3.114	0.764
YBR008C	0.967	0.765
YIL070C	NaN	0.766
YNL213C	1.488	0.766
YDL124W	0.944	0.767
YOR094W	1.423	0.768
YER028C	NaN	0.769
YDR184C	0.920	0.770
YOR187W	NaN	0.771
YHR008C	NaN	0.771
YJR153W	0.470	0.771
YMR194W	2.095	0.772
YPL014W	1.548	0.773
YMR287C	NaN	0.773
YOL017W	-0.680	0.774
YJL056C	1.566	0.774
YMR129W	0.676	0.774
YDR001C	0.667	0.775
YDL009C	1.938	0.776
YDR217C	-15.597	0.777
YMR042W	0.273	0.778
YNL099C	0.446	0.779
YOR069W	0.094	0.780
YMR002W	0.393	0.783
YDR304C	1.486	0.783
YCR060W	1.683	0.784
YNL219C	1.985	0.785
YLR062C	NaN	0.785
YDR509W	NaN	0.786
YDR422C	0.218	0.786
YMR086C-A	1.386	0.787
YDR126W	-1.133	0.788
YMR238W	1.220	0.788
YJL098W	0.830	0.789
YER106W	-0.563	0.789
YDL237W	-1.480	0.789
YGL058W	NaN	0.790
YJR025C	-0.375	0.790
YJL049W	1.423	0.790
YBR222C	-0.879	0.790
YMR195W	0.589	0.792
YIL012W	-0.686	0.792
YBR246W	3.191	0.793
YEL015W	-0.064	0.793
YOR044W	0.909	0.794
YPL073C	0.217	0.794
YER066C-A	-0.503	0.795
YOR306C	0.421	0.796
YHR159W	0.458	0.796
YDR426C	3.106	0.796
YLR371W	NaN	0.796
YOR209C	NaN	0.798
YFR048W	1.220	0.799
YDR337W	3.080	0.799
YOR078W	NaN	0.802
YHR153C	-0.761	0.802
YNL268W	1.465	0.802
YDR022C	-1.328	0.803
YEL031W	0.220	0.803
YNL206C	2.272	0.803
YDR142C	1.623	0.805
YOR093C	-1.045	0.805
YNR023W	NaN	0.806
YAR028W	-0.387	0.808
YAL048C	0.601	0.808
YJL083W	0.273	0.808
YHR133C	-0.905	0.810
YEL048C	-0.995	0.810
YDR485C	-2.299	0.811
YNL187W	0.428	0.811
YIL017C	1.095	0.812
YDL213C	1.838	0.812
YER051W	0.087	0.812
YIL135C	1.768	0.813
YDR155C	2.828	0.814
YLR182W	-0.836	0.815
YLR144C	0.121	0.815
YML001W	1.082	0.816
YJR070C	1.174	0.816
YCR025C	0.251	0.817
YDL229W	1.406	0.817
YIL095W	0.136	0.818
YOL076W	NaN	0.819
YKR067W	-1.128	0.819
YLR373C	NaN	0.820
YPL116W	0.921	0.820
YLR194C	-3.490	0.820
YHR124W	-0.872	0.820
YMR316W	1.902	0.820
YNL284C	3.211	0.822
YJL080C	-1.162	0.823
YER140W	0.463	0.825
YHR039C	-1.512	0.828
YBR158W	1.210	0.829
YPL258C	0.494	0.829
YLR050C	-0.402	0.831
YJR026W	2.274	0.831
YOR349W	1.931	0.831
YDR309C	0.232	0.832
YPL196W	0.995	0.833
YLL021W	-2.433	0.833
YOR079C	1.744	0.834
YER087W	0.975	0.834
YJL062W	NaN	0.837
YLL044W	0.561	0.838
YIL055C	0.830	0.839
YHR022C	-1.788	0.839
YKR089C	0.889	0.840
YMR120C	0.177	0.841
YKL098W	-0.341	0.841
YPL138C	1.341	0.841
YPL102C	-0.388	0.842
YJL170C	-0.106	0.842
YKL073W	3.503	0.842
YJL048C	1.323	0.843
YLR214W	0.307	0.843
YKR035C	-0.672	0.844
YDL041W	1.722	0.844
YOR121C	1.872	0.845
YLR320W	NaN	0.845
YJR001W	0.103	0.846
YDL117W	-3.280	0.847
YBR174C	2.025	0.847
YML018C	-0.457	0.849
YMR009W	-0.256	0.850
YHR061C	0.295	0.854
YKR030W	0.939	0.856
YJL115W	0.695	0.857
YMR025W	2.035	0.858
YMR232W	-1.756	0.859
YPL118W	NaN	0.860
YOR376W	0.966	0.860
YOR221C	NaN	0.861
YDR414C	0.692	0.861
YKR035W-A	0.287	0.861
YER169W	-0.476	0.862
YOR055W	-0.700	0.864
YEL037C	-0.647	0.865
YOR005C	-2.069	0.865
YJR050W	1.462	0.865
YML094W	NaN	0.865
YCR079W	-1.542	0.866
YOR021C	0.240	0.866
YOR007C	0.729	0.866
YDR332W	NaN	0.867
YLR292C	1.949	0.869
YEL012W	-0.411	0.869
YER056C	2.684	0.870
YPL040C	NaN	0.871
YML128C	2.392	0.872
YPR042C	2.583	0.872
YHL013C	2.340	0.872
YKL067W	1.301	0.873
YGR133W	-4.066	0.873
YLR446W	0.712	0.874
YER047C	2.542	0.874
YOR127W	2.516	0.877
YEL052W	1.655	0.877
YLR065C	1.372	0.877
YLL057C	0.064	0.879
YBR129C	1.782	0.880
YLR260W	NaN	0.881
YHR057C	-0.369	0.882
YDR525W	1.231	0.883
YMR257C	NaN	0.884
YGR256W	2.317	0.886
YNL197C	3.594	0.887
YPL095C	0.935	0.890
YJL142C	-0.419	0.890
YJL045W	1.670	0.891
YOL049W	0.376	0.891
YMR152W	-1.907	0.892
YBR184W	2.406	0.894
YLR403W	NaN	0.894
YNL198C	2.091	0.895
YHR203C	0.460	0.896
YGL050W	2.843	0.897
YOR071C	1.258	0.898
YIL054W	-1.112	0.898
YKL023W	2.233	0.898
YMR221C	0.761	0.902
YJL189W	NaN	0.903
YIR003W	0.112	0.904
YKL032C	1.724	0.905
YLL006W	NaN	0.907
YDR347W	NaN	0.908
YOR091W	0.244	0.908
YJR144W	1.869	0.908
YPL025C	1.275	0.909
YJL024C	0.442	0.910
YCR045C	-0.078	0.910
YMR312W	NaN	0.912
YDR532C	NaN	0.912
YBR003W	2.739	0.914
YLR034C	0.545	0.915
YDL223C	-0.552	0.915
YDL160C	NaN	0.916
YIR024C	2.048	0.917
YER097W	0.540	0.917
YFR008W	0.444	0.917
YOL047C	-0.150	0.918
YPR101W	-0.198	0.919
YMR089C	NaN	0.919
YPL096W	0.501	0.921
YOR031W	0.512	0.922
YDR065W	NaN	0.923
YER081W	-0.020	0.924
YOL029C	0.881	0.925
YML099C	-2.299	0.925
YPR047W	NaN	0.926
YKL143W	NaN	0.927
YPL021W	2.707	0.927
YNL339C	0.587	0.928
YPL191C	0.841	0.929
YPL061W	1.680	0.930
YPR069C	3.962	0.933
YBR095C	1.404	0.933
YPL174C	0.920	0.934
YIL160C	1.160	0.936
YKR013W	4.164	0.938
YAL021C	1.486	0.939
YKR020W	NaN	0.939
YGR166W	4.211	0.939
YBR058C	1.526	0.941
YPL055C	1.991	0.942
YJL082W	2.219	0.943
YOR009W	0.174	0.944
YCL063W	1.361	1.036
YGL200C	0.536	0.945
YLR091W	NaN	0.948
YGL211W	NaN	0.950
YPR111W	-0.274	0.950
YPR036W	NaN	0.951
YPL195W	0.848	0.951
YIL018W	0.820	0.952
YER114C	0.829	0.952
YMR292W	-1.522	0.955
YCR059C	2.958	0.955
YHR096C	0.903	0.958
YMR023C	0.192	0.958
YMR230W	2.484	0.961
YLL043W	1.028	0.962
YJR062C	0.994	0.963
YGR150C	5.338	0.963
YDR374C	0.850	0.963
YPL097W	NaN	0.964
YOR338W	-1.294	0.967
YDR239C	-1.909	0.968
YLR439W	NaN	0.969
YOR049C	0.809	0.969
YMR097C	NaN	0.970
YPL188W	NaN	0.972
YGR036C	NaN	0.973
YJL193W	-0.175	0.973
YER173W	0.597	0.973
YGL041C	0.503	0.974
YMR294W-A	-3.008	0.974
YMR156C	1.049	0.976
YHR076W	1.932	0.978
YKL194C	2.503	0.979
YER087C-B	0.922	0.981
YMR017W	-2.019	0.982
YOR322C	0.894	0.983
YJR115W	0.875	0.985
YEL044W	NaN	0.988
YPR017C	0.286	0.990
YOL064C	2.051	0.991
YIL066C	0.976	0.991
YPR130C	3.486	0.992
YKR084C	0.732	0.992
YOL042W	-1.795	0.993
YOR231W	1.540	0.997
YLR003C	1.389	0.998
YCL026C	-0.145	1.001
YDL191W	NaN	1.003
YIL027C	1.177	1.004
YJL136C	NaN	1.006
YHR078W	-0.392	1.006
YGR132C	-0.295	1.007
YJL186W	-0.042	1.012
YMR167W	0.607	1.012
YCR071C	NaN	1.014
YJR092W	1.583	1.014
YLR149C	NaN	1.014
YLR069C	NaN	1.015
YER143W	1.832	1.016
YNL322C	-1.790	1.020
YAL055W	1.364	1.024
YLR038C	3.290	1.024
YNL246W	NaN	1.027
YNL049C	0.725	1.028
YMR274C	-0.580	1.029
YIL107C	-2.031	1.029
YJR014W	3.346	1.030
YPL261C	2.145	1.031
YER107C	NaN	1.031
YHR140W	0.077	1.032
YNL226W	-1.401	1.034
YOR002W	1.679	1.035
YGL227W	1.640	1.038
YGR135W	6.830	1.039
YMR144W	4.043	1.040
YJL095W	-1.010	1.041
YKL119C	NaN	1.043
YJL030W	-1.131	1.044
YLR176C	2.198	1.045
YLR151C	0.404	1.045
YDL089W	-0.157	1.046
YJL135W	1.830	1.049
YMR163C	0.655	1.051
YDR056C	0.710	1.051
YGR159C	NaN	1.052
YDL135C	0.636	1.053
YAR047C	-0.391	1.055
YMR276W	1.956	1.056
YOL117W	1.353	1.056
YDL151C	NaN	1.057
YLR422W	1.593	1.058
YDR138W	NaN	1.058
YOR317W	2.700	1.059
YJR097W	8.563	1.065
YBR097W	NaN	1.066
YPL149W	0.945	1.067
YOR008C	-1.058	1.069
YLL045C	3.233	1.069
YMR010W	-1.825	1.070
YPL070W	-0.523	1.070
YEL038W	2.771	1.071
YLR048W	-0.835	1.075
YHR014W	1.229	1.076
YMR313C	0.609	1.078
YGL072C	2.406	1.078
YJL218W	-0.265	1.081
YGR004W	0.807	1.083
YJR111C	0.347	1.084
YDR348C	1.999	1.086
YNL081C	NaN	1.088
YLR358C	1.270	1.088
YMR192W	0.407	1.090
YER096W	0.241	1.091
YMR272C	0.087	1.091
YOR235W	1.534	1.092
YPL201C	1.912	1.095
YDR110W	2.732	1.096
YJR049C	2.713	1.098
YIL074C	0.824	1.101
YOR382W	0.403	1.101
YOR320C	1.002	1.101
YNL297C	NaN	1.104
YJL029C	-0.042	1.104
YCR036W	1.415	1.105
YPL132W	2.545	1.108
YBR217W	-0.523	1.108
YIR026C	NaN	1.109
YNL199C	NaN	1.112
YJR066W	0.117	1.113
YIL007C	1.543	1.115
YGR160W	NaN	1.120
YLR288C	0.850	1.123
YFR031C-A	2.537	1.123
YJL197W	0.760	1.124
YML108W	1.899	1.126
YGR183C	0.578	1.128
YKL218C	0.016	1.129
YAL014C	1.092	1.133
YMR188C	NaN	1.133
YJR088C	0.922	1.134
YIL045W	3.051	1.137
YPR153W	1.573	1.137
YGR192C	0.717	1.137
YML055W	-0.605	1.138
YJL168C	2.304	1.140
YDR183W	1.211	1.142
YMR119W	-0.087	1.143
YAL004W	-0.732	1.143
YOR018W	2.293	1.143
YNR012W	1.970	1.144
YMR285C	1.527	1.144
YPL178W	-0.385	1.145
YAL009W	1.230	1.145
YIL165C	1.255	1.145
YER084W	0.495	1.146
YBR215W	-2.643	1.151
YMR280C	-0.122	1.152
YDR377W	NaN	1.153
YER014C-A	NaN	1.153
YLR240W	NaN	1.157
YDR335W	3.051	1.159
YDR161W	NaN	1.169
YHL014C	2.984	1.169
YBR284W	2.563	1.174
YER154W	NaN	1.176
YNL239W	5.350	1.177
YAL015C	3.278	1.177
YLR049C	0.429	1.179
YBR039W	NaN	1.180
YOR316C	2.563	1.180
YMR256C	3.833	1.182
YPL125W	NaN	1.188
YMR282C	NaN	1.189
YEL003W	1.205	1.194
YGL105W	NaN	1.194
YML120C	2.714	1.195
YBR298C	-0.075	1.196
YDL115C	NaN	1.200
YJL191W	2.757	1.200
YPL035C	-0.206	1.202
YMR100W	4.027	1.202
YJL120W	0.558	1.202
YBR175W	2.470	1.205
YGL127C	NaN	1.208
YMR295C	0.289	1.209
YNL084C	-1.841	1.210
YDR399W	3.621	1.212
YNL227C	0.795	1.212
YKL033W-A	1.089	1.213
YAL064C-A	1.510	1.213
YAR029W	1.656	1.216
YJL063C	NaN	1.218
YLR192C	NaN	1.222
YLR372W	NaN	1.223
YDL219W	-1.486	1.225
YBR015C	1.597	1.231
YER058W	1.075	1.232
YJR102C	1.109	1.235
YNL254C	0.861	1.235
YDR020C	0.548	1.237
YNL059C	NaN	1.238
YIL102C	1.525	1.238
YHR017W	-3.223	1.240
YER116C	NaN	1.240
YPL008W	1.452	1.248
YMR058W	-1.266	1.248
YJL028W	-0.690	1.254
YML027W	3.550	1.257
YPR065W	1.912	1.257
YNL097C	2.814	1.258
YPL259C	-0.233	1.261
YHL011C	NaN	1.263
YDL074C	6.827	1.269
YJR034W	2.890	1.272
YHR138C	3.701	1.272
YJR004C	1.268	1.274
YML002W	0.840	1.275
YDR156W	-0.008	1.276
YOL033W	NaN	1.278
YAL029C	1.406	1.280
YPL101W	NaN	1.281
YDR462W	5.508	1.282
YBR013C	-0.823	1.284
YOR027W	0.379	1.287
YDR298C	NaN	1.292
YKL002W	0.596	1.292
YLR150W	0.836	1.298
YBR106W	NaN	1.299
YML088W	3.085	1.300
YDR226W	NaN	1.302
YER007C-A	2.807	1.302
YDR322W	NaN	1.306
YLR168C	1.794	1.307
YKL057C	NaN	1.308
YOL106W	1.349	1.309
YGR152C	0.175	1.312
YML124C	2.853	1.313
YHR045W	0.550	1.316
YHR200W	2.020	1.318
YKL118W	NaN	1.324
YML082W	1.635	1.325
YMR142C	NaN	1.328
YNL170W	2.593	1.330
YKL206C	2.416	1.331
YOR123C	1.235	1.331
YDL192W	0.515	1.333
YIL023C	1.240	1.337
YHR038W	NaN	1.340
YPL187W	1.082	1.340
YLR244C	NaN	1.340
YPR072W	NaN	1.342
YDR323C	0.435	1.344
YDR025W	NaN	1.345
YLR193C	1.739	1.345
YOL068C	1.421	1.345
YAR014C	1.573	1.346
YPR057W	2.022	1.350
YIL008W	NaN	1.355
YIL124W	6.037	1.359
YMR261C	2.782	1.363
YNR005C	-0.964	1.363
YHR064C	NaN	1.363
YIL057C	0.650	1.364
YJR033C	-0.345	1.368
YDR378C	NaN	1.371
YMR067C	3.185	1.373
YMR187C	0.956	1.373
YML030W	5.773	1.376
YCL040W	0.200	1.386
YBR289W	NaN	1.386
YIL039W	1.858	1.400
YHR037W	0.049	1.401
YLR226W	NaN	1.404
YDR194C	NaN	1.422
YPL225W	1.340	1.422
YER137C	1.750	1.424
YJR005W	0.221	1.424
YHR026W	NaN	1.427
YIL067C	NaN	1.433
YAL011W	-2.481	1.433
YML041C	-1.788	1.435
YOR064C	1.150	1.436
YHR191C	NaN	1.438
YHL025W	NaN	1.442
YMR063W	1.608	1.444
YCR031C	2.822	1.444
YLR342W	NaN	1.446
YNL119W	-2.854	1.446
YIL112W	2.153	1.451
YMR003W	0.348	1.453
YPL214C	4.014	1.459
YOL051W	NaN	1.466
YOR042W	1.524	1.466
YMR158C-A	2.068	1.469
YOR308C	3.946	1.469
YDL200C	1.583	1.469
YDL040C	1.889	1.470
YDL090C	NaN	1.479
YPL003W	4.030	1.480
YOL124C	1.751	1.481
YIL108W	1.811	1.486
YIL014C-A	NaN	1.487
YOL128C	-0.796	1.496
YOR241W	NaN	1.517
YCR063W	NaN	1.518
YKL191W	5.081	1.523
YHL034C	6.079	1.530
YKL026C	0.268	1.531
YDR071C	3.405	1.532
YOR183W	2.434	1.533
YCR046C	NaN	1.535
YHR051W	NaN	1.536
YBR031W	1.151	1.541
YCR024C	2.078	1.545
YIR005W	NaN	1.548
YPL271W	NaN	1.552
YNL052W	0.705	1.553
YIL069C	0.770	1.565
YER040W	1.596	1.565
YML115C	NaN	1.569
YDR439W	0.693	1.569
YMR193C-A	3.394	1.571
YEL054C	1.395	1.571
YMR125W	NaN	1.574
YHR010W	NaN	1.579
YIL093C	NaN	1.583
YDR083W	0.878	1.587
YMR199W	-1.228	1.591
YPR005C	2.889	1.593
YGL095C	NaN	1.593
YHR117W	1.642	1.595
YOL043C	1.299	1.595
YIL103W	2.191	1.595
YPL182C	4.014	1.596
YKR099W	2.012	1.610
YOR067C	0.884	1.611
YGR255C	3.945	1.616
YNL133C	NaN	1.622
YER068W	NaN	1.623
YOR085W	2.219	1.634
YLR148W	0.103	1.641
YER155C	NaN	1.642
YKL053W	2.074	1.644
YHR123W	0.050	1.644
YDR300C	NaN	1.653
YMR123W	1.533	1.654
YLR021W	5.877	1.663
YJR105W	0.868	1.683
YOL143C	NaN	1.683
YNL292W	0.269	1.696
YCR003W	1.165	1.716
YMR205C	NaN	1.718
YHR011W	NaN	1.726
YBL058W	NaN	1.726
YDL185W	NaN	1.727
YPR106W	4.734	1.728
YER156C	2.852	1.731
YML097C	1.493	1.737
YOL050C	2.784	1.745
YMR127C	3.972	1.746
YNR004W	2.934	1.758
YHR004C	1.690	1.764
YMR293C	NaN	1.766
YKL134C	NaN	1.766
YCR064C	2.011	1.772
YBR017C	NaN	1.773
YLR172C	3.176	1.776
YHL030W	0.857	1.784
YAL042C-A	0.800	1.785
YOR104W	5.118	1.790
YPL205C	2.196	1.791
YGR187C	4.468	1.796
YBR275C	4.914	1.797
YAR018C	2.002	1.806
YOL072W	NaN	1.812
YKL139W	NaN	1.815
YPL106C	NaN	1.830
YLR061W	NaN	1.841
YOR144C	4.622	1.849
YNL148C	-1.297	1.853
YBR194W	NaN	1.872
YNL225C	NaN	1.883
YJL188C	NaN	1.889
YBR171W	NaN	1.898
YPR062W	0.672	1.907
YIL020C	1.596	1.957
YGL246C	NaN	1.965
YCL001W-A	0.948	1.967
YKL169C	NaN	1.973
YOR089C	-0.028	1.996
YBR082C	1.243	2.011
YPL069C	NaN	2.012
YML036W	NaN	2.012
YLR052W	NaN	2.018
YOR182C	2.533	2.031
YPR159W	NaN	2.038
YML112W	1.693	2.056
YNL064C	NaN	2.058
YPL157W	3.339	2.066
YPR135W	NaN	2.071
YDR241W	NaN	2.081
YPL194W	0.485	2.081
YEL042W	1.939	2.087
YBR168W	NaN	2.100
YPR018W	1.816	2.111
YNL147W	4.594	2.117
YKL181W	NaN	2.155
YBR162C	1.610	2.156
YBL071C	4.359	2.158
YIL105C	2.782	2.161
YDL081C	NaN	2.173
YER110C	NaN	2.175
YDR159W	NaN	2.189
YJR018W	0.707	2.220
YIL038C	5.278	2.233
YJR118C	NaN	2.250
YMR263W	1.028	2.253
YAL023C	NaN	2.253
YGL244W	1.259	2.276
YLR357W	NaN	2.313
YGR162W	NaN	2.340
YJR032W	NaN	2.358
YLR143W	2.750	2.368
YCR047C	NaN	2.376
YGR285C	NaN	2.387
YDR363W-A	5.809	2.421
YHR059W	NaN	2.422
YGL076C	NaN	2.439
YPL226W	1.703	2.467
YAL020C	1.528	2.523
YMR307W	NaN	2.537
YPR164W	2.758	2.594
YDR385W	2.811	2.595
YPL144W	3.707	2.620
YMR271C	2.205	2.664
YGL038C	NaN	2.720
YKL056C	6.003	2.731
YPR087W	1.802	2.971
YOR327C	3.310	2.998
YCR002C	NaN	3.141
YJL047C	2.745	3.183
YCL029C	NaN	3.226
YHR154W	2.775	3.315
