ORF	Gene	strain	CPT	T/C
YJL176C	SWI3	31250
YJL127C	SPT10	31298
YJL117W	PHO86	31308
YJL115W	ASF1	31310
YJL075C	APQ13	31348
YJL063C	MRPL8	31360
YJL059W	YHC3	31364
YIL008W	URM1	31400
YIL040W	APQ12	31433
YIL041W	GVP36	31434
YIL049W	DFG10	31442
YLL002W	RTT109	31490
YLL006W	MMM1	31494
YOR291W		31587
YOR293W	RPS10A	31589
YOR301W	RAX1	31597
YOR331C		31628
YOR332W	VMA4	31629
YOR383C	FIT3	31680
YOL009C	MDM12	31700
YOL023W	IFM1	31714
YOL051W	GAL11	31742
YOR008C	SLG1	31784
YOR026W	BUB3	31802
YOR073W		31849
YOR080W	DIA2	31856
YHR060W	VMA22	31888
YHR120W	MSH1	31948
YNL243W	SLA2	31969
YNL225C	CNM67	31987
YNL199C	GCR2	32013
YPL173W	MRPL40	32079
YPL157W	TGS1	32095
YPL129W	TAF14	32123
YPL125W	KAP120	32127
YPL106C	SSE1	32146
YIL122W	POG1	32281
YIL128W	MET18	32287
YIL134W	FLX1	32293
YOR153W	PDR5	32409
YOR187W	TUF1	32443
YOR196C	LIP5	32452
YOR199W		32455
YOR241W	MET7	32497
YLR048W	RPS0B	32659
YLR061W	RPL22A	32672
YLR062C	BUD28	32673
YLR074C	BUD20	32685
YLR091W		32702
YPL090C	RPS6A	32738
YPL069C	BTS1	32759
YPL059W	GRX5	32769
YPL050C	MNN9	32778
YPL045W	VPS16	32783
YPL040C	ISM1	32788
YPL031C	PHO85	32797
YPL029W	SUV3	32799
YPL024W	NCE4	32804
YHR154W	RTT107	32848
YHR183W	GND1	32877
YNL139C	RLR1	32937
YNL133C	FYV6	32943
YNL064C	YDJ1	33012
YNL054W	VAC7	33021
YBL033C	RIB1	33059
YBL058W	SHP1	33084
YBL093C	ROX3	33119
YBL099W	ATP1	33125
YBL100C		33126
YBL101C	ECM21	33127
YBR017C	KAP104	33154
YBR038W	CHS2	33175
YBR081C	SPT7	33218
YBR097W	VPS15	33236
YBR126C	TPS1	33265
YBR127C	VMA2	33266
YBR145W	ADH5	33284
YBR146W	MRPS9	33285
YBR163W	DEM1	33303
YBR170C	NPL4	33310
YBR171W	SEC66	33311
YBR178W		33318
YBR179C	FZO1	33319
YBR194W	SOY1	33334
YBR200W	BEM1	33340
YBR266C		33406
YCL007C	CWH36	33415
YCL016C	DCC1	33423
YCL029C	BIK1	33436
YCR002C	CDC10	33482
YDR161W		33519
YDR171W	HSP42	33529
YDR173C	ARG82	33531
YDR176W	NGG1	33534
YDR185C		33544
YDR186C		33545
YDR191W	HST4	33550
YDR192C	NUP42	33551
YDR226W	ADK1	33585
YDR245W	MNN10	33604
YDR264C	AKR1	33623
YDR296W	MHR1	33655
YDR298C	ATP5	33657
YDR300C	PRO1	33659
YDR320C	SWA2	33679
YDL013W	HEX3	33709
YDL044C	MTF2	33740
YDL045W-A	MRP10	33742
YDL047W	SIT4	33744
YDL075W	RPL31A	33772
YDL083C	RPS16B	33780
YDL090C	RAM1	33787
YDL106C	PHO2	33803
YDL107W	MSS2	33804
YDL115C	IWR1	33812
YDL116W	NUP84	33813
YDL151C	BUD30	33849
YDL191W	RPL35A	33889
YDL198C	YHM1	33896
YDL202W	MRPL11	33900
YDL206W		33904
YDL232W	OST4	33929
YDR017C	KCS1	33956
YDR024W	FYV1	33963
YDR025W	RPS11A	33964
YDR027C	LUV1	33966
YDR069C	DOA4	34004
YDR092W	UBC13	34027
YDR129C	SAC6	34063
YDR138W	HPR1	34072
YLR226W	BUR2	34175
YDR359C	VID21	34196
YDR363W	ESC2	34200
YDR369C	XRS2	34205
YDR382W	RPP2B	34218
YDR388W	RVS167	34224
YDR418W	RPL12B	34254
YDR433W		34269
YDR463W	STP1	34297
YDR470C	UGO1	34304
YDR477W	SNF1	34311
YDR500C	RPL37B	34334
YDR529C	QCR7	34363
YDR532C		34366
YDR533C		34367
YGL020C	MDM39	34388
YGL023C	PIB2	34391
YGL025C	PGD1	34393
YGL036W		34404
YGL038C	OCH1	34406
YGL058W	RAD6	34425
YGL070C	RPB9	34437
YGL076C	RPL7A	34443
YGL084C	GUP1	34451
YGL088W		34455
YGL095C	VPS45	34462
YGL105W	ARC1	34472
YGL118C		34485
YGL135W	RPL1B	34502
YGL143C	MRF1	34510
YGL167C	PMR1	34534
YGL195W	GCN1	34562
YGL200C	EMP24	34567
YGL206C	CHC1	34572
YGL240W	DOC1	34607
YGL244W	RTF1	34611
YGL246C	RAI1	34613
YGR006W	PRP18	34636
YGR016W		34646
YGR020C	VMA7	34650
YGR036C	CAX4	34666
YGR105W	VMA21	34735
YGR159C	NSR1	34789
YGR160W		34790
YGR180C	RNR4	34810
YKL003C	MRP17	34851
YKL006W	RPL14A	34855
YKL009W	MRT4	34858
YKL054C	DEF1	34903
YKL055C	OAR1	34904
YKL057C	NUP120	34906
YKL080W	VMA5	34929
YKL114C	APN1	34964
YKL118W		34968
YKL119C	VPH2	34969
YKL134C	1-Oct	34984
YKL143W	LTV1	34993
YKL169C		35019
YKL170W	MRPL38	35020
YKL181W	PRS1	35031
YKR001C	VPS1	35072
YKR020W	VPS67	35091
YKR024C	DBP7	35095
YLR233C	EST1	35142
YLR234W	TOP3	35143
YLR235C		35144
YLR240W	VPS34	35149
YLR242C	ARV1	35151
YLR244C	MAP1	35153
YLR251W	SYM1	35160
YLR295C	ATP14	35205
YLR304C	ACO1	35212
YLR312W-A	MRPL15	35221
YLR315W	NKP2	35224
YLR320W	MMS22	35229
YLR322W	VPS65	35231
YLR333C	RPS25B	35242
YLR337C	VRP1	35246
YLR338W		35247
YLR342W	FKS1	35251
YLR357W	RSC2	35266
YLR371W	ROM2	35280
YLR372W	SUR4	35281
YLR373C	VID22	35282
YLR374C		35283
YLR396C	VPS33	35305
YLR399C	BDF1	35308
YNL003C	PET8	35331
YNR023W	SNF12	35398
YPR036W	VMA13	35455
YPR072W	NOT5	35491
YPR101W	SNT309	35518
YPR116W		35532
YPR123C		35538
YPR125W		35540
YPR131C	NAT3	35546
YPR132W	RPS23B	35547
YPR134W	MSS18	35549
YPR135W	CTF4	35550
YPR139C	VPS66	35554
YPR148C		35563
YPR159W	KRE6	35574
YPR163C	TIF3	35578
YPR191W	QCR2	35606
YFL023W	BUD27	35642
YFL036W	RPO41	35657
YFR001W	LOC1	35680
YBR274W	CHK1	35722
YBR279W	PAF1	35727
YBR282W	MRPL27	35730
YBR283C	SSH1	35731
YCR020W-B	HTL1	35751
YCR063W	BUD31	35784
YCR081W	SRB8	35799
YGR262C	BUD32	35914
YGR285C	ZUO1	35937
YHR039C-B		35948
YKR082W	NUP133	35998
YLR423C	APG17	36026
YLR425W	TUS1	36028
YLR441C	RPS1A	36045
YLR447C	VMA6	36051
YMR060C	TOM37	36069
YER155C	BEM2	36152
YMR066W	SOV1	36199
YMR078C	CTF18	36212
YNR073C		36232
YOL086C	ADH1	36236
YHL025W	SNF6	36409
YHR064C	SSZ1	36414
YHR191C	CTF8	36421
YLR052W	IES3	36441
YMR142C	RPL13B	36443
YMR158W	MRPS8	36444
YOR096W	RPS7A	36475
YML094W	GIM5	36491
YML112W	CTK3	36512
YMR125W	STO1	36566
YGR188C	BUB1	36589
YHR008C	SOD2	36605
YHR026W	PPA1	36609
YHR059W	FYV4	36613
YHR194W	MDM31	36637
YOL143C	RIB4	36652
YDR074W	TPS2	36692
YLR370C	ARC18	36714
YML036W		36725
YMR198W	CIK1	36751
YJL006C	CTK2	36774
YJL029C	VPS53	36797
YJR030C		36828
YJR055W	HIT1	36853
YJR063W	RPA12	36861
YAL016W	TPD3	36866
YAL047C	SPC72	36867
YJR090C	GRR1	36902
YJR145C	RPS4A	36938
YBR189W	RPS9B	36961
YGR086C	PIL1	36988
YJL140W	RPB4	37005
YJL184W	GON7	37017
YKL139W	CTK1	37028
YKL204W	EAP1	37036
YFR019W	FAB1	37080
YML115C	VAN1	37116
YNR052C	POP2	37123
YPL268W	PLC1	37135
YPR043W	RPL43A	37148
YBR112C	CYC8	37161
YBR289W	SNF5	37175
YCR047C	BUD23	37184
YCR084C	TUP1	37198
YDR048C		37204
YNL072W	RNH35	37219
YNL080C		37225
YNL120C		37243
YGR162W	TIF4631	37284
YGR272C		37291
YIL033C	BCY1	37300
YJR055W	HIT1	37310
YNL138W	SRV2	37316
YOR270C	VPH1	37328
YNL059C	ARP5	37375
YNL220W	ADE12	37384
YOL148C	SPT20	37390

