ORF	hap a | growth (relative abundance in pooled culture) | standard | SD + phosphate limitation | Payen C~Dunham MJ, 2016	het | growth (relative abundance in pooled culture) | standard | SD + phosphate limitation | Payen C~Dunham MJ, 2016	hap a | growth (relative abundance in pooled culture) | standard | SD + sulfate limitation | Payen C~Dunham MJ, 2016	het | growth (relative abundance in pooled culture) | standard | SD + sulfate limitation | Payen C~Dunham MJ, 2016	hap a | growth (relative abundance in pooled culture) | standard | SD + glucose limitation | Payen C~Dunham MJ, 2016	het | growth (relative abundance in pooled culture) | standard | SD + glucose limitation | Payen C~Dunham MJ, 2016
YBR219C	0.005	0.017	-0.003	-0.020	0.017	-0.019
YBR220C	-0.026	-0.004	-0.004	-0.007	-0.003	-0.009
YBR221C	NaN	NaN	NaN	NaN	NaN	NaN
YBR222C	0.005	0.017	-0.006	-0.017	-0.026	0.015
YBR223C	NaN	NaN	NaN	NaN	NaN	NaN
YBR224W	0.008	-0.004	0.018	0.029	0.009	-0.052
YBR225W	-0.027	-0.018	0.005	-0.012	-0.065	-0.021
YBR226C	-0.053	0.011	-0.008	-0.002	-0.066	-0.008
YBR227C	-0.049	-0.004	-0.123	-0.029	0.004	0.005
YBR228W	0.002	-0.014	0.018	-0.046	0.023	0.010
YBR229C	-0.122	-0.005	-0.209	-0.028	-0.241	-0.044
YBR230C	-0.006	-0.003	0.037	-0.002	0.021	-0.005
YBR231C	-0.185	-0.019	-0.194	0.036	-0.021	-0.036
YBR232C	-0.028	-0.023	0.013	0.001	-0.030	-0.015
YBR233W	-0.032	-0.016	0.007	0.006	-0.003	-0.001
YBR234C	NaN	0.028	NaN	-0.021	NaN	0.024
YBR235W	0.007	0.007	0.010	-0.013	0.008	0.014
YBR236C	NaN	-0.008	NaN	-0.022	NaN	-0.006
YBR237W	-0.028	-0.021	NaN	-0.031	NaN	-0.022
YBR239C	0.016	0.027	0.017	0.033	0.018	0.013
YBR240C	NaN	0.003	NaN	-0.006	NaN	-0.036
YBR241C	0.007	-0.011	-0.002	-0.010	-0.020	-0.025
YBR242W	0.020	-0.001	0.004	-0.005	-0.019	-0.008
YBR243C	NaN	-0.011	NaN	0.010	NaN	0.008
YBR244W	0.005	-0.006	0.001	0.019	-0.010	-0.016
YBR245C	-0.103	0.012	-0.047	0.042	0.037	0.014
YBR246W	-0.100	0.033	-0.055	0.024	-0.008	0.053
YBR247C	NaN	-0.018	NaN	0.017	NaN	-0.024
YBR249C	0.003	0.018	0.009	0.022	0.009	0.000
YBR250W	-0.009	-0.017	-0.019	-0.019	-0.041	-0.026
YBR251W	NaN	0.026	NaN	-0.005	NaN	-0.005
YBR252W	-0.018	0.004	-0.001	0.040	NaN	0.028
YBR253W	-0.026	-0.001	-0.019	0.007	0.019	0.013
YBR254C	NaN	0.016	NaN	0.024	NaN	-0.044
YBR255W	-0.060	-0.005	0.009	-0.029	-0.159	0.001
YBR256C	NaN	0.005	NaN	0.014	NaN	0.013
YBR257W	-0.018	0.027	NaN	0.016	NaN	0.029
YBR258C	NaN	-0.006	NaN	0.003	NaN	-0.014
YBR259W	NaN	-0.020	NaN	0.016	NaN	-0.000
YBR260C	-0.044	-0.010	-0.026	0.001	-0.196	-0.119
YBR261C	-0.037	-0.001	0.017	-0.023	-0.021	0.004
YBR262C	-0.011	0.000	0.001	-0.000	-0.023	0.006
YBR263W	0.009	0.007	0.015	0.013	-0.006	-0.033
YBR265W	NaN	-0.043	NaN	-0.037	NaN	-0.107
YBR266C	0.017	-0.030	-0.012	-0.025	NaN	0.027
YBR267W	NaN	0.007	NaN	-0.007	NaN	-0.043
YBR268W	-0.005	-0.019	0.009	-0.014	-0.008	0.001
YBR269C	0.008	-0.003	-0.018	0.030	-0.274	-0.035
YBR270C	0.009	0.001	-0.022	-0.002	-0.003	-0.041
YBR271W	0.019	-0.114	0.001	0.042	-0.005	-0.139
YBR272C	NaN	NaN	NaN	NaN	NaN	NaN
YBR273C	0.001	-0.021	0.016	-0.016	0.003	-0.003
YBR274W	NaN	NaN	NaN	NaN	NaN	NaN
YBR275C	-0.005	0.000	0.020	0.006	0.019	0.013
YBR276C	-0.014	-0.002	0.011	-0.018	-0.009	-0.005
YBR277C	0.073	-0.096	-0.033	0.019	-0.027	-0.139
YBR278W	0.027	-0.100	-0.007	-0.002	-0.023	-0.170
YBR279W	NaN	NaN	NaN	NaN	NaN	NaN
YBR280C	0.012	-0.017	-0.010	-0.043	-0.036	-0.026
YBR281C	-0.042	-0.119	-0.023	0.020	0.010	-0.210
YBR282W	-0.091	-0.156	-0.016	-0.022	0.019	-0.162
YBR283C	0.007	-0.067	0.009	0.054	-0.016	-0.045
YBR284W	0.010	-0.127	-0.017	0.025	0.002	-0.152
YBR285W	-0.006	-0.082	-0.020	0.019	-0.014	-0.165
YBR286W	0.001	-0.116	-0.003	0.054	0.007	-0.145
YBR287W	-0.140	-0.006	-0.007	0.007	-0.068	-0.037
YBR288C	NaN	NaN	NaN	NaN	NaN	NaN
YBR289W	NaN	-0.016	NaN	0.002	NaN	0.018
YBR290W	-0.081	-0.179	-0.124	-0.061	-0.252	-0.205
YBR291C	0.011	-0.077	-0.019	0.031	-0.025	-0.206
YBR292C	0.004	-0.081	0.019	0.051	-0.001	-0.154
YBR293W	0.036	-0.035	-0.017	0.022	-0.020	-0.102
YBR294W	0.007	-0.005	-0.095	-0.159	-0.021	0.015
YBR295W	NaN	NaN	NaN	NaN	NaN	NaN
YBR297W	0.018	-0.029	-0.000	0.050	0.045	-0.122
YBR298C	-0.009	-0.058	0.005	0.070	0.013	NaN
YBR299W	NaN	NaN	NaN	NaN	NaN	NaN
YBR301W	0.028	0.022	0.002	-0.013	-0.028	-0.017
YCL001W	-0.134	0.006	-0.018	-0.025	-0.111	0.036
YCL001W-A	-0.005	-0.070	-0.021	0.022	-0.016	-0.113
YCL004W	NaN	-0.000	NaN	-0.027	NaN	-0.021
YCL005W	-0.173	-0.011	-0.089	0.003	-0.032	0.009
YCL007C	NaN	-0.005	NaN	-0.010	NaN	-0.031
YCL008C	0.097	0.001	-0.112	0.024	0.011	0.021
YCL009C	0.054	-0.005	0.023	0.002	0.001	0.018
YCL010C	-0.029	0.005	-0.050	-0.015	0.023	-0.001
YCL011C	0.010	0.007	-0.112	-0.033	-0.068	-0.047
YCL014W	NaN	NaN	-0.008	NaN	NaN	NaN
YCL016C	-0.167	-0.001	-0.175	0.007	-0.176	0.025
YCL017C	NaN	-0.019	NaN	-0.001	NaN	0.056
YCL023C	0.017	0.005	-0.017	0.003	0.013	-0.008
YCL024W	-0.012	-0.017	-0.029	-0.028	-0.068	0.021
YCL025C	0.014	0.024	-0.014	-0.015	-0.001	0.040
YCL026C-A	NaN	NaN	NaN	NaN	NaN	NaN
YCL026C-B	NaN	NaN	NaN	NaN	NaN	NaN
YCL028W	0.021	0.003	0.013	-0.023	-0.011	0.025
YCL029C	-0.153	0.002	-0.075	-0.026	-0.031	0.026
YCL030C	NaN	-0.012	NaN	-0.027	NaN	0.033
YCL031C	NaN	NaN	NaN	0.078	NaN	0.027
YCL032W	NaN	NaN	NaN	NaN	NaN	NaN
YCL033C	-0.043	-0.009	-0.031	-0.016	-0.063	0.037
YCL034W	NaN	NaN	NaN	NaN	NaN	NaN
YCL035C	0.022	0.047	0.068	0.086	0.108	0.055
YCL036W	NaN	NaN	NaN	NaN	NaN	NaN
YCL037C	0.009	0.019	-0.068	0.069	0.005	0.018
YCL038C	0.009	-0.006	0.028	0.012	-0.025	-0.001
YCL040W	-0.014	-0.000	-0.014	-0.003	-0.010	-0.037
YCL041C	NaN	-0.027	NaN	-0.019	NaN	-0.006
YCL042W	0.019	-0.026	-0.028	-0.033	-0.006	0.032
YCL043C	NaN	NaN	NaN	NaN	NaN	NaN
YCL044C	-0.020	0.067	-0.001	NaN	-0.034	NaN
YCL045C	-0.085	-0.002	-0.099	-0.021	-0.094	0.020
YCL046W	-0.007	-0.000	-0.043	0.006	NaN	0.000
YCL047C	NaN	0.012	-0.005	0.124	0.015	NaN
YCL048W	0.002	-0.010	-0.017	-0.013	-0.002	0.023
YCL049C	-0.005	-0.008	-0.027	-0.046	0.006	0.045
YCL050C	-0.015	-0.073	NaN	-0.011	NaN	0.002
YCL051W	-0.001	0.008	-0.055	-0.031	0.065	0.072
YCL052C	NaN	0.001	NaN	-0.035	NaN	0.037
YCL054W	NaN	-0.002	NaN	-0.011	NaN	0.041
YCL055W	0.025	-0.001	-0.003	-0.015	-0.026	0.003
YCL056C	0.006	-0.004	-0.002	-0.016	0.012	0.061
YCL057C-A	NaN	NaN	NaN	NaN	NaN	NaN
YCL057W	-0.015	-0.004	-0.032	-0.023	0.018	0.040
YCL058C	-0.000	-0.008	-0.026	-0.015	-0.046	-0.016
YCL061C	0.019	-0.012	-0.025	-0.025	-0.022	0.015
YCL063W	-0.006	0.002	-0.027	-0.028	-0.041	0.032
YCL064C	0.013	-0.016	-0.016	-0.009	-0.026	0.038
YCL069W	-0.030	0.006	-0.020	-0.027	-0.016	0.023
YCL074W	0.005	0.007	-0.015	-0.019	-0.016	-0.003
YCL075W	-0.002	-0.013	-0.008	0.010	-0.010	-0.007
YCL076W	0.006	0.012	0.000	-0.026	0.008	-0.006
YCR001W	-0.007	-0.008	-0.029	-0.026	0.001	0.024
YCR002C	-0.020	-0.027	-0.049	-0.050	-0.012	0.037
YCR003W	-0.154	0.012	0.010	-0.027	-0.202	-0.058
YCR004C	0.006	-0.000	-0.026	0.039	-0.014	0.022
YCR005C	-0.008	-0.005	-0.015	-0.018	-0.053	0.033
YCR006C	0.004	-0.019	0.013	-0.032	0.036	0.059
YCR007C	0.025	-0.010	0.018	0.005	-0.017	0.047
YCR008W	-0.017	-0.029	-0.109	-0.012	-0.058	0.018
YCR009C	NaN	-0.022	NaN	-0.007	NaN	-0.033
YCR010C	0.003	-0.028	-0.032	-0.032	-0.023	0.035
YCR011C	0.020	-0.011	-0.068	-0.037	0.031	0.088
YCR012W	-0.057	-0.002	NaN	-0.016	NaN	0.006
YCR013C	NaN	-0.018	NaN	-0.010	NaN	0.025
YCR014C	0.006	0.008	-0.011	-0.012	-0.005	0.035
YCR015C	NaN	-0.056	NaN	-0.028	NaN	0.005
YCR016W	0.027	-0.015	-0.043	-0.004	-0.039	0.016
YCR017C	-0.016	-0.005	-0.042	-0.006	-0.230	0.007
YCR019W	-0.017	-0.021	-0.001	-0.040	-0.030	0.023
YCR020C	0.011	-0.012	-0.005	-0.004	-0.065	0.025
YCR020C-A	0.018	0.004	0.020	0.030	-0.057	0.051
YCR020W-B	NaN	-0.146	NaN	0.044	NaN	-0.136
YCR021C	-0.014	-0.013	-0.054	-0.019	0.000	0.027
YCR022C	0.005	-0.007	-0.016	-0.017	0.005	0.048
YCR023C	-0.000	-0.017	-0.036	-0.026	-0.052	0.030
YCR024C	NaN	-0.159	NaN	0.005	NaN	-0.190
YCR024C-A	-0.004	-0.049	-0.024	0.022	0.032	-0.122
YCR025C	0.033	-0.092	0.006	0.059	0.037	-0.133
YCR027C	0.018	-0.094	-0.034	0.081	0.042	-0.154
YCR028C	-0.328	-0.149	0.063	0.045	-0.203	-0.155
YCR028C-A	0.023	-0.009	NaN	0.006	NaN	-0.003
YCR030C	0.012	-0.015	0.029	-0.002	0.005	-0.007
YCR031C	-0.020	-0.086	0.047	0.049	-0.033	-0.109
YCR032W	-0.197	-0.041	-0.085	-0.010	-0.314	-0.075
YCR033W	-0.005	-0.020	-0.053	-0.030	0.047	0.032
YCR034W	NaN	-0.163	NaN	0.041	NaN	-0.147
YCR035C	NaN	-0.126	NaN	0.023	NaN	-0.160
YCR036W	0.007	-0.141	-0.007	-0.015	-0.049	-0.085
YCR037C	0.009	-0.146	0.037	0.041	-0.043	-0.202
YCR043C	-0.058	-0.078	-0.125	-0.005	-0.022	-0.154
YCR044C	NaN	NaN	NaN	NaN	NaN	NaN
YCR045C	0.010	-0.100	0.012	0.026	0.002	-0.125
YCR046C	NaN	0.002	NaN	-0.009	NaN	0.010
YCR047C	NaN	-0.001	NaN	0.037	NaN	0.022
YCR048W	0.016	-0.025	-0.001	-0.015	0.022	-0.026
YCR049C	0.059	-0.094	0.018	0.077	0.014	-0.163
YCR050C	0.007	-0.118	0.000	-0.006	0.004	-0.147
YCR051W	0.005	-0.146	0.003	0.058	-0.005	-0.207
YCR052W	NaN	-0.073	NaN	-0.102	NaN	-0.091
YCR053W	0.018	-0.003	NaN	-0.019	NaN	-0.009
YCR054C	-0.020	-0.014	-0.022	-0.012	-0.030	-0.029
YCR057C	NaN	0.013	NaN	-0.023	NaN	-0.023
YCR059C	0.001	-0.142	0.017	0.019	-0.024	-0.169
YCR060W	0.019	-0.008	0.028	0.012	-0.007	0.008
YCR061W	NaN	NaN	NaN	NaN	NaN	NaN
YCR063W	-0.235	-0.150	-0.076	0.115	-0.258	-0.186
YCR064C	0.002	0.021	NaN	-0.026	NaN	0.007
YCR065W	-0.099	-0.081	-0.121	0.055	-0.088	-0.138
YCR066W	-0.054	-0.110	-0.064	0.045	-0.078	-0.162
YCR067C	-0.017	0.003	0.044	0.013	-0.036	0.020
YCR068W	-0.023	-0.074	-0.008	0.042	0.034	-0.181
YCR069W	0.005	0.013	0.022	-0.019	-0.000	0.023
YCR071C	-0.238	-0.160	0.068	0.015	-0.163	-0.210
YCR072C	0.018	-0.028	-0.005	-0.002	0.027	-0.001
YCR073C	0.018	0.012	0.026	0.035	0.039	-0.023
YCR073W-A	0.054	-0.005	0.025	0.120	0.059	-0.013
YCR075C	0.007	0.008	-0.024	-0.015	0.023	0.016
YCR075W-A	NaN	NaN	NaN	NaN	NaN	NaN
YCR076C	0.019	-0.093	-0.004	0.003	-0.031	-0.173
YCR077C	-0.112	0.010	0.113	0.040	0.010	-0.041
YCR079W	-0.175	-0.082	0.002	0.036	0.016	-0.156
YCR081W	-0.032	-0.106	-0.019	0.038	0.025	-0.169
YCR082W	0.051	-0.122	-0.005	0.012	-0.046	-0.073
YCR083W	-0.002	-0.007	0.014	-0.007	-0.008	-0.024
YCR084C	-0.013	-0.051	-0.039	-0.079	-0.154	-0.104
YCR085W	NaN	-0.147	NaN	0.029	NaN	-0.161
YCR086W	NaN	-0.070	NaN	0.060	NaN	-0.052
YCR087C-A	0.036	-0.120	0.041	0.054	0.040	-0.188
YCR087W	-0.004	-0.081	-0.014	0.093	-0.052	-0.131
YCR088W	0.030	0.013	0.009	-0.010	0.068	-0.015
YCR089W	0.033	-0.013	-0.007	-0.007	-0.031	0.008
YCR090C	0.064	0.014	0.016	0.032	0.007	0.009
YCR091W	-0.002	0.001	0.009	-0.015	-0.019	-0.026
YCR092C	-0.005	0.010	0.017	-0.023	-0.001	-0.026
YCR093W	-0.017	0.014	NaN	-0.033	NaN	-0.043
YCR094W	-0.057	0.009	-0.038	-0.000	-0.047	-0.014
YCR095C	NaN	0.009	NaN	0.021	NaN	0.025
YCR095W-A	NaN	NaN	NaN	NaN	NaN	NaN
YCR098C	0.001	0.006	-0.039	0.001	-0.024	-0.008
YCR099C	-0.008	-0.003	0.021	-0.009	-0.005	0.001
YCR100C	0.021	0.005	-0.003	0.009	-0.012	-0.001
YCR101C	0.001	-0.006	0.012	-0.021	-0.008	0.004
YCR102C	-0.006	0.010	0.029	-0.012	0.003	-0.004
YCR102W-A	NaN	0.019	NaN	0.006	NaN	0.036
YCR105W	0.016	-0.012	0.011	-0.003	0.021	-0.001
YCR106W	0.012	-0.007	0.001	-0.017	0.013	-0.001
YCR107W	-0.009	-0.004	0.026	-0.000	0.013	-0.028
YDL001W	-0.073	0.012	-0.115	-0.011	-0.006	-0.017
YDL002C	-0.014	-0.001	-0.190	-0.051	-0.045	-0.016
YDL003W	NaN	-0.045	NaN	0.031	NaN	0.007
YDL004W	-0.085	-0.006	-0.142	0.001	0.007	-0.069
YDL005C	0.018	-0.006	-0.028	0.026	0.016	-0.064
YDL006W	0.020	-0.012	-0.044	-0.024	NaN	-0.147
YDL007W	0.006	0.041	NaN	-0.001	NaN	0.023
YDL008W	-0.005	-0.005	NaN	-0.023	NaN	-0.052
YDL009C	-0.011	-0.000	-0.043	-0.008	-0.023	-0.012
YDL010W	0.008	0.023	-0.019	0.029	0.023	0.031
YDL011C	0.012	-0.021	-0.041	-0.010	-0.024	0.008
YDL012C	0.002	0.012	-0.006	-0.004	-0.011	-0.001
YDL013W	NaN	-0.003	NaN	-0.009	NaN	0.009
YDL014W	-0.015	-0.014	NaN	0.021	NaN	-0.025
YDL016C	NaN	0.014	NaN	0.105	NaN	0.007
YDL017W	0.021	0.002	NaN	0.005	NaN	0.008
YDL018C	0.001	0.010	-0.001	0.000	0.006	0.021
YDL019C	0.043	-0.020	-0.031	0.039	-0.070	-0.006
YDL020C	-0.096	0.004	-0.140	0.002	-0.114	0.008
YDL022W	0.009	0.024	-0.005	0.014	0.017	-0.055
YDL023C	-0.018	0.010	0.025	0.059	0.035	-0.016
YDL024C	-0.003	0.004	-0.004	0.015	0.003	0.005
YDL025C	-0.009	-0.014	0.000	-0.001	0.082	-0.027
YDL026W	NaN	NaN	NaN	0.057	0.040	NaN
YDL027C	NaN	-0.085	NaN	0.000	NaN	-0.019
YDL028C	0.003	0.002	NaN	0.017	NaN	0.003
YDL029W	-0.022	0.018	NaN	-0.013	NaN	0.123
YDL030W	0.005	0.011	-0.041	0.009	0.016	0.022
YDL031W	NaN	0.016	NaN	-0.002	NaN	-0.015
YDL032W	-0.109	0.033	-0.052	-0.017	-0.036	-0.011
YDL033C	-0.104	0.026	-0.000	0.035	-0.025	0.028
YDL035C	-0.103	0.010	-0.035	-0.014	-0.090	-0.032
YDL037C	0.015	0.002	0.003	0.037	0.016	-0.042
YDL039C	NaN	-0.091	NaN	-0.020	NaN	-0.007
YDL040C	-0.041	0.008	-0.115	0.002	-0.033	-0.034
YDL041W	NaN	-0.045	NaN	0.013	NaN	0.012
YDL042C	NaN	-0.020	NaN	-0.047	NaN	0.057
YDL043C	NaN	NaN	NaN	NaN	NaN	NaN
YDL044C	NaN	-0.002	NaN	0.009	NaN	-0.052
YDL045C	NaN	0.007	NaN	-0.007	NaN	0.014
YDL046W	0.083	-0.002	-0.063	0.019	0.036	0.033
YDL047W	-0.038	-0.003	-0.048	-0.034	0.050	0.074
YDL048C	-0.024	0.007	0.013	0.035	0.043	-0.008
YDL049C	0.006	-0.014	-0.021	-0.003	0.012	-0.009
YDL050C	0.057	-0.012	-0.004	-0.011	0.038	0.022
YDL051W	0.015	0.014	-0.018	0.036	0.052	0.038
YDL052C	NaN	-0.006	NaN	-0.006	NaN	0.003
YDL053C	0.038	0.016	0.015	0.026	-0.033	-0.062
YDL054C	-0.006	-0.012	-0.030	-0.034	-0.037	-0.016
YDL055C	NaN	0.006	NaN	0.026	NaN	0.007
YDL056W	-0.028	-0.001	-0.081	-0.029	-0.032	-0.023
YDL057W	0.015	0.003	0.008	0.033	0.032	0.003
YDL058W	-0.007	-0.003	NaN	0.003	NaN	-0.025
YDL059C	0.016	-0.006	0.016	0.024	-0.011	-0.021
YDL060W	NaN	0.005	NaN	0.015	NaN	0.012
YDL061C	0.011	-0.023	0.019	0.006	-0.011	-0.083
YDL062W	-0.023	0.000	-0.054	-0.007	-0.097	-0.005
YDL063C	-0.009	-0.004	-0.008	0.004	-0.124	-0.020
YDL064W	NaN	-0.001	NaN	-0.004	NaN	-0.011
YDL065C	0.037	-0.017	-0.047	0.009	-0.047	-0.046
YDL066W	-0.000	NaN	0.033	0.016	-0.001	-0.010
YDL067C	NaN	NaN	-0.045	0.058	NaN	NaN
YDL068W	-0.030	-0.009	-0.057	-0.024	-0.022	-0.036
YDL069C	NaN	NaN	NaN	NaN	NaN	NaN
YDL070W	-0.027	-0.020	-0.042	-0.005	0.030	0.017
YDL071C	-0.028	-0.013	-0.053	0.011	0.008	0.003
YDL072C	NaN	-0.001	NaN	0.001	NaN	-0.009
YDL073W	0.026	-0.013	-0.036	-0.004	-0.096	-0.008
YDL074C	-0.032	-0.009	-0.274	-0.068	-0.163	-0.017
YDL075W	NaN	-0.119	NaN	-0.184	NaN	-0.110
YDL076C	NaN	NaN	NaN	NaN	NaN	NaN
YDL077C	0.025	0.003	0.028	0.056	0.008	NaN
YDL078C	0.000	-0.000	-0.030	-0.003	0.001	0.004
YDL079C	0.010	0.012	-0.010	0.017	0.008	-0.006
YDL080C	NaN	-0.033	NaN	0.023	NaN	0.010
YDL082W	-0.001	-0.019	-0.042	-0.020	-0.021	0.029
YDL083C	0.013	-0.022	-0.061	-0.002	-0.017	-0.096
YDL084W	NaN	-0.001	NaN	0.016	NaN	0.000
YDL085C-A	NaN	NaN	NaN	NaN	NaN	NaN
YDL085W	0.008	0.008	-0.017	-0.018	-0.006	-0.039
YDL086W	NaN	-0.017	NaN	-0.017	NaN	-0.018
YDL088C	-0.005	-0.007	-0.028	0.012	-0.032	-0.035
YDL090C	NaN	-0.020	NaN	0.020	NaN	-0.061
YDL091C	NaN	-0.000	NaN	0.031	NaN	-0.017
YDL092W	NaN	-0.012	NaN	-0.018	NaN	-0.045
YDL093W	0.016	-0.015	-0.008	0.037	-0.001	-0.034
YDL094C	0.013	0.000	-0.031	0.052	-0.015	0.007
YDL095W	-0.053	0.024	-0.098	0.019	-0.134	-0.016
YDL097C	0.040	0.024	-0.035	0.009	0.006	0.049
YDL098C	NaN	0.005	NaN	0.002	NaN	0.002
YDL099W	NaN	-0.003	NaN	0.026	NaN	0.005
YDL100C	-0.015	0.002	-0.077	-0.004	-0.023	-0.044
YDL101C	0.009	0.002	-0.070	0.021	0.011	-0.000
YDL102W	0.052	0.005	-0.042	0.027	0.018	0.042
YDL103C	NaN	NaN	NaN	NaN	NaN	NaN
YDL104C	-0.033	-0.010	-0.034	-0.030	-0.146	-0.006
YDL105W	NaN	NaN	0.001	0.038	NaN	NaN
YDL106C	-0.002	-0.031	-0.077	-0.023	0.034	0.027
YDL107W	-0.116	-0.009	-0.044	0.024	0.005	0.036
YDL109C	0.012	0.008	-0.010	-0.002	0.003	-0.031
YDL110C	0.019	0.023	-0.010	-0.006	-0.005	0.011
YDL112W	NaN	-0.006	NaN	-0.042	NaN	-0.031
YDL113C	0.008	-0.005	-0.022	-0.025	-0.150	-0.112
YDL114W	0.052	0.009	-0.011	-0.007	-0.032	-0.008
YDL115C	0.033	0.017	NaN	0.044	NaN	0.020
YDL116W	-0.014	-0.000	-0.070	0.023	-0.007	-0.021
YDL117W	0.036	0.014	-0.030	0.053	-0.006	0.034
YDL118W	-0.086	-0.004	-0.146	-0.026	-0.015	0.018
YDL119C	-0.047	-0.003	-0.120	0.000	0.004	0.028
YDL121C	-0.020	0.007	0.004	0.003	0.013	0.013
YDL122W	0.087	-0.014	-0.012	0.032	-0.054	-0.008
YDL123W	0.035	-0.003	0.005	0.011	-0.018	0.020
YDL124W	0.028	0.018	0.000	-0.013	0.022	0.001
YDL125C	-0.016	0.003	-0.007	-0.001	-0.001	-0.004
YDL126C	NaN	-0.034	NaN	-0.038	NaN	0.028
YDL127W	0.012	0.025	0.011	0.035	0.023	-0.022
YDL128W	-0.004	0.007	-0.036	0.008	0.015	0.006
YDL130W	NaN	-0.003	NaN	-0.020	NaN	-0.005
YDL130W-A	0.014	0.030	0.029	-0.003	0.027	-0.007
YDL131W	0.013	-0.004	-0.025	-0.006	-0.041	-0.003
YDL132W	NaN	0.009	NaN	-0.043	NaN	-0.042
YDL133C-A	0.008	-0.008	0.033	-0.017	-0.029	0.021
YDL133W	-0.020	-0.004	-0.011	-0.012	-0.010	-0.010
YDL134C	0.001	-0.004	-0.063	0.011	-0.117	-0.002
YDL135C	0.055	-0.009	0.004	0.030	-0.017	-0.018
YDL136W	-0.034	-0.031	-0.034	-0.004	-0.043	0.030
YDL137W	NaN	-0.008	NaN	-0.017	NaN	-0.091
YDL138W	0.010	-0.013	-0.012	-0.026	-0.018	-0.009
YDL139C	NaN	-0.003	NaN	-0.026	NaN	0.008
YDL140C	0.023	-0.003	-0.009	0.031	0.024	0.064
YDL141W	-0.016	0.011	NaN	-0.001	NaN	-0.011
YDL142C	NaN	NaN	NaN	0.056	NaN	NaN
YDL143W	NaN	-0.014	NaN	-0.001	NaN	0.049
YDL144C	0.002	0.016	-0.006	-0.018	0.013	0.007
YDL145C	-0.038	-0.040	-0.065	0.024	-0.184	-0.155
YDL146W	NaN	NaN	NaN	NaN	NaN	NaN
YDL147W	NaN	0.030	NaN	0.076	NaN	0.006
YDL148C	NaN	0.008	NaN	-0.020	NaN	-0.012
YDL149W	-0.010	-0.001	-0.023	-0.027	0.017	-0.004
YDL150W	NaN	-0.010	NaN	-0.001	NaN	0.035
YDL151C	NaN	-0.011	NaN	-0.005	NaN	-0.031
YDL152W	-0.004	-0.016	-0.025	-0.008	-0.026	-0.049
YDL153C	NaN	-0.009	NaN	0.005	NaN	-0.015
YDL154W	-0.002	-0.001	-0.026	-0.030	-0.021	-0.002
YDL155W	0.047	-0.002	0.027	0.024	-0.011	0.021
YDL156W	0.034	0.010	-0.037	-0.140	-0.002	0.026
YDL157C	-0.015	-0.015	-0.054	-0.029	-0.042	-0.009
YDL158C	0.004	-0.011	-0.059	-0.016	-0.009	-0.017
YDL159W	NaN	-0.005	NaN	0.000	NaN	-0.012
YDL159W-A	NaN	NaN	NaN	NaN	NaN	NaN
YDL160C	-0.081	-0.054	-0.011	0.007	-0.000	-0.066
YDL160C-A	NaN	NaN	NaN	NaN	NaN	NaN
YDL162C	-0.272	-0.003	-0.139	-0.005	-0.043	0.018
YDL163W	NaN	NaN	NaN	0.054	NaN	NaN
YDL164C	0.000	-0.001	NaN	-0.001	NaN	-0.037
YDL165W	NaN	-0.004	NaN	-0.012	NaN	-0.038
YDL166C	-0.279	0.014	-0.204	-0.010	-0.091	-0.038
YDL167C	-0.041	-0.021	-0.003	-0.001	-0.030	-0.030
YDL168W	0.017	0.013	-0.010	-0.108	-0.000	0.021
YDL169C	0.022	-0.010	-0.020	-0.005	-0.015	-0.045
YDL170W	0.035	-0.005	-0.001	0.006	-0.033	0.006
YDL171C	NaN	-0.001	NaN	-0.025	NaN	-0.050
YDL172C	-0.200	0.008	-0.327	-0.034	-0.148	-0.047
YDL173W	-0.057	0.009	-0.222	-0.063	-0.076	-0.001
YDL174C	0.008	-0.005	-0.011	-0.022	-0.039	-0.061
YDL175C	0.010	0.020	-0.009	0.011	0.001	-0.017
YDL176W	0.014	-0.003	-0.005	-0.005	0.004	-0.004
YDL177C	0.006	0.006	-0.013	-0.005	-0.005	-0.016
YDL178W	0.002	0.009	0.010	0.013	-0.203	0.014
YDL179W	-0.018	-0.002	-0.021	-0.017	-0.013	0.013
YDL180W	-0.033	-0.040	-0.008	-0.071	-0.164	-0.019
YDL181W	-0.031	-0.002	-0.017	-0.041	-0.079	-0.007
YDL182W	0.003	-0.007	-0.017	-0.035	-0.056	-0.015
YDL183C	-0.006	-0.002	-0.018	-0.006	-0.019	-0.014
YDL184C	0.011	0.004	-0.011	0.003	0.027	-0.032
YDL185W	NaN	NaN	NaN	NaN	NaN	NaN
YDL186W	0.012	-0.022	-0.014	-0.009	-0.006	-0.001
YDL188C	0.018	0.026	0.001	0.009	-0.033	0.047
YDL189W	0.021	0.005	-0.030	0.001	0.012	0.023
YDL190C	0.052	0.014	-0.075	-0.015	-0.017	0.005
YDL191W	NaN	-0.065	NaN	0.083	NaN	0.079
YDL192W	0.018	-0.074	-0.018	-0.007	-0.035	-0.112
YDL193W	NaN	NaN	NaN	NaN	NaN	NaN
YDL194W	0.022	-0.001	0.034	-0.008	-0.091	-0.038
YDL195W	-0.015	-0.020	0.015	0.082	NaN	0.019
YDL196W	NaN	-0.028	NaN	0.066	NaN	0.062
YDL197C	-0.008	0.005	0.008	-0.002	-0.013	-0.010
