ORF	het | growth (relative abundance in pooled culture) | glucose limitation (glucose [2.5 g/L]) | Delneri D~Oliver SG, 2008	het | growth (relative abundance in pooled culture) | nitrogen limitation (ammonium [97.6 mg/L]) | Delneri D~Oliver SG, 2008	het | growth (relative abundance in pooled culture) | phosphorus limitation (phosphorus(.) [12.3 mg/L]) | Delneri D~Oliver SG, 2008	het | growth (relative abundance in pooled culture) | grape juice [100%] | Delneri D~Oliver SG, 2008
YMR022W	NaN	NaN	0.026	NaN
YMR023C	NaN	NaN	0.028	NaN
YMR026C	NaN	NaN	0.039	NaN
YMR027W	0.019	NaN	0.029	0.014
YMR028W	0.020	0.017	0.028	0.020
YMR029C	0.012	NaN	0.029	NaN
YMR030W	NaN	NaN	0.063	NaN
YMR031C	NaN	NaN	0.034	0.020
YMR031W-A	NaN	NaN	0.051	NaN
YMR033W	-0.093	-0.083	NaN	-0.011
YMR034C	NaN	NaN	0.021	NaN
YMR035W	NaN	NaN	0.035	NaN
YMR036C	0.020	-0.058	NaN	NaN
YMR037C	-0.012	0.008	NaN	NaN
YMR039C	NaN	NaN	0.024	NaN
YMR043W	NaN	NaN	0.034	NaN
YMR044W	NaN	NaN	0.053	NaN
YMR047C	0.036	0.021	0.030	NaN
YMR052C-A	NaN	0.009	NaN	NaN
YMR053C	-0.020	-0.020	-0.040	0.018
YMR054W	NaN	0.021	0.014	NaN
YMR056C	NaN	0.021	NaN	NaN
YMR062C	-0.018	-0.018	NaN	NaN
YMR063W	NaN	0.020	NaN	NaN
YMR064W	NaN	NaN	-0.017	NaN
YMR066W	NaN	NaN	-0.030	NaN
YMR070W	NaN	-0.015	NaN	NaN
YMR071C	NaN	0.011	-0.015	NaN
YMR073C	NaN	0.016	NaN	NaN
YMR074C	0.012	0.012	NaN	NaN
YMR075C-A	0.014	NaN	0.026	NaN
YMR078C	NaN	-0.016	-0.025	NaN
YMR079W	NaN	0.008	-0.009	NaN
YMR081C	-0.075	-0.063	NaN	-0.012
YMR082C	-0.024	NaN	NaN	NaN
YMR083W	NaN	NaN	-0.013	NaN
YMR085W	NaN	0.012	-0.016	NaN
YMR086W	NaN	NaN	-0.020	NaN
YMR087W	NaN	NaN	-0.024	NaN
YMR088C	NaN	NaN	-0.025	NaN
YMR089C	-0.022	0.010	-0.026	NaN
YMR090W	NaN	0.011	NaN	NaN
YMR091C	-0.081	-0.091	NaN	NaN
YMR095C	NaN	NaN	0.023	NaN
YMR097C	0.014	0.010	0.010	NaN
YMR100W	NaN	0.017	NaN	NaN
YMR106C	NaN	0.008	NaN	NaN
YMR108W	NaN	0.005	NaN	NaN
YMR109W	0.014	0.015	0.013	NaN
YMR110C	NaN	0.009	NaN	NaN
YMR111C	NaN	NaN	0.024	NaN
YMR112C	NaN	0.011	NaN	NaN
YMR113W	0.032	NaN	NaN	NaN
YMR114C	NaN	0.015	NaN	NaN
YMR117C	NaN	NaN	0.041	NaN
YMR118C	NaN	0.017	NaN	NaN
YMR119W-A	NaN	0.015	NaN	NaN
YMR121C	NaN	NaN	0.018	NaN
YMR122C	NaN	0.016	NaN	NaN
YMR123W	NaN	0.011	0.020	NaN
YMR124W	NaN	0.009	0.034	NaN
YMR125W	0.030	-0.016	NaN	NaN
YMR126C	NaN	NaN	0.025	NaN
YMR127C	NaN	0.013	NaN	NaN
YMR128W	NaN	0.008	NaN	NaN
YMR130W	NaN	NaN	-0.019	NaN
YMR133W	NaN	NaN	-0.017	NaN
YMR135C	NaN	NaN	-0.019	NaN
YMR135W-A	0.019	0.006	-0.010	0.015
YMR137C	0.012	0.008	NaN	NaN
YMR138W	-0.024	-0.013	-0.033	NaN
YMR139W	0.028	0.009	0.010	0.016
YMR142C	0.030	-0.012	NaN	0.010
YMR143W	NaN	-0.008	NaN	NaN
YMR144W	NaN	NaN	NaN	0.011
YMR145C	0.018	0.015	0.021	0.013
YMR146C	NaN	-0.020	NaN	NaN
YMR150C	0.013	NaN	0.017	0.016
YMR151W	NaN	NaN	NaN	0.017
YMR153C-A	NaN	0.009	NaN	NaN
YMR155W	NaN	0.008	NaN	NaN
YMR156C	NaN	NaN	-0.020	NaN
YMR157C	0.025	0.007	0.014	0.020
YMR158C-A	0.020	0.010	NaN	NaN
YMR159C	NaN	0.007	NaN	NaN
YMR160W	0.008	0.015	0.007	0.010
YMR161W	-0.021	NaN	NaN	NaN
YMR163C	NaN	0.008	0.019	NaN
YMR164C	NaN	NaN	-0.011	NaN
YMR165C	NaN	-0.011	NaN	NaN
YMR170C	NaN	NaN	0.016	NaN
YMR171C	NaN	-0.023	0.015	0.012
YMR172C-A	-0.027	-0.011	-0.032	NaN
YMR173W	0.028	NaN	NaN	0.010
YMR173W-A	NaN	NaN	0.011	NaN
YMR174C	-0.035	-0.013	-0.061	-0.015
YMR175W	NaN	NaN	NaN	0.011
YMR176W	0.013	NaN	0.025	0.010
YMR178W	-0.016	NaN	NaN	NaN
YMR179W	NaN	0.011	-0.009	0.012
YMR180C	NaN	-0.012	NaN	NaN
YMR181C	NaN	0.013	0.027	NaN
YMR182C	0.023	NaN	0.025	NaN
YMR183C	NaN	NaN	0.016	NaN
YMR184W	0.015	NaN	0.026	0.019
YMR185W	0.010	0.006	0.010	NaN
YMR188C	NaN	NaN	0.014	NaN
YMR190C	0.019	0.010	0.031	0.011
YMR192W	0.016	0.009	0.025	NaN
YMR193C-A	NaN	NaN	0.018	NaN
YMR194W	0.014	NaN	0.015	0.014
YMR195W	0.014	0.009	0.018	NaN
YMR196W	NaN	NaN	0.013	NaN
YMR197C	NaN	-0.017	NaN	NaN
YMR198W	NaN	NaN	NaN	0.013
YMR199W	-0.018	-0.018	NaN	NaN
YMR200W	NaN	NaN	0.013	NaN
YMR201C	NaN	NaN	0.018	NaN
YMR202W	NaN	NaN	0.017	NaN
YMR204C	NaN	NaN	0.020	NaN
YMR205C	-0.015	NaN	NaN	NaN
YMR208W	NaN	NaN	0.017	NaN
YMR210W	-0.051	-0.044	-0.055	NaN
YMR211W	NaN	NaN	0.018	NaN
YMR213W	NaN	NaN	0.017	NaN
YMR214W	-0.013	-0.022	-0.021	-0.013
YMR215W	-0.063	-0.065	-0.090	-0.021
YMR216C	NaN	-0.016	NaN	NaN
YMR217W	NaN	0.011	0.031	NaN
YMR218C	NaN	NaN	0.016	NaN
YMR219W	0.012	NaN	0.027	NaN
YMR220W	0.016	0.009	0.037	NaN
YMR221C	NaN	NaN	0.029	NaN
YMR222C	NaN	NaN	0.023	NaN
YMR223W	NaN	0.020	0.032	NaN
YMR224C	NaN	0.012	0.024	NaN
YMR225C	NaN	NaN	0.021	NaN
YMR226C	NaN	NaN	0.016	NaN
YMR227C	NaN	NaN	0.021	NaN
YMR228W	NaN	0.006	0.029	NaN
YMR229C	0.018	0.013	0.025	NaN
YMR230W	-0.049	-0.052	-0.054	NaN
YMR231W	0.017	0.010	0.016	0.013
YMR232W	NaN	NaN	-0.014	0.013
YMR235C	0.009	0.008	NaN	0.012
YMR237W	NaN	NaN	NaN	0.017
YMR238W	0.018	0.010	NaN	NaN
YMR239C	NaN	0.014	NaN	0.012
YMR241W	NaN	NaN	NaN	0.015
YMR242C	0.018	NaN	NaN	0.012
YMR251W	NaN	NaN	-0.015	NaN
YMR251W-A	NaN	NaN	-0.015	NaN
YMR252C	NaN	0.008	NaN	NaN
YMR254C	-0.013	NaN	0.014	NaN
YMR260C	NaN	NaN	NaN	0.013
YMR262W	0.024	0.015	NaN	NaN
YMR264W	NaN	NaN	-0.011	NaN
YMR268C	0.013	NaN	NaN	NaN
YMR270C	NaN	NaN	0.015	NaN
YMR273C	NaN	0.010	NaN	NaN
YMR275C	-0.026	0.012	NaN	-0.027
YMR276W	NaN	NaN	-0.018	NaN
YMR277W	-0.020	-0.024	-0.022	NaN
YMR279C	NaN	0.014	NaN	NaN
YMR280C	NaN	NaN	0.017	NaN
YMR283C	NaN	NaN	-0.009	NaN
YMR285C	NaN	NaN	0.013	0.012
YMR287C	0.016	NaN	0.012	0.013
YMR288W	NaN	NaN	0.021	NaN
YMR291W	-0.029	-0.015	-0.029	NaN
YMR293C	NaN	NaN	0.020	NaN
YMR295C	NaN	NaN	0.016	NaN
YMR296C	-0.013	0.021	0.029	-0.012
YMR297W	0.043	0.019	0.035	NaN
YMR300C	NaN	NaN	0.017	NaN
YMR301C	0.024	NaN	NaN	0.017
YMR302C	0.013	NaN	NaN	NaN
YMR303C	-0.014	NaN	0.034	NaN
YMR305C	-0.015	-0.011	-0.020	NaN
YMR306C-A	0.015	0.011	0.036	0.010
YMR306W	NaN	NaN	0.015	NaN
YMR307W	NaN	NaN	0.025	NaN
YMR309C	NaN	-0.015	0.028	NaN
YMR311C	NaN	NaN	0.018	NaN
YMR312W	NaN	NaN	0.016	NaN
YMR313C	0.020	NaN	0.021	NaN
YMR314W	NaN	0.010	0.016	NaN
YMR315W	0.013	0.010	0.029	NaN
YMR316C-B	NaN	NaN	0.011	NaN
YMR316W	-0.033	-0.039	NaN	NaN
YMR317W	0.011	0.014	0.024	NaN
YMR319C	NaN	NaN	0.016	NaN
YMR320W	NaN	NaN	0.022	NaN
YMR322C	NaN	0.007	NaN	NaN
YNL005C	NaN	-0.028	-0.070	NaN
YNL006W	-0.081	-0.064	-0.112	-0.018
YNL007C	-0.045	-0.050	-0.044	-0.017
YNL008C	-0.041	-0.050	-0.102	-0.026
YNL009W	NaN	NaN	-0.018	NaN
YNL010W	-0.020	-0.018	-0.035	NaN
YNL012W	-0.045	-0.052	-0.091	-0.018
YNL013C	-0.023	-0.035	-0.074	-0.020
YNL014W	NaN	0.020	NaN	NaN
YNL016W	NaN	-0.021	-0.068	NaN
YNL020C	NaN	NaN	-0.013	NaN
YNL023C	NaN	-0.032	NaN	NaN
YNL025C	NaN	0.010	NaN	NaN
YNL026W	NaN	NaN	-0.015	NaN
YNL027W	-0.014	NaN	-0.016	NaN
YNL028W	-0.041	-0.038	-0.107	-0.024
YNL029C	-0.047	-0.059	-0.100	-0.023
YNL030W	-0.068	-0.060	-0.111	-0.021
YNL031C	NaN	NaN	-0.030	NaN
YNL032W	0.024	0.016	NaN	NaN
YNL034W	0.014	0.012	NaN	NaN
YNL037C	NaN	-0.016	-0.013	NaN
YNL038W	0.017	0.015	NaN	NaN
YNL039W	-0.095	-0.081	-0.143	-0.028
YNL040W	NaN	NaN	-0.019	NaN
YNL043C	NaN	-0.037	-0.056	NaN
YNL047C	NaN	0.008	NaN	NaN
YNL049C	NaN	NaN	-0.009	NaN
YNL050C	NaN	0.015	NaN	NaN
YNL052W	NaN	0.010	NaN	NaN
YNL053W	NaN	NaN	-0.023	NaN
YNL054W	NaN	0.024	NaN	NaN
YNL055C	NaN	0.013	-0.010	NaN
YNL056W	NaN	0.010	NaN	NaN
YNL057W	NaN	0.007	NaN	NaN
YNL058C	NaN	0.007	0.011	NaN
YNL059C	0.019	NaN	-0.024	NaN
YNL062C	0.013	0.025	NaN	NaN
YNL063W	NaN	NaN	NaN	0.013
YNL064C	NaN	NaN	NaN	0.012
YNL069C	0.021	-0.013	NaN	NaN
YNL070W	NaN	0.013	NaN	NaN
YNL071W	0.017	NaN	NaN	NaN
YNL072W	0.018	NaN	NaN	NaN
YNL073W	0.012	0.010	0.012	NaN
YNL074C	NaN	-0.018	-0.034	NaN
YNL075W	0.017	NaN	0.021	0.017
YNL076W	-0.024	NaN	NaN	NaN
YNL079C	0.016	0.011	0.014	NaN
YNL080C	NaN	0.011	NaN	NaN
YNL081C	NaN	NaN	NaN	0.016
YNL084C	0.020	0.009	NaN	NaN
YNL085W	0.018	0.015	NaN	NaN
YNL086W	-0.015	NaN	-0.026	NaN
YNL093W	0.027	0.018	NaN	0.017
YNL095C	NaN	NaN	-0.009	NaN
YNL096C	0.015	0.008	NaN	NaN
YNL097C	NaN	NaN	NaN	0.017
YNL098C	NaN	NaN	-0.021	NaN
YNL099C	0.015	0.015	NaN	NaN
YNL101W	0.024	0.023	0.017	NaN
YNL103W	NaN	-0.007	NaN	NaN
YNL104C	0.011	0.007	NaN	NaN
YNL105W	NaN	NaN	NaN	0.011
YNL107W	NaN	NaN	-0.031	NaN
YNL109W	NaN	NaN	-0.021	NaN
YNL111C	NaN	-0.013	-0.018	NaN
YNL114C	NaN	0.008	NaN	NaN
YNL115C	NaN	0.007	NaN	NaN
YNL116W	0.014	0.008	NaN	NaN
YNL118C	NaN	NaN	-0.017	NaN
YNL121C	-0.020	-0.016	-0.030	NaN
YNL122C	0.027	0.013	0.020	NaN
YNL125C	0.021	0.013	NaN	0.013
YNL126W	0.018	-0.016	-0.010	NaN
YNL127W	0.012	0.011	-0.012	NaN
YNL130C	NaN	NaN	-0.017	NaN
YNL131W	NaN	0.009	NaN	NaN
YNL132W	0.028	0.017	0.017	NaN
YNL134C	NaN	NaN	-0.015	NaN
YNL137C	0.016	0.014	NaN	NaN
YNL138W	-0.021	-0.016	-0.041	NaN
YNL139C	NaN	0.012	NaN	NaN
YNL140C	-0.034	-0.020	-0.041	NaN
YNL141W	-0.074	-0.068	-0.134	-0.018
YNL145W	0.012	0.009	NaN	NaN
YNL147W	0.033	0.013	0.021	NaN
YNL149C	0.021	NaN	0.035	NaN
YNL151C	0.014	0.009	NaN	NaN
YNL154C	-0.016	NaN	-0.010	NaN
YNL156C	-0.022	-0.066	-0.075	NaN
YNL157W	0.035	0.016	0.024	0.024
YNL158W	NaN	NaN	NaN	0.016
YNL159C	0.017	0.009	0.010	0.015
YNL161W	-0.019	-0.052	-0.038	NaN
YNL164C	-0.026	-0.046	-0.062	NaN
YNL165W	NaN	-0.008	0.020	NaN
YNL170W	NaN	NaN	-0.019	NaN
YNL179C	NaN	-0.018	-0.021	NaN
YNL180C	NaN	-0.018	-0.014	NaN
YNL181W	NaN	NaN	NaN	0.014
YNL182C	NaN	NaN	NaN	0.014
YNL183C	NaN	0.012	NaN	0.015
YNL188W	0.016	0.008	NaN	0.013
YNL189W	NaN	NaN	-0.021	NaN
YNL190W	NaN	0.006	NaN	NaN
YNL191W	NaN	NaN	-0.010	NaN
YNL197C	0.015	-0.057	-0.034	NaN
YNL199C	NaN	-0.027	-0.042	NaN
YNL200C	NaN	NaN	-0.009	NaN
YNL201C	NaN	-0.012	NaN	NaN
YNL202W	NaN	-0.014	NaN	NaN
YNL206C	0.018	0.013	0.013	0.013
YNL207W	0.018	0.012	0.022	NaN
YNL212W	-0.037	-0.072	-0.020	NaN
YNL216W	0.022	NaN	0.012	0.021
YNL219C	NaN	NaN	0.025	NaN
YNL220W	NaN	NaN	-0.022	NaN
YNL222W	NaN	0.008	NaN	NaN
YNL224C	NaN	-0.018	NaN	NaN
YNL226W	-0.037	-0.009	-0.023	NaN
YNL227C	NaN	-0.096	-0.074	NaN
YNL229C	NaN	0.025	0.046	0.023
YNL232W	-0.044	-0.031	NaN	NaN
YNL235C	NaN	-0.033	NaN	NaN
YNL236W	NaN	-0.039	NaN	NaN
YNL238W	NaN	0.011	NaN	NaN
YNL240C	NaN	NaN	NaN	0.014
YNL241C	NaN	-0.010	NaN	NaN
YNL242W	NaN	NaN	NaN	0.018
YNL243W	NaN	NaN	NaN	0.012
YNL244C	NaN	NaN	0.042	NaN
YNL245C	-0.034	-0.060	-0.070	NaN
YNL254C	NaN	NaN	NaN	0.015
YNL256W	NaN	-0.008	-0.020	NaN
YNL258C	NaN	-0.013	-0.012	NaN
YNL261W	NaN	NaN	0.010	NaN
YNL263C	NaN	0.016	0.032	NaN
YNL264C	NaN	NaN	0.017	NaN
YNL266W	NaN	NaN	0.017	NaN
YNL267W	NaN	0.021	0.021	NaN
YNL268W	NaN	0.008	NaN	NaN
YNL269W	0.022	0.013	0.016	NaN
YNL271C	NaN	NaN	0.017	NaN
YNL272C	NaN	NaN	0.020	NaN
YNL273W	NaN	NaN	0.023	NaN
YNL275W	NaN	NaN	0.016	NaN
YNL277W	0.017	NaN	0.033	NaN
YNL278W	NaN	NaN	0.024	NaN
YNL283C	NaN	0.017	0.041	NaN
YNL284C	NaN	NaN	-0.019	NaN
YNL285W	NaN	NaN	0.025	NaN
YNL286W	-0.013	NaN	0.016	NaN
YNL287W	-0.061	-0.083	-0.039	NaN
YNL288W	0.023	0.015	0.031	NaN
YNL289W	NaN	NaN	0.017	NaN
YNL291C	NaN	NaN	0.021	0.016
YNL292W	0.011	0.008	0.028	NaN
YNL293W	0.021	0.022	0.035	NaN
YNL294C	0.016	0.011	0.032	NaN
YNL295W	0.020	NaN	0.020	0.011
YNL296W	0.016	NaN	0.019	NaN
YNL299W	NaN	NaN	0.032	NaN
YNL300W	NaN	NaN	0.018	NaN
YNL301C	NaN	NaN	0.018	0.011
YNL302C	NaN	NaN	0.016	NaN
YNL303W	NaN	NaN	0.023	NaN
YNL304W	NaN	0.019	0.017	NaN
YNL306W	0.031	0.011	0.034	NaN
YNL307C	NaN	-0.021	NaN	NaN
YNL308C	0.016	NaN	0.028	NaN
YNL309W	-0.064	-0.061	-0.112	-0.012
YNL310C	NaN	NaN	0.018	NaN
YNL312W	NaN	NaN	0.016	NaN
YNL313C	NaN	NaN	0.031	NaN
YNL314W	-0.028	-0.043	NaN	NaN
YNL315C	NaN	NaN	-0.011	NaN
YNL316C	NaN	0.007	0.022	NaN
YNL321W	NaN	-0.009	0.018	NaN
YNL323W	NaN	NaN	0.018	NaN
YNL324W	0.015	0.024	0.057	NaN
YNL325C	0.011	0.022	0.050	NaN
YNL326C	0.019	NaN	0.040	NaN
YNL327W	-0.019	-0.015	NaN	NaN
YNL330C	0.023	NaN	0.019	NaN
YNL332W	NaN	NaN	0.019	NaN
YNL333W	NaN	NaN	0.016	NaN
YNL335W	NaN	NaN	0.013	NaN
YNL336W	NaN	NaN	0.016	NaN
YNR002C	-0.021	NaN	-0.046	NaN
YNR003C	NaN	-0.028	-0.024	NaN
YNR006W	-0.023	-0.025	-0.078	NaN
YNR008W	-0.060	-0.062	-0.115	NaN
YNR011C	-0.014	NaN	-0.020	NaN
YNR013C	NaN	0.007	NaN	NaN
YNR015W	NaN	NaN	NaN	0.013
YNR016C	NaN	0.011	NaN	NaN
YNR019W	-0.029	-0.029	-0.100	NaN
YNR020C	-0.050	-0.051	-0.093	NaN
YNR021W	-0.052	-0.027	-0.094	NaN
YNR022C	NaN	-0.011	-0.021	NaN
YNR023W	-0.046	-0.043	-0.077	NaN
YNR024W	-0.082	-0.068	-0.124	-0.026
YNR025C	NaN	-0.010	-0.018	NaN
YNR026C	-0.041	-0.049	-0.026	-0.026
YNR029C	-0.051	-0.038	-0.086	-0.023
YNR030W	0.015	NaN	NaN	NaN
YNR031C	NaN	0.014	0.011	NaN
YNR032W	NaN	-0.014	NaN	NaN
YNR033W	-0.028	-0.015	-0.019	NaN
YNR035C	-0.029	-0.031	-0.082	-0.021
YNR037C	0.014	0.012	NaN	NaN
YNR038W	NaN	NaN	0.029	-0.018
YNR039C	-0.056	-0.063	-0.106	-0.025
YNR041C	NaN	0.016	NaN	NaN
YNR042W	NaN	0.009	NaN	NaN
YNR043W	-0.039	-0.051	-0.097	-0.021
YNR045W	-0.089	-0.065	-0.152	NaN
YNR047W	NaN	NaN	-0.022	NaN
YNR048W	NaN	0.019	NaN	NaN
YNR049C	NaN	0.013	NaN	NaN
YNR051C	NaN	0.014	-0.012	NaN
YNR052C	-0.062	-0.044	-0.102	-0.039
YNR053C	NaN	0.012	NaN	NaN
YNR054C	0.018	0.017	NaN	NaN
YNR055C	NaN	0.011	NaN	0.013
YNR056C	0.022	0.012	0.023	0.012
YNR057C	-0.035	-0.064	-0.078	NaN
YNR058W	0.012	0.012	NaN	0.016
YNR059W	0.019	0.012	NaN	NaN
YNR060W	-0.027	-0.017	-0.037	NaN
YNR061C	NaN	0.011	NaN	NaN
YNR062C	NaN	0.009	NaN	NaN
YNR063W	0.014	0.011	NaN	0.016
YNR064C	NaN	0.009	NaN	NaN
YNR065C	NaN	0.009	NaN	NaN
YNR066C	0.013	0.017	NaN	NaN
YNR067C	0.013	0.009	NaN	NaN
YNR068C	NaN	0.008	NaN	NaN
YNR069C	-0.054	-0.030	-0.085	-0.025
YNR070W	NaN	NaN	-0.015	NaN
YNR071C	NaN	NaN	-0.018	NaN
YNR072W	NaN	NaN	-0.041	NaN
YOL002C	-0.088	-0.092	-0.080	NaN
YOL004W	0.016	-0.010	0.010	0.013
YOL005C	NaN	-0.009	NaN	0.011
YOL006C	NaN	-0.008	-0.021	NaN
YOL008W	-0.026	-0.021	-0.023	NaN
YOL012C	0.014	-0.012	NaN	NaN
YOL016C	NaN	NaN	NaN	0.015
YOL019W	0.035	NaN	-0.092	0.021
YOL021C	NaN	-0.012	-0.022	NaN
YOL022C	NaN	NaN	0.019	NaN
YOL023W	NaN	NaN	NaN	-0.023
YOL026C	NaN	-0.013	NaN	NaN
YOL029C	0.019	NaN	NaN	0.018
YOL030W	-0.072	-0.072	-0.118	-0.014
YOL031C	-0.034	-0.049	-0.074	-0.023
YOL033W	0.012	0.019	NaN	NaN
YOL036W	NaN	-0.030	-0.023	NaN
YOL037C	0.019	0.007	0.017	NaN
YOL038W	0.012	0.017	0.017	0.014
YOL039W	0.012	0.012	0.018	NaN
YOL040C	NaN	-0.028	NaN	NaN
YOL045W	-0.011	NaN	NaN	NaN
YOL047C	0.015	0.012	0.017	NaN
YOL050C	NaN	-0.017	-0.011	NaN
YOL051W	-0.023	-0.028	NaN	NaN
YOL056W	-0.022	NaN	-0.026	NaN
YOL057W	NaN	NaN	0.010	NaN
YOL061W	0.018	0.014	0.024	NaN
YOL063C	NaN	NaN	-0.009	NaN
YOL070C	0.010	0.011	NaN	NaN
YOL072W	0.022	0.022	NaN	NaN
YOL075C	NaN	0.010	NaN	NaN
YOL076W	NaN	NaN	NaN	0.018
YOL077C	NaN	NaN	0.015	NaN
YOL078W	NaN	0.011	NaN	NaN
YOL081W	-0.015	0.018	0.042	NaN
YOL082W	0.012	0.010	NaN	0.011
YOL086C	NaN	0.049	NaN	NaN
YOL087C	-0.031	NaN	-0.036	NaN
YOL088C	NaN	NaN	-0.016	NaN
YOL089C	NaN	-0.008	-0.028	NaN
YOL090W	0.029	0.027	0.029	0.019
YOL091W	NaN	0.006	NaN	NaN
YOL093W	NaN	NaN	-0.014	NaN
YOL094C	NaN	NaN	-0.015	NaN
YOL095C	NaN	0.008	NaN	NaN
YOL096C	NaN	0.015	NaN	NaN
YOL099C	0.022	0.013	NaN	NaN
YOL103W	NaN	NaN	-0.021	NaN
YOL104C	NaN	NaN	-0.022	NaN
YOL105C	0.029	0.025	0.019	NaN
YOL106W	NaN	NaN	-0.018	NaN
YOL107W	NaN	NaN	-0.017	NaN
YOL108C	NaN	NaN	-0.019	NaN
YOL109W	-0.030	NaN	-0.022	NaN
YOL112W	NaN	NaN	-0.023	NaN
YOL113W	-0.015	NaN	-0.020	NaN
YOL115W	NaN	NaN	-0.021	NaN
YOL116W	NaN	-0.014	0.020	NaN
YOL117W	NaN	NaN	-0.040	NaN
YOL118C	NaN	NaN	-0.030	NaN
YOL119C	NaN	NaN	-0.021	NaN
YOL120C	0.018	NaN	NaN	NaN
YOL122C	-0.064	-0.071	-0.040	NaN
YOL123W	NaN	0.019	NaN	NaN
YOL124C	NaN	NaN	-0.018	NaN
YOL125W	NaN	0.013	NaN	NaN
YOL126C	-0.018	NaN	-0.021	NaN
YOL127W	0.033	NaN	NaN	0.023
YOL129W	-0.020	-0.048	-0.035	NaN
YOL130W	NaN	0.024	NaN	NaN
YOL131W	NaN	NaN	-0.015	NaN
YOL132W	-0.015	NaN	-0.023	NaN
YOL133W	-0.032	-0.041	-0.047	-0.026
YOL134C	-0.013	NaN	-0.026	NaN
YOL135C	-0.034	-0.038	NaN	NaN
YOL137W	-0.013	NaN	-0.019	NaN
YOL138C	-0.017	-0.009	-0.029	NaN
YOL139C	NaN	-0.013	-0.020	NaN
YOL141W	NaN	0.016	NaN	NaN
YOL143C	0.015	0.012	0.012	NaN
YOL146W	NaN	NaN	0.017	NaN
YOL147C	NaN	0.012	NaN	NaN
YOL148C	NaN	-0.026	NaN	NaN
YOL151W	NaN	0.011	-0.011	NaN
YOL152W	0.016	0.015	0.009	0.008
YOL153C	NaN	0.013	NaN	0.017
YOL158C	NaN	0.008	NaN	NaN
YOL159C	-0.016	-0.030	-0.030	NaN
YOL162W	-0.027	-0.014	-0.013	NaN
YOR004W	NaN	NaN	0.028	NaN
YOR005C	0.016	0.011	NaN	NaN
YOR007C	NaN	NaN	0.052	0.014
YOR008C	NaN	0.022	0.036	NaN
YOR010C	NaN	0.008	NaN	NaN
YOR012W	-0.023	-0.017	-0.024	0.014
YOR016C	0.025	NaN	NaN	NaN
YOR018W	0.015	NaN	0.014	NaN
YOR020C	NaN	NaN	NaN	0.012
YOR024W	NaN	0.008	NaN	NaN
YOR025W	NaN	NaN	-0.008	NaN
YOR026W	NaN	-0.016	-0.038	NaN
YOR028C	0.017	0.010	NaN	NaN
YOR030W	0.019	NaN	NaN	NaN
YOR031W	0.030	NaN	0.025	NaN
YOR036W	NaN	0.012	NaN	NaN
YOR038C	NaN	0.017	NaN	NaN
YOR039W	-0.077	-0.094	-0.128	-0.028
YOR043W	0.024	0.015	0.012	0.018
YOR046C	NaN	NaN	-0.018	NaN
YOR047C	NaN	NaN	-0.011	0.012
YOR052C	0.011	0.008	NaN	0.013
YOR053W	NaN	NaN	-0.014	NaN
YOR054C	-0.017	-0.024	-0.049	NaN
YOR055W	NaN	NaN	-0.029	NaN
YOR057W	0.018	0.011	NaN	0.018
YOR059C	NaN	NaN	-0.010	NaN
YOR061W	-0.029	-0.038	-0.075	NaN
YOR062C	0.013	0.008	NaN	0.014
YOR065W	-0.056	-0.024	-0.042	NaN
YOR068C	NaN	0.013	-0.020	NaN
YOR069W	-0.011	0.010	-0.024	NaN
YOR070C	NaN	-0.010	NaN	NaN
YOR072W	NaN	-0.016	-0.017	NaN
YOR082C	NaN	0.013	NaN	NaN
YOR083W	NaN	0.010	NaN	NaN
YOR084W	0.021	0.010	NaN	NaN
YOR085W	0.022	0.008	NaN	NaN
YOR087W	NaN	NaN	-0.013	NaN
YOR094W	0.015	NaN	0.012	0.016
YOR095C	NaN	NaN	0.049	NaN
YOR096W	-0.054	NaN	-0.020	NaN
YOR098C	NaN	NaN	-0.024	NaN
YOR101W	0.014	0.011	NaN	NaN
YOR104W	NaN	NaN	-0.012	NaN
YOR108W	0.015	NaN	NaN	NaN
YOR111W	0.017	0.008	NaN	0.017
YOR112W	NaN	NaN	NaN	0.011
YOR113W	NaN	-0.018	-0.022	NaN
YOR114W	NaN	0.010	NaN	NaN
YOR115C	NaN	NaN	NaN	0.012
YOR116C	0.012	0.008	NaN	0.015
YOR117W	NaN	0.029	NaN	0.010
YOR120W	NaN	NaN	-0.026	NaN
YOR121C	NaN	0.008	NaN	NaN
YOR122C	NaN	0.014	NaN	NaN
YOR123C	0.015	NaN	-0.017	NaN
YOR124C	0.011	NaN	NaN	0.012
YOR131C	0.027	0.012	NaN	NaN
YOR137C	NaN	0.010	NaN	NaN
YOR138C	0.022	NaN	0.018	NaN
YOR140W	NaN	-0.057	-0.040	NaN
YOR141C	0.010	NaN	NaN	NaN
YOR145C	0.015	NaN	NaN	NaN
YOR151C	-0.019	-0.055	-0.035	NaN
YOR157C	NaN	0.012	NaN	NaN
YOR158W	NaN	0.010	NaN	NaN
YOR160W	NaN	NaN	NaN	0.013
YOR164C	0.011	0.009	NaN	0.013
YOR165W	NaN	0.009	NaN	NaN
YOR167C	0.017	NaN	NaN	NaN
YOR168W	-0.014	-0.009	NaN	NaN
YOR169C	NaN	NaN	0.017	NaN
YOR172W	NaN	0.007	NaN	NaN
YOR173W	NaN	0.009	NaN	NaN
YOR174W	-0.021	-0.026	0.017	NaN
