ORF	hom | growth (pooled culture) | compound 1 [12 uM] | None | Hoepfner D~Parker CN, 2012	hom | growth (pooled culture) | voriconazole [0.05 uM] | None | Hoepfner D~Parker CN, 2012	hom | growth (pooled culture) | voriconazole [0.1 uM] | None | Hoepfner D~Parker CN, 2012	hom | growth (pooled culture) | voriconazole [0.25 uM] | None | Hoepfner D~Parker CN, 2012	hom | growth (pooled culture) | voriconazole [0.5 uM] | None | Hoepfner D~Parker CN, 2012	hom | growth (pooled culture) | voriconazole [0.53 uM] | None | Hoepfner D~Parker CN, 2012	hom | growth (pooled culture) | compound 2 [0.1 uM] | None | Hoepfner D~Parker CN, 2012	hom | growth (pooled culture) | compound 2 [0.25 uM] | None | Hoepfner D~Parker CN, 2012	hom | growth (pooled culture) | compound 2 [0.5 uM] | None | Hoepfner D~Parker CN, 2012	hom | growth (pooled culture) | compound 2 [0.75 uM] | None | Hoepfner D~Parker CN, 2012	hom | growth (pooled culture) | compound 2 [1 uM] | None | Hoepfner D~Parker CN, 2012	hom | growth (pooled culture) | compound 2 [2 uM] | None | Hoepfner D~Parker CN, 2012	hom | growth (pooled culture) | compound 4 [200 uM] | None | Hoepfner D~Parker CN, 2012	hom | growth (pooled culture) | compound 3 [0.1 uM] | None | Hoepfner D~Parker CN, 2012	hom | growth (pooled culture) | compound 3 [0.25 uM] | None | Hoepfner D~Parker CN, 2012	hom | growth (pooled culture) | compound 3 [0.5 uM] | None | Hoepfner D~Parker CN, 2012	het | growth (pooled culture) | compound 1 [12 uM] | None | Hoepfner D~Parker CN, 2012	het | growth (pooled culture) | compound 1 [22.02 uM] | None | Hoepfner D~Parker CN, 2012	het | growth (pooled culture) | voriconazole [0.05 uM] | None | Hoepfner D~Parker CN, 2012	het | growth (pooled culture) | voriconazole [0.1 uM] | None | Hoepfner D~Parker CN, 2012	het | growth (pooled culture) | voriconazole [0.25 uM] | None | Hoepfner D~Parker CN, 2012	het | growth (pooled culture) | voriconazole [0.5 uM] | None | Hoepfner D~Parker CN, 2012	het | growth (pooled culture) | voriconazole [0.53 uM] | None | Hoepfner D~Parker CN, 2012	het | growth (pooled culture) | compound 2 [0.1 uM] | None | Hoepfner D~Parker CN, 2012	het | growth (pooled culture) | compound 2 [0.25 uM] | None | Hoepfner D~Parker CN, 2012	het | growth (pooled culture) | compound 2 [0.5 uM] | None | Hoepfner D~Parker CN, 2012	het | growth (pooled culture) | compound 2 [0.75 uM] | None | Hoepfner D~Parker CN, 2012	het | growth (pooled culture) | compound 2 [1 uM] | None | Hoepfner D~Parker CN, 2012	het | growth (pooled culture) | compound 2 [2 uM] | None | Hoepfner D~Parker CN, 2012	het | growth (pooled culture) | compound 4 [200 uM] | None | Hoepfner D~Parker CN, 2012	het | growth (pooled culture) | compound 3 [0.1 uM] | None | Hoepfner D~Parker CN, 2012	het | growth (pooled culture) | compound 3 [0.25 uM] | None | Hoepfner D~Parker CN, 2012	het | growth (pooled culture) | compound 3 [0.5 uM] | None | Hoepfner D~Parker CN, 2012
YBR123C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.013	-0.006	-0.446	-0.211	3.993	4.245	0.269	-0.095	0.007	0.517	-0.206	-0.329	-0.432	0.728	-0.341	0.097	0.090
YBR124W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.336	0.073	0.125	-1.029	0.011	-0.238	0.256	-0.015	-0.034	1.117	0.471	0.736	1.171	0.071	-0.169	0.011	0.040
YBR125C	0.016	0.145	1.387	0.044	0.015	0.135	0.000	0.087	0.033	0.174	0.447	-0.406	-0.040	0.055	0.078	0.403	-0.017	-0.065	-1.551	-0.104	0.529	1.297	0.140	0.903	1.800	0.070	-0.038	-0.128	-2.648	-0.023	0.060	0.098	-2.119
YBR126C	0.124	-0.897	-0.503	6.328	5.444	NaN	0.195	-6.558	-7.984	-12.528	-3.489	-3.674	-10.146	-4.602	-6.172	-0.633	-2.004	0.299	-0.710	0.418	-0.005	0.135	-0.235	0.588	0.132	0.232	-0.155	-3.350	-7.696	0.609	1.841	0.011	-6.649
YBR127C	-0.277	2.379	-0.252	2.330	0.743	0.046	0.171	0.232	0.214	1.186	2.608	1.135	-6.168	-0.046	0.410	2.494	0.005	0.072	-0.265	-0.086	0.007	-0.099	-0.006	-0.117	-2.200	0.014	0.510	-0.082	-0.146	0.277	-0.408	0.039	0.338
YBR128C	0.819	-0.038	-0.933	-0.115	-0.962	0.020	0.492	-0.119	-1.604	-1.666	-0.106	-0.577	0.071	1.281	-1.326	-0.020	2.085	0.155	2.080	-0.191	-0.011	-0.082	0.047	0.034	-0.534	-0.013	-2.037	-0.149	-0.636	-0.170	0.032	0.230	-0.034
YBR129C	0.520	0.123	-0.120	0.743	0.979	-0.005	0.041	0.065	-0.168	0.085	0.455	0.527	0.030	0.819	0.154	0.878	0.053	-1.631	-1.373	0.025	-0.032	0.077	-0.521	0.025	-0.428	-1.531	-0.096	0.025	-0.134	-0.166	-0.542	-0.083	-0.187
YBR130C	0.272	-0.042	-0.227	0.009	-0.036	-0.610	1.274	-1.682	-0.050	-1.243	-0.823	0.194	0.105	0.659	-0.002	-0.259	-0.007	-2.389	0.141	0.024	0.823	0.078	0.460	0.547	0.009	0.052	-1.535	0.171	-0.003	-1.443	-0.015	0.103	-0.024
YBR131W	0.090	0.034	0.038	-1.097	-1.809	0.043	0.034	0.160	0.084	-0.009	0.912	1.329	-0.127	0.168	1.302	1.701	0.015	0.803	-0.504	0.020	-0.063	-0.064	-0.050	-0.114	0.002	-0.361	0.079	0.050	-0.115	0.100	0.001	-0.021	0.240
YBR132C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.098	-0.569	-0.272	0.227	0.086	-0.730	0.051	-0.118	-0.004	-0.018	-0.091	-0.077	0.100	-0.001	-0.515	0.046	0.089
YBR133C	0.581	0.626	-1.671	0.070	1.945	-4.311	0.190	-0.170	-0.707	-0.593	0.041	-0.007	0.171	0.002	-0.042	0.020	-15.585	-12.896	3.590	-0.072	-6.221	-7.152	-5.802	-3.016	-4.535	-5.138	-0.384	-10.767	-5.849	-0.120	-6.161	-0.131	-8.067
YBR134W	0.126	-0.960	0.012	0.035	0.350	0.125	0.985	0.836	0.180	-0.055	0.251	2.165	-0.090	2.812	2.409	0.923	1.591	0.180	0.279	0.150	-0.265	-0.003	-0.088	-1.519	-0.007	-0.070	-0.010	0.047	0.641	-0.090	0.036	0.180	0.033
YBR135W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-1.246	-3.170	-2.118	0.018	-0.894	0.056	-0.008	-0.139	-2.703	0.052	-1.149	-0.780	-3.898	-0.006	-2.353	-0.073	-3.990
YBR136W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.055	-0.086	-2.713	-0.017	0.508	-0.038	0.050	-0.022	-0.129	-0.126	-0.257	-0.093	-0.268	-2.645	-0.097	-0.028	1.057
YBR137W	-0.250	0.239	0.158	0.069	-0.024	0.610	0.012	-0.215	-1.160	0.007	-0.012	0.029	-0.356	-0.224	-0.068	0.018	-0.014	0.317	0.212	0.281	0.193	0.070	0.424	0.378	0.062	-1.221	0.060	-0.014	0.787	0.273	0.142	0.181	0.020
YBR138C	0.001	0.001	-1.609	-0.098	-0.026	-0.008	-1.505	-0.113	-2.514	-0.048	-0.272	0.967	0.006	0.017	-0.063	0.142	-0.179	-0.095	-0.568	0.032	-1.057	-0.094	0.090	-0.220	-0.356	-0.041	0.063	-0.005	0.061	-0.119	-0.090	0.106	0.066
YBR139W	0.002	-0.046	-0.097	0.008	0.031	0.034	0.011	0.094	-0.006	-0.191	-0.017	0.515	-0.202	-0.086	0.015	1.104	0.230	-0.271	0.801	-0.098	1.099	-0.049	0.067	-0.693	0.037	0.036	-2.176	0.078	0.075	-0.006	-0.448	0.081	0.070
YBR140C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.107	-2.180	0.419	-0.507	1.369	5.121	-0.817	-2.773	-0.165	0.016	-0.114	-0.013	-0.013	0.003	0.015	-0.001	-0.032
YBR141C	0.019	-0.035	-0.003	-0.309	-0.061	-0.053	-0.138	-0.056	0.201	-0.221	-1.709	0.083	-0.007	-0.043	0.047	-0.123	-0.082	-0.021	-2.242	0.023	0.013	-0.390	0.408	-0.110	-0.148	-0.041	0.001	-0.121	-0.023	0.026	-0.006	-0.005	0.002
YBR142W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.081	0.248	-1.165	-1.939	0.033	0.325	0.852	0.515	0.351	0.105	0.116	1.266	0.917	0.266	1.671	0.040	1.480
YBR143C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.384	0.008	-1.570	1.096	0.011	-0.092	-0.450	-0.035	-0.363	-0.024	0.108	0.127	-0.757	-1.409	-1.502	0.185	0.132
YBR144C	0.210	0.523	-0.587	-0.027	0.013	-0.119	-0.046	0.011	-0.076	0.056	0.171	0.757	0.012	-0.272	0.019	1.297	-0.391	0.084	-0.493	0.133	-0.404	-0.006	0.323	0.959	-0.195	-0.770	0.009	-0.111	-0.077	0.012	-0.500	-0.013	0.041
YBR145W	-0.037	0.149	-0.129	0.013	0.030	-0.132	1.365	1.342	0.410	-0.726	-0.038	0.259	0.090	-0.042	0.081	0.790	-0.000	0.216	-0.835	-1.797	-0.020	-0.240	-0.030	-0.126	-0.168	0.079	-2.042	-0.722	-0.050	0.081	-0.119	-0.132	-0.291
YBR146W	-0.039	1.196	-0.123	0.026	0.137	0.168	0.308	-0.001	0.117	-0.019	0.065	0.163	0.016	0.023	0.080	0.318	0.048	0.054	-0.272	-0.835	-0.004	-0.499	0.473	0.815	0.007	-1.969	-0.073	-0.002	1.177	-0.251	-0.049	0.014	-0.003
YBR147W	-0.026	0.370	0.015	-0.128	-0.016	0.050	0.026	-0.006	-0.031	-1.487	0.070	0.040	0.039	0.011	0.004	0.079	0.057	0.021	-0.445	-0.383	-0.673	-1.136	1.581	0.004	-0.019	-0.313	-0.057	-0.176	-0.012	0.313	-0.003	0.004	0.330
YBR148W	-0.102	0.220	-0.010	-0.174	-0.221	0.014	-0.227	0.021	-0.068	-0.001	0.033	0.442	-0.199	-0.005	0.059	0.061	-0.019	0.812	-0.136	0.098	0.086	0.691	0.253	-1.696	-1.949	-0.217	0.223	-0.043	0.170	-1.447	-0.087	-0.090	-0.184
YBR149W	0.209	-0.878	-0.084	-0.000	0.011	-0.009	0.109	0.311	-0.028	-0.784	-0.510	1.072	1.010	0.019	0.147	0.857	0.702	0.078	-1.618	0.406	-0.247	-1.739	-0.067	-0.198	-0.796	-1.152	2.186	-0.084	0.009	0.002	-3.005	-0.157	-0.792
YBR150C	-0.457	0.175	0.051	-1.499	-3.394	0.410	0.009	0.561	0.014	-0.041	-0.904	0.107	0.095	0.011	-0.238	0.109	0.002	-0.091	0.360	0.094	-3.580	-2.570	-0.004	0.101	0.050	-0.351	0.029	-0.012	-0.783	0.329	-0.074	-0.000	-1.563
YBR151W	-0.515	1.116	-0.165	-0.081	-0.539	0.235	-0.031	-0.021	-0.973	-0.170	0.088	0.684	0.035	-0.358	-0.032	0.804	0.702	0.114	-1.363	0.007	-1.113	-0.539	-0.033	0.038	-0.428	0.248	0.241	-0.113	0.075	-0.037	-0.052	0.370	1.094
YBR152W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.542	0.034	0.410	0.254	0.766	-0.421	0.009	-0.036	0.020	-0.002	0.041	-0.108	3.327	-0.036	-0.032	-0.041	0.638
YBR153W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.041	1.167	0.449	-1.540	-1.597	-1.462	0.969	-0.167	0.013	0.802	-0.124	-0.013	0.206	0.537	0.202	0.033	0.230
YBR154C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.810	1.869	NaN	NaN	2.642	4.215	-0.083	-8.907	0.559	-1.114	NaN	0.360	1.540	-0.613	-0.644	0.636	4.122
YBR155W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.001	-1.508	-0.502	0.324	-0.094	-2.376	-0.603	0.081	-0.180	0.056	-0.013	-1.344	-0.253	0.004	-0.064	0.012	-2.149
YBR156C	0.020	0.095	-1.284	-1.867	-2.881	-0.913	0.076	-2.334	0.995	-1.459	-0.175	0.548	-0.139	-2.755	0.045	0.056	-0.538	0.095	NaN	NaN	-4.306	-4.967	0.540	2.465	-0.181	0.073	NaN	-0.283	2.628	-0.012	-2.922	-0.316	-3.219
YBR157C	1.145	0.074	0.075	0.008	-0.101	0.071	0.182	-0.235	-0.410	0.311	0.012	0.382	-0.995	-0.020	-0.011	1.032	-0.454	-0.299	1.552	-0.306	0.017	-0.136	0.011	0.048	-0.377	-0.961	-0.107	0.044	0.081	-0.124	0.037	0.365	0.017
YBR158W	-0.270	-0.014	0.172	-0.879	0.072	0.215	-0.062	-0.293	-0.023	-0.325	-0.175	0.017	-0.076	-0.011	-1.847	-0.886	-0.095	-0.034	0.207	-0.030	-0.024	0.037	0.514	1.952	-0.039	0.302	-0.001	0.448	0.037	0.728	-0.058	1.057	-0.024
YBR159W	0.054	0.276	0.033	-0.006	-0.003	1.394	1.058	-0.348	0.112	0.236	-0.377	-0.049	-0.093	-0.387	-0.391	0.172	-1.344	-2.577	-1.293	2.375	-0.084	-0.078	0.016	0.118	0.182	-3.204	1.030	-1.733	-0.106	-0.254	-0.036	-2.387	-1.445
YBR160W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.008	-0.342	0.204	-0.673	-0.554	0.115	-1.530	0.159	-0.103	0.046	-0.098	0.016	-0.006	-0.423	0.933	0.343	-0.625
YBR161W	-0.552	0.755	0.048	0.030	0.006	-0.016	-0.162	0.006	0.101	0.005	0.106	0.504	-0.231	-0.124	0.382	0.435	0.075	-0.011	-0.101	0.057	0.001	-0.461	0.208	-0.039	0.039	-0.152	0.686	0.063	0.002	0.019	0.015	-0.017	0.053
YBR162C	1.747	-0.112	-0.144	0.277	-0.040	1.105	-0.096	-0.375	1.294	2.285	3.004	3.229	-0.141	-0.001	1.395	3.780	-0.062	-0.511	0.155	1.192	-0.866	-0.033	1.068	0.114	-0.557	0.016	0.025	0.901	-0.000	-0.037	-0.524	-0.042	0.256
YBR162W-A	0.064	0.019	-0.174	0.039	0.097	0.001	-0.983	-0.144	0.091	-1.093	-0.019	0.306	0.550	0.515	-0.029	0.686	-0.096	-0.068	-0.820	0.001	-0.058	-0.036	0.006	-0.203	-0.803	-0.010	-0.003	0.042	-0.010	-0.104	-0.196	0.012	-0.003
YBR163W	0.595	-0.311	-4.964	2.055	6.464	0.121	2.043	1.176	4.652	0.371	3.785	6.521	0.106	2.150	0.322	2.135	0.155	0.908	-0.832	-0.676	-0.051	0.078	0.106	0.095	0.207	0.015	0.077	-0.006	0.760	0.012	0.200	-0.189	0.384
YBR164C	1.991	2.311	0.028	0.167	-0.614	1.342	2.382	2.448	3.953	2.148	1.597	3.734	1.392	1.668	4.436	3.830	0.480	0.779	-0.151	0.042	3.017	3.497	0.736	0.103	-0.009	-0.265	0.479	1.580	2.630	-0.134	0.692	0.199	2.705
YBR165W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	1.643	-0.077	0.451	-0.273	-0.118	-0.802	-0.388	0.034	0.035	0.014	-0.057	-0.504	-0.763	-0.124	-1.277	0.028	-0.596
YBR166C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.986	-0.919	-1.794	0.000	0.096	1.409	0.278	0.123	0.011	0.160	0.024	1.637	0.070	1.301	-0.031	0.127	-0.036
YBR167C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.262	-1.458	1.754	0.016	0.001	0.013	-0.691	0.001	-0.028	-0.164	-1.192	-1.102	-0.079	0.162	-1.605	-1.182	-1.152
YBR168W	0.204	3.278	-0.024	3.215	2.254	0.598	-0.026	0.142	0.213	4.119	2.023	3.247	0.055	0.062	0.963	5.063	-2.113	-1.235	-0.762	-0.034	0.240	0.109	0.225	-0.419	-1.657	-0.353	-0.769	-0.547	-0.949	0.027	-0.366	-1.039	-2.239
YBR169C	0.016	0.000	0.045	-0.591	-0.073	-0.068	0.122	-0.224	-0.112	0.034	-0.015	-0.062	-0.105	-0.011	-0.009	-0.036	-0.089	0.104	0.118	-0.090	-0.456	-0.090	1.062	-1.563	-1.192	-0.107	-1.936	-0.000	0.009	-0.160	-0.024	0.019	0.080
YBR170C	0.024	-0.095	0.255	0.018	-0.546	-0.553	-1.930	-2.591	1.542	0.236	0.549	-0.022	-0.084	2.173	0.132	-1.855	-0.109	-0.210	0.854	-0.136	0.013	-1.381	-0.092	0.152	0.476	2.240	-0.121	0.085	-0.100	0.244	0.199	1.347	-0.129
YBR171W	-3.028	-5.602	-8.526	-2.209	-4.637	-8.523	-19.504	-15.709	-14.919	-10.394	-6.746	-2.074	0.091	-16.483	-5.475	-2.158	0.023	-0.474	0.125	0.021	0.073	0.793	-0.196	0.099	0.102	-0.125	-0.116	0.026	-0.101	-0.089	0.010	-0.052	0.093
YBR172C	-0.103	0.084	0.064	-2.225	-1.396	0.138	-0.065	-0.607	0.006	-0.455	-2.059	-0.539	0.058	0.002	-2.235	-0.773	-0.104	-1.738	1.378	-2.283	-1.507	-1.801	-0.194	0.291	-1.028	-0.125	-0.057	-1.742	-2.058	1.071	0.293	0.138	-0.389
YBR173C	-0.524	0.355	-0.034	-0.011	-0.036	-0.047	-0.001	-0.778	-0.149	0.398	0.007	0.495	-2.337	-0.000	0.026	0.317	0.223	1.032	-0.397	0.528	0.153	2.040	0.067	0.019	0.013	-0.071	0.201	0.814	0.743	0.018	0.397	1.272	2.019
YBR174C	-0.085	-0.031	0.212	-1.643	-1.335	0.018	-0.458	-0.889	0.019	-0.344	-0.991	-0.334	0.070	-1.170	-1.325	-1.426	-1.245	0.029	-0.110	0.040	-2.449	-2.445	0.012	-0.360	-0.009	0.520	0.648	0.074	0.866	-0.033	-0.018	-0.519	-0.004
YBR175W	-2.289	0.119	-0.027	-1.812	-1.353	-0.031	0.029	-1.045	-0.064	-0.237	0.012	-0.827	-1.250	-0.032	-0.876	-0.852	-1.867	-1.916	-2.493	-0.241	-0.795	0.520	-1.236	-0.147	-0.388	-0.834	-1.861	-1.133	-1.134	-0.136	-3.376	-0.440	-1.123
YBR176W	-0.021	0.844	0.231	0.006	-0.779	1.017	-0.102	0.020	0.196	0.035	-0.822	0.018	0.040	0.002	-1.755	0.062	1.087	0.051	1.520	0.154	0.019	0.046	0.416	0.222	1.373	-0.381	0.281	-0.365	1.018	0.011	0.017	0.019	-0.008
YBR177C	0.046	-0.005	0.053	-0.030	0.006	-1.574	-0.033	-0.304	-1.595	0.061	-0.046	0.236	-0.320	-0.030	-0.191	-0.065	0.733	0.014	0.186	-0.018	0.398	-0.011	-0.164	-0.034	-0.932	0.063	0.655	1.236	0.971	0.009	-0.120	0.724	0.530
YBR178W	-0.044	0.060	0.108	-0.262	0.020	0.085	0.021	-0.000	0.014	-0.218	-0.049	0.496	0.353	0.020	0.047	0.540	0.035	-0.085	-2.104	-0.145	0.017	1.155	-0.464	-0.723	-0.019	-2.693	-0.639	-0.336	-2.642	0.057	-0.338	-0.193	-0.862
YBR179C	0.145	-3.971	-1.053	1.813	0.351	0.665	0.054	0.800	-9.151	2.752	1.854	0.075	-0.515	-0.069	0.979	1.015	0.001	0.509	-0.427	-0.006	-0.947	-1.156	0.153	0.008	-1.171	0.587	-0.016	-0.001	-0.234	0.222	-0.018	0.137	-0.010
YBR180W	0.061	0.051	-0.068	0.131	-0.014	0.061	-0.479	-1.213	-0.749	-0.308	-0.932	-0.271	0.055	-0.014	-0.061	0.099	-0.147	-0.143	0.599	-0.244	-0.522	-0.144	-0.003	-0.233	0.035	-0.130	-0.020	-0.954	-0.074	-0.236	-0.028	-0.927	0.001
YBR181C	0.209	-1.341	-0.324	1.169	0.067	0.116	-0.005	-0.002	-1.449	-1.282	-0.234	1.140	-0.054	-0.284	0.024	2.055	1.001	0.831	-4.349	0.259	1.184	3.939	-0.294	-0.282	0.059	0.074	0.208	5.636	4.199	-0.037	-0.067	4.101	6.857
YBR182C	-0.993	0.001	-0.135	-0.600	-0.147	-0.278	-0.225	-0.654	-0.100	-0.092	-0.240	0.025	-1.194	-0.758	-0.108	-0.009	0.160	-0.096	-0.929	-0.116	-0.034	-0.004	0.058	0.424	0.613	-1.428	-1.213	-0.072	-0.078	0.055	0.002	-0.087	-0.537
YBR183W	-0.085	-0.010	-0.053	-0.163	-0.125	0.060	-0.054	0.866	-0.037	0.041	-0.967	0.075	0.157	-0.834	-1.698	-0.168	0.147	0.387	-0.642	0.047	-0.152	-0.664	1.014	0.102	0.070	0.200	-0.137	-0.005	0.060	-0.226	0.053	-0.039	0.882
YBR184W	0.069	0.849	-0.228	-0.197	-0.029	0.225	0.794	-0.022	0.005	0.006	-0.132	0.020	0.051	0.037	-0.495	-0.077	-0.028	-0.805	0.228	0.118	-0.063	-0.799	0.360	-1.170	-1.860	-1.640	-1.113	-1.180	-1.643	0.036	-0.884	-1.411	-1.301
YBR185C	0.055	-0.011	-0.018	0.751	0.508	2.066	-0.093	-0.001	-0.036	-1.136	0.067	0.073	-0.274	0.715	0.252	0.237	0.006	-0.599	0.680	-0.145	0.054	0.220	0.023	-0.018	-0.107	-0.008	-0.242	-0.015	-0.156	-0.024	-0.011	-0.869	-0.130
YBR186W	-0.050	-0.066	-0.583	-0.203	-0.222	-0.077	-0.304	0.023	-0.178	-0.363	0.068	0.241	-0.194	-0.003	0.211	-0.027	0.493	-0.120	-0.781	-0.155	-1.658	-0.098	0.069	0.080	-0.702	0.202	0.388	0.007	0.096	1.452	-1.287	0.428	0.055
YBR187W	0.207	-0.064	-0.397	1.809	0.273	0.114	-0.115	0.011	0.658	0.028	0.148	0.784	0.903	0.013	0.076	0.144	-0.174	-2.625	-1.015	-0.125	2.963	1.465	-0.014	-0.040	-0.036	0.095	-0.199	0.043	0.595	0.026	-0.054	0.178	-0.030
YBR188C	0.428	0.024	0.069	-0.364	-0.014	-0.067	0.167	-0.135	-0.059	0.022	0.011	0.386	-1.189	0.366	0.852	0.424	-0.086	0.190	-1.443	-0.012	-0.943	0.521	0.278	2.234	-0.562	-0.053	-0.019	0.061	-0.036	0.957	0.901	0.133	-0.063
YBR189W	3.203	-0.294	-2.208	1.393	0.452	-2.319	0.980	0.476	-0.266	-0.022	2.617	0.041	0.248	0.776	1.943	1.568	1.022	1.848	0.459	-0.042	1.392	2.210	0.059	-0.118	-0.090	0.098	1.880	1.232	2.311	-0.503	0.027	1.722	2.947
YBR190W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.208	5.539	0.029	0.087	0.266	2.334	2.200	0.002	0.016	1.121	1.589	3.835	2.238	0.026	1.204	3.419	4.783
YBR191W	0.496	0.099	-2.935	-0.175	-0.120	1.414	0.073	0.128	-0.137	-3.171	-0.002	-0.143	0.318	0.029	-0.265	-1.274	1.161	7.124	2.823	0.015	0.050	0.164	-0.146	-0.085	0.103	0.763	2.408	5.082	3.257	0.037	2.540	0.728	5.556
YBR192W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.872	0.018	-0.478	-0.013	0.094	0.155	-0.009	0.037	-0.034	-0.041	-0.951	-0.046	-0.775	0.107	-0.039	-0.037	-0.041
YBR193C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-2.365	-0.409	0.101	-0.000	-1.392	-1.176	0.054	0.205	0.532	-0.305	0.073	-0.177	-0.969	-0.014	1.363	0.015	-0.005
YBR194W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	0.088	0.248	-1.270	0.324	-0.226	-0.475	0.868	0.035	0.729	0.016	0.205	-0.988	-0.013	-0.019	0.065	-0.692	-0.421
YBR195C	0.735	0.171	-0.240	0.478	0.428	0.021	0.381	0.402	0.006	0.114	-0.096	0.463	1.580	0.031	0.184	0.043	0.831	-0.361	-0.526	-0.094	-0.140	-1.748	0.086	0.232	-1.665	-1.879	-0.210	-0.117	-0.585	0.089	-0.231	-0.937	-0.846
YBR196C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.039	-1.504	0.034	-0.262	-1.923	-1.246	0.029	-0.250	-0.034	0.059	-0.059	-1.742	-1.558	0.366	-0.027	0.001	-0.510
YBR197C	-0.099	0.034	-0.111	0.420	0.019	0.469	0.210	0.098	-0.520	-0.182	-0.051	1.365	0.080	0.020	-0.002	-0.937	-0.614	-0.414	0.289	-0.415	0.356	-0.017	-0.005	-0.768	0.003	-1.513	-0.003	-0.086	-0.140	-2.599	-0.043	-0.527	-0.426
YBR198C	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	-0.092	-1.892	0.194	0.309	-1.881	-6.405	0.044	-1.000	-0.244	-0.083	-0.650	-3.172	-1.948	-0.240	-2.859	-0.045	-2.339
YBR199W	-0.071	0.534	1.472	0.014	-0.171	0.233	0.007	0.176	-0.043	0.365	0.237	-0.011	-0.018	0.006	0.163	0.141	0.963	0.037	0.268	-0.766	-0.863	-0.131	0.011	-0.590	0.257	-0.101	-0.115	-0.178	-0.018	-0.125	-0.875	-0.384	0.011
YBR200W	NaN	NaN	NaN	0.220	0.134	NaN	0.385	0.422	5.829	NaN	0.006	0.925	0.809	-0.885	2.252	0.091	-1.775	-2.174	-0.682	-0.043	-0.009	-0.071	0.030	0.046	-0.020	-0.038	-0.561	0.060	0.005	0.028	-1.065	-0.073	-0.652
YBR201W	0.085	0.167	-0.289	-1.119	-1.190	-0.003	-0.291	0.242	-0.042	-0.284	-1.016	-1.058	-0.034	-1.216	-0.485	-1.157	-0.016	-0.061	-1.676	-0.441	-0.220	-0.096	0.150	0.194	0.211	-0.020	-0.224	-1.896	-3.791	-0.112	0.457	-0.124	-2.290
YBR202W	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2.186	2.652	-2.854	-1.005	4.866	5.966	0.030	-0.004	0.013	3.050	4.148	3.916	2.741	-0.249	1.394	3.503	2.858
