ORF	het | growth (relative abundance in pooled culture) | 3-nitroso-2-phenylimidazo[1,2-a]pyridine [9 uM] | Yu L~Bellaoui M, 2008	het | growth (relative abundance in pooled culture) | 3-nitroso-2-phenylimidazo[1,2-a]pyrimidine [9 uM] | Yu L~Bellaoui M, 2008	hom | growth (relative abundance in pooled culture) | 3-nitroso-2-phenylimidazo[1,2-a]pyridine [9 uM] | Yu L~Bellaoui M, 2008	hom | growth (relative abundance in pooled culture) | 3-nitroso-2-phenylimidazo[1,2-a]pyrimidine [9 uM] | Yu L~Bellaoui M, 2008	hap a | growth (relative abundance in pooled culture) | 3-nitroso-2-phenylimidazo[1,2-a]pyridine [9 uM] | Yu L~Bellaoui M, 2008	hap a | growth (relative abundance in pooled culture) | 3-nitroso-2-phenylimidazo[1,2-a]pyrimidine [9 uM] | Yu L~Bellaoui M, 2008
YKR028W	NaN	NaN	0.747	0.243	NaN	NaN
YKR029C	NaN	NaN	1.558	-0.525	1.078	NaN
YKR030W	NaN	NaN	-0.434	-0.148	NaN	NaN
YKR031C	NaN	NaN	-1.265	0.064	NaN	NaN
YKR032W	NaN	NaN	-2.208	-0.206	NaN	NaN
YKR033C	NaN	NaN	0.442	0.238	NaN	NaN
YKR034W	NaN	NaN	0.208	0.770	NaN	NaN
YKR035C	NaN	NaN	-0.673	-0.781	NaN	NaN
YKR035W-A	NaN	NaN	0.914	0.411	NaN	NaN
YKR036C	NaN	NaN	0.160	0.566	NaN	NaN
YKR037C	0.478	0.536	NaN	NaN	NaN	NaN
YKR038C	-1.796	0.311	NaN	NaN	NaN	NaN
YKR039W	NaN	NaN	-0.096	0.456	NaN	NaN
YKR040C	NaN	NaN	-0.497	-0.752	NaN	NaN
YKR041W	NaN	NaN	0.278	0.257	NaN	NaN
YKR042W	NaN	NaN	0.332	0.190	NaN	NaN
YKR043C	NaN	NaN	-0.796	0.287	NaN	NaN
YKR044W	NaN	NaN	0.306	1.007	NaN	NaN
YKR045C	NaN	NaN	0.732	1.141	NaN	NaN
YKR046C	NaN	NaN	0.676	0.169	NaN	NaN
YKR047W	NaN	NaN	0.065	1.406	NaN	NaN
YKR048C	NaN	NaN	0.146	2.125	NaN	NaN
YKR049C	NaN	NaN	0.332	1.187	NaN	NaN
YKR050W	NaN	NaN	-0.096	-1.106	NaN	NaN
YKR051W	NaN	NaN	0.306	-0.013	NaN	NaN
YKR052C	NaN	NaN	1.269	0.169	NaN	NaN
YKR053C	NaN	NaN	0.458	0.448	NaN	NaN
YKR054C	NaN	NaN	1.100	1.376	NaN	NaN
YKR055W	NaN	NaN	0.540	0.393	NaN	0.619
YKR056W	NaN	NaN	0.596	-0.383	NaN	NaN
YKR057W	NaN	NaN	-1.471	-1.672	NaN	NaN
YKR058W	NaN	NaN	-0.199	-0.285	NaN	NaN
YKR059W	NaN	NaN	0.513	0.570	NaN	NaN
YKR060W	NaN	NaN	0.169	0.613	NaN	NaN
YKR061W	NaN	NaN	0.147	0.246	NaN	NaN
YKR062W	1.906	1.426	NaN	NaN	NaN	NaN
YKR063C	2.207	0.118	NaN	NaN	NaN	NaN
YKR064W	NaN	NaN	-0.238	0.830	NaN	NaN
YKR065C	NaN	NaN	1.151	0.617	NaN	NaN
YKR066C	NaN	NaN	-1.706	0.430	NaN	NaN
YKR067W	NaN	NaN	-0.732	0.348	NaN	NaN
YKR068C	0.439	1.363	NaN	NaN	NaN	NaN
YKR069W	NaN	NaN	-0.315	0.242	NaN	NaN
YKR070W	NaN	NaN	0.021	1.975	NaN	NaN
YKR071C	0.509	0.860	NaN	NaN	NaN	NaN
YKR072C	NaN	NaN	-1.359	0.735	NaN	0.576
YKR073C	NaN	NaN	-0.440	0.946	NaN	NaN
YKR074W	NaN	NaN	-3.347	-1.881	NaN	NaN
YKR075C	NaN	NaN	-0.052	0.708	NaN	NaN
YKR076W	NaN	NaN	0.041	0.251	NaN	NaN
YKR077W	NaN	NaN	1.689	2.590	NaN	NaN
YKR078W	NaN	NaN	0.885	1.287	NaN	NaN
YKR079C	1.091	0.562	NaN	NaN	NaN	NaN
YKR080W	NaN	NaN	-0.678	0.264	NaN	NaN
YKR081C	-1.496	-0.882	NaN	NaN	NaN	NaN
YKR082W	NaN	NaN	NaN	NaN	NaN	NaN
YKR083C	1.304	0.561	NaN	NaN	NaN	NaN
YKR084C	NaN	NaN	-1.447	-1.784	NaN	NaN
YKR085C	NaN	NaN	NaN	NaN	2.033	NaN
YKR086W	0.020	-1.409	NaN	NaN	NaN	NaN
YKR087C	NaN	NaN	-0.234	-0.264	NaN	NaN
YKR088C	NaN	NaN	-0.093	-0.162	NaN	NaN
YKR089C	NaN	NaN	-0.923	-0.040	NaN	NaN
YKR090W	NaN	NaN	-1.152	-1.462	NaN	NaN
YKR091W	NaN	NaN	-0.355	-0.029	NaN	NaN
YKR092C	NaN	NaN	-1.645	-2.076	NaN	NaN
YKR093W	NaN	NaN	-0.466	0.743	NaN	NaN
YKR094C	NaN	NaN	-1.809	-1.193	NaN	NaN
YKR095W	NaN	NaN	0.448	0.005	NaN	NaN
YKR096W	NaN	NaN	-0.482	0.408	NaN	NaN
YKR097W	NaN	NaN	-0.399	-0.042	NaN	NaN
YKR098C	NaN	NaN	-1.296	-0.556	NaN	NaN
YKR099W	NaN	NaN	-2.690	-1.506	NaN	NaN
YKR100C	NaN	NaN	-0.102	1.075	NaN	NaN
YKR101W	NaN	NaN	-0.392	0.187	NaN	NaN
YKR102W	NaN	NaN	0.417	0.481	NaN	NaN
YKR103W	NaN	NaN	-0.526	0.173	NaN	NaN
YKR104W	NaN	NaN	-0.763	-0.266	NaN	NaN
YKR105C	NaN	NaN	NaN	NaN	NaN	NaN
YKR106W	NaN	NaN	1.040	0.780	NaN	NaN
YLL001W	NaN	NaN	-1.022	-0.422	NaN	NaN
YLL002W	NaN	NaN	NaN	NaN	NaN	0.833
YLL003W	1.572	0.322	NaN	NaN	NaN	NaN
YLL004W	1.358	0.189	NaN	NaN	NaN	NaN
YLL005C	NaN	NaN	-0.385	-0.629	NaN	NaN
YLL006W	NaN	NaN	NaN	NaN	NaN	NaN
YLL007C	NaN	NaN	NaN	NaN	NaN	NaN
YLL008W	4.079	-0.398	NaN	NaN	NaN	NaN
YLL009C	NaN	NaN	10.342	-0.726	0.772	NaN
YLL010C	NaN	NaN	1.490	2.001	NaN	NaN
YLL011W	-0.509	-0.392	NaN	NaN	NaN	NaN
YLL012W	NaN	NaN	-0.639	-0.381	NaN	NaN
YLL013C	NaN	NaN	-0.997	0.163	NaN	NaN
YLL014W	NaN	NaN	NaN	NaN	NaN	NaN
YLL015W	NaN	NaN	0.238	-0.520	NaN	NaN
YLL016W	NaN	NaN	0.172	0.490	NaN	NaN
YLL017W	NaN	NaN	-0.200	-0.436	NaN	NaN
YLL018C	1.627	0.083	NaN	NaN	NaN	NaN
YLL018C-A	NaN	NaN	NaN	NaN	0.644	NaN
YLL019C	NaN	NaN	-0.979	-1.520	NaN	NaN
YLL020C	NaN	NaN	-0.765	-0.849	NaN	NaN
YLL021W	NaN	NaN	-1.076	0.164	NaN	NaN
YLL023C	NaN	NaN	0.818	0.729	NaN	NaN
YLL024C	NaN	NaN	NaN	NaN	NaN	NaN
YLL025W	NaN	NaN	0.513	0.951	NaN	NaN
YLL026W	NaN	NaN	-1.126	-1.159	NaN	NaN
YLL027W	NaN	NaN	NaN	NaN	1.665	NaN
YLL028W	NaN	NaN	-0.432	0.918	NaN	NaN
YLL029W	NaN	NaN	-1.148	-1.545	NaN	NaN
YLL030C	NaN	NaN	-0.196	-0.018	NaN	NaN
YLL031C	0.901	-0.945	NaN	NaN	NaN	NaN
YLL032C	NaN	NaN	-1.352	4.772	NaN	NaN
YLL033W	NaN	NaN	3.050	-0.069	1.653	NaN
YLL034C	0.954	-0.315	NaN	NaN	NaN	NaN
YLL035W	0.429	-0.279	NaN	NaN	NaN	NaN
YLL036C	-0.030	-0.383	NaN	NaN	NaN	NaN
YLL037W	-0.982	-1.105	NaN	NaN	NaN	NaN
YLL038C	NaN	NaN	1.093	-0.102	NaN	NaN
YLL039C	NaN	NaN	1.388	4.401	NaN	NaN
YLL040C	NaN	NaN	-0.986	-0.765	NaN	NaN
YLL041C	NaN	NaN	0.149	1.915	NaN	NaN
YLL042C	NaN	NaN	-0.127	0.258	NaN	NaN
YLL043W	NaN	NaN	1.767	6.919	NaN	NaN
YLL044W	NaN	NaN	-1.017	-1.701	NaN	NaN
YLL045C	NaN	NaN	-1.626	-2.068	NaN	NaN
YLL046C	NaN	NaN	0.883	0.747	NaN	NaN
YLL047W	NaN	NaN	-0.699	0.770	NaN	NaN
YLL048C	NaN	NaN	0.775	0.787	NaN	NaN
YLL049W	NaN	NaN	0.360	1.472	NaN	NaN
YLL050C	2.010	1.666	NaN	NaN	NaN	NaN
YLL051C	NaN	NaN	NaN	NaN	NaN	NaN
YLL052C	NaN	NaN	-0.335	-0.263	NaN	NaN
YLL053C	NaN	NaN	-0.579	0.162	NaN	NaN
YLL054C	NaN	NaN	-0.585	0.151	NaN	NaN
YLL055W	NaN	NaN	-1.211	0.014	NaN	NaN
YLL056C	NaN	NaN	-0.213	0.215	NaN	NaN
YLL057C	NaN	NaN	-0.662	-0.205	NaN	NaN
YLL058W	NaN	NaN	-1.004	0.472	NaN	NaN
YLL059C	NaN	NaN	-0.091	-0.409	NaN	NaN
YLL060C	NaN	NaN	-0.045	0.364	NaN	NaN
YLL061W	NaN	NaN	0.775	0.774	NaN	NaN
YLL062C	NaN	NaN	-0.676	0.237	NaN	NaN
YLL063C	NaN	NaN	-0.627	0.220	NaN	NaN
YLR001C	NaN	NaN	-0.397	-0.453	NaN	NaN
YLR002C	-0.666	-1.203	NaN	NaN	NaN	NaN
YLR003C	NaN	NaN	-0.862	-0.930	NaN	NaN
YLR004C	NaN	NaN	-0.621	1.135	NaN	NaN
YLR005W	1.152	0.116	NaN	NaN	NaN	NaN
YLR006C	NaN	NaN	0.032	0.742	NaN	0.545
YLR007W	1.886	-0.791	NaN	NaN	NaN	NaN
YLR008C	-1.091	0.244	NaN	NaN	NaN	NaN
YLR009W	-1.854	-0.774	NaN	NaN	NaN	NaN
YLR010C	0.951	0.627	NaN	NaN	NaN	NaN
YLR011W	NaN	NaN	-0.005	0.574	NaN	NaN
YLR012C	NaN	NaN	0.399	0.749	NaN	NaN
YLR013W	NaN	NaN	0.084	-0.226	NaN	NaN
YLR014C	NaN	NaN	-0.564	0.844	NaN	NaN
YLR015W	NaN	NaN	1.584	-0.176	NaN	0.518
YLR016C	NaN	NaN	-1.632	-1.507	NaN	NaN
YLR017W	NaN	NaN	-1.497	-0.853	NaN	NaN
YLR018C	NaN	NaN	-0.818	-1.306	NaN	NaN
YLR019W	NaN	NaN	-0.079	-0.504	NaN	NaN
YLR020C	NaN	NaN	0.848	1.070	NaN	NaN
YLR021W	NaN	NaN	0.348	0.580	NaN	NaN
YLR022C	0.563	-0.773	NaN	NaN	NaN	NaN
YLR023C	NaN	NaN	0.887	0.691	NaN	NaN
YLR024C	NaN	NaN	-2.372	-1.731	NaN	NaN
YLR025W	NaN	NaN	3.769	-0.216	NaN	NaN
YLR026C	1.247	0.713	NaN	NaN	NaN	NaN
YLR027C	NaN	NaN	3.659	4.440	NaN	NaN
YLR028C	NaN	NaN	-0.001	0.776	NaN	NaN
YLR029C	-0.300	-0.045	NaN	NaN	NaN	NaN
YLR030W	NaN	NaN	-0.771	-0.713	NaN	NaN
YLR031W	NaN	NaN	0.824	0.666	NaN	NaN
YLR032W	NaN	NaN	4.153	11.060	2.201	3.236
YLR033W	NaN	NaN	NaN	NaN	NaN	NaN
YLR034C	NaN	NaN	-0.739	-1.009	NaN	NaN
YLR035C	NaN	NaN	-0.318	-0.402	NaN	NaN
YLR036C	NaN	NaN	0.113	-0.126	NaN	NaN
YLR037C	NaN	NaN	-0.886	-0.748	NaN	NaN
YLR038C	NaN	NaN	10.230	0.949	0.615	NaN
YLR039C	NaN	NaN	0.329	-1.040	NaN	NaN
YLR040C	NaN	NaN	0.164	-0.393	NaN	NaN
YLR041W	NaN	NaN	-0.452	-0.511	NaN	NaN
YLR042C	NaN	NaN	-0.708	-0.302	NaN	NaN
YLR043C	NaN	NaN	-0.342	-0.416	NaN	NaN
YLR044C	NaN	NaN	3.184	-0.286	2.344	NaN
YLR045C	2.008	-0.657	NaN	NaN	NaN	NaN
YLR046C	NaN	NaN	-0.586	-0.668	NaN	NaN
YLR047C	NaN	NaN	0.440	1.342	NaN	NaN
YLR048W	NaN	NaN	-1.401	-0.874	NaN	NaN
YLR049C	NaN	NaN	0.587	0.618	NaN	NaN
YLR050C	NaN	NaN	-0.097	0.186	NaN	NaN
YLR051C	NaN	NaN	NaN	NaN	NaN	NaN
YLR052W	NaN	NaN	-0.872	-1.347	NaN	NaN
YLR053C	NaN	NaN	0.087	0.526	NaN	NaN
YLR054C	NaN	NaN	0.805	1.654	NaN	NaN
YLR055C	NaN	NaN	0.230	0.337	NaN	NaN
YLR056W	NaN	NaN	NaN	NaN	NaN	NaN
YLR057W	NaN	NaN	0.519	-0.123	0.503	NaN
YLR058C	NaN	NaN	0.039	-0.816	NaN	NaN
YLR059C	NaN	NaN	-0.290	0.349	NaN	NaN
YLR060W	0.708	-0.600	NaN	NaN	NaN	NaN
YLR061W	NaN	NaN	NaN	NaN	NaN	NaN
YLR062C	NaN	NaN	NaN	NaN	NaN	NaN
YLR063W	NaN	NaN	1.777	1.284	NaN	NaN
YLR064W	NaN	NaN	0.681	1.148	NaN	NaN
YLR065C	NaN	NaN	0.897	-0.092	NaN	NaN
YLR066W	1.358	0.661	NaN	NaN	NaN	NaN
YLR067C	NaN	NaN	6.785	0.346	1.590	NaN
YLR068W	NaN	NaN	-3.494	-4.076	NaN	NaN
YLR069C	NaN	NaN	2.125	-0.478	1.493	NaN
YLR070C	NaN	NaN	-0.874	-0.413	NaN	NaN
YLR071C	1.122	1.247	NaN	NaN	NaN	NaN
YLR072W	NaN	NaN	1.541	1.767	NaN	NaN
YLR073C	NaN	NaN	-1.197	-1.296	NaN	NaN
YLR074C	NaN	NaN	-1.336	-0.390	NaN	NaN
YLR075W	-3.346	-2.543	NaN	NaN	NaN	NaN
YLR076C	-1.904	-0.720	NaN	NaN	NaN	NaN
YLR077W	NaN	NaN	-0.764	0.777	NaN	NaN
YLR078C	2.572	-0.107	NaN	NaN	NaN	NaN
YLR079W	NaN	NaN	NaN	NaN	NaN	NaN
YLR080W	NaN	NaN	-0.265	-0.483	NaN	NaN
YLR081W	NaN	NaN	-0.218	-0.091	NaN	NaN
YLR082C	NaN	NaN	-0.929	-0.442	NaN	NaN
YLR083C	NaN	NaN	NaN	NaN	NaN	NaN
YLR084C	NaN	NaN	-0.637	-0.541	NaN	NaN
YLR085C	NaN	NaN	-0.257	0.912	NaN	NaN
YLR086W	NaN	NaN	NaN	NaN	NaN	NaN
YLR087C	NaN	NaN	1.158	0.267	NaN	NaN
YLR088W	0.849	0.149	NaN	NaN	NaN	NaN
YLR089C	NaN	NaN	0.160	-0.467	NaN	NaN
YLR090W	NaN	NaN	-0.860	-0.525	NaN	NaN
YLR091W	NaN	NaN	NaN	NaN	2.198	NaN
YLR092W	NaN	NaN	0.791	0.675	NaN	NaN
YLR093C	NaN	NaN	0.321	1.052	NaN	NaN
YLR094C	NaN	NaN	0.265	0.773	NaN	NaN
YLR095C	NaN	NaN	-0.740	-0.439	NaN	NaN
YLR096W	NaN	NaN	-0.303	-0.970	NaN	NaN
YLR097C	NaN	NaN	-0.401	0.274	NaN	NaN
YLR098C	NaN	NaN	-0.503	-1.099	NaN	NaN
YLR099C	NaN	NaN	1.281	0.877	NaN	NaN
YLR099W-A	-0.365	0.130	NaN	NaN	NaN	NaN
YLR100W	3.426	2.123	NaN	NaN	NaN	NaN
YLR101C	1.594	0.898	NaN	NaN	NaN	NaN
YLR102C	NaN	NaN	-0.216	0.571	NaN	NaN
YLR103C	NaN	NaN	NaN	NaN	NaN	NaN
YLR104W	NaN	NaN	0.413	0.706	NaN	NaN
YLR105C	-0.169	-0.413	NaN	NaN	NaN	NaN
YLR106C	0.937	0.452	NaN	NaN	NaN	NaN
YLR107W	NaN	NaN	-0.122	-0.636	NaN	NaN
YLR108C	NaN	NaN	-0.146	-0.475	NaN	NaN
YLR109W	NaN	NaN	-0.151	-0.245	NaN	NaN
YLR110C	NaN	NaN	-0.408	-1.541	NaN	NaN
YLR111W	NaN	NaN	0.624	-1.219	NaN	NaN
YLR112W	NaN	NaN	-0.652	0.776	NaN	NaN
YLR113W	NaN	NaN	-0.791	0.432	NaN	NaN
YLR114C	NaN	NaN	0.121	0.807	1.713	NaN
YLR115W	-0.394	-0.687	NaN	NaN	NaN	NaN
YLR116W	NaN	NaN	NaN	NaN	NaN	NaN
YLR117C	0.094	-0.411	NaN	NaN	NaN	NaN
YLR118C	NaN	NaN	0.097	0.700	NaN	NaN
YLR119W	NaN	NaN	0.436	0.754	NaN	NaN
YLR120C	NaN	NaN	-0.530	0.068	NaN	NaN
YLR121C	NaN	NaN	-0.724	0.386	NaN	NaN
YLR122C	NaN	NaN	-0.653	-0.832	NaN	NaN
YLR123C	NaN	NaN	-1.109	-1.081	NaN	NaN
YLR124W	NaN	NaN	NaN	NaN	NaN	NaN
YLR125W	NaN	NaN	NaN	NaN	NaN	NaN
YLR126C	NaN	NaN	-0.569	-1.107	NaN	NaN
YLR127C	-0.910	-1.742	NaN	NaN	NaN	NaN
YLR128W	NaN	NaN	-1.182	-0.994	NaN	NaN
YLR129W	-2.336	-1.102	NaN	NaN	NaN	NaN
YLR130C	NaN	NaN	0.549	0.089	NaN	NaN
YLR131C	NaN	NaN	1.150	1.551	NaN	NaN
YLR132C	0.927	0.119	NaN	NaN	NaN	NaN
YLR133W	NaN	NaN	NaN	NaN	NaN	NaN
YLR134W	NaN	NaN	NaN	NaN	0.606	NaN
YLR135W	NaN	NaN	-1.104	2.478	NaN	0.627
YLR136C	NaN	NaN	-0.825	-0.207	0.582	NaN
YLR137W	NaN	NaN	-0.766	-0.912	NaN	NaN
YLR138W	NaN	NaN	0.878	1.617	NaN	NaN
YLR139C	NaN	NaN	NaN	NaN	2.012	NaN
YLR140W	2.770	-0.592	NaN	NaN	NaN	NaN
YLR141W	0.834	0.510	NaN	NaN	NaN	NaN
YLR142W	NaN	NaN	-0.775	1.096	NaN	NaN
YLR143W	NaN	NaN	-0.848	-0.793	NaN	NaN
YLR144C	NaN	NaN	-0.546	-0.740	NaN	NaN
YLR145W	0.438	0.943	NaN	NaN	NaN	NaN
YLR146C	NaN	NaN	-0.158	1.428	0.534	NaN
YLR147C	-1.690	-1.485	NaN	NaN	NaN	NaN
YLR148W	NaN	NaN	NaN	NaN	NaN	NaN
YLR149C	NaN	NaN	NaN	NaN	NaN	NaN
YLR150W	NaN	NaN	1.098	1.820	NaN	NaN
YLR151C	NaN	NaN	-0.341	-0.177	0.543	NaN
YLR152C	NaN	NaN	-0.275	0.554	NaN	NaN
YLR153C	-0.502	-0.081	NaN	NaN	NaN	NaN
YLR154C	NaN	NaN	0.062	-1.183	NaN	NaN
YLR163C	NaN	NaN	NaN	NaN	NaN	NaN
YLR164W	NaN	NaN	-0.162	0.260	NaN	NaN
YLR165C	NaN	NaN	-0.412	-1.364	NaN	NaN
YLR166C	1.645	2.157	NaN	NaN	NaN	NaN
YLR167W	1.046	2.171	NaN	NaN	NaN	NaN
YLR168C	NaN	NaN	-0.704	-0.291	NaN	NaN
YLR169W	NaN	NaN	-0.575	1.656	NaN	NaN
YLR170C	NaN	NaN	-1.185	0.180	NaN	NaN
YLR171W	NaN	NaN	-0.555	0.324	NaN	NaN
YLR172C	NaN	NaN	-0.799	0.254	NaN	NaN
YLR173W	NaN	NaN	-0.016	0.813	NaN	NaN
YLR174W	NaN	NaN	-1.424	-0.887	NaN	NaN
YLR175W	0.917	1.588	NaN	NaN	NaN	NaN
YLR176C	NaN	NaN	-1.153	-1.372	NaN	NaN
YLR177W	NaN	NaN	0.049	0.861	NaN	NaN
YLR178C	NaN	NaN	0.439	-1.018	NaN	NaN
YLR179C	NaN	NaN	0.020	0.121	NaN	NaN
YLR180W	NaN	NaN	-1.539	-0.568	NaN	NaN
YLR181C	NaN	NaN	1.565	0.089	NaN	NaN
YLR182W	NaN	NaN	NaN	NaN	NaN	1.490
YLR183C	NaN	NaN	0.441	-0.546	NaN	NaN
YLR184W	NaN	NaN	NaN	NaN	NaN	NaN
YLR185W	NaN	NaN	NaN	NaN	NaN	NaN
YLR186W	-3.291	-0.098	NaN	NaN	NaN	NaN
YLR187W	NaN	NaN	-0.646	-0.539	NaN	NaN
YLR188W	NaN	NaN	-0.353	-0.687	NaN	NaN
YLR189C	NaN	NaN	0.003	-0.350	NaN	NaN
YLR190W	NaN	NaN	1.134	0.572	NaN	NaN
YLR191W	NaN	NaN	0.150	-0.500	0.547	NaN
YLR192C	NaN	NaN	-1.066	0.047	NaN	NaN
YLR193C	NaN	NaN	0.506	-1.155	NaN	NaN
YLR194C	NaN	NaN	-0.323	0.352	NaN	NaN
YLR195C	-0.292	1.196	NaN	NaN	NaN	NaN
YLR196W	2.896	1.647	NaN	NaN	NaN	NaN
YLR197W	-3.498	0.002	NaN	NaN	NaN	NaN
YLR198C	-6.483	-0.930	NaN	NaN	NaN	NaN
YLR199C	NaN	NaN	-0.522	0.100	NaN	NaN
YLR200W	NaN	NaN	-1.310	-0.785	NaN	0.729
YLR201C	NaN	NaN	5.506	-0.721	NaN	NaN
YLR202C	NaN	NaN	4.599	-0.653	1.100	NaN
YLR203C	NaN	NaN	12.414	1.956	0.708	NaN
YLR204W	NaN	NaN	2.348	0.270	1.934	NaN
YLR205C	NaN	NaN	0.114	0.305	NaN	NaN
YLR206W	NaN	NaN	0.442	0.638	NaN	NaN
YLR207W	NaN	NaN	0.843	0.990	NaN	NaN
YLR208W	5.742	2.038	NaN	NaN	NaN	NaN
YLR209C	NaN	NaN	-0.424	0.186	NaN	NaN
YLR210W	NaN	NaN	-0.440	-0.476	NaN	NaN
YLR211C	NaN	NaN	-0.262	-0.769	NaN	NaN
YLR212C	0.672	1.086	NaN	NaN	NaN	NaN
YLR213C	NaN	NaN	-0.330	-0.307	NaN	NaN
YLR214W	NaN	NaN	-0.730	-0.721	NaN	NaN
YLR215C	0.117	1.742	NaN	NaN	NaN	NaN
YLR216C	NaN	NaN	-0.761	-1.291	NaN	NaN
YLR217W	NaN	NaN	-0.669	-1.241	NaN	NaN
YLR218C	NaN	NaN	2.808	0.651	NaN	NaN
YLR219W	NaN	NaN	0.727	0.535	NaN	NaN
YLR220W	NaN	NaN	-0.276	0.343	NaN	NaN
YLR221C	NaN	NaN	-1.417	-0.955	NaN	NaN
YLR222C	-2.101	0.147	NaN	NaN	NaN	NaN
YLR223C	0.188	1.635	NaN	NaN	NaN	NaN
YLR224W	NaN	NaN	-0.249	0.913	NaN	NaN
YLR225C	NaN	NaN	0.681	1.564	NaN	NaN
YLR226W	NaN	NaN	NaN	NaN	NaN	NaN
YLR227C	NaN	NaN	-0.229	0.333	NaN	NaN
YLR228C	NaN	NaN	1.297	1.354	NaN	NaN
YLR229C	-0.059	0.343	NaN	NaN	NaN	NaN
YLR230W	NaN	NaN	NaN	NaN	NaN	NaN
YLR231C	NaN	NaN	-0.214	0.022	NaN	NaN
YLR232W	NaN	NaN	0.901	2.796	NaN	NaN
YLR233C	NaN	NaN	0.448	0.987	NaN	NaN
YLR234W	NaN	NaN	NaN	NaN	0.509	2.807
YLR235C	NaN	NaN	NaN	NaN	0.633	1.022
YLR236C	NaN	NaN	-0.969	0.122	NaN	NaN
YLR237W	NaN	NaN	-0.567	-0.455	NaN	NaN
YLR238W	NaN	NaN	1.181	1.168	NaN	NaN
YLR239C	NaN	NaN	2.262	1.344	0.941	NaN
YLR240W	NaN	NaN	NaN	NaN	NaN	NaN
YLR241W	NaN	NaN	-0.673	-1.124	NaN	NaN
YLR242C	NaN	NaN	NaN	NaN	NaN	NaN
YLR243W	3.982	3.611	NaN	NaN	NaN	NaN
YLR244C	NaN	NaN	NaN	NaN	NaN	NaN
YLR246W	NaN	NaN	-0.600	-0.723	NaN	NaN
YLR247C	NaN	NaN	0.288	0.728	NaN	NaN
YLR248W	NaN	NaN	0.576	0.740	NaN	NaN
YLR249W	-0.405	1.779	NaN	NaN	NaN	NaN
YLR250W	NaN	NaN	1.101	1.374	NaN	NaN
YLR251W	NaN	NaN	NaN	NaN	NaN	NaN
YLR252W	NaN	NaN	-0.360	0.148	NaN	NaN
YLR253W	NaN	NaN	0.515	0.394	NaN	NaN
YLR254C	NaN	NaN	-0.401	-0.233	NaN	NaN
YLR255C	NaN	NaN	1.542	0.482	NaN	NaN
YLR257W	NaN	NaN	-0.760	-0.965	NaN	NaN
YLR258W	NaN	NaN	0.039	-0.136	NaN	NaN
YLR259C	0.043	0.155	NaN	NaN	NaN	NaN
YLR260W	NaN	NaN	5.899	0.494	1.462	NaN
YLR261C	NaN	NaN	0.426	0.038	NaN	NaN
YLR262C	NaN	NaN	0.962	0.016	NaN	NaN
YLR262C-A	NaN	NaN	-0.061	1.173	NaN	NaN
YLR263W	NaN	NaN	-0.250	0.053	NaN	NaN
YLR264W	NaN	NaN	-1.949	-1.856	NaN	NaN
YLR265C	NaN	NaN	0.607	1.310	NaN	NaN
YLR266C	NaN	NaN	0.966	1.104	NaN	NaN
YLR267W	NaN	NaN	-0.193	0.260	NaN	NaN
YLR268W	NaN	NaN	0.496	-1.209	0.551	NaN
YLR269C	NaN	NaN	-0.234	0.648	NaN	NaN
YLR270W	NaN	NaN	NaN	NaN	NaN	NaN
YLR271W	NaN	NaN	-0.714	1.045	NaN	NaN
YLR272C	3.677	1.884	NaN	NaN	NaN	NaN
YLR273C	NaN	NaN	0.531	0.405	NaN	NaN
YLR274W	1.209	1.170	NaN	NaN	NaN	NaN
YLR275W	-0.791	0.153	NaN	NaN	NaN	NaN
YLR276C	1.102	1.204	NaN	NaN	NaN	NaN
YLR277C	1.599	1.901	NaN	NaN	NaN	NaN
YLR278C	NaN	NaN	-0.275	0.931	NaN	NaN
YLR279W	NaN	NaN	-1.110	-0.698	NaN	NaN
YLR280C	NaN	NaN	-0.660	-0.747	NaN	NaN
YLR281C	NaN	NaN	-0.917	-0.588	NaN	NaN
YLR282C	NaN	NaN	0.129	0.426	NaN	NaN
YLR283W	NaN	NaN	0.141	-0.119	NaN	NaN
YLR284C	NaN	NaN	-0.396	0.780	NaN	NaN
YLR285W	NaN	NaN	-0.354	0.700	NaN	NaN
YLR286C	NaN	NaN	0.532	0.163	NaN	NaN
YLR287C	NaN	NaN	-0.123	0.765	NaN	NaN
YLR287C-A	NaN	NaN	-0.559	-0.240	NaN	NaN
YLR288C	NaN	NaN	0.049	1.907	NaN	NaN
YLR289W	NaN	NaN	0.290	-0.872	NaN	NaN
YLR290C	NaN	NaN	-0.197	0.218	NaN	NaN
YLR291C	1.562	1.119	NaN	NaN	NaN	NaN
YLR292C	NaN	NaN	1.672	-0.814	NaN	NaN
YLR293C	3.978	0.934	NaN	NaN	NaN	NaN
YLR294C	NaN	NaN	1.315	0.098	NaN	NaN
YLR295C	NaN	NaN	NaN	NaN	NaN	NaN
YLR296W	NaN	NaN	0.158	-1.323	NaN	NaN
YLR297W	NaN	NaN	-0.756	0.636	NaN	NaN
YLR298C	3.470	0.595	NaN	NaN	NaN	NaN
YLR299W	NaN	NaN	1.200	1.131	NaN	NaN
YLR300W	NaN	NaN	0.784	1.046	NaN	NaN
YLR303W	NaN	NaN	0.127	-0.526	NaN	NaN
YLR304C	NaN	NaN	NaN	NaN	1.082	NaN
YLR305C	1.192	1.248	NaN	NaN	NaN	NaN
