ORF	hap alpha | cell death | phosphate starvation [unknown] | Gresham D~Botstein D, 2011	hap alpha | cell death | leucine starvation [unknown] | Gresham D~Botstein D, 2011
YPL004C	0.002	0.034
YPL005W	-0.000	0.067
YPL006W	0.000	0.059
YPL008W	0.003	0.027
YPL009C	0.002	0.034
YPL013C	0.006	0.044
YPL014W	0.002	0.035
YPL015C	0.003	0.039
YPL017C	0.002	0.033
YPL018W	0.002	0.026
YPL019C	0.002	0.035
YPL021W	0.002	0.034
YPL022W	0.003	0.030
YPL025C	0.002	0.030
YPL026C	0.002	0.030
YPL027W	0.002	0.023
YPL029W	0.002	0.026
YPL031C	0.010	NaN
YPL033C	0.002	0.030
YPL034W	0.002	0.032
YPL035C	0.002	0.036
YPL036W	0.002	0.031
YPL037C	0.002	0.039
YPL038W	0.004	0.029
YPL039W	0.001	0.032
YPL040C	0.005	0.101
YPL041C	0.001	0.009
YPL042C	0.003	0.022
YPL046C	0.002	0.025
YPL047W	0.002	0.032
YPL048W	0.002	0.034
YPL049C	-0.001	0.047
YPL051W	0.002	0.018
YPL052W	0.002	0.020
YPL053C	0.002	0.027
YPL054W	0.000	0.031
YPL055C	0.007	0.030
YPL056C	0.002	0.028
YPL057C	0.003	0.006
YPL058C	-0.003	0.045
YPL059W	0.008	NaN
YPL060W	0.004	0.051
YPL061W	0.003	0.030
YPL062W	0.002	0.031
YPL064C	0.002	0.028
YPL066W	0.002	0.028
YPL068C	0.003	0.032
YPL069C	0.006	0.052
YPL070W	0.004	0.032
YPL071C	0.003	0.029
YPL072W	0.001	0.014
YPL073C	0.001	0.033
YPL074W	0.002	0.030
YPL077C	0.003	0.034
YPL078C	0.004	0.091
YPL079W	0.003	0.018
YPL080C	0.002	0.028
YPL081W	0.001	0.033
YPL086C	0.001	0.019
YPL087W	0.003	0.031
YPL088W	0.003	0.015
YPL089C	0.001	0.062
YPL090C	NaN	0.010
YPL091W	0.001	0.047
YPL092W	0.004	0.030
YPL095C	0.003	0.023
YPL096W	0.001	0.030
YPL098C	0.002	0.048
YPL100W	0.008	0.034
YPL101W	0.000	0.047
YPL102C	0.002	0.020
YPL103C	0.002	0.030
YPL104W	0.006	0.104
YPL105C	0.004	0.032
YPL107W	0.003	0.036
YPL108W	0.003	0.034
YPL109C	0.006	0.036
YPL110C	0.002	0.031
YPL111W	0.002	0.032
YPL112C	0.003	0.024
YPL113C	0.002	0.032
YPL114W	0.000	0.021
YPL115C	0.003	0.032
YPL116W	0.000	0.045
YPL118W	0.004	0.130
YPL119C	0.002	0.030
YPL120W	0.026	0.028
YPL121C	-0.000	0.053
YPL123C	0.008	0.059
YPL125W	0.005	0.051
YPL127C	0.003	0.019
YPL129W	0.024	0.048
YPL130W	0.002	0.031
YPL132W	0.005	0.045
YPL133C	0.004	0.029
YPL134C	0.002	0.030
YPL135W	0.004	0.042
YPL136W	0.001	0.046
YPL137C	0.002	0.034
YPL138C	0.002	0.031
YPL139C	0.005	0.012
YPL140C	0.003	0.045
YPL141C	0.001	0.029
YPL144W	0.008	0.034
YPL145C	0.003	0.021
YPL147W	0.002	0.039
YPL148C	0.008	NaN
YPL149W	0.010	0.040
YPL150W	0.002	0.062
YPL152W	0.001	0.021
YPL154C	0.012	0.043
YPL155C	0.003	0.036
YPL156C	0.002	0.026
YPL157W	0.005	0.014
YPL158C	0.002	0.029
YPL159C	0.003	0.043
YPL161C	0.003	0.050
YPL162C	0.003	0.042
YPL163C	0.002	0.031
YPL164C	0.003	0.034
YPL165C	0.003	0.048
YPL166W	0.003	0.044
YPL167C	0.001	0.044
YPL168W	0.002	0.027
YPL170W	0.002	0.029
YPL171C	0.002	0.036
YPL172C	0.004	0.101
YPL173W	0.005	0.131
YPL174C	0.004	0.031
YPL176C	0.002	0.034
YPL177C	0.003	0.022
YPL178W	0.007	0.025
YPL179W	0.002	0.027
YPL180W	0.002	0.017
YPL181W	0.002	0.020
YPL182C	0.002	0.034
YPL183C	0.001	0.025
YPL183W-A	-0.001	NaN
YPL184C	0.001	0.041
YPL185W	0.003	0.029
YPL186C	0.003	0.027
YPL187W	0.001	0.036
YPL189W	0.002	0.030
YPL191C	0.002	0.032
YPL192C	0.003	0.028
YPL193W	0.000	0.048
YPL194W	0.002	0.027
YPL195W	0.004	0.029
YPL196W	0.001	0.031
YPL197C	0.003	0.035
YPL198W	0.002	0.030
YPL199C	0.003	0.029
YPL200W	0.001	0.026
YPL201C	0.002	0.034
YPL202C	0.003	0.028
YPL203W	0.002	0.026
YPL205C	0.002	0.038
YPL206C	0.002	0.028
YPL207W	0.001	0.030
YPL208W	0.002	0.029
YPL212C	0.002	0.046
YPL213W	NaN	0.037
YPL214C	0.002	0.031
YPL215W	0.005	0.065
YPL216W	0.003	0.031
YPL219W	0.002	0.027
YPL220W	0.002	0.031
YPL221W	0.002	0.027
YPL222W	0.002	0.031
YPL223C	0.004	0.040
YPL224C	0.001	0.037
YPL225W	0.000	0.027
YPL226W	0.003	0.034
YPL227C	0.003	0.024
YPL229W	0.002	0.024
YPL230W	0.004	0.037
YPL232W	0.002	0.028
YPL236C	0.002	0.016
YPL239W	0.008	0.018
YPL240C	0.002	0.028
YPL241C	0.002	0.025
YPL244C	0.002	0.031
YPL245W	0.003	0.027
YPL246C	0.003	0.038
YPL247C	0.001	0.022
YPL248C	0.003	0.026
YPL249C	0.002	0.020
YPL250C	0.004	0.080
YPL253C	0.002	0.027
YPL256C	0.002	0.045
YPL257W	0.003	0.029
YPL258C	0.002	0.027
YPL259C	0.004	0.055
YPL260W	0.003	0.034
YPL261C	0.004	0.031
YPL262W	0.014	0.003
YPL263C	0.001	0.029
YPL264C	0.002	0.033
YPL265W	0.003	0.025
YPL267W	0.003	0.025
YPL268W	0.079	0.051
YPL269W	0.002	0.024
YPL271W	0.005	0.113
YPL272C	0.002	0.029
YPL273W	0.002	0.025
YPL274W	0.003	0.035
YPR001W	0.003	0.031
YPR003C	0.003	0.032
YPR004C	0.001	0.035
YPR005C	0.003	0.033
YPR006C	-0.005	0.052
YPR007C	0.002	0.026
YPR008W	0.003	0.017
YPR009W	0.003	0.031
YPR011C	0.002	0.030
YPR012W	0.001	0.043
YPR013C	0.002	0.030
YPR014C	0.003	0.029
YPR015C	0.002	0.032
YPR017C	0.000	0.036
YPR018W	0.002	0.034
YPR020W	0.005	0.039
YPR021C	0.002	0.039
YPR022C	0.002	0.032
YPR023C	0.006	0.030
YPR024W	0.006	0.047
YPR026W	0.010	0.034
YPR027C	0.002	0.035
YPR028W	0.002	0.029
YPR029C	0.003	0.044
YPR030W	-0.002	0.042
YPR031W	0.002	0.030
YPR032W	0.010	0.068
YPR037C	0.003	0.027
YPR038W	0.007	0.028
YPR039W	0.004	0.031
YPR042C	0.003	0.026
YPR043W	0.050	0.066
YPR045C	0.003	0.030
YPR046W	0.003	0.032
YPR047W	0.006	NaN
YPR049C	0.004	0.038
YPR050C	0.003	0.024
YPR051W	0.003	0.025
YPR054W	0.003	0.031
YPR057W	0.004	0.032
YPR058W	0.003	0.033
YPR059C	0.004	0.037
YPR061C	0.003	0.028
YPR062W	0.003	0.054
YPR063C	0.002	0.030
YPR064W	0.003	0.022
YPR065W	0.001	0.022
YPR066W	0.005	0.021
YPR067W	0.007	NaN
YPR068C	0.002	0.032
YPR069C	0.002	0.038
YPR070W	0.007	0.041
YPR071W	0.002	0.027
YPR072W	0.011	0.031
YPR073C	0.002	0.032
YPR074C	0.001	0.045
YPR075C	0.002	0.027
YPR076W	0.002	0.028
YPR078C	0.002	0.029
YPR079W	0.001	0.034
YPR083W	0.003	0.029
YPR084W	0.002	0.031
YPR087W	0.002	0.032
YPR089W	0.003	0.031
YPR091C	0.003	0.025
YPR092W	0.002	0.030
YPR093C	0.002	0.030
YPR095C	0.001	0.033
YPR096C	0.002	0.027
YPR097W	0.002	0.023
YPR098C	0.002	0.026
YPR099C	0.007	0.137
YPR100W	0.005	NaN
YPR101W	0.003	0.036
YPR106W	0.002	0.038
YPR109W	0.002	0.021
YPR114W	0.001	0.046
YPR117W	-0.001	0.030
YPR118W	0.003	0.020
YPR120C	0.000	0.027
YPR121W	0.002	0.033
YPR122W	-0.002	0.029
YPR123C	0.005	-0.001
YPR125W	0.001	0.032
YPR126C	0.002	0.028
YPR127W	0.002	0.028
YPR128C	0.002	0.025
YPR129W	0.003	0.026
YPR130C	0.004	0.034
YPR131C	0.006	0.059
YPR132W	-0.002	0.029
YPR133W-A	0.008	0.056
YPR134W	0.003	0.039
YPR135W	0.003	0.023
YPR138C	0.002	0.025
YPR139C	0.016	0.037
YPR140W	0.002	0.031
YPR141C	0.004	0.049
YPR145W	-0.001	0.032
YPR146C	0.002	0.035
YPR147C	0.002	0.032
YPR149W	-0.001	0.019
YPR150W	0.003	0.034
YPR151C	0.003	0.030
YPR152C	0.009	0.026
YPR153W	0.003	0.026
YPR154W	0.002	0.029
YPR155C	-0.001	0.046
YPR156C	0.002	0.036
YPR158W	0.002	0.030
YPR159W	0.005	0.025
YPR160W	-0.000	0.035
YPR163C	0.010	0.036
YPR164W	0.001	0.022
YPR167C	0.004	0.065
YPR170C	0.001	0.026
YPR171W	0.001	0.035
YPR172W	-0.000	0.016
YPR173C	0.022	0.037
YPR174C	0.002	0.022
YPR179C	0.004	0.031
YPR184W	0.003	0.029
YPR185W	0.004	0.038
YPR188C	0.002	0.030
YPR189W	0.001	0.043
YPR191W	0.004	0.060
YPR192W	0.002	0.028
YPR193C	0.001	0.023
YPR194C	0.002	0.026
YPR195C	0.001	0.021
YPR196W	0.002	0.030
YPR197C	0.000	0.050
YPR198W	-0.000	0.039
YPR199C	0.002	0.028
YPR200C	0.002	0.035
YPR201W	0.000	0.019
