ORF	hap a | abundance of caesium (gamma-counter) | caesium chloride [50 uM], Cs-134 [4 kBq/ml] | YPD | Heuck S~Kanter U, 2010	hap a | abundance of strontium (gamma-counter) | strontium dichloride [50 uM], Sr-85 [4 kBq/ml] | YPD | Heuck S~Kanter U, 2010
YNL073W	0.300	0.220
YNL074C	-0.220	0.730
YNL076W	-0.460	0.650
YNL077W	3.120	-0.780
YNL078W	-1.480	-1.350
YNL079C	4.360	3.840
YNL080C	3.020	-0.430
YNL081C	-2.060	-0.900
YNL082W	0.270	1.360
YNL083W	-0.100	0.280
YNL084C	-6.080	-0.780
YNL085W	-0.460	-0.780
YNL086W	-0.210	-0.710
YNL087W	-0.560	-0.580
YNL089C	-1.130	-0.140
YNL090W	0.290	-0.120
YNL091W	1.330	-0.410
YNL092W	-0.440	-0.520
YNL093W	-0.760	-1.350
YNL094W	1.390	1.290
YNL095C	-0.600	-0.060
YNL096C	0.660	3.130
YNL097C	1.370	-1.450
YNL098C	-0.150	0.570
YNL099C	-1.050	0.910
YNL100W	0.020	-0.560
YNL101W	1.060	-0.420
YNL104C	0.010	-1.640
YNL105W	0.140	-0.830
YNL106C	1.120	0.260
YNL107W	5.210	2.990
YNL108C	0.650	0.540
YNL109W	-0.080	0.250
YNL111C	-0.790	-0.240
YNL115C	-0.130	-0.680
YNL116W	0.840	0.750
YNL117W	-0.410	-1.290
YNL119W	4.770	8.730
YNL120C	-0.660	0.180
YNL121C	-0.380	1.200
YNL122C	-1.150	1.030
YNL123W	1.180	0.830
YNL125C	-1.340	-1.280
YNL127W	-1.990	-1.810
YNL128W	0.340	0.730
YNL129W	-0.430	0.490
YNL130C	-1.780	-2.630
YNL133C	NaN	NaN
YNL134C	0.180	0.370
YNL135C	-1.640	-0.560
YNL136W	5.460	4.850
YNL138W	0.520	-1.130
YNL139C	2.880	-2.200
YNL140C	0.840	0.670
YNL141W	-0.270	-0.330
YNL142W	-1.160	-0.380
YNL143C	-3.040	0.880
YNL144C	0.740	0.160
YNL145W	-1.400	0.380
YNL146W	0.380	0.390
YNL147W	-1.960	0.810
YNL148C	-1.560	-1.620
YNL153C	2.750	2.850
YNL154C	1.310	1.640
YNL155W	0.810	0.220
YNL156C	-0.050	-0.700
YNL157W	-1.540	-1.800
YNL159C	-2.010	-2.540
YNL160W	-0.240	-1.120
YNL162W	-1.150	-0.760
YNL164C	-2.380	-2.810
YNL165W	-0.510	-1.950
YNL166C	-0.790	-0.960
YNL167C	-0.320	-1.320
YNL168C	-0.020	0.640
YNL169C	0.010	0.290
YNL170W	0.940	1.840
YNL171C	-0.620	-0.020
YNL173C	-0.480	-0.750
YNL175C	-0.420	-1.080
YNL176C	-1.160	-1.310
YNL177C	-2.510	-2.380
YNL179C	-1.270	-0.960
YNL183C	-3.390	-1.120
YNL184C	-0.630	-0.870
YNL187W	-1.350	-1.770
YNL190W	-1.250	-1.000
YNL191W	-0.120	-0.610
YNL192W	2.600	0.450
YNL193W	0.500	1.640
YNL194C	0.730	1.450
YNL195C	-0.610	-0.870
YNL196C	0.760	0.630
YNL197C	2.800	3.970
YNL198C	-2.190	-0.640
YNL199C	3.420	-0.270
YNL200C	-1.580	-1.650
YNL201C	0.720	1.160
YNL202W	-0.100	0.410
YNL203C	-0.390	0.620
YNL204C	1.010	1.090
YNL205C	0.630	1.140
YNL206C	-1.350	-2.250
YNL208W	1.230	1.640
YNL211C	1.750	1.420
YNL212W	0.630	1.250
YNL213C	4.960	2.520
YNL214W	0.740	1.590
YNL215W	0.340	0.920
YNL217W	-0.230	0.050
YNL218W	-0.610	-1.620
YNL219C	1.430	2.690
YNL220W	-0.370	-1.770
YNL223W	5.490	-0.800
YNL224C	0.800	1.480
YNL225C	NaN	NaN
YNL226W	2.920	1.360
YNL227C	4.720	0.490
YNL228W	2.140	0.440
YNL229C	-3.520	-2.740
YNL230C	1.640	1.350
YNL231C	0.630	-0.570
YNL233W	-1.000	-1.540
YNL234W	-2.620	-2.410
YNL235C	0.450	5.280
YNL236W	-0.230	-0.270
YNL237W	-1.360	-0.870
YNL238W	-1.490	1.140
YNL239W	0.070	0.690
YNL241C	1.330	1.250
YNL242W	5.800	-1.370
YNL246W	-1.020	-1.210
YNL248C	1.610	0.040
YNL249C	1.030	0.660
YNL250W	0.060	0.100
YNL252C	1.000	-0.490
YNL253W	-0.290	-0.650
YNL254C	-0.900	-1.140
YNL255C	-1.000	1.080
YNL257C	-0.510	0.120
YNL259C	0.210	1.080
YNL264C	0.100	-0.770
YNL265C	0.010	0.460
YNL266W	0.400	0.730
YNL268W	-0.605	-1.710
YNL269W	0.540	0.520
YNL270C	0.640	0.370
YNL271C	-0.530	-2.210
YNL273W	0.420	-0.490
YNL274C	-0.320	-1.040
YNL275W	-0.990	-1.340
YNL276C	-1.460	-1.250
YNL277W	-1.500	-1.490
YNL278W	-1.030	-1.190
YNL279W	-0.040	-0.130
YNL280C	0.660	1.140
YNL281W	0.400	0.710
YNL283C	-0.330	-0.310
YNL284C	2.360	1.350
YNL285W	0.860	0.750
YNL286W	2.280	1.650
YNL288W	-1.180	-0.090
YNL289W	1.470	1.210
YNL291C	0.980	0.210
YNL292W	-0.560	-0.500
YNL293W	-1.150	-2.360
YNL294C	1.030	-1.360
YNL295W	-0.920	-1.460
YNL296W	-3.820	1.150
YNL297C	-4.520	0.360
YNL298W	0.320	-2.490
YNL299W	1.320	2.620
YNL300W	1.140	0.660
YNL301C	-1.100	-1.590
YNL302C	2.860	8.230
YNL303W	-0.870	-0.770
YNL304W	-0.350	-0.810
YNL305C	-1.170	-1.160
YNL307C	-0.930	-0.060
YNL309W	-0.340	-0.120
YNL311C	-0.730	-0.250
YNL314W	0.150	0.550
YNL315C	-0.425	-0.680
YNL316C	-0.360	-0.810
YNL318C	-0.390	-0.320
YNL319W	-0.900	-2.300
YNL320W	-0.600	-0.660
YNL321W	-0.610	-0.920
YNL322C	0.720	0.880
YNL323W	1.320	-1.100
YNL324W	-0.020	-0.130
YNL325C	-1.200	-1.580
YNL326C	-0.300	-0.680
YNL327W	0.550	0.260
YNL328C	0.480	0.760
YNL329C	0.620	1.420
YNL330C	0.770	1.170
YNL332W	0.400	0.810
YNL333W	-0.100	0.010
YNL334C	-0.550	-0.440
YNL335W	-0.940	-1.140
YNL336W	-1.140	-1.050
YNL338W	-0.830	-1.030
YNL339C	-0.350	-0.890
YNR001C	-0.500	-0.020
YNR002C	-0.820	-0.670
YNR004W	1.430	2.920
YNR005C	1.260	5.420
YNR006W	2.290	7.470
YNR007C	1.670	-2.050
YNR008W	-1.040	1.770
YNR009W	1.010	0.790
YNR010W	5.320	7.370
YNR012W	2.940	1.690
YNR013C	-0.300	-1.090
YNR014W	-0.400	-0.610
YNR015W	-1.430	-0.430
YNR018W	0.430	-0.070
YNR019W	-1.440	-2.260
YNR020C	0.990	-0.510
YNR021W	0.030	0.000
YNR022C	0.940	0.140
YNR024W	0.300	-0.180
YNR025C	1.200	1.480
YNR027W	0.590	0.670
YNR028W	0.790	0.780
YNR029C	-0.470	-0.360
YNR030W	-0.080	0.850
YNR031C	-0.460	1.660
YNR032C-A	-0.470	-1.130
YNR032W	-1.490	-0.930
YNR033W	0.040	0.270
YNR034W	-1.400	-0.620
YNR036C	1.510	0.750
YNR037C	0.380	-1.220
YNR039C	-0.510	-1.670
YNR040W	0.690	0.050
YNR041C	-2.780	-2.370
YNR042W	2.090	-0.730
YNR045W	0.420	1.620
YNR047W	1.570	0.520
YNR048W	0.110	-2.260
YNR049C	0.340	0.260
YNR050C	-1.080	-0.790
YNR051C	-2.210	3.250
YNR052C	-2.140	-2.740
YNR055C	0.200	-0.580
YNR056C	0.060	-0.110
YNR057C	0.380	-0.040
YNR058W	0.560	-0.390
YNR059W	0.010	1.260
YNR060W	1.000	0.980
YNR061C	1.380	1.840
YNR062C	-0.620	-0.650
YNR063W	0.380	0.550
YNR064C	0.540	-0.110
YNR065C	-1.110	-1.800
YNR066C	-1.210	-1.830
YNR067C	-0.210	-0.670
YNR068C	0.740	1.110
YNR069C	0.050	-0.120
YNR070W	-1.340	-0.780
YNR071C	-0.070	-0.220
YNR072W	0.430	-0.300
YNR073C	-0.480	-0.870
YNR074C	0.270	-0.250
YNR075W	-0.180	-0.940
YOL001W	2.290	3.050
YOL002C	0.050	-0.450
YOL003C	-0.860	-0.250
YOL004W	0.040	-1.530
YOL006C	-2.980	-0.900
YOL007C	-0.050	-0.560
YOL008W	0.310	0.880
YOL009C	1.030	0.390
YOL011W	-0.070	-0.430
YOL012C	-0.850	2.520
YOL013C	-0.740	-1.210
YOL013W-B	1.790	1.920
YOL014W	-0.020	-0.360
YOL015W	0.210	-1.020
YOL016C	-1.200	-1.450
YOL017W	-0.570	-1.010
YOL018C	-1.700	0.820
YOL019W	0.850	0.670
YOL020W	0.100	-0.220
YOL023W	-2.080	-2.880
YOL024W	-0.880	-1.200
YOL025W	0.260	-0.940
YOL027C	0.460	0.860
YOL028C	0.070	-0.050
YOL029C	-0.060	-0.430
YOL030W	1.330	0.910
YOL031C	-0.010	-0.340
YOL032W	0.610	0.040
YOL033W	-0.040	1.950
YOL035C	0.160	0.280
YOL036W	-0.320	-0.160
YOL037C	-1.000	-0.830
YOL039W	-0.690	2.280
YOL041C	3.160	2.390
YOL042W	1.410	-0.220
YOL043C	-0.410	-1.350
YOL044W	2.300	0.670
YOL045W	1.400	-0.200
YOL046C	1.800	0.060
YOL047C	0.440	0.330
YOL048C	0.090	0.680
YOL049W	-0.140	-0.320
YOL050C	0.970	4.410
YOL051W	3.170	2.850
YOL052C	0.410	1.180
YOL052C-A	0.050	0.410
YOL053W	-1.340	-0.840
YOL054W	-0.400	-0.540
YOL055C	-1.500	-1.790
YOL056W	0.400	-0.020
YOL057W	0.720	0.570
YOL058W	0.870	0.810
YOL059W	1.740	0.370
YOL060C	-0.270	7.000
YOL061W	-1.590	0.240
YOL062C	1.090	0.720
YOL063C	0.300	-0.460
YOL064C	0.200	-0.430
YOL065C	-0.540	-0.380
YOL067C	-2.640	0.280
YOL068C	-1.940	-2.750
YOL070C	0.090	-0.280
YOL071W	0.330	0.590
YOL072W	NaN	NaN
YOL075C	0.540	0.590
YOL076W	-1.750	-3.090
YOL079W	0.300	0.470
YOL080C	0.340	-0.160
YOL081W	0.890	-1.060
YOL082W	0.000	0.010
YOL083W	-0.050	0.410
YOL084W	-0.050	-0.100
YOL085C	-0.580	-0.550
YOL086C	-2.100	-3.290
YOL087C	1.430	-0.160
YOL088C	1.720	0.460
YOL089C	0.940	-0.230
YOL090W	-1.070	0.140
YOL091W	-1.750	-1.560
YOL092W	-1.500	-1.950
YOL093W	-0.160	-0.110
YOL095C	4.130	3.330
YOL096C	2.050	1.990
YOL098C	-0.760	-1.540
YOL099C	-0.710	-1.320
YOL100W	1.310	-0.220
YOL101C	-0.640	-0.670
YOL103W	2.660	2.380
YOL104C	-0.550	-0.120
YOL105C	-0.200	0.770
YOL106W	-0.400	-1.180
YOL107W	-0.600	-1.390
YOL108C	-1.930	-1.530
YOL109W	-0.950	-1.500
YOL110W	0.460	0.330
YOL111C	-0.340	-1.280
YOL112W	-1.500	-1.960
YOL113W	-0.110	-0.320
YOL114C	-0.580	-0.860
YOL115W	4.760	0.900
YOL116W	-0.280	0.190
YOL117W	-0.330	-1.360
YOL118C	-0.580	-1.110
YOL119C	-1.500	-1.690
YOL121C	-0.010	0.150
YOL122C	-1.140	-1.490
YOL124C	-0.200	0.270
YOL125W	0.420	1.280
YOL126C	-0.870	-1.030
YOL128C	0.190	0.600
YOL129W	-0.930	0.350
YOL131W	-0.070	0.040
YOL132W	0.370	0.070
YOL136C	-0.200	-0.090
YOL137W	-0.550	-0.530
YOL138C	1.030	-0.590
YOL141W	-0.310	-0.740
YOL143C	NaN	NaN
YOL147C	-0.360	-0.730
YOL148C	NaN	NaN
YOL150C	-1.020	-0.860
YOL151W	-0.280	-0.465
YOL152W	-0.255	-0.200
YOL153C	-0.450	-0.920
YOL155C	-1.000	-0.860
YOL158C	-0.050	-0.300
YOL159C	1.540	0.680
YOL160W	-0.680	-0.890
YOL162W	-5.620	-0.440
YOL163W	0.030	0.020
YOR001W	2.430	3.700
YOR002W	1.390	0.570
YOR003W	-0.110	-0.200
YOR005C	-2.090	-2.700
YOR006C	0.670	0.630
YOR007C	0.230	-0.250
YOR008C	2.160	1.380
YOR008C-A	0.200	-0.690
YOR009W	0.090	-0.280
YOR010C	1.170	1.300
YOR011W	-1.580	-1.230
YOR012W	0.380	2.550
YOR013W	1.080	1.490
YOR014W	0.320	-1.660
YOR015W	-0.290	-0.100
YOR016C	-0.590	-0.480
YOR017W	-0.820	-0.770
YOR018W	-1.610	-1.820
YOR019W	-0.600	-0.360
YOR021C	0.160	0.140
YOR022C	-0.620	-0.460
YOR023C	0.610	1.530
YOR024W	0.340	0.750
YOR025W	-0.520	-0.020
YOR026W	-1.280	0.340
YOR027W	3.120	2.000
YOR028C	0.200	0.630
YOR029W	-0.140	0.700
YOR030W	-1.150	-2.260
YOR031W	-0.500	0.050
YOR032C	-0.120	-0.510
YOR033C	1.810	0.870
YOR034C	-0.420	0.280
YOR035C	-1.670	-1.990
YOR036W	-2.670	9.150
YOR037W	1.410	1.920
YOR038C	1.360	-0.450
YOR039W	0.230	-0.140
YOR040W	0.730	1.400
YOR041C	-0.030	0.720
YOR042W	-0.520	0.190
YOR043W	-0.770	0.180
YOR044W	-0.840	-1.240
YOR045W	-0.200	0.200
YOR047C	-0.400	0.360
YOR049C	-0.450	-0.280
YOR050C	1.210	1.210
YOR051C	1.240	2.440
YOR052C	0.320	0.690
YOR053W	1.050	1.070
YOR054C	0.500	0.010
YOR055W	1.390	0.340
YOR058C	0.730	1.300
YOR059C	1.340	1.930
YOR061W	0.830	0.080
YOR062C	-0.640	-0.880
YOR064C	0.150	-0.810
YOR065W	-0.850	-0.490
YOR066W	0.520	0.260
YOR067C	1.060	0.000
YOR068C	-1.430	-3.350
YOR069W	-2.640	-3.940
YOR070C	4.220	-0.370
YOR071C	-0.760	-0.480
YOR072W	-0.980	0.160
YOR073W	0.030	1.320
YOR076C	0.930	0.730
YOR078W	1.510	6.020
YOR079C	-1.530	-2.080
YOR080W	0.470	1.090
YOR081C	-0.380	-0.840
YOR082C	-0.430	-0.280
YOR083W	-0.550	0.210
YOR084W	-0.490	-0.600
YOR085W	2.510	-0.890
YOR086C	0.390	0.450
YOR087W	0.075	0.475
YOR089C	-1.090	3.280
YOR090C	-1.610	-1.780
YOR091W	-1.300	-1.870
YOR092W	-1.020	-1.600
YOR093C	-1.360	-1.950
YOR094W	-1.140	-1.510
YOR096W	-0.830	4.370
YOR097C	-0.550	-0.920
YOR099W	-1.400	-1.620
YOR100C	0.090	0.080
YOR101W	-1.130	-1.100
YOR104W	-0.220	-0.270
YOR105W	-1.270	-1.210
YOR106W	-1.180	5.580
YOR107W	-1.000	-1.080
YOR108W	-0.820	-1.140
YOR109W	-4.070	0.040
YOR111W	0.740	0.540
YOR112W	0.010	-0.260
YOR113W	2.710	1.910
YOR114W	-0.460	-0.910
YOR115C	-1.530	-0.300
YOR118W	0.090	-0.870
YOR120W	-0.260	-0.480
YOR121C	-1.030	-1.740
YOR123C	1.850	1.640
YOR124C	-0.360	0.140
YOR125C	-0.850	-0.130
YOR126C	-0.280	-0.170
YOR127W	1.530	0.870
YOR128C	-0.550	-0.280
YOR129C	-0.250	0.020
YOR130C	0.810	0.750
YOR131C	0.220	-0.190
YOR132W	-2.400	-0.560
YOR133W	-0.610	-0.560
YOR134W	-0.280	-0.610
YOR135C	1.450	-0.500
YOR136W	-0.550	-1.830
YOR137C	0.010	-0.440
YOR138C	0.690	0.420
YOR139C	0.850	2.010
YOR140W	0.080	2.010
YOR141C	-0.180	-2.080
YOR142W	0.490	-0.020
YOR144C	0.350	0.130
YOR147W	0.750	1.820
YOR150W	0.390	-0.110
YOR152C	0.290	0.230
YOR153W	1.210	0.960
YOR154W	-1.180	-0.930
YOR155C	-0.450	-1.400
YOR156C	-1.760	-2.380
YOR158W	2.420	3.130
YOR161C	0.600	0.440
YOR162C	0.990	2.630
YOR163W	0.870	1.280
YOR164C	1.440	1.300
YOR165W	1.260	1.480
YOR166C	0.460	0.290
YOR167C	3.120	4.650
YOR170W	1.190	0.580
YOR171C	-3.080	0.900
YOR172W	-1.590	-1.380
YOR173W	-2.060	-1.850
YOR175C	0.520	0.410
YOR177C	0.200	-0.220
YOR178C	1.170	-0.170
YOR179C	1.740	1.980
YOR180C	1.060	0.970
YOR182C	-0.030	1.310
YOR183W	-0.950	0.390
YOR184W	0.930	2.740
YOR185C	0.730	0.670
YOR186W	1.090	0.970
YOR187W	2.220	1.620
YOR188W	0.410	0.350
YOR189W	0.090	1.140
YOR190W	-1.310	-1.530
YOR191W	-1.890	-1.800
YOR192C	0.340	0.340
YOR193W	0.830	0.730
YOR195W	0.680	0.120
YOR196C	1.140	3.060
YOR197W	0.670	0.270
YOR198C	1.800	-1.780
YOR199W	1.090	-0.140
YOR200W	1.960	0.420
YOR201C	0.330	-0.880
YOR202W	0.420	0.200
YOR205C	4.060	2.960
YOR208W	0.490	-0.200
YOR209C	-2.030	-0.770
YOR211C	0.220	1.060
YOR212W	-1.500	-2.080
YOR213C	-2.270	-2.970
YOR214C	-1.070	-1.390
YOR215C	-0.560	-0.850
YOR216C	0.180	1.010
YOR219C	0.360	-0.430
YOR220W	0.660	-0.280
YOR221C	0.220	0.010
YOR222W	-0.270	-0.640
YOR223W	-0.110	-0.570
YOR225W	-0.830	-1.310
YOR226C	-1.390	0.580
YOR227W	-1.180	-1.320
YOR228C	-0.980	-1.170
YOR229W	-1.960	-2.390
YOR230W	-1.100	-0.980
YOR231W	-0.670	-2.160
YOR233W	-0.570	-1.370
YOR234C	1.650	0.920
YOR235W	3.100	4.290
YOR237W	-0.160	-1.080
YOR238W	-1.830	-1.890
YOR239W	0.065	-0.945
YOR241W	8.920	-0.720
YOR242C	-1.380	-2.080
YOR243C	-0.650	-0.850
YOR245C	-1.170	-1.880
YOR246C	-2.440	-2.350
YOR247W	-0.350	-0.240
YOR248W	0.310	0.710
YOR251C	2.020	2.830
YOR252W	0.010	-0.200
YOR253W	0.050	-0.350
YOR255W	-0.070	-0.620
YOR258W	1.810	-0.570
YOR263C	-0.210	-0.770
YOR264W	-0.230	-0.660
YOR265W	-0.150	-1.330
YOR266W	-0.470	-0.240
YOR267C	0.960	0.800
YOR268C	0.740	0.630
YOR269W	0.850	0.980
YOR270C	-0.490	4.590
YOR271C	0.340	0.520
YOR273C	0.290	0.270
YOR274W	1.140	2.680
YOR275C	0.650	-1.100
YOR276W	0.470	0.490
YOR277C	-0.820	-0.750
YOR279C	-1.210	-1.020
YOR280C	0.070	0.060
YOR283W	0.080	-0.280
YOR284W	0.550	0.850
YOR285W	-0.510	-0.380
YOR286W	1.120	2.030
YOR288C	0.060	-0.210
YOR289W	-0.280	-1.120
YOR290C	NaN	NaN
YOR291W	-2.370	0.090
YOR292C	-1.280	-0.350
YOR293W	NaN	NaN
YOR295W	NaN	NaN
YOR296W	-0.870	-2.880
YOR297C	-1.010	-2.590
YOR298C-A	-1.055	-1.500
YOR298W	-0.670	-0.450
YOR299W	0.280	0.010
YOR300W	-0.020	0.475
YOR301W	0.170	0.110
YOR302W	-1.490	-1.580
YOR303W	-0.530	-0.755
YOR304C-A	-0.660	-0.610
YOR304W	-0.330	-0.140
YOR305W	2.230	3.600
YOR306C	-1.730	2.030
YOR307C	0.510	0.380
YOR308C	1.650	2.950
YOR309C	1.425	1.990
YOR311C	-0.530	-0.820
YOR312C	-0.040	-2.250
YOR313C	-0.290	-0.720
YOR314W	0.010	-0.150
YOR315W	-0.930	-1.100
YOR316C	0.800	0.670
YOR317W	-1.670	-2.360
YOR318C	-0.910	-0.780
YOR320C	-0.960	-0.900
YOR321W	0.260	0.240
YOR322C	1.850	3.050
YOR323C	-1.110	1.320
YOR324C	1.070	1.200
YOR325W	1.250	2.110
YOR327C	1.450	-1.170
YOR328W	0.120	-0.050
YOR330C	1.680	2.910
YOR331C	-6.330	-0.440
YOR332W	-6.510	0.110
YOR333C	0.290	0.340
YOR334W	-1.140	-1.480
YOR337W	2.780	0.750
YOR338W	0.530	-0.090
YOR339C	-0.310	-0.200
YOR342C	-0.460	-0.330
YOR343C	0.380	0.500
YOR344C	1.600	1.180
YOR345C	0.400	1.620
YOR346W	0.240	0.490
YOR347C	0.660	0.630
YOR348C	0.880	1.000
YOR349W	-0.420	-0.420
YOR350C	0.540	0.960
YOR351C	0.260	0.260
YOR352W	-0.420	-0.730
YOR354C	-1.130	-1.040
YOR355W	0.420	-0.100
YOR356W	0.030	0.060
YOR357C	-2.150	-0.910
YOR358W	-0.430	-1.480
YOR359W	-0.280	-0.200
YOR360C	0.720	0.830
YOR363C	1.280	1.330
YOR364W	-1.145	-1.025
YOR365C	-0.480	-0.170
YOR366W	-0.260	0.670
YOR367W	-0.410	-0.440
YOR368W	0.110	1.110
YOR369C	0.290	-1.500
YOR371C	-0.140	-0.110
YOR374W	-0.250	-0.710
YOR375C	-0.070	-0.310
YOR376W	-3.740	-3.560
YOR377W	-0.110	-0.010
YOR378W	0.280	0.170
YOR379C	-0.240	1.190
YOR380W	-0.190	-0.490
YOR381W	-0.010	-0.250
YOR382W	-0.380	-0.710
YOR383C	0.060	-0.230
YOR384W	0.090	-0.290
YOR385W	-1.990	-1.940
YOR386W	-0.880	-1.200
YPL001W	-0.560	-0.810
YPL002C	0.690	0.520
YPL003W	0.150	0.650
YPL004C	-0.690	-0.570
YPL005W	-0.180	-0.830
YPL006W	-0.120	-0.030
YPL008W	0.540	0.800
YPL009C	-0.500	-0.350
YPL013C	0.180	-0.360
YPL014W	0.750	1.400
YPL015C	0.950	1.560
YPL017C	-0.080	0.040
YPL018W	1.390	1.480
YPL019C	0.470	4.120
YPL021W	-0.830	-1.320
YPL022W	1.190	1.150
YPL023C	0.050	-1.060
YPL024W	2.600	1.930
YPL025C	-0.900	0.690
YPL026C	0.750	0.230
YPL027W	-0.640	-0.780
YPL029W	-0.610	-1.460
YPL030W	-0.140	0.640
YPL031C	NaN	NaN
YPL032C	1.090	1.320
YPL033C	-0.430	-0.100
YPL034W	-0.160	-0.190
YPL035C	0.340	0.410
YPL036W	0.290	0.560
YPL037C	2.330	0.480
YPL038W	-0.530	0.060
YPL039W	-1.730	-2.020
YPL040C	-2.930	-2.650
YPL041C	-1.040	-0.430
YPL042C	-0.070	-0.710
YPL045W	NaN	NaN
YPL046C	-0.050	-0.190
YPL047W	-0.130	0.530
YPL048W	0.910	1.570
YPL049C	0.590	1.290
YPL050C	NaN	NaN
YPL051W	-1.790	0.980
YPL052W	-0.010	0.080
YPL053C	-0.300	-0.420
YPL054W	-1.620	-1.110
YPL055C	0.160	2.340
YPL056C	-0.780	-1.000
YPL057C	-0.850	-1.070
YPL058C	-0.730	-1.040
YPL059W	-0.300	13.260
YPL060W	0.240	-0.170
YPL061W	-0.570	-2.120
YPL062W	0.480	-1.970
YPL064C	-0.370	-0.600
YPL065W	0.840	5.170
YPL066W	0.450	0.910
YPL067C	0.990	0.330
YPL068C	1.360	0.910
YPL069C	0.570	2.560
YPL070W	-0.920	-2.180
YPL071C	-2.550	-2.230
YPL072W	-1.190	-1.380
YPL073C	1.150	0.620
YPL074W	0.510	0.030
YPL077C	-0.270	-0.840
YPL078C	-0.495	-1.470
YPL079W	3.930	0.140
YPL080C	-0.150	2.530
YPL081W	-1.410	-1.620
YPL084W	0.720	1.830
YPL086C	2.420	4.320
YPL087W	1.860	2.400
YPL088W	-0.780	-0.490
YPL089C	0.830	0.750
YPL090C	-0.560	-3.210
YPL091W	-0.250	-0.770
YPL092W	-0.110	-1.150
YPL095C	-0.170	-0.770
YPL096W	-0.450	-0.920
YPL097W	2.300	-0.390
YPL098C	1.630	2.120
YPL099C	0.150	-0.280
YPL100W	0.400	-1.810
YPL101W	2.880	1.670
YPL102C	2.380	0.310
YPL103C	-0.990	-1.020
YPL104W	-0.330	-1.120
YPL105C	0.430	-1.260
YPL106C	1.860	0.060
YPL107W	-0.160	-0.620
YPL108W	0.050	-0.330
YPL109C	0.650	0.020
YPL110C	0.090	-0.080
YPL111W	0.040	-0.270
YPL112C	0.820	1.440
YPL113C	-0.200	-0.050
YPL114W	-0.120	-0.020
YPL115C	1.000	1.510
YPL116W	0.440	0.560
YPL118W	-0.930	-1.630
YPL119C	0.260	0.340
YPL120W	2.550	2.450
YPL121C	-0.810	-0.380
YPL123C	0.800	-2.340
YPL125W	0.440	1.300
YPL127C	-2.120	1.400
YPL129W	NaN	NaN
YPL130W	-0.690	-0.590
YPL132W	0.540	0.330
YPL133C	-0.120	-0.040
YPL134C	-1.880	-2.600
YPL135W	-0.450	0.550
YPL136W	0.500	2.300
YPL137C	-0.490	0.300
YPL138C	-0.510	-0.470
YPL139C	-0.040	0.840
YPL140C	-0.420	-0.420
YPL141C	-0.380	-0.700
YPL144W	-1.100	-0.710
YPL145C	0.600	0.260
YPL147W	0.600	0.530
YPL148C	NaN	NaN
YPL149W	5.190	-2.310
YPL150W	1.530	-1.270
YPL152W	1.830	0.670
YPL154C	-1.160	-2.530
YPL155C	0.710	1.330
YPL156C	-0.500	0.040
YPL157W	-0.390	-0.290
YPL158C	0.970	-1.810
YPL159C	0.730	0.840
YPL161C	-0.130	-1.800
YPL162C	0.540	0.350
YPL163C	-0.520	-0.290
YPL164C	-0.090	-0.060
YPL165C	1.340	-0.210
YPL166W	2.860	-1.460
YPL167C	-0.380	-0.170
YPL168W	-0.650	-0.490
YPL170W	0.270	0.920
YPL171C	0.200	0.970
YPL172C	-0.130	0.060
YPL173W	-0.040	-0.920
YPL174C	1.330	3.320
YPL176C	0.250	0.390
YPL177C	0.220	-0.310
YPL178W	-0.170	-0.150
YPL179W	3.410	6.900
YPL180W	4.700	1.460
YPL181W	0.260	0.180
YPL182C	-0.800	0.230
YPL183C	-1.460	-2.850
YPL183W-A	-0.255	-1.415
YPL184C	-0.040	0.900
YPL185W	-0.120	0.160
YPL186C	0.590	0.690
YPL187W	-0.750	-0.410
YPL188W	0.910	3.990
YPL189W	0.260	0.520
YPL191C	-0.580	-0.550
YPL192C	0.040	-0.590
YPL193W	NaN	NaN
YPL194W	-0.015	0.790
YPL195W	-4.250	-0.580
YPL196W	-2.170	0.310
YPL197C	-0.170	-0.510
YPL198W	-0.410	-0.630
YPL199C	0.050	0.080
YPL200W	-0.820	-0.570
YPL201C	-0.410	-0.540
YPL202C	-1.400	-1.350
YPL203W	-0.600	-0.500
YPL205C	3.090	-0.310
YPL206C	0.560	-0.080
YPL207W	-1.140	-0.880
YPL208W	-0.050	-0.060
YPL212C	-0.560	0.280
YPL213W	1.240	0.580
YPL214C	-0.620	0.230
YPL215W	-0.610	-0.820
YPL216W	-0.980	-1.150
YPL219W	-1.320	-0.920
YPL220W	-0.960	-1.670
YPL221W	-0.840	-0.860
YPL222W	0.040	-0.300
YPL223C	0.040	-0.620
YPL224C	1.350	1.300
YPL225W	0.290	1.170
YPL226W	1.090	1.640
YPL227C	1.620	-0.220
YPL229W	-0.020	-0.380
YPL230W	0.620	-0.040
YPL232W	0.000	-1.590
YPL234C	-6.290	1.700
YPL236C	-0.480	-0.330
YPL239W	-0.810	-1.680
YPL240C	-0.570	-0.930
YPL241C	-0.600	-1.190
YPL244C	-1.060	-1.040
YPL245W	-0.470	-0.620
YPL246C	-0.560	0.160
YPL247C	-0.220	0.440
YPL248C	-0.310	-0.570
YPL249C	-0.270	-0.190
YPL250C	2.730	2.750
YPL253C	0.470	0.290
YPL254W	0.290	0.180
YPL256C	1.130	0.950
YPL257W	0.540	0.360
YPL258C	-1.290	-1.470
